sep=,
Seed,Name,Perfection,Suit_Energy,Suit_Energy_Regen
74552,Nitrogen Harvester,0.056,,+2%
74553,Nitrogen Drain,0.087,+6%,+2%
74554,Gas Sieve,0.056,,+2%
74555,Gas Filter,0.393,+16%,
74556,Nitrogen Sieve,0.167,,+4%
74557,Gas Sieve,0.056,,+2%
74558,Ammonium Drain,0.0,+5%,
74559,Gas Generator Unit,0.089,+5%,+3%
74560,Carbon Tanks,0.036,+6%,
74561,Nitrogen Stabiliser,0.056,,+2%
74562,Carbon Pump,0.217,+8%,+3%
74563,Oxygen Tanks,0.429,+17%,
74564,Oxygen Drain,0.056,,+2%
74565,Oxygen Filter,0.214,+11%,
74566,Oxygen Purifier,0.111,,+3%
74567,Nitrogen Generator Unit,0.357,+15%,
74568,Gas Harvester,0.036,+6%,
74569,Carbon Tanks,0.056,,+2%
74570,Nitrogen Generator Unit,0.044,+5%,+2%
74571,Gas Filter,0.056,,+2%
74572,Nitrogen Drain,0.056,,+2%
74573,Gas Harvester,0.111,,+3%
74574,Nitrogen Recycler,0.389,,+8%
74575,Carbon Pump,0.429,+17%,
74576,Ammonium Generator Unit,0.214,+11%,
74577,Ammonium Tanks,0.333,,+7%
74578,Nitrogen Drain,0.0,+5%,
74579,Carbon Drain,0.056,,+2%
74580,Oxygen Generator Unit,0.107,+8%,
74581,Carbon Drain,0.087,+6%,+2%
74582,Gas Harvester,0.111,,+3%
74583,Oxygen Purifier,0.056,,+2%
74584,Nitrogen Generator Unit,0.056,,+2%
74585,Nitrogen Tanks,0.111,,+3%
74586,Oxygen Harvester,0.056,,+2%
74587,Ammonium Harvester,0.0,+5%,
74588,Oxygen Sieve,0.036,+6%,
74589,Nitrogen Generator Unit,0.056,,+2%
74590,Gas Purifier,0.056,,+2%
74591,Nitrogen Recycler,0.143,+9%,
74592,Gas Pump,0.056,,+2%
74593,Gas Harvester,0.278,,+6%
74594,Oxygen Recycler,0.278,,+6%
74595,Oxygen Pump,0.0,+5%,
74596,Nitrogen Drain,0.056,,+2%
74597,Gas Drain,0.286,+13%,
74598,Gas Stabiliser,0.13,+7%,+2%
74599,Carbon Pump,0.056,,+2%
74600,Gas Tanks,0.13,+7%,+2%
74601,Ammonium Harvester,0.0,+5%,
74602,Ammonium Sieve,0.648,+17%,+4%
74603,Gas Recycler,0.056,,+2%
74604,Gas Sieve,0.044,+5%,+2%
74605,Ammonium Harvester,0.167,,+4%
74606,Gas Drain,0.393,+16%,
74607,Gas Filter,0.0,+5%,
74608,Carbon Stabiliser,0.0,+5%,
74609,Nitrogen Tanks,0.321,+14%,
74610,Ammonium Purifier,0.0,+5%,
74611,Carbon Drain,0.0,+5%,
74612,Nitrogen Stabiliser,0.167,,+4%
74613,Oxygen Sieve,0.214,+11%,
74614,Oxygen Filter,0.0,,+1%
74615,Oxygen Harvester,0.278,,+6%
74616,Gas Stabiliser,0.0,+5%,
74617,Ammonium Stabiliser,0.056,,+2%
74618,Carbon Drain,0.087,+6%,+2%
74619,Oxygen Pump,0.056,,+2%
74620,Gas Filter,0.25,+12%,
74621,Oxygen Filter,0.0,+5%,
74622,Oxygen Sieve,0.56,+16%,+3%
74623,Gas Drain,0.056,,+2%
74624,Nitrogen Harvester,0.389,,+8%
74625,Oxygen Drain,0.0,+5%,
74626,Oxygen Sieve,0.089,+5%,+3%
74627,Carbon Drain,0.644,+19%,+2%
74628,Carbon Generator Unit,0.529,+8%,+10%
74629,Carbon Purifier,0.111,,+3%
74630,Ammonium Harvester,0.216,+9%,+2%
74631,Ammonium Drain,0.321,+14%,
74632,Oxygen Harvester,0.259,+10%,+2%
74633,Gas Drain,0.0,+5%,
74634,Oxygen Pump,0.222,,+5%
74635,Carbon Tanks,0.056,,+2%
74636,Carbon Sieve,0.056,,+2%
74637,Gas Recycler,0.473,+15%,+2%
74638,Carbon Pump,0.0,+5%,
74639,Nitrogen Sieve,0.321,+14%,
74640,Gas Recycler,0.602,+18%,+2%
74641,Oxygen Filter,0.0,+5%,
74642,Carbon Recycler,0.333,,+7%
74643,Ammonium Generator Unit,0.605,+16%,+4%
74644,Nitrogen Pump,0.0,+5%,
74645,Nitrogen Drain,0.071,+7%,
74646,Oxygen Tanks,0.036,+6%,
74647,Carbon Recycler,0.044,+5%,+2%
74648,Gas Drain,0.056,,+2%
74649,Gas Drain,0.056,,+2%
74650,Ammonium Stabiliser,0.089,+5%,+3%
74651,Carbon Purifier,0.036,+6%,
74652,Ammonium Drain,0.167,,+4%
74653,Nitrogen Filter,0.089,+5%,+3%
74654,Nitrogen Tanks,0.111,,+3%
74655,Oxygen Generator Unit,0.217,+8%,+3%
74656,Nitrogen Filter,0.5,,+10%
74657,Gas Sieve,0.071,+7%,
74658,Carbon Purifier,0.278,,+6%
74659,Carbon Drain,0.107,+8%,
74660,Ammonium Pump,0.0,+5%,
74661,Ammonium Filter,0.036,+6%,
74662,Oxygen Drain,0.25,+12%,
74663,Gas Recycler,0.036,+6%,
74664,Nitrogen Recycler,0.036,+6%,
74665,Carbon Purifier,0.143,+9%,
74666,Gas Harvester,0.143,+9%,
74667,Gas Drain,0.464,+18%,
74668,Nitrogen Purifier,0.357,+15%,
74669,Gas Harvester,0.602,+18%,+2%
74670,Ammonium Recycler,0.071,+7%,
74671,Oxygen Sieve,0.464,+18%,
74672,Oxygen Pump,0.278,,+6%
74673,Nitrogen Recycler,0.056,,+2%
74674,Oxygen Tanks,0.393,+16%,
74675,Nitrogen Drain,0.036,+6%,
74676,Gas Tanks,0.143,+9%,
74677,Carbon Generator Unit,0.056,,+2%
74678,Oxygen Filter,0.0,+5%,
74679,Carbon Stabiliser,0.0,+5%,
74680,Gas Harvester,0.179,+10%,
74681,Ammonium Stabiliser,0.111,,+3%
74682,Ammonium Sieve,0.0,+5%,
74683,Oxygen Harvester,0.516,+16%,+2%
74684,Carbon Generator Unit,0.087,+6%,+2%
74685,Ammonium Filter,0.259,+10%,+2%
74686,Carbon Drain,0.0,,+1%
74687,Ammonium Generator Unit,0.0,+5%,
74688,Ammonium Tanks,0.056,,+2%
74689,Nitrogen Purifier,0.056,,+2%
74690,Carbon Drain,0.044,+5%,+2%
74691,Oxygen Filter,0.036,+6%,
74692,Oxygen Purifier,0.216,+9%,+2%
74693,Carbon Pump,0.056,,+2%
74694,Gas Tanks,0.464,+18%,
74695,Carbon Sieve,0.056,,+2%
74696,Carbon Tanks,0.071,+7%,
74697,Carbon Pump,0.5,+19%,
74698,Gas Generator Unit,0.321,+14%,
74699,Nitrogen Pump,0.429,+17%,
74700,Nitrogen Sieve,0.056,,+2%
74701,Nitrogen Filter,0.429,+17%,
74702,Nitrogen Stabiliser,0.036,+6%,
74703,Nitrogen Harvester,0.056,,+2%
74704,Oxygen Drain,0.344,+12%,+2%
74705,Oxygen Pump,0.516,+16%,+2%
74706,Nitrogen Drain,0.044,+5%,+2%
74707,Carbon Drain,0.036,+6%,
74708,Gas Recycler,0.071,+7%,
74709,Ammonium Stabiliser,0.056,,+2%
74710,Gas Harvester,0.438,+9%,+7%
74711,Nitrogen Filter,0.778,+19%,+5%
74712,Oxygen Pump,0.036,+6%,
74713,Gas Recycler,0.089,+5%,+3%
74714,Ammonium Pump,0.111,,+3%
74715,Ammonium Pump,0.222,,+5%
74716,Ammonium Harvester,0.464,+18%,
74717,Gas Harvester,0.286,+13%,
74718,Nitrogen Sieve,0.179,+10%,
74719,Oxygen Purifier,0.056,,+2%
74720,Oxygen Sieve,0.302,+11%,+2%
74721,Gas Tanks,0.071,+7%,
74722,Nitrogen Harvester,0.056,,+2%
74723,Gas Filter,0.0,+5%,
74724,Nitrogen Sieve,0.111,,+3%
74725,Nitrogen Filter,0.646,+18%,+3%
74726,Nitrogen Generator Unit,0.278,,+6%
74727,Nitrogen Tanks,0.056,,+2%
74728,Gas Filter,0.473,+15%,+2%
74729,Carbon Purifier,0.214,+11%,
74730,Nitrogen Stabiliser,0.056,,+2%
74731,Ammonium Pump,0.056,,+2%
74732,Gas Generator Unit,0.222,,+5%
74733,Oxygen Purifier,0.0,+5%,
74734,Gas Recycler,0.167,,+4%
74735,Oxygen Sieve,0.056,,+2%
74736,Nitrogen Harvester,0.222,,+5%
74737,Nitrogen Purifier,0.107,+8%,
74738,Nitrogen Purifier,0.056,,+2%
74739,Nitrogen Pump,0.278,,+6%
74740,Carbon Recycler,0.056,,+2%
74741,Gas Generator Unit,0.044,+5%,+2%
74742,Gas Stabiliser,0.056,,+2%
74743,Nitrogen Filter,0.464,+18%,
74744,Oxygen Harvester,0.056,,+2%
74745,Oxygen Pump,0.216,+9%,+2%
74746,Carbon Recycler,0.333,,+7%
74747,Carbon Filter,0.308,+7%,+6%
74748,Gas Harvester,0.143,+9%,
74749,Gas Recycler,0.602,+18%,+2%
74750,Carbon Filter,0.644,+19%,+2%
74751,Oxygen Generator Unit,0.173,+8%,+2%
74752,Nitrogen Filter,0.0,+5%,
74753,Nitrogen Filter,0.216,+9%,+2%
74754,Carbon Generator Unit,0.167,,+4%
74755,Oxygen Sieve,0.0,+5%,
74756,Nitrogen Harvester,0.529,+8%,+10%
74757,Carbon Harvester,0.056,,+2%
74758,Nitrogen Sieve,0.056,,+2%
74759,Oxygen Generator Unit,0.0,+5%,
74760,Oxygen Drain,0.056,,+2%
74761,Gas Recycler,0.056,,+2%
74762,Nitrogen Sieve,0.056,,+2%
74763,Carbon Filter,0.056,,+2%
74764,Ammonium Harvester,0.056,,+2%
74765,Nitrogen Filter,0.111,,+3%
74766,Oxygen Filter,0.5,+19%,
74767,Gas Recycler,0.056,,+2%
74768,Carbon Generator Unit,0.167,,+4%
74769,Nitrogen Purifier,0.389,,+8%
74770,Nitrogen Purifier,0.0,+5%,
74771,Carbon Sieve,0.216,+9%,+2%
74772,Carbon Sieve,0.25,+12%,
74773,Ammonium Filter,0.0,,+1%
74774,Oxygen Purifier,0.0,+5%,
74775,Carbon Pump,0.286,+13%,
74776,Carbon Pump,0.036,+6%,
74777,Oxygen Stabiliser,0.0,+5%,
74778,Carbon Stabiliser,0.464,+18%,
74779,Carbon Recycler,0.056,,+2%
74780,Gas Harvester,0.259,+10%,+2%
74781,Gas Filter,0.321,+14%,
74782,Nitrogen Stabiliser,0.0,+5%,
74783,Carbon Pump,0.5,,+10%
74784,Gas Stabiliser,0.31,+6%,+7%
74785,Oxygen Purifier,0.5,,+10%
74786,Nitrogen Recycler,0.111,,+3%
74787,Carbon Stabiliser,0.071,+7%,
74788,Ammonium Harvester,0.056,,+2%
74789,Gas Tanks,0.107,+8%,
74790,Carbon Pump,0.036,+6%,
74791,Gas Sieve,0.044,+5%,+2%
74792,Gas Pump,0.173,+8%,+2%
74793,Nitrogen Drain,0.464,+18%,
74794,Nitrogen Sieve,0.214,+11%,
74795,Carbon Recycler,0.071,+7%,
74796,Gas Stabiliser,0.056,,+2%
74797,Oxygen Tanks,0.0,+5%,
74798,Gas Stabiliser,0.516,+16%,+2%
74799,Gas Stabiliser,0.056,,+2%
74800,Nitrogen Tanks,0.321,+14%,
74801,Carbon Drain,0.0,+5%,
74802,Gas Drain,0.056,,+2%
74803,Nitrogen Recycler,0.278,,+6%
74804,Carbon Pump,0.143,+9%,
74805,Nitrogen Recycler,0.278,,+6%
74806,Ammonium Recycler,0.0,+5%,
74807,Nitrogen Purifier,0.056,,+2%
74808,Oxygen Purifier,0.143,+9%,
74809,Nitrogen Harvester,0.056,,+2%
74810,Ammonium Purifier,0.222,,+5%
74811,Carbon Sieve,0.286,+13%,
74812,Carbon Harvester,0.056,,+2%
74813,Gas Harvester,0.087,+6%,+2%
74814,Nitrogen Sieve,0.25,+12%,
74815,Oxygen Sieve,0.357,+15%,
74816,Gas Purifier,0.143,+9%,
74817,Oxygen Tanks,0.0,+5%,
74818,Carbon Purifier,0.0,+5%,
74819,Ammonium Stabiliser,0.133,+5%,+4%
74820,Carbon Purifier,0.036,+6%,
74821,Carbon Pump,0.214,+11%,
74822,Ammonium Sieve,0.429,+17%,
74823,Nitrogen Purifier,0.056,,+2%
74824,Ammonium Generator Unit,0.5,+19%,
74825,Gas Stabiliser,0.036,+6%,
74826,Oxygen Generator Unit,0.056,,+2%
74827,Nitrogen Purifier,0.111,,+3%
74828,Carbon Pump,0.111,,+3%
74829,Ammonium Generator Unit,0.5,,+10%
74830,Carbon Filter,0.036,+6%,
74831,Oxygen Stabiliser,0.056,,+2%
74832,Oxygen Recycler,0.036,+6%,
74833,Carbon Drain,0.0,+5%,
74834,Oxygen Recycler,0.278,,+6%
74835,Ammonium Stabiliser,0.056,,+2%
74836,Gas Filter,0.357,+15%,
74837,Ammonium Tanks,0.056,,+2%
74838,Nitrogen Recycler,0.278,,+6%
74839,Nitrogen Pump,0.071,+7%,
74840,Nitrogen Drain,0.056,,+2%
74841,Carbon Purifier,0.214,+11%,
74842,Oxygen Drain,0.056,,+2%
74843,Carbon Pump,0.527,+9%,+9%
74844,Nitrogen Generator Unit,0.056,,+2%
74845,Nitrogen Sieve,0.056,,+2%
74846,Carbon Stabiliser,0.0,+5%,
74847,Oxygen Recycler,0.0,+5%,
74848,Oxygen Harvester,0.278,,+6%
74849,Ammonium Purifier,0.5,+19%,
74850,Oxygen Sieve,0.111,,+3%
74851,Oxygen Sieve,0.071,+7%,
74852,Gas Purifier,0.167,,+4%
74853,Ammonium Pump,0.516,+16%,+2%
74854,Ammonium Sieve,0.056,,+2%
74855,Carbon Harvester,0.056,,+2%
74856,Oxygen Harvester,0.056,,+2%
74857,Gas Purifier,0.107,+8%,
74858,Carbon Pump,0.056,,+2%
74859,Nitrogen Recycler,0.0,+5%,
74860,Oxygen Recycler,0.514,+17%,+1%
74861,Gas Recycler,0.25,+12%,
74862,Nitrogen Generator Unit,0.5,+19%,
74863,Gas Stabiliser,0.056,,+2%
74864,Nitrogen Recycler,0.056,,+2%
74865,Ammonium Drain,0.071,+7%,
74866,Oxygen Stabiliser,0.056,,+2%
74867,Ammonium Tanks,0.222,,+5%
74868,Nitrogen Recycler,0.056,,+2%
74869,Nitrogen Purifier,0.0,+5%,
74870,Oxygen Tanks,0.044,+5%,+2%
74871,Nitrogen Harvester,0.356,+5%,+9%
74872,Gas Drain,0.0,+5%,
74873,Oxygen Harvester,0.5,,+10%
74874,Oxygen Sieve,0.429,+17%,
74875,Gas Pump,0.222,,+5%
74876,Oxygen Recycler,0.089,+5%,+3%
74877,Gas Drain,0.167,,+4%
74878,Gas Drain,0.056,,+2%
74879,Ammonium Harvester,0.036,+6%,
74880,Oxygen Pump,0.056,,+2%
74881,Carbon Purifier,0.056,,+2%
74882,Nitrogen Generator Unit,0.056,,+2%
74883,Nitrogen Pump,0.13,+7%,+2%
74884,Ammonium Recycler,0.179,+10%,
74885,Nitrogen Drain,0.286,+13%,
74886,Nitrogen Filter,0.056,,+2%
74887,Nitrogen Stabiliser,0.389,,+8%
74888,Ammonium Stabiliser,0.036,+6%,
74889,Oxygen Recycler,0.0,+5%,
74890,Nitrogen Recycler,0.303,+10%,+3%
74891,Gas Recycler,0.278,,+6%
74892,Nitrogen Filter,0.143,+9%,
74893,Nitrogen Purifier,0.0,+5%,
74894,Ammonium Sieve,0.222,,+5%
74895,Gas Sieve,0.43,+14%,+2%
74896,Carbon Tanks,0.111,,+3%
74897,Ammonium Harvester,0.0,+5%,
74898,Ammonium Stabiliser,0.056,,+2%
74899,Ammonium Stabiliser,0.333,,+7%
74900,Oxygen Stabiliser,0.444,,+9%
74901,Gas Filter,0.26,+9%,+3%
74902,Gas Stabiliser,0.5,+19%,
74903,Gas Filter,0.056,,+2%
74904,Gas Recycler,0.389,,+8%
74905,Oxygen Purifier,0.044,+5%,+2%
74906,Carbon Recycler,0.216,+9%,+2%
74907,Gas Tanks,0.056,,+2%
74908,Oxygen Stabiliser,0.056,,+2%
74909,Oxygen Harvester,0.056,,+2%
74910,Gas Recycler,0.0,+5%,
74911,Ammonium Stabiliser,0.056,,+2%
74912,Nitrogen Pump,0.5,+19%,
74913,Gas Purifier,0.056,,+2%
74914,Ammonium Sieve,0.056,,+2%
74915,Oxygen Harvester,0.429,+17%,
74916,Gas Drain,0.0,+5%,
74917,Nitrogen Generator Unit,0.056,,+2%
74918,Gas Sieve,0.0,+5%,
74919,Ammonium Sieve,0.0,,+1%
74920,Carbon Pump,0.056,,+2%
74921,Gas Pump,0.278,,+6%
74922,Ammonium Harvester,0.5,,+10%
74923,Oxygen Drain,0.216,+9%,+2%
74924,Oxygen Drain,0.429,+17%,
74925,Carbon Harvester,0.389,,+8%
74926,Ammonium Drain,0.071,+7%,
74927,Oxygen Sieve,0.056,,+2%
74928,Ammonium Recycler,0.107,+8%,
74929,Nitrogen Filter,0.0,,+1%
74930,Gas Generator Unit,0.387,+13%,+2%
74931,Ammonium Recycler,0.222,,+5%
74932,Nitrogen Recycler,0.267,+5%,+7%
74933,Oxygen Purifier,0.173,+8%,+2%
74934,Oxygen Generator Unit,0.222,,+5%
74935,Carbon Stabiliser,0.056,,+2%
74936,Ammonium Stabiliser,0.0,+5%,
74937,Oxygen Sieve,0.5,,+10%
74938,Oxygen Harvester,0.143,+9%,
74939,Ammonium Purifier,0.0,+5%,
74940,Nitrogen Pump,0.473,+15%,+2%
74941,Gas Stabiliser,0.036,+6%,
74942,Nitrogen Sieve,0.0,+5%,+1%
74943,Oxygen Drain,0.0,+5%,
74944,Carbon Generator Unit,0.308,+7%,+6%
74945,Ammonium Pump,0.0,+5%,
74946,Carbon Purifier,0.071,+7%,
74947,Oxygen Stabiliser,0.107,+8%,
74948,Ammonium Sieve,0.143,+9%,
74949,Gas Sieve,0.056,,+2%
74950,Ammonium Drain,0.389,,+8%
74951,Ammonium Harvester,0.087,+6%,+2%
74952,Gas Stabiliser,0.056,,+2%
74953,Ammonium Purifier,0.056,,+2%
74954,Nitrogen Tanks,0.644,+19%,+2%
74955,Ammonium Purifier,0.044,+5%,+2%
74956,Ammonium Sieve,0.056,,+2%
74957,Oxygen Stabiliser,0.056,,+2%
74958,Nitrogen Pump,0.321,+14%,
74959,Nitrogen Tanks,0.056,,+2%
74960,Gas Filter,0.056,,+2%
74961,Ammonium Harvester,0.214,+11%,
74962,Oxygen Purifier,0.056,,+2%
74963,Ammonium Pump,0.389,,+8%
74964,Ammonium Generator Unit,0.0,+5%,
74965,Carbon Pump,0.111,,+3%
74966,Gas Drain,0.278,,+6%
74967,Carbon Pump,0.259,+10%,+2%
74968,Nitrogen Tanks,0.143,+9%,
74969,Gas Purifier,0.044,+5%,+2%
74970,Gas Harvester,0.056,,+2%
74971,Carbon Harvester,0.056,,+2%
74972,Gas Tanks,0.0,+5%,
74973,Ammonium Sieve,0.107,+8%,
74974,Oxygen Harvester,0.321,+14%,
74975,Carbon Pump,0.43,+14%,+2%
74976,Nitrogen Filter,0.214,+11%,
74977,Ammonium Stabiliser,0.0,+5%,
74978,Nitrogen Pump,0.25,+12%,
74979,Oxygen Sieve,0.735,+18%,+5%
74980,Ammonium Purifier,0.107,+8%,
74981,Carbon Pump,0.036,+6%,
74982,Nitrogen Pump,0.0,+5%,
74983,Nitrogen Purifier,0.143,+9%,
74984,Nitrogen Filter,0.056,,+2%
74985,Carbon Recycler,0.036,+6%,
74986,Oxygen Sieve,0.25,+12%,
74987,Ammonium Purifier,0.222,,+5%
74988,Oxygen Stabiliser,0.056,,+2%
74989,Oxygen Stabiliser,0.056,,+2%
74990,Gas Recycler,0.0,+5%,
74991,Gas Generator Unit,0.479,+11%,+6%
74992,Ammonium Generator Unit,0.056,,+2%
74993,Nitrogen Pump,0.056,,+2%
74994,Carbon Drain,0.056,,+2%
74995,Ammonium Stabiliser,0.107,+8%,
74996,Oxygen Stabiliser,0.167,,+4%
74997,Nitrogen Purifier,0.056,,+2%
74998,Ammonium Recycler,0.056,,+2%
74999,Carbon Generator Unit,0.071,+7%,
75000,Carbon Harvester,0.0,+5%,
75001,Nitrogen Stabiliser,0.214,+11%,
75002,Oxygen Generator Unit,0.0,+5%,
75003,Gas Purifier,0.473,+15%,+2%
75004,Carbon Generator Unit,0.036,+6%,
75005,Ammonium Drain,0.222,,+5%
75006,Oxygen Generator Unit,0.056,,+2%
75007,Oxygen Drain,0.389,,+8%
75008,Nitrogen Sieve,0.321,+14%,
75009,Carbon Harvester,0.056,,+2%
75010,Nitrogen Recycler,0.0,+5%,
75011,Nitrogen Tanks,0.056,,+2%
75012,Gas Filter,0.333,,+7%
75013,Nitrogen Tanks,0.444,,+9%
75014,Nitrogen Stabiliser,0.167,,+4%
75015,Carbon Stabiliser,0.056,,+2%
75016,Nitrogen Generator Unit,0.606,+15%,+5%
75017,Oxygen Purifier,0.167,,+4%
75018,Nitrogen Recycler,0.741,+14%,+9%
75019,Gas Pump,0.0,+5%,
75020,Ammonium Tanks,0.056,,+2%
75021,Nitrogen Drain,0.0,+5%,
75022,Gas Filter,0.5,,+10%
75023,Gas Recycler,0.0,+5%,
75024,Carbon Generator Unit,0.559,+17%,+2%
75025,Oxygen Pump,0.056,,+2%
75026,Ammonium Purifier,0.464,+18%,
75027,Oxygen Harvester,0.056,,+2%
75028,Oxygen Tanks,0.056,,+2%
75029,Gas Stabiliser,0.056,,+2%
75030,Ammonium Drain,0.056,,+2%
75031,Carbon Stabiliser,0.0,,+1%
75032,Nitrogen Purifier,0.071,+7%,
75033,Ammonium Stabiliser,0.222,,+5%
75034,Carbon Purifier,0.0,+5%,
75035,Nitrogen Stabiliser,0.056,,+2%
75036,Nitrogen Sieve,0.429,+17%,
75037,Nitrogen Harvester,0.429,+17%,
75038,Carbon Drain,0.056,,+2%
75039,Nitrogen Drain,0.278,,+6%
75040,Gas Stabiliser,0.036,+6%,
75041,Oxygen Drain,0.5,,+10%
75042,Carbon Recycler,0.167,,+4%
75043,Gas Tanks,0.286,+13%,
75044,Oxygen Generator Unit,0.0,+5%,
75045,Nitrogen Drain,0.056,,+2%
75046,Nitrogen Harvester,0.036,+6%,
75047,Gas Purifier,0.056,,+2%
75048,Gas Generator Unit,0.398,+6%,+9%
75049,Ammonium Tanks,0.056,,+2%
75050,Nitrogen Recycler,0.056,,+2%
75051,Oxygen Recycler,0.056,,+2%
75052,Ammonium Harvester,0.214,+11%,
75053,Oxygen Pump,0.071,+7%,
75054,Ammonium Generator Unit,0.478,+12%,+5%
75055,Carbon Recycler,0.036,+6%,
75056,Ammonium Stabiliser,0.056,,+2%
75057,Carbon Purifier,0.0,+5%,
75058,Oxygen Tanks,0.056,,+2%
75059,Oxygen Drain,0.036,+6%,
75060,Ammonium Sieve,0.689,+19%,+3%
75061,Carbon Generator Unit,0.111,,+3%
75062,Ammonium Drain,0.056,,+2%
75063,Oxygen Harvester,0.107,+8%,
75064,Nitrogen Generator Unit,0.0,+5%,
75065,Oxygen Recycler,0.044,+5%,+2%
75066,Gas Tanks,0.056,,+2%
75067,Carbon Harvester,0.217,+8%,+3%
75068,Carbon Sieve,0.056,,+2%
75069,Gas Sieve,0.056,,+2%
75070,Carbon Drain,0.087,+6%,+2%
75071,Ammonium Purifier,0.0,+5%,
75072,Gas Generator Unit,0.31,+6%,+7%
75073,Ammonium Drain,0.056,,+2%
75074,Carbon Generator Unit,0.5,+19%,
75075,Carbon Sieve,0.5,,+10%
75076,Gas Filter,0.056,,+2%
75077,Oxygen Sieve,0.056,,+2%
75078,Carbon Sieve,0.214,+11%,
75079,Ammonium Harvester,0.357,+15%,
75080,Oxygen Recycler,0.356,+5%,+9%
75081,Nitrogen Purifier,0.056,,+2%
75082,Gas Filter,0.286,+13%,
75083,Ammonium Sieve,0.056,,+2%
75084,Oxygen Sieve,0.071,+7%,
75085,Nitrogen Tanks,0.056,,+2%
75086,Ammonium Recycler,0.056,,+2%
75087,Carbon Filter,0.044,+5%,+2%
75088,Gas Stabiliser,0.036,+6%,
75089,Gas Stabiliser,0.056,,+2%
75090,Nitrogen Harvester,0.056,,+2%
75091,Nitrogen Filter,0.071,+7%,
75092,Oxygen Purifier,0.393,+16%,
75093,Gas Drain,0.056,,+2%
75094,Carbon Purifier,0.056,,+2%
75095,Oxygen Pump,0.056,,+2%
75096,Gas Purifier,0.393,+16%,
75097,Nitrogen Drain,0.056,,+2%
75098,Ammonium Purifier,0.071,+7%,
75099,Nitrogen Recycler,0.056,,+2%
75100,Ammonium Filter,0.071,+7%,
75101,Carbon Tanks,0.562,+15%,+4%
75102,Oxygen Drain,0.056,,+2%
75103,Nitrogen Pump,0.179,+10%,
75104,Nitrogen Recycler,0.0,+5%,
75105,Nitrogen Harvester,0.036,+6%,
75106,Gas Recycler,0.036,+6%,
75107,Carbon Stabiliser,0.056,,+2%
75108,Oxygen Generator Unit,0.344,+12%,+2%
75109,Ammonium Pump,0.143,+9%,
75110,Carbon Harvester,0.036,+6%,
75111,Nitrogen Filter,0.0,+5%,
75112,Ammonium Sieve,0.0,+5%,
75113,Oxygen Purifier,0.111,,+3%
75114,Oxygen Harvester,0.394,+9%,+6%
75115,Nitrogen Harvester,0.143,+9%,
75116,Ammonium Filter,0.179,+10%,
75117,Gas Sieve,0.214,+11%,
75118,Ammonium Stabiliser,0.087,+6%,+2%
75119,Oxygen Filter,0.143,+9%,
75120,Ammonium Filter,0.056,,+2%
75121,Gas Harvester,0.167,,+4%
75122,Ammonium Drain,0.302,+11%,+2%
75123,Gas Stabiliser,0.143,+9%,
75124,Nitrogen Drain,0.056,,+2%
75125,Gas Harvester,0.056,,+2%
75126,Oxygen Tanks,0.111,,+3%
75127,Ammonium Recycler,0.056,,+2%
75128,Gas Purifier,0.0,+5%,
75129,Gas Tanks,0.056,,+2%
75130,Gas Filter,0.056,,+2%
75131,Nitrogen Purifier,0.286,+13%,
75132,Carbon Recycler,0.107,+8%,
75133,Gas Stabiliser,0.0,+5%,
75134,Oxygen Drain,0.071,+7%,
75135,Gas Pump,0.393,+16%,
75136,Oxygen Harvester,0.056,,+2%
75137,Oxygen Recycler,0.0,+5%,
75138,Nitrogen Stabiliser,0.43,+14%,+2%
75139,Gas Generator Unit,0.13,+7%,+2%
75140,Nitrogen Recycler,0.333,,+7%
75141,Gas Recycler,0.056,,+2%
75142,Ammonium Sieve,0.214,+11%,
75143,Oxygen Recycler,0.43,+14%,+2%
75144,Ammonium Tanks,0.056,,+2%
75145,Oxygen Tanks,0.071,+7%,
75146,Ammonium Harvester,0.036,+6%,
75147,Ammonium Pump,0.056,,+2%
75148,Oxygen Stabiliser,0.056,,+2%
75149,Ammonium Drain,0.222,,+5%
75150,Oxygen Recycler,0.056,,+2%
75151,Nitrogen Pump,0.044,+5%,+2%
75152,Gas Recycler,0.357,+15%,
75153,Ammonium Stabiliser,0.0,+5%,
75154,Carbon Sieve,0.056,,+2%
75155,Gas Tanks,0.25,+12%,
75156,Gas Stabiliser,0.056,,+2%
75157,Carbon Sieve,0.036,+6%,
75158,Gas Recycler,0.464,+18%,
75159,Gas Purifier,0.5,+19%,
75160,Nitrogen Tanks,0.333,,+7%
75161,Gas Recycler,0.056,,+2%
75162,Ammonium Pump,0.071,+7%,
75163,Carbon Recycler,0.222,,+5%
75164,Carbon Stabiliser,0.044,+5%,+2%
75165,Gas Stabiliser,0.333,,+7%
75166,Ammonium Purifier,0.644,+19%,+2%
75167,Gas Pump,0.173,+8%,+2%
75168,Nitrogen Recycler,0.0,+5%,
75169,Ammonium Filter,0.044,+5%,+2%
75170,Gas Drain,0.529,+8%,+10%
75171,Gas Pump,0.071,+7%,
75172,Nitrogen Harvester,0.111,,+3%
75173,Nitrogen Drain,0.056,,+2%
75174,Ammonium Harvester,0.286,+13%,
75175,Carbon Purifier,0.444,,+9%
75176,Nitrogen Recycler,0.111,,+3%
75177,Ammonium Harvester,0.473,+15%,+2%
75178,Ammonium Filter,0.389,,+8%
75179,Oxygen Drain,0.0,+5%,
