sep=,
Seed,Name,Perfection,Weapon_Projectile_Damage,Weapon_Projectile_ReloadTime,Weapon_Projectile_Rate
94591,Writhing Oscillator,0.113,+1%,-5%,+2%
94592,Watery Mirror,0.1,+1%,-3%,+4%
94593,Cursed Furnace,0.0,+1%,,
94594,Extinguished Filament,0.211,,,+13%
94595,Crimson Mirror,0.024,+1%,-2%,
94596,Non-compliant Injector,0.263,,,+16%
94597,Extinguished De-limiter,0.071,,-4%,
94598,Salvaged Dynamo,0.419,+1%,-9%,+14%
94599,Impossible Capacitor,0.218,+1%,-5%,+8%
94600,Haunted Furnace,0.083,+1%,-3%,+3%
94601,Haunted Dynamo,0.405,+1%,-4%,+20%
94602,Released Splitter,0.333,,,+20%
94603,Impossible Filament,0.14,,,+9%
94604,Cursed Mirror,0.405,+2%,-4%,
94605,Nanite-Marked Dynamo,0.249,+1%,-10%,+3%
94606,Non-compliant Accelerator,0.094,+1%,-2%,+5%
94607,Rescued Oscillator,0.175,,,+11%
94608,Haunted Neutraliser,0.386,,-15%,+4%
94609,Released Injector,0.0,+1%,,
94610,Cursed Amplifier,0.088,,,+6%
94611,Haunted Amplifier,0.065,+1%,-3%,+2%
94612,Non-compliant Obliterator,0.083,+1%,-3%,+3%
94613,Impossible Boundary Hunter,0.076,+1%,-2%,+4%
94614,Haunted Resonator,0.0,+1%,,
94615,Writhing Dynamo,0.07,,,+5%
94616,Non-compliant Refractor,0.024,,-2%,
94617,Crimson Atomiser,0.249,+1%,-10%,+3%
94618,Non-compliant Oscillator,0.158,,,+10%
94619,Forsaken Accelerator,0.018,+1%,,+2%
94620,Writhing Furnace,0.024,+1%,-2%,
94621,Extinguished Filament,0.024,,-2%,
94622,Polymorphous Filament,0.065,+1%,-3%,+2%
94623,Polymorphous Neutraliser,0.526,+1%,-15%,+12%
94624,Doomed Boundary Hunter,0.0,+1%,,
94625,Doomed Mirror,0.07,,,+5%
94626,Impossible Furnace,0.0,+1%,,
94627,Non-compliant Dynamo,0.048,+1%,-3%,
94628,Watery Neutraliser,0.0,+1%,,
94629,Glassy Boundary Hunter,0.059,+1%,-2%,+3%
94630,Crimson Filament,0.263,,,+16%
94631,Impossible Dynamo,0.089,,-4%,+2%
94632,Crimson Obliterator,0.0,+1%,,
94633,Extinguished Injector,0.281,,,+17%
94634,Aeronic Neutraliser,0.059,+1%,-2%,+3%
94635,Impossible Injector,0.0,+1%,,
94636,Watery Accelerator,0.333,+1%,-15%,
94637,Glassy Splitter,0.041,,-2%,+2%
94638,Watery Mirror,0.158,,,+10%
94639,Extinguished Capacitor,0.065,+1%,-3%,+2%
94640,Non-compliant Resonator,0.182,+1%,-2%,+10%
94641,Doomed Mirror,0.211,+1%,,+13%
94642,Salvaged Atomiser,0.0,+1%,,
94643,Writhing Oscillator,0.0,+1%,,
94644,Relinquished Capacitor,0.024,,-2%,
94645,Haunted Polariser,0.254,+1%,-8%,+6%
94646,Crimson Atomiser,0.041,,-2%,+2%
94647,Nanite-Marked Resonator,0.048,,-3%,
94648,Non-compliant Filament,0.105,+1%,,+7%
94649,Watery Neutraliser,0.298,,,+18%
94650,Cursed Furnace,0.0,+1%,,
94651,Relinquished Neutraliser,0.0,+1%,,
94652,Nanite-Marked Neutraliser,0.19,,-9%,
94653,Cursed Atomiser,0.17,+1%,-3%,+8%
94654,Relinquished Boundary Hunter,0.024,+1%,-2%,
94655,Impossible Polariser,0.207,+1%,-6%,+6%
94656,Aeronic Refractor,0.018,+1%,,+2%
94657,Forsaken Dynamo,0.0,+1%,,
94658,Anointed Atomiser,0.018,,,+2%
94659,Aeronic De-limiter,0.167,+1%,-8%,
94660,Crimson De-limiter,0.0,+1%,,
94661,Non-compliant Neutraliser,0.0,+1%,,
94662,Anointed Injector,0.5,+2%,-8%,
94663,Polymorphous Refractor,0.018,,,+2%
94664,Glassy Mirror,0.059,+1%,-2%,+3%
94665,Impossible Mirror,0.105,,,+7%
94666,Relinquished Annihilator,0.024,,-2%,
94667,Salvaged Boundary Hunter,0.083,+1%,-3%,+3%
94668,Rescued Dynamo,0.048,+1%,-3%,
94669,Watery Neutraliser,0.018,,,+2%
94670,Glassy Filament,0.0,+1%,,
94671,Glassy Accelerator,0.182,+1%,-2%,+10%
94672,Relinquished Annihilator,0.19,,-9%,
94673,Glassy Oscillator,0.035,+1%,,+3%
94674,Watery Injector,0.018,+1%,,+2%
94675,Polymorphous Splitter,0.238,+1%,-11%,
94676,Nanite-Marked Annihilator,0.193,,,+12%
94677,Polymorphous Oscillator,0.083,+1%,-3%,+3%
94678,Glassy Accelerator,0.154,+1%,-6%,+3%
94679,Anointed Oscillator,0.0,+1%,,
94680,Forsaken Gravitiser,0.024,,-2%,
94681,Impossible Boundary Hunter,0.076,+1%,-2%,+4%
94682,Impossible Refractor,0.333,+2%,,
94683,Forsaken Capacitor,0.053,,,+4%
94684,Polymorphous Refractor,0.217,+1%,-2%,+12%
94685,Watery Obliterator,0.119,,-6%,
94686,Aeronic Mirror,0.167,+1%,-8%,
94687,Polymorphous Amplifier,0.392,+2%,-2%,+3%
94688,Writhing Oscillator,0.024,+1%,-2%,
94689,Haunted Oscillator,0.024,,-2%,
94690,Cursed Furnace,0.276,,-3%,+14%
94691,Polymorphous Resonator,0.16,,-7%,+2%
94692,Watery Filament,0.065,+1%,-3%,+2%
94693,Nanite-Marked De-limiter,0.14,,,+9%
94694,Polymorphous Amplifier,0.083,+1%,-3%,+3%
94695,Forsaken Neutraliser,0.053,+1%,,+4%
94696,Salvaged Neutraliser,0.053,,,+4%
94697,Released Atomiser,0.0,+1%,,
94698,Doomed Refractor,0.407,,-10%,+12%
94699,Rescued Resonator,0.153,,-3%,+7%
94700,Extinguished Capacitor,0.07,+1%,,+5%
94701,Extinguished Boundary Hunter,0.14,,,+9%
94702,Forsaken Accelerator,0.071,,-4%,
94703,Nanite-Marked Annihilator,0.024,,-2%,
94704,Cursed Mirror,0.059,,-2%,+3%
94705,Glassy Injector,0.452,+1%,-6%,+20%
94706,Rescued Polariser,0.024,,-2%,
94707,Salvaged Neutraliser,0.024,+1%,-2%,
94708,Writhing Filament,0.333,,,+20%
94709,Extinguished Capacitor,0.154,+1%,-6%,+3%
94710,Anomalous De-limiter,0.0,+1%,,
94711,Aeronic Dynamo,0.193,,,+12%
94712,Crimson Dynamo,0.065,,-3%,+2%
94713,Doomed Refractor,0.088,,,+6%
94714,Nanite-Marked Oscillator,0.262,,-12%,
94715,Forsaken Boundary Hunter,0.041,+1%,-2%,+2%
94716,Salvaged Atomiser,0.041,+1%,-2%,+2%
94717,Non-compliant Refractor,0.105,+1%,,+7%
94718,Relinquished Furnace,0.263,,,+16%
94719,Aeronic Furnace,0.262,,-12%,
94720,Rescued Injector,0.071,,-4%,
94721,Cursed Filament,0.065,+1%,-3%,+2%
94722,Aeronic Resonator,0.113,+1%,-5%,+2%
94723,Cursed Neutraliser,0.123,,,+8%
94724,Relinquished Neutraliser,0.105,+1%,,+7%
94725,Anomalous Amplifier,0.024,,-2%,
94726,Doomed Gravitiser,0.143,,-7%,
94727,Forsaken Accelerator,0.0,+1%,,
94728,Cursed Neutraliser,0.167,,-8%,
94729,Relinquished Filament,0.0,+1%,,
94730,Doomed Resonator,0.19,,-9%,
94731,Glassy De-limiter,0.112,+1%,-2%,+6%
94732,Aeronic Amplifier,0.018,,,+2%
94733,Non-compliant Atomiser,0.018,,,+2%
94734,Salvaged Annihilator,0.0,+1%,,
94735,Rescued Obliterator,0.024,,-2%,
94736,Impossible Amplifier,0.059,,-2%,+3%
94737,Salvaged Neutraliser,0.035,+1%,,+3%
94738,Cursed Injector,0.1,+1%,-3%,+4%
94739,Anointed Refractor,0.041,+1%,-2%,+2%
94740,Anointed De-limiter,0.089,+1%,-4%,+2%
94741,Writhing Capacitor,0.509,+2%,,+11%
94742,Watery Splitter,0.573,,-14%,+16%
94743,Aeronic Furnace,0.059,+1%,-2%,+3%
94744,Impossible Obliterator,0.119,,-6%,
94745,Watery Refractor,0.0,+1%,,
94746,Polymorphous Oscillator,0.048,,-3%,
94747,Polymorphous De-limiter,0.0,+1%,,
94748,Relinquished Boundary Hunter,0.112,+1%,-2%,+6%
94749,Glassy Obliterator,0.076,+1%,-2%,+4%
94750,Glassy Atomiser,0.214,,-10%,
94751,Impossible Atomiser,0.018,,,+2%
94752,Relinquished Accelerator,0.041,+1%,-2%,+2%
94753,Haunted Injector,0.112,+1%,-2%,+6%
94754,Extinguished Polariser,0.322,,-2%,+18%
94755,Anointed De-limiter,0.024,,-2%,
94756,Relinquished Splitter,0.024,,-2%,
94757,Doomed Atomiser,0.0,+1%,,
94758,Crimson Capacitor,0.211,,,+13%
94759,Impossible Gravitiser,0.263,,,+16%
94760,Anointed Furnace,0.024,,-2%,
94761,Anointed Boundary Hunter,0.643,+1%,-14%,+20%
94762,Forsaken De-limiter,0.123,,,+8%
94763,Anomalous Splitter,0.076,+1%,-2%,+4%
94764,Anointed Atomiser,0.1,+1%,-3%,+4%
94765,Anomalous De-limiter,0.065,+1%,-3%,+2%
94766,Writhing Atomiser,0.035,,,+3%
94767,Polymorphous Splitter,0.088,,,+6%
94768,Extinguished Resonator,0.167,+1%,-8%,
94769,Writhing Capacitor,0.0,+1%,,
94770,Rescued Refractor,0.048,+1%,-3%,
94771,Doomed Oscillator,0.024,,-2%,
94772,Impossible Annihilator,0.024,,-2%,
94773,Salvaged Dynamo,0.0,+1%,,
94774,Cursed Dynamo,0.543,+1%,-12%,+17%
94775,Nanite-Marked Refractor,0.071,,-4%,
94776,Watery Polariser,0.083,+1%,-3%,+3%
94777,Nanite-Marked Capacitor,0.024,,-2%,
94778,Anomalous Splitter,0.0,+1%,,
94779,Writhing Obliterator,0.14,,,+9%
94780,Non-compliant Filament,0.018,,,+2%
94781,Watery Gravitiser,0.375,+2%,-2%,+2%
94782,Doomed Filament,0.0,+1%,,
94783,Glassy Oscillator,0.024,+1%,-2%,
94784,Glassy Oscillator,0.281,,,+17%
94785,Extinguished Atomiser,0.07,+1%,,+5%
94786,Extinguished Gravitiser,0.076,+1%,-2%,+4%
94787,Glassy Obliterator,0.263,,,+16%
94788,Relinquished Refractor,0.024,,-2%,
94789,Forsaken Polariser,0.053,,,+4%
94790,Extinguished De-limiter,0.316,,,+19%
94791,Salvaged Splitter,0.041,+1%,-2%,+2%
94792,Extinguished Dynamo,0.088,+1%,,+6%
94793,Nanite-Marked Polariser,0.053,+1%,,+4%
94794,Non-compliant Atomiser,0.035,,,+3%
94795,Rescued Atomiser,0.0,+1%,,
94796,Salvaged Mirror,0.333,+1%,,+20%
94797,Glassy Dynamo,0.298,,,+18%
94798,Forsaken Accelerator,0.0,+1%,,
94799,Rescued Amplifier,0.164,+1%,-2%,+9%
94800,Crimson De-limiter,0.035,,,+3%
94801,Anomalous Gravitiser,0.018,,,+2%
94802,Aeronic Mirror,0.164,,-2%,+9%
94803,Forsaken Splitter,0.024,,-2%,
94804,Aeronic Polariser,0.346,,-3%,+18%
94805,Relinquished Furnace,0.234,,-2%,+13%
94806,Non-compliant Refractor,0.024,+1%,-2%,
94807,Released Obliterator,0.207,,-6%,+6%
94808,Released Furnace,0.041,+1%,-2%,+2%
94809,Forsaken Oscillator,0.0,+1%,,
94810,Aeronic Oscillator,0.246,+1%,,+15%
94811,Writhing De-limiter,0.071,,-4%,
94812,Impossible Resonator,0.0,+1%,,
94813,Cursed Boundary Hunter,0.035,+1%,,+3%
94814,Watery Resonator,0.0,+1%,,
94815,Cursed Refractor,0.123,,,+8%
94816,Rescued Dynamo,0.113,+1%,-5%,+2%
94817,Crimson Injector,0.281,,,+17%
94818,Impossible Obliterator,0.0,+1%,,
94819,Crimson Resonator,0.232,,-10%,+2%
94820,Impossible Atomiser,0.095,,-5%,
94821,Impossible Gravitiser,0.07,,,+5%
94822,Cursed De-limiter,0.386,+2%,,+4%
94823,Rescued Polariser,0.07,,,+5%
94824,Relinquished Mirror,0.31,,-14%,
94825,Doomed Accelerator,0.175,,,+11%
94826,Released Neutraliser,0.076,+1%,-2%,+4%
94827,Crimson Neutraliser,0.0,+1%,,
94828,Glassy Annihilator,0.246,,,+15%
94829,Rescued Resonator,0.024,,-2%,
94830,Glassy Splitter,0.095,,-5%,
94831,Cursed Boundary Hunter,0.035,,,+3%
94832,Writhing Accelerator,0.0,,-1%,
94833,Aeronic Furnace,0.0,+1%,,
94834,Rescued Polariser,0.0,+1%,,
94835,Aeronic Obliterator,0.333,,,+20%
94836,Forsaken Polariser,0.105,,,+7%
94837,Salvaged Oscillator,0.228,+1%,,+14%
94838,Writhing Atomiser,0.059,+1%,-2%,+3%
94839,Extinguished De-limiter,0.071,,-4%,
94840,Haunted Mirror,0.381,+2%,-3%,
94841,Nanite-Marked Boundary Hunter,0.112,+1%,-2%,+6%
94842,Haunted Polariser,0.14,,,+9%
94843,Released Accelerator,0.112,+1%,-2%,+6%
94844,Released Resonator,0.024,,-2%,
94845,Writhing De-limiter,0.035,+1%,,+3%
94846,Anointed Atomiser,0.094,+1%,-2%,+5%
94847,Nanite-Marked Splitter,0.0,+1%,,
94848,Haunted Refractor,0.175,,,+11%
94849,Polymorphous Gravitiser,0.358,,-5%,+16%
94850,Salvaged Oscillator,0.018,,,+2%
94851,Cursed Atomiser,0.0,+1%,,
94852,Cursed Furnace,0.024,,-2%,
94853,Relinquished Capacitor,0.0,+1%,,
94854,Non-compliant Dynamo,0.333,,,+20%
94855,Aeronic Filament,0.31,,-14%,
94856,Impossible Oscillator,0.024,+1%,-2%,
94857,Writhing Refractor,0.0,+1%,,
94858,Aeronic Filament,0.018,,,+2%
94859,Nanite-Marked Amplifier,0.333,+1%,-15%,
94860,Anomalous Neutraliser,0.333,+2%,,
94861,Watery Accelerator,0.175,,,+11%
94862,Watery Oscillator,0.107,+1%,-4%,+3%
94863,Released Filament,0.357,+2%,-2%,
94864,Salvaged Refractor,0.053,,,+4%
94865,Relinquished Amplifier,0.159,+1%,-4%,+6%
94866,Polymorphous Atomiser,0.018,,,+2%
94867,Cursed Accelerator,0.059,+1%,-2%,+3%
94868,Anomalous Resonator,0.041,+1%,-2%,+2%
94869,Rescued Boundary Hunter,0.071,+1%,-4%,
94870,Glassy Neutraliser,0.333,,,+20%
94871,Glassy Capacitor,0.263,+1%,,+16%
94872,Polymorphous Mirror,0.083,+1%,-3%,+3%
94873,Haunted Filament,0.0,+1%,,
94874,Haunted Mirror,0.076,+1%,-2%,+4%
94875,Cursed Gravitiser,0.071,,-4%,
94876,Rescued Capacitor,0.088,+1%,,+6%
94877,Glassy Neutraliser,0.035,,,+3%
94878,Extinguished Mirror,0.276,+1%,-3%,+14%
94879,Released Polariser,0.269,+1%,-2%,+15%
94880,Rescued Mirror,0.053,,,+4%
94881,Relinquished Atomiser,0.0,+1%,,
94882,Impossible Accelerator,0.158,+1%,,+10%
94883,Anomalous Boundary Hunter,0.083,+1%,-3%,+3%
94884,Anointed Furnace,0.024,+1%,-2%,
94885,Rescued Atomiser,0.018,,,+2%
94886,Nanite-Marked Resonator,0.19,+1%,-9%,
94887,Anointed Amplifier,0.083,+1%,-3%,+3%
94888,Forsaken Capacitor,0.035,+1%,,+3%
94889,Anointed Injector,0.229,,-4%,+10%
94890,Writhing Boundary Hunter,0.372,+1%,-10%,+10%
94891,Non-compliant Filament,0.0,+1%,,
94892,Impossible Dynamo,0.322,+1%,-2%,+18%
94893,Watery Dynamo,0.112,+1%,-2%,+6%
94894,Impossible Capacitor,0.386,+1%,-15%,+4%
94895,Forsaken Polariser,0.0,+1%,,
94896,Salvaged Filament,0.107,+1%,-4%,+3%
94897,Forsaken Furnace,0.228,,,+14%
94898,Extinguished Injector,0.048,,-3%,
94899,Watery Boundary Hunter,0.177,,-4%,+7%
94900,Salvaged Obliterator,0.0,+1%,,
94901,Released Furnace,0.088,,,+6%
94902,Non-compliant Polariser,0.0,+1%,,
94903,Non-compliant Filament,0.105,,,+7%
94904,Haunted Annihilator,0.281,,,+17%
94905,Cursed Resonator,0.263,+1%,,+16%
94906,Haunted Annihilator,0.0,+1%,,
94907,Non-compliant Capacitor,0.07,,,+5%
94908,Doomed Dynamo,0.024,,-2%,
94909,Polymorphous Annihilator,0.018,,,+2%
94910,Anomalous Boundary Hunter,0.083,+1%,-3%,+3%
94911,Writhing Mirror,0.269,+1%,-2%,+15%
94912,Doomed De-limiter,0.076,+1%,-2%,+4%
94913,Released Gravitiser,0.048,,-3%,
94914,Forsaken Filament,0.0,+1%,,
94915,Non-compliant Annihilator,0.065,+1%,-3%,+2%
94916,Polymorphous Resonator,0.663,+2%,-6%,+13%
94917,Relinquished De-limiter,0.07,,,+5%
94918,Forsaken Oscillator,0.048,,-3%,
94919,Glassy De-limiter,0.281,,,+17%
94920,Nanite-Marked Mirror,0.167,,-8%,
94921,Non-compliant Dynamo,0.119,,-6%,
94922,Doomed De-limiter,0.024,,-2%,
94923,Released Dynamo,0.048,,-3%,
94924,Relinquished Gravitiser,0.0,+1%,,
94925,Watery Refractor,0.0,+1%,,
94926,Crimson Boundary Hunter,0.14,,,+9%
94927,Salvaged Accelerator,0.0,+1%,,
94928,Haunted Filament,0.31,,-14%,
94929,Glassy Injector,0.041,+1%,-2%,+2%
94930,Non-compliant Amplifier,0.175,,,+11%
94931,Polymorphous Splitter,0.048,,-3%,
94932,Rescued Atomiser,0.164,,-2%,+9%
94933,Extinguished Neutraliser,0.053,,,+4%
94934,Extinguished Furnace,0.238,,-11%,
94935,Anointed Mirror,0.333,+2%,,
94936,Non-compliant Resonator,0.024,+1%,-2%,
94937,Watery Accelerator,0.175,+1%,,+11%
94938,Crimson Annihilator,0.035,,,+3%
94939,Crimson Refractor,0.024,,-2%,
94940,Forsaken Gravitiser,0.024,+1%,-2%,
94941,Non-compliant Neutraliser,0.041,,-2%,+2%
94942,Glassy Amplifier,0.375,+2%,-2%,+2%
94943,Anomalous Gravitiser,0.0,+1%,,
94944,Anointed De-limiter,0.0,+1%,,
94945,Aeronic Neutraliser,0.0,+1%,,
94946,Watery Boundary Hunter,0.018,,,+2%
94947,Polymorphous Neutraliser,0.119,,-6%,
94948,Released Refractor,0.19,,-9%,
94949,Anointed Splitter,0.158,,,+10%
94950,Relinquished Resonator,0.175,+1%,,+11%
94951,Salvaged Refractor,0.1,+1%,-3%,+4%
94952,Non-compliant Splitter,0.018,,,+2%
94953,Nanite-Marked Oscillator,0.053,,,+4%
94954,Released Injector,0.193,,,+12%
94955,Extinguished Accelerator,0.0,+1%,,
94956,Forsaken Polariser,0.024,,-2%,
94957,Cursed Furnace,0.0,+1%,,
94958,Anomalous Oscillator,0.238,,-11%,
94959,Polymorphous De-limiter,0.147,,-2%,+8%
94960,Extinguished Oscillator,0.143,,-7%,
94961,Writhing Annihilator,0.119,,-6%,
94962,Nanite-Marked Obliterator,0.182,,-2%,+10%
94963,Haunted Boundary Hunter,0.228,+1%,,+14%
94964,Non-compliant Accelerator,0.439,+2%,,+7%
94965,Impossible Dynamo,0.492,+2%,-4%,+6%
94966,Crimson Gravitiser,0.0,+1%,,
94967,Aeronic Atomiser,0.024,,-2%,
94968,Cursed Filament,0.0,+1%,,
94969,Anomalous Atomiser,0.119,+1%,-6%,
94970,Forsaken Oscillator,0.024,+1%,-2%,
94971,Doomed Furnace,0.018,,,+2%
94972,Polymorphous Polariser,0.482,+1%,-8%,+19%
94973,Rescued De-limiter,0.262,+1%,-12%,
94974,Anomalous Gravitiser,0.018,,,+2%
94975,Relinquished Amplifier,0.083,+1%,-3%,+3%
94976,Doomed Refractor,0.343,+1%,-11%,+7%
94977,Glassy Gravitiser,0.083,+1%,-3%,+3%
94978,Doomed Capacitor,0.1,+1%,-3%,+4%
94979,Non-compliant Boundary Hunter,0.035,,,+3%
94980,Nanite-Marked Neutraliser,0.0,+1%,,
94981,Crimson Mirror,0.0,+1%,,
94982,Doomed Mirror,0.048,,-3%,
94983,Relinquished Injector,0.053,,,+4%
94984,Impossible Capacitor,0.164,+1%,-2%,+9%
94985,Relinquished Accelerator,0.07,,,+5%
94986,Crimson Amplifier,0.041,+1%,-2%,+2%
94987,Polymorphous Polariser,0.024,,-2%,
94988,Writhing Atomiser,0.059,+1%,-2%,+3%
94989,Rescued Accelerator,0.673,+2%,-2%,+19%
94990,Aeronic Obliterator,0.358,+1%,-5%,+16%
94991,Impossible Dynamo,0.0,+1%,,
94992,Glassy Injector,0.201,+1%,-5%,+7%
94993,Forsaken Atomiser,0.071,,-4%,
94994,Crimson Boundary Hunter,0.024,,-2%,
94995,Doomed Polariser,0.048,,-3%,
94996,Non-compliant Neutraliser,0.041,+1%,-2%,+2%
94997,Writhing Gravitiser,0.281,,,+17%
94998,Rescued Accelerator,0.193,,,+12%
94999,Extinguished Annihilator,0.024,,-2%,
95000,Relinquished Oscillator,0.053,+1%,,+4%
95001,Watery Neutraliser,0.053,,,+4%
95002,Relinquished Mirror,0.0,+1%,,
95003,Watery Amplifier,0.148,+1%,-5%,+4%
95004,Writhing Obliterator,0.0,+1%,,
95005,Aeronic Amplifier,0.0,+1%,,
95006,Watery Refractor,0.0,+1%,,
95007,Polymorphous Furnace,0.059,,-2%,+3%
95008,Polymorphous Dynamo,0.213,+1%,-7%,+5%
95009,Released De-limiter,0.429,+2%,-5%,
95010,Doomed Accelerator,0.228,,,+14%
95011,Haunted Boundary Hunter,0.076,+1%,-2%,+4%
95012,Nanite-Marked Splitter,0.214,,-10%,
95013,Non-compliant Resonator,0.0,+1%,,
95014,Nanite-Marked De-limiter,0.083,+1%,-3%,+3%
95015,Rescued Oscillator,0.059,+1%,-2%,+3%
95016,Polymorphous Neutraliser,0.0,+1%,,
95017,Nanite-Marked Polariser,0.0,+1%,,
95018,Extinguished Mirror,0.129,,-2%,+7%
95019,Aeronic Boundary Hunter,0.018,+1%,,+2%
95020,Crimson Filament,0.503,,-14%,+12%
95021,Impossible Gravitiser,0.018,,,+2%
95022,Crimson Boundary Hunter,0.095,,-5%,
95023,Writhing Injector,0.14,,,+9%
95024,Extinguished Neutraliser,0.024,+1%,-2%,
95025,Anomalous Splitter,0.119,+1%,-6%,
95026,Aeronic Atomiser,0.024,,-2%,
95027,Doomed Accelerator,0.083,+1%,-3%,+3%
95028,Non-compliant Annihilator,0.0,+1%,,
95029,Forsaken Gravitiser,0.024,,-2%,
95030,Forsaken Dynamo,0.167,+1%,-8%,
95031,Doomed Furnace,0.035,,,+3%
95032,Watery Atomiser,0.31,,-14%,
95033,Forsaken Oscillator,0.395,,-8%,+14%
95034,Watery Resonator,0.14,,,+9%
95035,Writhing Obliterator,0.175,+1%,,+11%
95036,Extinguished Injector,0.024,,-2%,
95037,Released Accelerator,0.018,,,+2%
95038,Cursed Mirror,0.0,+1%,,
95039,Haunted Filament,0.024,,-2%,
95040,Crimson De-limiter,0.0,+1%,,
95041,Aeronic Neutraliser,0.0,+1%,,
95042,Aeronic Filament,0.211,+1%,,+13%
95043,Doomed Filament,0.238,+1%,-11%,
95044,Haunted Capacitor,0.322,+1%,-2%,+18%
95045,Polymorphous Accelerator,0.024,,-2%,
95046,Rescued Dynamo,0.024,+1%,-2%,
95047,Impossible Accelerator,0.065,+1%,-3%,+2%
95048,Anointed Atomiser,0.1,+1%,-3%,+4%
95049,Writhing Boundary Hunter,0.024,,-2%,
95050,Nanite-Marked Mirror,0.048,+1%,-3%,
95051,Rescued Splitter,0.158,,,+10%
95052,Non-compliant Gravitiser,0.316,+1%,,+19%
95053,Cursed Polariser,0.263,+1%,,+16%
95054,Glassy Neutraliser,0.041,+1%,-2%,+2%
95055,Crimson De-limiter,0.252,+1%,-2%,+14%
95056,Salvaged Furnace,0.333,+2%,,
95057,Polymorphous Annihilator,0.211,+1%,,+13%
95058,Impossible Capacitor,0.0,+1%,,
95059,Polymorphous Dynamo,0.0,+1%,,
95060,Crimson Gravitiser,0.0,+1%,,
95061,Released Furnace,0.0,+1%,,
95062,Rescued Refractor,0.035,,,+3%
95063,Crimson Injector,0.316,,,+19%
95064,Rescued Dynamo,0.024,,-2%,
95065,Polymorphous Filament,0.059,+1%,-2%,+3%
95066,Forsaken Oscillator,0.018,,,+2%
95067,Cursed Capacitor,0.035,,,+3%
95068,Non-compliant Refractor,0.1,+1%,-3%,+4%
95069,Aeronic Furnace,0.048,,-3%,
95070,Crimson Resonator,0.083,+1%,-3%,+3%
95071,Released Splitter,0.298,+1%,,+18%
95072,Salvaged Oscillator,0.452,+1%,-6%,+20%
95073,Extinguished Boundary Hunter,0.024,,-2%,
95074,Polymorphous Boundary Hunter,0.048,,-3%,
95075,Salvaged Obliterator,0.041,+1%,-2%,+2%
95076,Rescued Dynamo,0.024,,-2%,
95077,Glassy Injector,0.0,+1%,,
95078,Rescued Refractor,0.041,+1%,-2%,+2%
95079,Watery Dynamo,0.0,+1%,,
95080,Salvaged Amplifier,0.214,,-10%,
95081,Relinquished Boundary Hunter,0.0,+1%,,
95082,Salvaged Capacitor,0.071,,-4%,
95083,Writhing Annihilator,0.228,,,+14%
95084,Rescued Obliterator,0.024,,-2%,
95085,Haunted Atomiser,0.0,+1%,,
95086,Rescued Atomiser,0.143,,-7%,
95087,Non-compliant Furnace,0.48,+2%,-2%,+8%
95088,Released De-limiter,0.357,+1%,-2%,+20%
95089,Relinquished Resonator,0.217,+1%,-2%,+12%
95090,Forsaken Atomiser,0.322,+1%,-2%,+18%
95091,Doomed Splitter,0.0,+1%,,
95092,Non-compliant Atomiser,0.172,+1%,-6%,+4%
95093,Extinguished Oscillator,0.135,+1%,-3%,+6%
95094,Doomed Splitter,0.065,,-3%,+2%
95095,Polymorphous Neutraliser,0.167,+1%,-8%,
95096,Impossible Dynamo,0.0,+1%,,
95097,Impossible Gravitiser,0.164,+1%,-2%,+9%
95098,Doomed Injector,0.305,,-2%,+17%
95099,Released Boundary Hunter,0.158,,,+10%
95100,Doomed Capacitor,0.1,+1%,-3%,+4%
95101,Forsaken Injector,0.024,,-2%,
95102,Doomed Mirror,0.316,,,+19%
95103,Polymorphous Mirror,0.333,+2%,,
95104,Watery Boundary Hunter,0.427,+2%,-2%,+5%
95105,Aeronic Filament,0.059,+1%,-2%,+3%
95106,Writhing Neutraliser,0.0,+1%,,
95107,Haunted Mirror,0.252,,-2%,+14%
95108,Non-compliant De-limiter,0.024,+1%,-2%,
95109,Released Injector,0.035,,,+3%
95110,Extinguished Filament,0.018,,,+2%
95111,Rescued Splitter,0.083,+1%,-3%,+3%
95112,Anointed De-limiter,0.228,,,+14%
95113,Released Neutraliser,0.018,,,+2%
95114,Salvaged Polariser,0.076,+1%,-2%,+4%
95115,Cursed Atomiser,0.1,+1%,-3%,+4%
95116,Impossible Resonator,0.024,,-2%,
95117,Forsaken Injector,0.07,+1%,,+5%
95118,Glassy Furnace,0.024,,-2%,
95119,Cursed Injector,0.147,,-2%,+8%
95120,Aeronic Amplifier,0.024,+1%,-2%,
95121,Released Filament,0.0,+1%,,
95122,Crimson Resonator,0.37,+1%,-4%,+18%
95123,Cursed Annihilator,0.018,,,+2%
95124,Doomed Furnace,0.059,+1%,-2%,+3%
95125,Writhing Neutraliser,0.07,,,+5%
95126,Released Neutraliser,0.19,+1%,-9%,
95127,Polymorphous Mirror,0.123,,,+8%
95128,Haunted Amplifier,0.048,,-3%,
95129,Rescued Filament,0.035,,,+3%
95130,Anointed Refractor,0.241,+1%,-3%,+12%
95131,Forsaken Dynamo,0.118,+1%,-3%,+5%
95132,Polymorphous Accelerator,0.0,+1%,,
95133,Extinguished Capacitor,0.228,+1%,,+14%
95134,Forsaken Atomiser,0.232,+1%,-10%,+2%
95135,Crimson Refractor,0.333,+1%,-15%,
95136,Aeronic Boundary Hunter,0.375,+2%,-2%,+2%
95137,Cursed Obliterator,0.018,,,+2%
