sep=,
Seed,Name,Perfection,Weapon_Projectile_Damage,Weapon_Projectile_Rate,Weapon_Projectile_ClipSize
85866,Plasma Excitor,0.125,,+4%,
85867,Beam Injector,0.5,+1%,,
85868,Infrared Energiser,0.5,+1%,+2%,
85869,Infrared Accelerator,0.25,,+6%,
85870,Beam Capture Cell,0.5,,,+12.0
85871,Sunlight Energiser,0.5,+1%,,
85872,Sunlight Amplifier,0.5,+1%,+2%,
85873,Ion Battery,0.5,,,+12.0
85874,Plasma Excitor,0.5,+1%,,
85875,Ion Accelerator,0.5,,,+12.0
85876,Infrared Amplifier,0.0,,+2%,
85877,Ion Resonator,0.5,,+2%,+12.0
85878,Sunlight Capture Cell,0.5,,,+12.0
85879,Plasma Projector,0.0,,+2%,
85880,Infrared Capture Cell,0.5,+1%,,
85881,Sunlight Energiser,0.5,,,+12.0
85882,Beam Projector,0.5,+1%,,
85883,Ion Projector,0.375,,+8%,
85884,Plasma Solidifier,0.0,,+2%,
85885,Infrared Projector,0.5,+1%,,
85886,Sunlight Excitor,0.5,,,+12.0
85887,Sunlight Resonator,0.688,,+5%,+12.0
85888,Plasma Accelerator,0.5,+1%,,
85889,Ion Excitor,0.0,,+2%,
85890,Ion Accelerator,0.375,,+8%,
85891,Beam Capture Cell,0.5,,,+12.0
85892,Infrared Energiser,1.0,+1%,,+12.0
85893,Ion Injector,0.0,,+2%,
85894,Beam Energiser,1.0,+1%,,+12.0
85895,Beam Battery,0.5,,,+12.0
85896,Plasma Amplifier,0.5,,+2%,+12.0
85897,Infrared Capture Cell,0.5,+1%,,
85898,Plasma Injector,0.5,,,+12.0
85899,Sunlight Projector,0.5,+1%,,
85900,Plasma Amplifier,0.312,,+7%,
85901,Beam Excitor,0.438,,+9%,
85902,Infrared Excitor,0.5,+1%,,
85903,Sunlight Solidifier,0.5,+1%,,
85904,Infrared Injector,0.5,+1%,,
85905,Ion Resonator,0.0,,+2%,
85906,Plasma Energiser,0.5,+1%,,
85907,Plasma Injector,0.5,,+10%,
85908,Infrared Energiser,0.5,+1%,,
85909,Plasma Battery,0.5,+1%,,
85910,Beam Capture Cell,0.5,,,+12.0
85911,Infrared Energiser,0.5,,,+12.0
85912,Ion Battery,0.0,,+2%,
85913,Ion Battery,0.5,,,+12.0
85914,Sunlight Accelerator,0.5,,,+12.0
85915,Plasma Resonator,0.0,,+2%,
85916,Plasma Excitor,0.5,+1%,,
85917,Infrared Injector,0.5,+1%,,
85918,Ion Excitor,0.0,,+2%,
85919,Ion Accelerator,0.5,+1%,,
85920,Plasma Capture Cell,0.125,,+4%,
85921,Beam Energiser,0.312,,+7%,
85922,Ion Solidifier,0.5,,,+12.0
85923,Infrared Resonator,0.5,,,+12.0
85924,Infrared Accelerator,0.0,,+2%,
85925,Ion Excitor,0.125,,+4%,
85926,Beam Battery,0.938,,+9%,+12.0
85927,Infrared Projector,0.5,+1%,,
85928,Ion Projector,0.5,+1%,,
85929,Sunlight Excitor,1.0,+1%,,+12.0
85930,Ion Accelerator,0.5,,,+12.0
85931,Ion Resonator,0.0,,+2%,
85932,Sunlight Excitor,0.5,,,+12.0
85933,Infrared Accelerator,0.5,+1%,,
85934,Plasma Battery,0.562,+1%,+3%,
85935,Sunlight Battery,0.0,,+2%,
85936,Beam Battery,0.5,+1%,,
85937,Beam Accelerator,0.5,+1%,,
85938,Beam Injector,0.5,,,+12.0
85939,Ion Projector,1.0,+1%,,+12.0
85940,Ion Resonator,0.5,,,+12.0
85941,Infrared Amplifier,0.062,,+3%,
85942,Plasma Capture Cell,0.5,,+2%,+12.0
85943,Sunlight Solidifier,0.5,,,+12.0
85944,Plasma Projector,1.0,+1%,,+12.0
85945,Infrared Energiser,0.0,,+2%,
85946,Sunlight Resonator,0.938,,+9%,+12.0
85947,Ion Resonator,0.0,,+2%,
85948,Ion Battery,0.5,+1%,,
85949,Ion Battery,0.5,+1%,,
85950,Ion Capture Cell,0.5,+1%,,
85951,Ion Accelerator,0.5,,,+12.0
85952,Infrared Accelerator,0.0,,+2%,
85953,Sunlight Capture Cell,0.5,+1%,,
85954,Infrared Battery,0.5,+1%,,
85955,Ion Accelerator,0.5,,,+12.0
85956,Infrared Injector,0.5,+1%,+2%,
85957,Ion Resonator,0.5,+1%,,
85958,Infrared Excitor,0.562,+1%,+3%,
85959,Sunlight Accelerator,0.5,+1%,,
85960,Infrared Projector,0.5,+1%,,
85961,Beam Energiser,0.5,,,+12.0
85962,Beam Resonator,0.5,+1%,,
85963,Ion Solidifier,0.5,+1%,,
85964,Ion Injector,0.0,,+2%,
85965,Beam Energiser,0.0,,+2%,
85966,Infrared Excitor,1.0,+1%,,+12.0
85967,Infrared Resonator,0.688,,+5%,+12.0
85968,Sunlight Energiser,0.5,+1%,,
85969,Infrared Accelerator,0.0,,+2%,
85970,Ion Solidifier,0.5,+1%,,
85971,Beam Excitor,0.5,+1%,,
85972,Infrared Resonator,0.5,+1%,,
85973,Beam Projector,0.062,,+3%,
85974,Ion Excitor,0.25,,+6%,
85975,Sunlight Resonator,0.125,,+4%,
85976,Infrared Injector,0.5,,,+12.0
85977,Beam Solidifier,0.5,+1%,,
85978,Ion Energiser,0.0,,+2%,
85979,Infrared Projector,0.5,+1%,,
85980,Sunlight Amplifier,0.5,+1%,,
85981,Ion Capture Cell,0.0,,+2%,
85982,Infrared Capture Cell,0.0,,+2%,
85983,Sunlight Battery,1.0,+1%,,+12.0
85984,Beam Injector,0.0,,+2%,
85985,Beam Resonator,1.0,+1%,,+12.0
85986,Plasma Solidifier,0.5,+1%,,
85987,Sunlight Injector,0.5,,,+12.0
85988,Beam Solidifier,0.0,,+2%,
85989,Sunlight Excitor,0.5,+1%,+2%,
85990,Plasma Energiser,0.5,,,+12.0
85991,Beam Amplifier,0.562,,+3%,+12.0
85992,Infrared Excitor,0.5,+1%,,
85993,Sunlight Projector,0.5,+1%,,
85994,Plasma Battery,0.5,,,+12.0
85995,Ion Resonator,0.5,+1%,,
85996,Infrared Accelerator,0.5,,,+12.0
85997,Infrared Solidifier,0.062,,+3%,
85998,Beam Injector,0.5,+1%,,
85999,Ion Projector,0.5,,,+12.0
86000,Plasma Solidifier,0.5,+1%,,
86001,Ion Excitor,0.125,,+4%,
86002,Infrared Energiser,0.062,,+3%,
86003,Plasma Battery,0.5,,,+12.0
86004,Beam Amplifier,0.062,,+3%,
86005,Plasma Energiser,0.5,+1%,,
86006,Beam Excitor,0.5,+1%,,
86007,Beam Amplifier,0.0,,+2%,
86008,Ion Excitor,0.5,+1%,,
86009,Beam Amplifier,0.0,,+2%,
86010,Plasma Injector,0.5,+1%,+2%,
86011,Plasma Solidifier,0.375,,+8%,
86012,Ion Accelerator,0.5,+1%,,
86013,Infrared Resonator,0.0,,+2%,
86014,Sunlight Battery,0.5,,+2%,+12.0
86015,Ion Projector,0.5,,,+12.0
86016,Plasma Solidifier,0.5,,,+12.0
86017,Ion Battery,0.5,+1%,+2%,
86018,Ion Excitor,0.562,,+3%,+12.0
86019,Ion Accelerator,0.0,,+2%,
86020,Beam Energiser,0.0,,+2%,
86021,Sunlight Energiser,0.5,+1%,+2%,
86022,Sunlight Energiser,0.5,+1%,,
86023,Sunlight Excitor,1.0,+1%,,+12.0
86024,Infrared Resonator,0.5,,,+12.0
86025,Sunlight Excitor,0.5,+1%,+2%,
86026,Ion Amplifier,0.5,,+2%,+12.0
86027,Beam Solidifier,0.0,,+2%,
86028,Beam Amplifier,0.0,,+2%,
86029,Sunlight Excitor,1.0,+1%,,+12.0
86030,Plasma Energiser,0.0,,+2%,
86031,Plasma Injector,0.5,+1%,+2%,
86032,Plasma Energiser,0.5,,,+12.0
86033,Plasma Resonator,0.5,,,+12.0
86034,Plasma Solidifier,0.125,,+4%,
86035,Plasma Injector,0.5,,,+12.0
86036,Infrared Injector,0.5,,,+12.0
86037,Plasma Excitor,1.0,+1%,,+12.0
86038,Beam Resonator,0.5,+1%,+2%,
86039,Infrared Amplifier,0.125,,+4%,
86040,Plasma Capture Cell,0.5,+1%,,
86041,Infrared Excitor,0.5,,,+12.0
86042,Beam Resonator,0.5,+1%,,
86043,Plasma Accelerator,1.0,+1%,,+12.0
86044,Beam Accelerator,0.062,,+3%,
86045,Sunlight Amplifier,0.5,,,+12.0
86046,Sunlight Energiser,0.5,+1%,,
86047,Infrared Projector,0.5,,,+12.0
86048,Sunlight Excitor,0.5,,,+12.0
86049,Plasma Projector,0.5,+1%,,
86050,Ion Amplifier,0.5,+1%,+2%,
86051,Ion Energiser,0.5,,,+12.0
86052,Sunlight Capture Cell,0.625,+1%,+4%,
86053,Infrared Battery,0.5,+1%,+2%,
86054,Beam Resonator,0.5,,+2%,+12.0
86055,Infrared Resonator,0.5,,+2%,+12.0
86056,Plasma Projector,0.5,+1%,,
86057,Ion Excitor,0.5,,,+12.0
86058,Sunlight Injector,0.125,,+4%,
86059,Plasma Projector,0.5,,,+12.0
86060,Beam Resonator,0.5,,,+12.0
86061,Ion Projector,0.5,,,+12.0
86062,Beam Accelerator,0.5,+1%,+2%,
86063,Infrared Injector,1.0,+1%,,+12.0
86064,Plasma Capture Cell,0.5,+1%,,
86065,Beam Injector,0.0,,+2%,
86066,Beam Projector,0.0,,+2%,
86067,Sunlight Excitor,0.5,+1%,,
86068,Infrared Battery,0.0,,+2%,
86069,Plasma Solidifier,0.5,+1%,,
86070,Ion Capture Cell,0.5,+1%,,
86071,Infrared Accelerator,0.5,,,+12.0
86072,Infrared Solidifier,0.5,+1%,,
86073,Plasma Solidifier,0.0,,+2%,
86074,Ion Battery,0.5,+1%,,
86075,Beam Solidifier,0.0,,+2%,
86076,Ion Battery,0.062,,+3%,
86077,Beam Accelerator,0.5,+1%,,
86078,Sunlight Excitor,0.5,+1%,,
86079,Beam Energiser,0.312,,+7%,
86080,Infrared Amplifier,0.5,,,+12.0
86081,Infrared Resonator,0.5,,,+12.0
86082,Sunlight Capture Cell,0.5,+1%,+2%,
86083,Beam Energiser,0.0,,+2%,
86084,Sunlight Projector,0.5,,,+12.0
86085,Plasma Excitor,0.5,,,+12.0
86086,Sunlight Projector,0.0,,+2%,
86087,Plasma Projector,0.5,+1%,,
86088,Infrared Energiser,0.5,+1%,,
86089,Ion Battery,0.5,+1%,+2%,
86090,Sunlight Solidifier,0.0,,+2%,
86091,Beam Solidifier,0.5,+1%,,
86092,Ion Projector,0.5,+1%,,
86093,Infrared Projector,0.5,+1%,,
86094,Ion Accelerator,0.5,,,+12.0
86095,Sunlight Excitor,0.0,,+2%,
86096,Ion Amplifier,0.5,,,+12.0
86097,Sunlight Accelerator,0.0,,+2%,
86098,Beam Amplifier,0.5,,,+12.0
86099,Beam Amplifier,0.5,+1%,,
86100,Ion Solidifier,1.0,+1%,,+12.0
86101,Plasma Battery,0.0,,+2%,
86102,Beam Projector,0.5,,,+12.0
86103,Plasma Resonator,0.5,,,+12.0
86104,Beam Injector,0.5,+1%,,
86105,Ion Projector,0.5,+1%,,
86106,Plasma Amplifier,0.5,,,+12.0
86107,Sunlight Amplifier,0.0,,+2%,
86108,Ion Resonator,0.5,,,+12.0
86109,Infrared Battery,0.5,,,+12.0
86110,Plasma Injector,0.0,,+2%,
86111,Ion Projector,0.5,+1%,,
86112,Plasma Energiser,0.5,+1%,,
86113,Infrared Battery,0.5,,,+12.0
86114,Plasma Excitor,0.5,+1%,,
86115,Sunlight Excitor,0.125,,+4%,
86116,Ion Solidifier,0.5,+1%,,
86117,Sunlight Amplifier,0.5,,,+12.0
86118,Ion Injector,0.5,+1%,,
86119,Infrared Accelerator,0.5,+1%,,
86120,Plasma Excitor,0.125,,+4%,
86121,Ion Capture Cell,0.5,,,+12.0
86122,Beam Battery,0.0,,+2%,
86123,Plasma Capture Cell,0.5,+1%,,
86124,Plasma Excitor,0.0,,+2%,
86125,Beam Injector,0.0,,+2%,
86126,Sunlight Energiser,0.0,,+2%,
86127,Infrared Capture Cell,0.5,+1%,,
86128,Ion Amplifier,0.125,,+4%,
86129,Infrared Projector,0.5,+1%,,
86130,Ion Amplifier,0.562,,+3%,+12.0
86131,Plasma Battery,0.0,,+2%,
86132,Sunlight Battery,0.5,+1%,,
86133,Beam Capture Cell,0.5,+1%,+2%,
86134,Infrared Capture Cell,0.0,,+2%,
86135,Plasma Capture Cell,0.5,+1%,,
86136,Sunlight Amplifier,0.5,+1%,,
86137,Infrared Injector,0.0,,+2%,
86138,Beam Battery,0.0,,+2%,
86139,Sunlight Battery,0.5,+1%,,
86140,Beam Battery,1.0,+1%,,+12.0
86141,Infrared Resonator,1.0,+1%,,+12.0
86142,Ion Resonator,0.5,,,+12.0
86143,Beam Solidifier,0.938,,+9%,+12.0
86144,Beam Capture Cell,0.5,+1%,,
86145,Infrared Accelerator,0.5,,,+12.0
86146,Beam Energiser,0.5,+1%,,
86147,Sunlight Amplifier,0.5,,,+12.0
86148,Sunlight Amplifier,0.5,+1%,+2%,
86149,Infrared Injector,0.5,,,+12.0
86150,Sunlight Injector,0.5,+1%,+2%,
86151,Ion Solidifier,0.5,,,+12.0
86152,Ion Amplifier,0.5,,,+12.0
86153,Infrared Resonator,0.5,,,+12.0
86154,Sunlight Energiser,0.0,,+2%,
86155,Beam Battery,0.5,,,+12.0
86156,Ion Projector,0.5,,,+12.0
86157,Ion Capture Cell,0.5,,,+12.0
86158,Ion Solidifier,0.5,,,+12.0
86159,Infrared Solidifier,0.188,,+5%,
86160,Plasma Solidifier,0.0,,+2%,
86161,Plasma Energiser,0.5,+1%,,
86162,Ion Capture Cell,0.5,,,+12.0
86163,Beam Accelerator,0.5,,,+12.0
86164,Sunlight Capture Cell,0.625,+1%,+4%,
86165,Infrared Accelerator,0.5,+1%,,
86166,Ion Accelerator,0.5,+1%,+2%,
86167,Plasma Amplifier,0.5,+1%,,
86168,Infrared Accelerator,0.5,+1%,,
86169,Beam Amplifier,0.0,,+2%,
86170,Beam Injector,0.5,,,+12.0
86171,Plasma Battery,1.0,+1%,,+12.0
86172,Ion Resonator,1.0,+1%,,+12.0
86173,Beam Amplifier,0.5,+1%,,
86174,Ion Solidifier,0.5,,,+12.0
86175,Ion Accelerator,0.5,+1%,,
86176,Beam Resonator,0.5,+1%,,
86177,Beam Amplifier,0.5,,,+12.0
86178,Plasma Resonator,1.0,+1%,,+12.0
86179,Plasma Resonator,0.0,,+2%,
86180,Plasma Capture Cell,0.062,,+3%,
86181,Sunlight Projector,0.5,,,+12.0
86182,Sunlight Projector,0.5,,,+12.0
86183,Ion Resonator,0.375,,+8%,
86184,Sunlight Energiser,0.5,+1%,,
86185,Beam Accelerator,0.5,,,+12.0
86186,Ion Battery,0.938,,+9%,+12.0
86187,Beam Capture Cell,0.125,,+4%,
86188,Beam Excitor,0.5,,,+12.0
86189,Plasma Capture Cell,0.5,,,+12.0
86190,Ion Amplifier,0.5,+1%,,
86191,Ion Projector,0.5,,,+12.0
86192,Ion Excitor,0.0,,+2%,
86193,Plasma Injector,0.5,,,+12.0
86194,Plasma Capture Cell,0.625,+1%,+4%,
86195,Sunlight Projector,1.0,+1%,,+12.0
86196,Infrared Energiser,0.5,,,+12.0
86197,Infrared Battery,0.75,,+6%,+12.0
86198,Plasma Projector,0.0,,+2%,
86199,Beam Projector,0.5,,,+12.0
86200,Beam Solidifier,0.5,,,+12.0
86201,Beam Projector,0.5,+1%,,
86202,Infrared Injector,0.5,,,+12.0
86203,Sunlight Battery,0.5,+1%,,
86204,Beam Accelerator,0.188,,+5%,
86205,Infrared Energiser,0.5,,,+12.0
86206,Ion Excitor,0.5,,,+12.0
86207,Beam Accelerator,0.5,,+2%,+12.0
86208,Infrared Capture Cell,0.5,,,+12.0
86209,Plasma Solidifier,0.5,,,+12.0
86210,Beam Injector,0.5,+1%,,
86211,Beam Capture Cell,0.5,+1%,,
86212,Sunlight Projector,0.5,+1%,,
86213,Infrared Injector,0.188,,+5%,
86214,Ion Accelerator,0.5,+1%,,
86215,Infrared Accelerator,0.5,+1%,,
86216,Ion Accelerator,0.5,,,+12.0
86217,Sunlight Resonator,1.0,+1%,,+12.0
86218,Infrared Injector,0.0,,+2%,
86219,Beam Excitor,0.5,+1%,,
86220,Sunlight Energiser,0.5,+1%,,
86221,Ion Excitor,0.562,,+3%,+12.0
86222,Beam Energiser,1.0,+1%,,+12.0
86223,Infrared Battery,0.5,,,+12.0
86224,Sunlight Amplifier,0.5,+1%,,
86225,Sunlight Accelerator,0.5,,,+12.0
86226,Sunlight Projector,1.0,+1%,,+12.0
86227,Plasma Injector,0.188,,+5%,
86228,Sunlight Injector,0.5,+1%,,
86229,Infrared Battery,0.5,,+2%,+12.0
86230,Beam Accelerator,0.5,+1%,,
86231,Infrared Solidifier,0.0,,+2%,
86232,Sunlight Battery,0.75,+1%,+6%,
86233,Beam Projector,0.5,+1%,,
86234,Sunlight Excitor,0.5,,,+12.0
86235,Ion Injector,0.5,+1%,,
86236,Plasma Amplifier,0.5,+1%,,
86237,Infrared Resonator,1.0,+1%,,+12.0
86238,Sunlight Capture Cell,0.5,,,+12.0
86239,Infrared Solidifier,1.0,+1%,,+12.0
86240,Plasma Capture Cell,0.5,,,+12.0
86241,Plasma Accelerator,0.5,+1%,,
86242,Beam Resonator,0.0,,+2%,
86243,Infrared Excitor,0.0,,+2%,
86244,Sunlight Capture Cell,1.0,+1%,,+12.0
86245,Sunlight Battery,0.5,,,+12.0
86246,Plasma Resonator,0.062,,+3%,
86247,Infrared Projector,0.125,,+4%,
86248,Infrared Resonator,0.5,+1%,,
86249,Plasma Injector,0.5,,,+12.0
86250,Ion Energiser,1.0,+1%,,+12.0
86251,Sunlight Solidifier,0.438,,+9%,
86252,Beam Excitor,0.0,,+2%,
86253,Sunlight Resonator,0.5,+1%,,
86254,Plasma Excitor,1.0,+1%,,+12.0
86255,Sunlight Energiser,0.938,,+9%,+12.0
86256,Sunlight Amplifier,0.5,+1%,,
86257,Ion Injector,0.5,,,+12.0
86258,Plasma Injector,0.5,+1%,,
86259,Beam Injector,0.5,+1%,,
86260,Plasma Accelerator,0.0,,+2%,
86261,Sunlight Capture Cell,0.0,,+2%,
86262,Plasma Projector,0.5,+1%,,
86263,Plasma Injector,0.5,,,+12.0
86264,Infrared Projector,0.5,,,+12.0
86265,Ion Amplifier,0.0,,+2%,
86266,Beam Energiser,0.5,,,+12.0
86267,Ion Energiser,0.0,,+2%,
86268,Ion Solidifier,0.0,,+2%,
86269,Plasma Solidifier,0.5,+1%,,
86270,Ion Energiser,0.5,,,+12.0
86271,Plasma Capture Cell,0.5,+1%,+2%,
86272,Beam Solidifier,0.25,,+6%,
86273,Plasma Battery,0.5,,,+12.0
86274,Infrared Battery,0.125,,+4%,
86275,Sunlight Accelerator,1.0,+1%,,+12.0
86276,Ion Solidifier,0.5,+1%,,
86277,Sunlight Solidifier,0.0,,+2%,
86278,Infrared Solidifier,0.5,,,+12.0
86279,Plasma Capture Cell,0.0,,+2%,
86280,Plasma Battery,0.5,,,+12.0
86281,Beam Solidifier,0.5,,,+12.0
86282,Beam Solidifier,0.0,,+2%,
86283,Ion Accelerator,0.0,,+2%,
86284,Infrared Resonator,0.062,,+3%,
86285,Beam Battery,0.5,,,+12.0
86286,Plasma Excitor,0.0,,+2%,
86287,Plasma Resonator,0.5,+1%,,
86288,Beam Injector,0.0,,+2%,
86289,Beam Excitor,0.5,,,+12.0
86290,Ion Battery,0.5,,,+12.0
86291,Sunlight Resonator,0.5,,,+12.0
86292,Beam Capture Cell,0.5,,,+12.0
86293,Infrared Accelerator,0.5,,,+12.0
86294,Sunlight Capture Cell,1.0,+1%,,+12.0
86295,Plasma Resonator,0.0,,+2%,
86296,Ion Energiser,1.0,+1%,,+12.0
86297,Sunlight Excitor,0.5,,,+12.0
86298,Infrared Injector,0.5,,,+12.0
86299,Infrared Injector,0.5,,,+12.0
86300,Infrared Energiser,0.5,,,+12.0
86301,Beam Injector,0.0,,+2%,
86302,Beam Injector,0.5,+1%,,
86303,Beam Energiser,0.5,,,+12.0
86304,Plasma Injector,0.5,,,+12.0
86305,Beam Amplifier,0.5,+1%,,
86306,Infrared Excitor,0.5,,,+12.0
86307,Plasma Excitor,0.5,+1%,,
86308,Beam Projector,0.188,,+5%,
86309,Sunlight Energiser,0.0,,+2%,
86310,Beam Accelerator,0.5,,,+12.0
86311,Sunlight Capture Cell,0.5,,,+12.0
86312,Plasma Battery,0.0,,+2%,
86313,Sunlight Capture Cell,0.562,+1%,+3%,
86314,Beam Solidifier,0.5,,,+12.0
86315,Infrared Capture Cell,0.625,,+4%,+12.0
86316,Sunlight Projector,0.5,+1%,,
86317,Sunlight Resonator,0.5,,,+12.0
86318,Plasma Capture Cell,0.5,,,+12.0
86319,Infrared Projector,0.0,,+2%,
86320,Beam Solidifier,0.5,+1%,,
86321,Infrared Excitor,0.5,,,+12.0
86322,Sunlight Solidifier,0.5,,,+12.0
86323,Infrared Injector,0.5,+1%,,
86324,Beam Energiser,0.5,+1%,+2%,
86325,Beam Capture Cell,0.062,,+3%,
86326,Ion Battery,0.5,+1%,+2%,
86327,Beam Injector,0.5,,,+12.0
86328,Infrared Solidifier,0.5,,,+12.0
86329,Plasma Resonator,0.5,+1%,+2%,
86330,Beam Projector,0.5,+1%,,
86331,Plasma Solidifier,0.062,,+3%,
86332,Ion Resonator,0.5,,,+12.0
86333,Beam Injector,0.5,+1%,,
86334,Infrared Capture Cell,0.5,+1%,,
86335,Beam Battery,0.5,,,+12.0
86336,Ion Battery,0.5,,,+12.0
86337,Plasma Battery,0.0,,+2%,
86338,Beam Amplifier,0.125,,+4%,
86339,Infrared Projector,0.375,,+8%,
86340,Beam Amplifier,0.5,,,+12.0
86341,Beam Capture Cell,0.5,+1%,,
86342,Beam Solidifier,0.5,,,+12.0
86343,Beam Injector,0.5,+1%,,
86344,Sunlight Excitor,0.0,,+2%,
86345,Sunlight Resonator,0.5,,+2%,+12.0
86346,Plasma Excitor,0.5,,+2%,+12.0
86347,Sunlight Accelerator,1.0,+1%,,+12.0
86348,Infrared Projector,0.0,,+2%,
86349,Sunlight Solidifier,0.062,,+3%,
86350,Sunlight Injector,0.5,+1%,,
86351,Ion Projector,0.5,,,+12.0
86352,Plasma Capture Cell,1.0,+1%,,+12.0
86353,Plasma Resonator,0.0,,+2%,
86354,Ion Excitor,0.5,+1%,,
86355,Infrared Energiser,0.0,,+2%,
86356,Ion Excitor,0.5,,,+12.0
86357,Sunlight Amplifier,0.0,,+2%,
86358,Plasma Accelerator,0.5,,,+12.0
86359,Beam Accelerator,0.5,+1%,,
86360,Beam Solidifier,0.5,+1%,,
86361,Sunlight Battery,0.188,,+5%,
86362,Ion Battery,0.5,+1%,,
86363,Plasma Accelerator,0.5,+1%,,
86364,Beam Energiser,0.5,+1%,,
86365,Infrared Resonator,0.5,,,+12.0
86366,Infrared Accelerator,0.125,,+4%,
86367,Plasma Capture Cell,0.0,,+2%,
86368,Sunlight Energiser,0.0,,+2%,
86369,Infrared Resonator,0.5,+1%,,
86370,Ion Battery,0.0,,+2%,
86371,Plasma Amplifier,0.5,+1%,,
86372,Infrared Solidifier,0.5,+1%,+2%,
86373,Beam Battery,0.0,,+2%,
86374,Beam Projector,0.375,,+8%,
86375,Beam Injector,0.0,,+2%,
86376,Beam Excitor,0.5,,,+12.0
86377,Ion Excitor,0.5,+1%,,
86378,Ion Solidifier,0.5,+1%,,
86379,Beam Capture Cell,0.0,,+2%,
86380,Infrared Accelerator,0.5,,,+12.0
86381,Plasma Solidifier,0.688,,+5%,+12.0
86382,Ion Energiser,0.0,,+2%,
86383,Plasma Battery,0.5,,,+12.0
86384,Infrared Excitor,0.0,,+2%,
86385,Ion Resonator,0.5,,+2%,+12.0
86386,Ion Injector,0.5,+1%,,
86387,Infrared Battery,0.0,,+2%,
86388,Beam Amplifier,0.75,,+6%,+12.0
86389,Infrared Capture Cell,0.5,+1%,,
86390,Plasma Accelerator,0.5,,+2%,+12.0
86391,Sunlight Solidifier,0.5,,,+12.0
86392,Plasma Capture Cell,0.5,+1%,,
86393,Sunlight Projector,0.0,,+2%,
86394,Ion Injector,0.5,,,+12.0
86395,Infrared Excitor,0.0,,+2%,
86396,Ion Excitor,0.5,+1%,,
86397,Infrared Resonator,0.5,+1%,+2%,
86398,Sunlight Injector,0.5,,,+12.0
86399,Beam Accelerator,0.5,,,+12.0
86400,Sunlight Injector,0.5,+1%,,
86401,Beam Injector,0.5,,,+12.0
86402,Infrared Capture Cell,0.5,+1%,,
86403,Sunlight Projector,0.5,,,+12.0
86404,Sunlight Excitor,0.5,+1%,,
86405,Ion Energiser,0.125,,+4%,
86406,Ion Injector,0.0,,+2%,
86407,Infrared Resonator,0.5,+1%,,
86408,Beam Injector,0.0,,+2%,
86409,Ion Resonator,0.5,+1%,,
86410,Infrared Energiser,0.5,,,+12.0
86411,Infrared Capture Cell,0.5,,,+12.0
86412,Ion Resonator,0.0,,+2%,
86413,Infrared Battery,0.5,,+2%,+12.0
86414,Beam Battery,0.5,,,+12.0
86415,Ion Capture Cell,0.5,+1%,,
86416,Sunlight Projector,0.5,,,+12.0
86417,Plasma Energiser,0.5,+1%,,
86418,Sunlight Solidifier,0.5,,+2%,+12.0
86419,Beam Accelerator,0.5,,,+12.0
86420,Ion Energiser,0.0,,+2%,
86421,Plasma Capture Cell,0.5,+1%,,
86422,Sunlight Amplifier,0.812,,+7%,+12.0
86423,Plasma Energiser,0.5,,,+12.0
86424,Beam Solidifier,1.0,+1%,+10%,
86425,Sunlight Energiser,0.5,,,+12.0
86426,Ion Projector,0.5,+1%,,
86427,Plasma Excitor,0.5,+1%,+2%,
86428,Beam Injector,0.5,,,+12.0
86429,Infrared Projector,0.5,+1%,,
86430,Infrared Injector,0.5,+1%,,
86431,Ion Excitor,0.375,,+8%,
86432,Plasma Battery,0.0,,+2%,
86433,Plasma Amplifier,0.5,+1%,,
86434,Infrared Energiser,0.5,,,+12.0
86435,Sunlight Accelerator,0.5,,,+12.0
86436,Plasma Projector,0.5,+1%,,
86437,Ion Injector,0.5,,,+12.0
86438,Infrared Energiser,0.5,+1%,,
86439,Plasma Excitor,0.0,,+2%,
86440,Ion Resonator,0.5,,,+12.0
86441,Ion Amplifier,0.5,+1%,,
86442,Infrared Excitor,0.5,,,+12.0
86443,Beam Accelerator,0.5,+1%,,
86444,Infrared Battery,0.5,+1%,,
86445,Beam Resonator,0.5,,+2%,+12.0
86446,Sunlight Injector,0.0,,+2%,
86447,Beam Projector,0.5,,,+12.0
86448,Ion Injector,0.5,,,+12.0
86449,Sunlight Resonator,0.5,+1%,,
86450,Ion Accelerator,0.062,,+3%,
86451,Beam Projector,0.0,,+2%,
86452,Plasma Solidifier,0.5,+1%,,
86453,Plasma Projector,0.5,+1%,,
86454,Sunlight Resonator,0.5,+1%,,
86455,Plasma Energiser,0.0,,+2%,
86456,Ion Energiser,0.5,+1%,,
86457,Sunlight Energiser,0.5,,,+12.0
86458,Plasma Resonator,0.5,+1%,,
86459,Plasma Energiser,0.062,,+3%,
86460,Ion Solidifier,0.5,,,+12.0
86461,Infrared Capture Cell,0.562,+1%,+3%,
86462,Sunlight Projector,0.5,,,+12.0
86463,Beam Injector,0.5,+1%,,
86464,Beam Amplifier,0.5,+1%,,
86465,Sunlight Resonator,0.0,,+2%,
86466,Sunlight Resonator,0.562,,+3%,+12.0
86467,Beam Injector,0.5,+1%,,
86468,Sunlight Excitor,0.0,,+2%,
86469,Beam Injector,0.5,+1%,,
86470,Beam Solidifier,0.5,+1%,,
86471,Infrared Battery,0.5,+1%,+2%,
86472,Plasma Solidifier,0.5,,,+12.0
86473,Infrared Injector,0.5,+1%,,
86474,Ion Projector,0.25,,+6%,
86475,Sunlight Amplifier,0.5,,,+12.0
86476,Plasma Capture Cell,0.0,,+2%,
