sep=,
Seed,Name,Perfection,Weapon_Grenade_Damage,Weapon_Grenade_Bounce,Weapon_Grenade_Radius,Weapon_Grenade_Speed
94256,Polarised Gas Expander,0.207,+42%,,+7%,+143%
94257,Kinetic Compressor,0.061,,+39%,,
94258,Unstable Release Mechanism,0.088,+45%,,,
94259,Pugneum Heat Pump,0.091,,+42%,,
94260,Linear Shell Loader,0.0,,,+6%,
94261,Unstable Gas Expander,0.166,,+38%,,+153%
94262,Pugneum Release Mechanism,0.248,,,,+248%
94263,Kinetic Release Mechanism,0.192,,+52%,,
94264,Pugneum Compressor,0.099,+52%,,,+120%
94265,Polarised Shell Loader,0.028,+41%,,+6%,
94266,Pugneum Coils,0.0,,,+6%,
94267,Kinetic Injector Plugs,0.053,+43%,,,
94268,Linear Heat Pump,0.028,+41%,,+6%,
94269,Unstable Launch System,0.167,,,+8%,
94270,Linear Coils,0.0,,,+6%,
94271,Kinetic Timing Loom,0.183,,,,+209%
94272,Unstable Heat Pump,0.0,,,+6%,+100%
94273,Kinetic Injector Plugs,0.183,,,,+209%
94274,Polarised Gas Expander,0.493,,+61%,+6%,
94275,Pugneum Release Mechanism,0.14,+45%,,+6%,
94276,Linear Timing Loom,0.158,+49%,,,
94277,Pugneum Timing Loom,0.192,,+52%,,
94278,Unstable Coils,0.214,,,,+228%
94279,Unstable Injector Plugs,0.0,,,+6%,
94280,Pugneum Heat Pump,0.061,,+39%,,
94281,Linear Compressor,0.053,+43%,,,
94282,Linear Core,0.102,,+57%,,+111%
94283,Polarised Shell Loader,0.078,+42%,+33%,+8%,
94284,Kinetic Injector Plugs,0.0,,,+6%,
94285,Unstable Timing Loom,0.111,,+44%,,
94286,Kinetic Compressor,0.128,+42%,+41%,,
94287,Kinetic Compressor,0.0,,,+6%,
94288,Unstable Release Mechanism,0.263,+55%,,,
94289,Linear Timing Loom,0.0,,,+6%,
94290,Kinetic Gas Expander,0.42,+40%,+66%,,
94291,Kinetic Shell Loader,0.297,+40%,+50%,+6%,
94292,Kinetic Compressor,0.0,,,+6%,
94293,Linear Release Mechanism,0.0,,,+6%,
94294,Unstable Compressor,0.0,,,+6%,
94295,Unstable Compressor,0.247,,+47%,+6%,
94296,Polarised Compressor,0.298,+57%,,,
94297,Polarised Coils,0.309,+55%,+42%,,
94298,Kinetic Compressor,0.121,,+45%,,
94299,Pugneum Launch System,0.092,,+37%,+7%,
94300,Unstable Core,0.091,,+42%,,
94301,Pugneum Injector Plugs,0.129,,,,+177%
94302,Polarised Core,0.0,,,+6%,+100%
94303,Pugneum Compressor,0.18,+43%,,,+156%
94304,Linear Coils,0.007,,,,+104%
94305,Unstable Compressor,0.0,,+33%,,
94306,Kinetic Heat Pump,0.211,+52%,,,
94307,Kinetic Coils,0.096,,+59%,,+107%
94308,Pugneum Release Mechanism,0.01,,+34%,,
94309,Unstable Timing Loom,0.182,+53%,+34%,,
94310,Polarised Core,0.211,,,,+226%
94311,Polarised Heat Pump,0.333,,,+10%,
94312,Polarised Release Mechanism,0.0,,,+6%,
94313,Linear Timing Loom,0.101,,+43%,,
94314,Pugneum Heat Pump,0.283,,+61%,,
94315,Polarised Shell Loader,0.0,,,,+100%
94316,Polarised Core,0.091,,+42%,,
94317,Linear Timing Loom,0.035,+42%,,,
94318,Pugneum Release Mechanism,0.263,,+59%,,
94319,Unstable Coils,0.044,+46%,,,+108%
94320,Unstable Injector Plugs,0.0,,,+6%,
94321,Pugneum Launch System,0.0,,+33%,+6%,
94322,Kinetic Shell Loader,0.244,+51%,+37%,,+146%
94323,Polarised Injector Plugs,0.0,,,+6%,
94324,Unstable Timing Loom,0.03,,+36%,,
94325,Polarised Compressor,0.0,,,+6%,
94326,Kinetic Gas Expander,0.028,+41%,,+6%,
94327,Pugneum Coils,0.035,,,,+121%
94328,Kinetic Coils,0.0,,,,+100%
94329,Unstable Compressor,0.083,,,+7%,
94330,Linear Release Mechanism,0.105,+46%,,,
94331,Polarised Heat Pump,0.101,,+43%,,
94332,Polarised Shell Loader,0.008,,,,+105%
94333,Kinetic Core,0.0,,,,+100%
94334,Polarised Coils,0.25,,,+9%,
94335,Linear Core,0.158,+49%,,,
94336,Kinetic Shell Loader,0.139,,,,+183%
94337,Linear Compressor,0.0,,,,+100%
94338,Polarised Shell Loader,0.012,,,,+107%
94339,Polarised Compressor,0.037,,,,+122%
94340,Unstable Compressor,0.035,,+35%,+6%,
94341,Linear Release Mechanism,0.252,+40%,+45%,+8%,
94342,Linear Shell Loader,0.035,+42%,,,
94343,Pugneum Core,0.212,,+54%,,
94344,Unstable Timing Loom,0.303,,+63%,,
94345,Linear Injector Plugs,0.07,+44%,,,
94346,Kinetic Gas Expander,0.0,+40%,,,
94347,Pugneum Launch System,0.097,,,,+158%
94348,Linear Timing Loom,0.0,+40%,,,+100%
94349,Polarised Heat Pump,0.0,,,,+100%
94350,Linear Core,0.172,,+50%,,
94351,Linear Timing Loom,0.127,+41%,+42%,,
94352,Pugneum Injector Plugs,0.02,,+35%,,
94353,Unstable Compressor,0.022,,,,+113%
94354,Polarised Launch System,0.078,,,+6%,+124%
94355,Linear Launch System,0.152,,+48%,,
94356,Polarised Heat Pump,0.003,+41%,,,+100%
94357,Linear Heat Pump,0.0,,,+6%,+100%
94358,Pugneum Gas Expander,0.07,+44%,,,
94359,Kinetic Compressor,0.071,,+40%,,
94360,Pugneum Heat Pump,0.0,,,+6%,
94361,Pugneum Injector Plugs,0.0,,,+6%,
94362,Polarised Compressor,0.316,+58%,,,
94363,Pugneum Core,0.169,,,,+201%
94364,Pugneum Release Mechanism,0.0,,,,+100%
94365,Kinetic Timing Loom,0.333,,+66%,,
94366,Linear Injector Plugs,0.083,,,+7%,
94367,Polarised Core,0.003,,,,+102%
94368,Polarised Injector Plugs,0.0,,,+6%,
94369,Kinetic Heat Pump,0.003,,,,+102%
94370,Unstable Gas Expander,0.053,+43%,,,
94371,Linear Launch System,0.141,,+41%,+6%,
94372,Unstable Core,0.156,,+37%,+10%,
94373,Kinetic Heat Pump,0.0,,,+6%,
94374,Linear Compressor,0.0,,,+6%,
94375,Linear Launch System,0.116,,,,+169%
94376,Kinetic Timing Loom,0.387,,+55%,+6%,
94377,Unstable Compressor,0.0,,,,+100%
94378,Polarised Coils,0.035,+42%,,,
94379,Polarised Compressor,0.159,,+42%,+6%,
94380,Kinetic Injector Plugs,0.0,,,+6%,
94381,Pugneum Heat Pump,0.027,,,,+116%
94382,Pugneum Timing Loom,0.346,,,+6%,+206%
94383,Kinetic Core,0.0,,+33%,,
94384,Pugneum Shell Loader,0.333,,+66%,,
94385,Polarised Timing Loom,0.056,+42%,,+6%,
94386,Polarised Core,0.017,,,,+110%
94387,Linear Injector Plugs,0.0,,,+6%,
94388,Linear Coils,0.138,,+46%,,+135%
94389,Linear Gas Expander,0.0,+40%,,,
94390,Kinetic Injector Plugs,0.0,,,+6%,
94391,Polarised Injector Plugs,0.83,+41%,,+9%,+281%
94392,Unstable Injector Plugs,0.333,+59%,,,
94393,Unstable Core,0.179,,,,+207%
94394,Pugneum Release Mechanism,0.146,+41%,+66%,,+102%
94395,Unstable Release Mechanism,0.201,,,,+220%
94396,Unstable Gas Expander,0.164,,,,+198%
94397,Pugneum Coils,0.0,,,,+100%
94398,Unstable Timing Loom,0.085,,+33%,+10%,
94399,Unstable Compressor,0.083,,,+7%,
94400,Polarised Coils,0.0,,,+6%,
94401,Unstable Timing Loom,0.0,,,+6%,
94402,Polarised Core,0.323,+40%,,,+206%
94403,Linear Timing Loom,0.021,+44%,+34%,,+100%
94404,Linear Injector Plugs,0.241,,,,+244%
94405,Linear Compressor,0.0,,,+6%,
94406,Linear Launch System,0.228,+53%,,,
94407,Polarised Core,0.228,+53%,,,
94408,Polarised Heat Pump,0.083,,,+7%,
94409,Kinetic Injector Plugs,0.0,,+33%,,
94410,Unstable Timing Loom,0.221,+57%,+33%,,
94411,Unstable Launch System,0.006,+42%,,,+100%
94412,Polarised Injector Plugs,0.083,,,+7%,
94413,Kinetic Gas Expander,0.071,,+40%,,
94414,Pugneum Injector Plugs,0.062,,+54%,,+100%
94415,Polarised Gas Expander,0.222,,+55%,,
94416,Pugneum Shell Loader,0.0,,+33%,,
94417,Linear Heat Pump,0.0,,,+6%,
94418,Kinetic Compressor,0.164,,,,+198%
94419,Unstable Injector Plugs,0.0,,,+6%,
94420,Polarised Core,0.07,+44%,,,
94421,Polarised Heat Pump,0.035,+42%,,,
94422,Pugneum Timing Loom,0.035,+42%,,,
94423,Kinetic Compressor,0.25,,,+9%,
94424,Polarised Timing Loom,0.211,+52%,,,
94425,Kinetic Timing Loom,0.245,+54%,+41%,,+139%
94426,Polarised Launch System,0.316,+58%,,,
94427,Linear Compressor,0.196,,,,+217%
94428,Linear Compressor,0.026,,+37%,,+105%
94429,Unstable Injector Plugs,0.0,+40%,,,
94430,Unstable Heat Pump,0.068,+43%,,+6%,+112%
94431,Unstable Release Mechanism,0.0,,,+6%,
94432,Linear Heat Pump,0.0,,,+6%,
94433,Linear Coils,0.089,,+44%,+6%,+110%
94434,Unstable Heat Pump,0.033,+46%,+34%,,+101%
94435,Unstable Timing Loom,0.0,,,+6%,
94436,Linear Compressor,0.0,,,+6%,
94437,Unstable Launch System,0.423,+51%,+46%,+6%,
94438,Kinetic Heat Pump,0.101,,+43%,,
94439,Unstable Coils,0.105,+46%,,,
94440,Pugneum Injector Plugs,0.0,,+33%,,
94441,Pugneum Gas Expander,0.25,,+46%,+7%,
94442,Pugneum Compressor,0.083,,,+7%,
94443,Pugneum Shell Loader,0.0,,,+6%,
94444,Linear Gas Expander,0.061,,+39%,,
94445,Unstable Launch System,0.386,+57%,+46%,,
94446,Pugneum Release Mechanism,0.017,,,,+110%
94447,Kinetic Injector Plugs,0.0,,,,+100%
94448,Kinetic Shell Loader,0.465,,+57%,+8%,
94449,Polarised Coils,0.04,,+37%,,
94450,Unstable Gas Expander,0.25,,,+9%,
94451,Pugneum Timing Loom,0.228,+53%,,,
94452,Unstable Launch System,0.0,,+33%,,
94453,Pugneum Shell Loader,0.027,,,,+116%
94454,Kinetic Gas Expander,0.37,,+54%,+6%,
94455,Linear Shell Loader,0.0,,,,+100%
94456,Pugneum Shell Loader,0.057,+44%,+43%,,+100%
94457,Unstable Injector Plugs,0.0,,,+6%,
94458,Polarised Heat Pump,0.211,+52%,,,
94459,Polarised Core,0.333,,+66%,,
94460,Linear Core,0.007,,,,+104%
94461,Linear Timing Loom,0.314,+50%,,+7%,
94462,Pugneum Shell Loader,0.435,+48%,+59%,,
94463,Unstable Gas Expander,0.027,,,,+116%
94464,Unstable Injector Plugs,0.0,,+33%,+6%,
94465,Unstable Release Mechanism,0.21,+41%,+33%,,+152%
94466,Polarised Launch System,0.0,,,+6%,
94467,Unstable Timing Loom,0.085,,+61%,,+101%
94468,Polarised Core,0.018,+41%,,,
94469,Linear Timing Loom,0.372,,+33%,,+230%
94470,Linear Shell Loader,0.021,+40%,,+9%,+101%
94471,Kinetic Core,0.246,+54%,,,
94472,Kinetic Core,0.175,+50%,,,
94473,Kinetic Launch System,0.023,,,,+114%
94474,Polarised Timing Loom,0.258,+48%,,+7%,
94475,Linear Compressor,0.162,,+49%,,
94476,Unstable Launch System,0.01,,,,+106%
94477,Pugneum Launch System,0.246,+54%,,,
94478,Pugneum Injector Plugs,0.482,+56%,,+7%,
94479,Kinetic Launch System,0.211,+52%,,,
94480,Polarised Gas Expander,0.0,,,+6%,
94481,Polarised Timing Loom,0.271,,,+6%,+183%
94482,Unstable Timing Loom,0.0,,,+6%,
94483,Linear Release Mechanism,0.167,,,+8%,
94484,Linear Heat Pump,0.178,+40%,+47%,,
94485,Pugneum Timing Loom,0.172,,+50%,,
94486,Pugneum Gas Expander,0.084,,,,+150%
94487,Kinetic Injector Plugs,0.0,+40%,,,
94488,Pugneum Release Mechanism,0.194,+51%,,+6%,+132%
94489,Polarised Heat Pump,0.211,,+45%,+6%,
94490,Polarised Injector Plugs,0.121,,+45%,,
94491,Polarised Core,0.5,,+33%,+10%,+214%
94492,Pugneum Gas Expander,0.0,,,+6%,+100%
94493,Pugneum Release Mechanism,0.246,+44%,,+10%,
94494,Linear Launch System,0.0,+40%,,,
94495,Kinetic Launch System,0.0,+40%,,,
94496,Pugneum Shell Loader,0.0,,,+6%,
94497,Polarised Core,0.212,,+54%,,
94498,Polarised Launch System,0.182,,+51%,,
94499,Polarised Shell Loader,0.066,+52%,+33%,,+104%
94500,Polarised Injector Plugs,0.066,,+37%,,+119%
94501,Kinetic Core,0.25,,,+9%,
94502,Pugneum Shell Loader,0.0,,,+6%,
94503,Pugneum Shell Loader,0.211,+52%,,,
94504,Pugneum Release Mechanism,0.037,,,,+122%
94505,Kinetic Gas Expander,0.002,,,,+101%
94506,Linear Heat Pump,0.053,+43%,,,
94507,Kinetic Injector Plugs,0.061,+41%,,+7%,
94508,Polarised Injector Plugs,0.192,+40%,+44%,+6%,
94509,Pugneum Timing Loom,0.0,,,+6%,
94510,Linear Shell Loader,0.167,,,+8%,
94511,Polarised Injector Plugs,0.009,+42%,,+6%,+100%
94512,Kinetic Core,0.273,,+60%,,
94513,Polarised Launch System,0.042,,,,+125%
94514,Unstable Compressor,0.385,,+56%,,+211%
94515,Kinetic Release Mechanism,0.0,,,+6%,
94516,Polarised Shell Loader,0.015,,,,+109%
94517,Unstable Compressor,0.071,,+40%,,
94518,Unstable Gas Expander,0.59,+58%,+61%,,
94519,Pugneum Compressor,0.222,,+55%,,
94520,Polarised Timing Loom,0.0,,,+6%,
94521,Unstable Shell Loader,0.0,,,+6%,
94522,Kinetic Launch System,0.083,,,+7%,+124%
94523,Kinetic Shell Loader,0.02,,+35%,,
94524,Linear Release Mechanism,0.131,,+46%,,
94525,Kinetic Shell Loader,0.158,+49%,,,
94526,Unstable Injector Plugs,0.0,,,,+100%
94527,Pugneum Timing Loom,0.152,,+48%,,
94528,Linear Compressor,0.0,+40%,,,
94529,Linear Injector Plugs,0.03,,,,+118%
94530,Polarised Launch System,0.382,+41%,+62%,,
94531,Polarised Launch System,0.0,+40%,,,
94532,Unstable Gas Expander,0.055,,+35%,,+117%
94533,Linear Injector Plugs,0.035,+42%,,,
94534,Kinetic Launch System,0.065,+45%,,,+116%
94535,Polarised Compressor,0.199,,+38%,+7%,+141%
94536,Polarised Release Mechanism,0.263,+55%,,,
94537,Polarised Compressor,0.258,+48%,,+7%,
94538,Unstable Injector Plugs,0.545,+40%,+63%,+7%,
94539,Polarised Release Mechanism,0.356,+40%,+61%,,
94540,Unstable Shell Loader,0.307,+45%,+52%,,
94541,Linear Timing Loom,0.0,,,+6%,+100%
94542,Pugneum Core,0.0,,+33%,,
94543,Polarised Core,0.0,,,+6%,
94544,Unstable Release Mechanism,0.039,,,,+123%
94545,Linear Coils,0.058,,+40%,,+113%
94546,Pugneum Release Mechanism,0.0,+40%,+33%,,
94547,Linear Core,0.149,,+35%,,+150%
94548,Unstable Timing Loom,0.0,,,+6%,
94549,Kinetic Launch System,0.316,+58%,,,
94550,Unstable Launch System,0.0,,,+6%,
94551,Kinetic Timing Loom,0.084,+43%,,+6%,
94552,Kinetic Launch System,0.034,,+41%,+6%,+100%
94553,Polarised Heat Pump,0.25,,,+9%,
94554,Linear Release Mechanism,0.0,,,+6%,
94555,Unstable Coils,0.0,,,+6%,
94556,Unstable Timing Loom,0.0,,,+6%,
94557,Pugneum Shell Loader,0.0,,,+6%,+100%
94558,Kinetic Coils,0.0,,,,+100%
94559,Pugneum Coils,0.25,,,+9%,
94560,Linear Timing Loom,0.018,+41%,,,
94561,Linear Launch System,0.0,+40%,,,
94562,Unstable Gas Expander,0.0,,,+6%,
94563,Kinetic Injector Plugs,0.075,,,,+145%
94564,Linear Launch System,0.246,+54%,,,
94565,Pugneum Shell Loader,0.061,,+39%,,
94566,Kinetic Coils,0.0,,,+6%,
94567,Unstable Core,0.212,,+54%,,
94568,Pugneum Injector Plugs,0.0,+40%,+33%,,
94569,Pugneum Shell Loader,0.175,+50%,,,
94570,Unstable Injector Plugs,0.013,,,,+108%
94571,Linear Heat Pump,0.033,+40%,,+7%,
94572,Kinetic Timing Loom,0.339,+58%,+34%,+6%,
94573,Unstable Launch System,0.175,+50%,,,
94574,Unstable Timing Loom,0.153,+41%,+44%,,
94575,Linear Injector Plugs,0.449,+56%,,+6%,
94576,Polarised Core,0.111,,+44%,,
94577,Unstable Release Mechanism,0.03,,+36%,,
94578,Kinetic Gas Expander,0.0,,,+6%,
94579,Unstable Release Mechanism,0.12,,+36%,,+139%
94580,Linear Core,0.012,+42%,,,+102%
94581,Linear Core,0.061,,+39%,,
94582,Pugneum Injector Plugs,0.075,,,,+145%
94583,Linear Shell Loader,0.083,,,+7%,
94584,Kinetic Compressor,0.105,+46%,,,
94585,Kinetic Heat Pump,0.0,,,,+100%
94586,Linear Timing Loom,0.0,,,+6%,
94587,Kinetic Shell Loader,0.158,+49%,,,
94588,Linear Heat Pump,0.228,+53%,,,
94589,Unstable Timing Loom,0.192,,+52%,,
94590,Polarised Coils,0.109,,,,+165%
94591,Polarised Coils,0.0,,,+6%,
94592,Polarised Core,0.088,+45%,,,
94593,Kinetic Gas Expander,0.035,+42%,,,
94594,Linear Release Mechanism,0.0,,+33%,+6%,
94595,Pugneum Timing Loom,0.255,+43%,+50%,,
94596,Kinetic Compressor,0.083,,,+7%,
94597,Linear Release Mechanism,0.03,,+36%,,
94598,Unstable Timing Loom,0.342,+51%,,+7%,
94599,Polarised Coils,0.03,,+36%,,
94600,Pugneum Launch System,0.0,,,+6%,
94601,Pugneum Core,0.133,+40%,,+10%,
94602,Linear Compressor,0.333,,,+10%,
94603,Polarised Release Mechanism,0.0,,,+6%,
94604,Kinetic Compressor,0.316,+58%,,,
94605,Kinetic Launch System,0.281,+56%,,,
94606,Kinetic Launch System,0.449,+56%,,+6%,
94607,Unstable Timing Loom,0.0,,,+6%,
94608,Pugneum Core,0.0,,+33%,,
94609,Linear Coils,0.0,+40%,,,
94610,Kinetic Compressor,0.065,+54%,,+6%,+100%
94611,Pugneum Compressor,0.0,,,+6%,
94612,Kinetic Injector Plugs,0.018,+41%,,,
94613,Polarised Shell Loader,0.0,+40%,,,
94614,Pugneum Core,0.093,,+33%,+6%,+122%
94615,Polarised Compressor,0.047,+49%,,,+106%
94616,Kinetic Core,0.374,+59%,+43%,,
94617,Pugneum Shell Loader,0.13,+50%,+33%,,
94618,Kinetic Launch System,0.134,+42%,,,+142%
94619,Kinetic Compressor,0.0,+40%,,,
94620,Polarised Coils,0.088,+45%,,,
94621,Linear Timing Loom,0.303,,+63%,,
94622,Polarised Launch System,0.167,,,+8%,
94623,Polarised Compressor,0.0,,,+6%,
94624,Unstable Release Mechanism,0.018,+41%,,,
94625,Unstable Gas Expander,0.008,,,,+105%
94626,Polarised Injector Plugs,0.039,,,,+123%
94627,Kinetic Compressor,0.103,+43%,+38%,,
94628,Polarised Core,0.0,+40%,,,
94629,Pugneum Shell Loader,0.0,,,+6%,
94630,Pugneum Timing Loom,0.167,,,+8%,
94631,Polarised Gas Expander,0.0,,,,+100%
94632,Pugneum Core,0.0,,,,+100%
94633,Linear Core,0.167,,,+8%,
94634,Pugneum Coils,0.0,,,,+100%
94635,Polarised Launch System,0.0,+40%,,,
94636,Polarised Shell Loader,0.026,+42%,+33%,,
94637,Pugneum Core,0.101,,+43%,,
94638,Polarised Compressor,0.0,,,+6%,
94639,Linear Injector Plugs,0.193,+51%,,,
94640,Kinetic Heat Pump,0.111,,+44%,,
94641,Unstable Heat Pump,0.0,+40%,,,
94642,Unstable Shell Loader,0.0,+40%,,+6%,
94643,Polarised Coils,0.157,,,,+194%
94644,Linear Shell Loader,0.172,,+50%,,
94645,Pugneum Launch System,0.0,,,+6%,
94646,Pugneum Core,0.111,,+44%,,
94647,Kinetic Launch System,0.061,,+39%,,
94648,Kinetic Compressor,0.112,+44%,,+6%,
94649,Polarised Gas Expander,0.256,,,,+253%
94650,Kinetic Launch System,0.088,+45%,,,
94651,Linear Injector Plugs,0.281,+56%,,,
94652,Kinetic Coils,0.0,,+33%,,
94653,Kinetic Launch System,0.0,+40%,,+6%,
94654,Linear Core,0.07,+44%,,,
94655,Polarised Compressor,0.02,,+35%,,
94656,Pugneum Gas Expander,0.578,+44%,+62%,+6%,
94657,Kinetic Core,0.07,+44%,,,
94658,Unstable Timing Loom,0.0,,,+6%,
94659,Pugneum Release Mechanism,0.281,+56%,,,
94660,Pugneum Gas Expander,0.0,+40%,,,
94661,Kinetic Heat Pump,0.0,+40%,,,
94662,Unstable Heat Pump,0.333,+59%,,,
94663,Polarised Shell Loader,0.0,,,+6%,
94664,Pugneum Coils,0.0,,,+6%,
94665,Polarised Gas Expander,0.0,,,+6%,
94666,Linear Release Mechanism,0.288,,,,+272%
94667,Unstable Release Mechanism,0.111,,+44%,,
94668,Unstable Injector Plugs,0.071,,+40%,,
94669,Polarised Coils,0.458,,+59%,+6%,
94670,Pugneum Timing Loom,0.02,,,,+112%
94671,Pugneum Shell Loader,0.228,+53%,,,
94672,Linear Core,0.01,,+34%,,
94673,Pugneum Shell Loader,0.009,+42%,,,+101%
94674,Polarised Shell Loader,0.281,+56%,,,
94675,Polarised Core,0.0,,+33%,,
94676,Kinetic Timing Loom,0.321,+59%,+38%,,+156%
94677,Polarised Launch System,0.298,+57%,,,
94678,Pugneum Core,0.32,+56%,+35%,+6%,
94679,Unstable Launch System,0.053,+43%,,,
94680,Kinetic Injector Plugs,0.273,,+60%,,
94681,Polarised Core,0.0,,,+6%,
94682,Polarised Heat Pump,0.333,+59%,,,
94683,Kinetic Heat Pump,0.0,,,+6%,
94684,Polarised Timing Loom,0.509,+48%,+54%,+6%,
94685,Polarised Shell Loader,0.02,,+35%,,
94686,Pugneum Release Mechanism,0.14,+48%,,,
94687,Polarised Heat Pump,0.0,,,+6%,
94688,Polarised Injector Plugs,0.294,+47%,+49%,,
94689,Pugneum Timing Loom,0.169,,,,+201%
94690,Kinetic Gas Expander,0.051,,+38%,,
94691,Polarised Launch System,0.018,,+34%,+6%,
94692,Polarised Injector Plugs,0.0,,,+6%,
94693,Kinetic Gas Expander,0.0,,,+6%,
94694,Polarised Release Mechanism,0.053,+43%,,,
94695,Kinetic Launch System,0.041,+50%,,,+103%
94696,Unstable Shell Loader,0.123,,+40%,+6%,
94697,Linear Heat Pump,0.235,,+53%,+8%,+133%
94698,Unstable Injector Plugs,0.0,,+33%,,
94699,Unstable Injector Plugs,0.055,,+38%,,+114%
94700,Linear Timing Loom,0.472,+42%,+58%,+6%,
94701,Linear Injector Plugs,0.0,,,+6%,
94702,Kinetic Core,0.007,,,+6%,+102%
94703,Kinetic Timing Loom,0.493,,+61%,+6%,
94704,Kinetic Gas Expander,0.101,,+43%,,
94705,Pugneum Compressor,0.035,+42%,,,
94706,Unstable Release Mechanism,0.19,,+45%,+6%,+133%
94707,Unstable Heat Pump,0.631,+42%,+53%,,+237%
94708,Polarised Gas Expander,0.318,,,,+290%
94709,Linear Compressor,0.02,,+35%,,
94710,Linear Compressor,0.035,+42%,,,
94711,Pugneum Coils,0.311,+53%,,+6%,+156%
94712,Pugneum Timing Loom,0.0,,,+6%,
94713,Unstable Injector Plugs,0.0,,,+6%,+100%
94714,Kinetic Release Mechanism,0.0,,,,+100%
94715,Kinetic Gas Expander,0.053,+43%,,,
94716,Unstable Core,0.0,+40%,,,
94717,Kinetic Launch System,0.023,,,,+114%
94718,Linear Core,0.397,+47%,,,+223%
94719,Pugneum Timing Loom,0.0,,+33%,,
94720,Unstable Launch System,0.003,,,,+102%
94721,Kinetic Release Mechanism,0.01,,+34%,,
94722,Pugneum Compressor,0.03,,+36%,,
94723,Kinetic Launch System,0.0,,,+6%,
94724,Linear Shell Loader,0.077,+47%,,,+118%
94725,Linear Core,0.162,,+49%,,
94726,Unstable Timing Loom,0.0,,,,+100%
94727,Kinetic Injector Plugs,0.421,+55%,,+6%,
94728,Kinetic Compressor,0.01,,+34%,,
94729,Linear Timing Loom,0.0,,,,+100%
94730,Unstable Compressor,0.0,,+33%,,
94731,Pugneum Heat Pump,0.018,+41%,,,
94732,Pugneum Launch System,0.581,,+66%,+6%,
94733,Kinetic Launch System,0.0,,,+6%,
94734,Unstable Gas Expander,0.22,+54%,+36%,,
94735,Unstable Timing Loom,0.232,,+56%,,
94736,Polarised Compressor,0.002,,,,+101%
94737,Unstable Compressor,0.006,+40%,,,+102%
94738,Kinetic Shell Loader,0.0,,,+6%,
94739,Unstable Launch System,0.0,,,+6%,
94740,Unstable Gas Expander,0.0,,,+6%,
94741,Polarised Launch System,0.316,+58%,,,
94742,Polarised Core,0.0,,+33%,,
94743,Pugneum Timing Loom,0.298,+57%,,,
94744,Polarised Release Mechanism,0.02,,+35%,,
94745,Polarised Heat Pump,0.184,,,,+210%
94746,Polarised Coils,0.013,,,,+108%
94747,Polarised Coils,0.0,,,,+100%
94748,Linear Release Mechanism,0.14,+45%,,+6%,
94749,Pugneum Timing Loom,0.0,,,+6%,
94750,Pugneum Launch System,0.0,,+33%,,
94751,Polarised Injector Plugs,0.0,,,,+100%
94752,Linear Coils,0.091,,+42%,,
94753,Pugneum Launch System,0.0,,,+6%,
94754,Linear Injector Plugs,0.167,,,+8%,
94755,Unstable Injector Plugs,0.176,,+43%,+6%,
94756,Linear Compressor,0.028,,,,+117%
94757,Unstable Coils,0.07,+44%,,,
94758,Pugneum Gas Expander,0.03,,+40%,+6%,+100%
94759,Polarised Timing Loom,0.083,,,+7%,
94760,Unstable Gas Expander,0.186,,,,+211%
94761,Unstable Core,0.0,,+33%,,
94762,Kinetic Gas Expander,0.067,+40%,,,+122%
94763,Linear Coils,0.0,+40%,,,
94764,Unstable Timing Loom,0.211,+52%,,,
94765,Linear Heat Pump,0.0,,,+6%,
94766,Polarised Injector Plugs,0.0,,,+6%,
94767,Polarised Heat Pump,0.031,,+33%,,+111%
94768,Linear Gas Expander,0.07,+44%,,,
94769,Polarised Coils,0.175,+50%,,,
94770,Unstable Injector Plugs,0.089,+41%,+39%,,
94771,Unstable Timing Loom,0.156,,,,+193%
94772,Polarised Release Mechanism,0.283,,+61%,,
94773,Unstable Shell Loader,0.105,+46%,,,
94774,Kinetic Injector Plugs,0.167,,,+8%,
94775,Kinetic Coils,0.04,,+37%,,
94776,Polarised Timing Loom,0.0,,,+6%,
94777,Kinetic Gas Expander,0.039,,,,+123%
94778,Linear Compressor,0.246,+54%,,,
94779,Polarised Core,0.0,,,+6%,
94780,Kinetic Release Mechanism,0.0,,,+6%,
94781,Polarised Shell Loader,0.458,,+59%,+6%,
94782,Unstable Coils,0.035,+42%,,,
94783,Pugneum Launch System,0.114,+40%,+61%,,+100%
94784,Pugneum Injector Plugs,0.123,+42%,,+8%,
94785,Linear Release Mechanism,0.01,,,,+106%
94786,Linear Coils,0.0,,,+6%,
94787,Pugneum Timing Loom,0.167,,,+8%,
94788,Linear Coils,0.056,,+46%,+6%,+100%
94789,Kinetic Coils,0.003,,,,+102%
94790,Linear Heat Pump,0.25,,,+9%,
94791,Unstable Shell Loader,0.0,+40%,,,
94792,Linear Shell Loader,0.158,+49%,,,
94793,Kinetic Injector Plugs,0.053,+43%,,,
94794,Kinetic Coils,0.0,,,+6%,
94795,Unstable Compressor,0.018,,,,+111%
94796,Unstable Timing Loom,0.554,+55%,,+10%,
94797,Pugneum Heat Pump,0.167,,,+8%,
94798,Kinetic Release Mechanism,0.105,,,+6%,+132%
94799,Unstable Coils,0.0,+40%,,,
94800,Pugneum Injector Plugs,0.0,,,,+100%
94801,Linear Coils,0.0,,,+6%,
94802,Pugneum Shell Loader,0.045,,,,+127%
94803,Kinetic Core,0.191,,,,+214%
94804,Pugneum Heat Pump,0.458,,+38%,,+255%
