Seed,Name,Perfection,Weapon_Grenade_Damage,Weapon_Grenade_Radius,Weapon_Grenade_Speed
92958,Secondary Launch System,0.444,+14%,,
92959,Secondary Release Mechanism,0.111,+11%,,
92960,Boosted Coils,0.667,,+17%,
92961,Lubricated Shell Loader,0.0,,,+100%
92962,Tertiary Coils,0.0,,+11%,
92963,Lubricated Core,0.03,,,+103%
92964,Boosted Launch System,0.061,,,+106%
92965,Secondary Coils,0.0,,+11%,
92966,Efficient Release Mechanism,0.667,,+17%,
92967,Boosted Gas Expander,0.152,,,+115%
92968,Secondary Core,0.556,+15%,,
92969,Boosted Injector Plugs,0.121,,,+112%
92970,Secondary Compressor,0.0,+10%,,
92971,Tertiary Compressor,1.0,+19%,,
92972,Secondary Heat Pump,0.0,+10%,,
92973,Efficient Injector Plugs,0.444,,+15%,
92974,Efficient Coils,0.889,,+19%,
92975,Secondary Gas Expander,0.222,,+13%,
92976,Efficient Release Mechanism,0.444,,+15%,
92977,Lubricated Launch System,0.0,,+11%,
92978,Tertiary Release Mechanism,0.0,+10%,,
92979,Tertiary Compressor,0.111,,,+111%
92980,Lubricated Shell Loader,0.333,+13%,,
92981,Boosted Injector Plugs,0.0,+10%,,
92982,Efficient Core,0.778,,+18%,
92983,Tertiary Release Mechanism,0.222,,+13%,
92984,Secondary Injector Plugs,0.111,,+12%,
92985,Boosted Injector Plugs,0.222,+12%,,
92986,Lubricated Timing Loom,0.889,,+19%,
92987,Tertiary Gas Expander,0.222,,+13%,
92988,Boosted Coils,0.0,,+11%,
92989,Efficient Coils,0.495,,,+149%
92990,Boosted Launch System,0.02,,,+102%
92991,Lubricated Timing Loom,0.0,,,+100%
92992,Lubricated Gas Expander,0.333,,+14%,
92993,Efficient Coils,0.778,+17%,,
92994,Secondary Heat Pump,0.333,+13%,,
92995,Lubricated Compressor,0.333,+13%,,
92996,Efficient Injector Plugs,0.444,,+15%,
92997,Lubricated Compressor,0.111,,+12%,
92998,Efficient Heat Pump,0.222,+12%,,
92999,Lubricated Gas Expander,0.889,,+19%,
93000,Lubricated Injector Plugs,0.515,,,+151%
93001,Tertiary Heat Pump,0.051,,,+105%
93002,Secondary Injector Plugs,0.0,,+11%,
93003,Boosted Coils,0.333,,+14%,
93004,Secondary Compressor,0.222,+12%,,
93005,Secondary Gas Expander,1.0,,+20%,
93006,Tertiary Shell Loader,0.02,,,+102%
93007,Tertiary Coils,0.222,+12%,,
93008,Efficient Coils,0.576,,,+157%
93009,Secondary Core,0.02,,,+102%
93010,Tertiary Shell Loader,0.111,,+12%,
93011,Lubricated Shell Loader,0.0,+10%,,
93012,Lubricated Launch System,0.222,,+13%,
93013,Boosted Core,0.576,,,+157%
93014,Secondary Launch System,0.01,,,+101%
93015,Secondary Coils,0.0,,,+100%
93016,Tertiary Coils,0.0,,+11%,
93017,Tertiary Heat Pump,0.0,,+11%,
93018,Secondary Release Mechanism,0.02,,,+102%
93019,Tertiary Launch System,0.081,,,+108%
93020,Secondary Release Mechanism,0.121,,,+112%
93021,Tertiary Compressor,0.444,,+15%,
93022,Tertiary Launch System,0.0,,,+100%
93023,Secondary Injector Plugs,0.0,,,+100%
93024,Secondary Coils,0.0,,,+100%
93025,Lubricated Compressor,0.222,,+13%,
93026,Tertiary Coils,0.556,,+16%,
93027,Secondary Shell Loader,0.0,,+11%,
93028,Efficient Shell Loader,0.556,,+16%,
93029,Secondary Core,0.111,+11%,,
93030,Lubricated Core,0.152,,,+115%
93031,Secondary Core,0.0,+10%,,
93032,Lubricated Heat Pump,0.091,,,+109%
93033,Tertiary Core,0.02,,,+102%
93034,Boosted Timing Loom,0.0,+10%,,
93035,Secondary Release Mechanism,0.0,+10%,,
93036,Tertiary Compressor,0.0,+10%,,
93037,Efficient Compressor,0.333,+13%,,
93038,Efficient Heat Pump,0.444,,+15%,
93039,Boosted Launch System,0.0,+10%,,
93040,Secondary Timing Loom,0.0,,,+100%
93041,Tertiary Release Mechanism,0.0,,,+100%
93042,Lubricated Release Mechanism,0.667,,+17%,
93043,Secondary Compressor,0.0,,+11%,
93044,Tertiary Release Mechanism,1.0,,+20%,
93045,Boosted Gas Expander,0.0,,,+100%
93046,Boosted Launch System,0.333,+13%,,
93047,Tertiary Timing Loom,0.667,+16%,,
93048,Secondary Heat Pump,0.0,,+11%,
93049,Secondary Launch System,1.0,,+20%,
93050,Boosted Compressor,0.253,,,+125%
93051,Secondary Shell Loader,0.0,+10%,,
93052,Efficient Shell Loader,0.111,,+12%,
93053,Secondary Shell Loader,0.667,,+17%,
93054,Efficient Coils,0.0,,,+100%
93055,Efficient Shell Loader,0.111,+11%,,
93056,Tertiary Injector Plugs,0.0,+10%,,
93057,Boosted Compressor,0.444,+14%,,
93058,Efficient Launch System,0.222,+12%,,
93059,Tertiary Heat Pump,0.778,+17%,,
93060,Boosted Core,0.444,,+15%,
93061,Secondary Core,0.091,,,+109%
93062,Efficient Compressor,0.101,,,+110%
93063,Efficient Compressor,0.0,,,+100%
93064,Boosted Heat Pump,0.667,+16%,,
93065,Tertiary Compressor,0.889,,+19%,
93066,Boosted Core,0.0,+10%,,
93067,Lubricated Injector Plugs,1.0,+19%,,
93068,Boosted Core,0.0,,,+100%
93069,Lubricated Gas Expander,0.02,,,+102%
93070,Tertiary Shell Loader,0.889,+18%,,
93071,Secondary Launch System,0.929,,,+192%
93072,Secondary Coils,0.0,+10%,,
93073,Boosted Injector Plugs,0.222,,+13%,
93074,Secondary Gas Expander,0.444,,+15%,
93075,Tertiary Release Mechanism,0.222,+12%,,
93076,Tertiary Coils,1.0,,+20%,
93077,Boosted Heat Pump,0.0,,+11%,
93078,Tertiary Timing Loom,0.222,,+13%,
93079,Secondary Heat Pump,0.111,+11%,,
93080,Boosted Launch System,0.0,,,+100%
93081,Boosted Shell Loader,0.0,+10%,,
93082,Lubricated Coils,0.111,,+12%,
93083,Tertiary Shell Loader,0.01,,,+101%
93084,Boosted Timing Loom,0.0,+10%,,
93085,Lubricated Core,0.333,,+14%,
93086,Tertiary Timing Loom,0.111,+11%,,
93087,Efficient Core,0.222,,+13%,
93088,Tertiary Injector Plugs,0.111,+11%,,
93089,Efficient Shell Loader,0.01,,,+101%
93090,Secondary Gas Expander,0.0,,+11%,
93091,Lubricated Release Mechanism,0.222,,+13%,
93092,Boosted Release Mechanism,0.778,,+18%,
93093,Lubricated Release Mechanism,0.222,,+13%,
93094,Tertiary Timing Loom,0.303,,,+130%
93095,Efficient Shell Loader,0.0,,,+100%
93096,Lubricated Injector Plugs,0.0,,+11%,
93097,Secondary Core,0.0,,,+100%
93098,Boosted Injector Plugs,0.0,,,+100%
93099,Boosted Core,0.778,+17%,,
93100,Efficient Injector Plugs,0.0,,,+100%
93101,Efficient Timing Loom,0.0,,,+100%
93102,Lubricated Release Mechanism,0.444,,+15%,
93103,Secondary Gas Expander,0.0,,+11%,
93104,Efficient Core,0.535,,,+153%
93105,Efficient Shell Loader,0.455,,,+145%
93106,Secondary Coils,0.051,,,+105%
93107,Efficient Coils,1.0,+19%,,
93108,Lubricated Timing Loom,0.121,,,+112%
93109,Tertiary Injector Plugs,0.222,,+13%,
93110,Lubricated Heat Pump,0.333,,+14%,
93111,Tertiary Compressor,0.667,+16%,,
93112,Tertiary Injector Plugs,0.444,,+15%,
93113,Secondary Compressor,0.04,,,+104%
93114,Lubricated Shell Loader,0.0,,+11%,
93115,Boosted Coils,0.0,,+11%,
93116,Tertiary Launch System,0.0,+10%,,
93117,Secondary Coils,0.333,,+14%,
93118,Secondary Coils,0.02,,,+102%
93119,Tertiary Shell Loader,0.717,,,+171%
93120,Efficient Gas Expander,0.0,,,+100%
93121,Tertiary Launch System,0.333,,+14%,
93122,Secondary Timing Loom,0.444,+14%,,
93123,Secondary Coils,0.444,+14%,,
93124,Secondary Gas Expander,1.0,,+20%,
93125,Lubricated Launch System,0.0,+10%,,
93126,Lubricated Heat Pump,0.111,,+12%,
93127,Tertiary Launch System,0.333,,+14%,
93128,Efficient Launch System,0.0,,+11%,
93129,Tertiary Shell Loader,0.0,,+11%,
93130,Lubricated Release Mechanism,0.0,+10%,,
93131,Efficient Coils,0.111,+11%,,
93132,Lubricated Compressor,0.0,+10%,,
93133,Efficient Shell Loader,0.444,,+15%,
93134,Efficient Injector Plugs,0.04,,,+104%
93135,Secondary Release Mechanism,0.222,,+13%,
93136,Lubricated Compressor,0.0,+10%,,
93137,Lubricated Launch System,0.778,+17%,,
93138,Boosted Gas Expander,0.111,,+12%,
93139,Tertiary Heat Pump,0.404,,,+140%
93140,Boosted Launch System,0.02,,,+102%
93141,Lubricated Core,0.0,+10%,,
93142,Efficient Injector Plugs,0.111,,+12%,
93143,Boosted Release Mechanism,0.0,,,+100%
93144,Efficient Heat Pump,0.0,,,+100%
93145,Lubricated Injector Plugs,0.889,,+19%,
93146,Lubricated Shell Loader,0.111,,+12%,
93147,Efficient Heat Pump,0.01,,,+101%
93148,Tertiary Release Mechanism,0.616,,,+161%
93149,Efficient Coils,0.01,,,+101%
93150,Efficient Heat Pump,0.333,,+14%,
93151,Tertiary Core,0.0,,+11%,
93152,Lubricated Gas Expander,0.0,,,+100%
93153,Secondary Gas Expander,0.222,+12%,,
93154,Secondary Timing Loom,1.0,+19%,,
93155,Boosted Gas Expander,0.222,+12%,,
93156,Tertiary Injector Plugs,0.222,+12%,,
93157,Lubricated Coils,0.667,,+17%,
93158,Efficient Heat Pump,0.889,+18%,,
93159,Tertiary Coils,0.03,,,+103%
93160,Lubricated Core,0.556,,+16%,
93161,Tertiary Timing Loom,0.0,+10%,,
93162,Boosted Injector Plugs,0.444,,+15%,
93163,Boosted Shell Loader,0.333,+13%,,
93164,Efficient Core,0.0,,+11%,
93165,Secondary Compressor,0.333,+13%,,
93166,Efficient Core,0.071,,,+107%
93167,Tertiary Gas Expander,0.0,+10%,,
93168,Tertiary Timing Loom,0.333,,+14%,
93169,Tertiary Shell Loader,0.444,+14%,,
93170,Tertiary Release Mechanism,0.0,+10%,,
93171,Lubricated Heat Pump,0.0,,+11%,
93172,Efficient Timing Loom,0.01,,,+101%
93173,Secondary Release Mechanism,0.556,+15%,,
93174,Secondary Heat Pump,0.081,,,+108%
93175,Tertiary Heat Pump,0.0,+10%,,
93176,Lubricated Coils,0.01,,,+101%
93177,Efficient Gas Expander,0.111,+11%,,
93178,Tertiary Coils,0.081,,,+108%
93179,Boosted Timing Loom,0.01,,,+101%
93180,Efficient Injector Plugs,0.667,,+17%,
93181,Lubricated Release Mechanism,0.0,+10%,,
93182,Tertiary Timing Loom,0.889,+18%,,
93183,Tertiary Core,0.081,,,+108%
93184,Efficient Launch System,0.222,,+13%,
93185,Secondary Heat Pump,0.889,+18%,,
93186,Lubricated Compressor,0.0,+10%,,
93187,Efficient Timing Loom,0.111,+11%,,
93188,Lubricated Injector Plugs,0.01,,,+101%
93189,Lubricated Core,0.081,,,+108%
93190,Boosted Gas Expander,0.818,,,+181%
93191,Boosted Launch System,0.111,,+12%,
93192,Tertiary Gas Expander,0.384,,,+138%
93193,Efficient Injector Plugs,0.444,+14%,,
93194,Efficient Shell Loader,0.0,,,+100%
93195,Boosted Launch System,0.01,,,+101%
93196,Tertiary Shell Loader,0.222,+12%,,
93197,Efficient Launch System,0.222,+12%,,
93198,Secondary Release Mechanism,0.0,,+11%,
93199,Efficient Coils,0.667,+16%,,
93200,Boosted Coils,1.0,,+20%,
93201,Boosted Heat Pump,0.111,+11%,,
93202,Tertiary Heat Pump,0.0,,,+100%
93203,Secondary Launch System,0.0,+10%,,
93204,Lubricated Gas Expander,0.0,,+11%,
93205,Efficient Core,1.0,,+20%,
93206,Boosted Gas Expander,0.02,,,+102%
93207,Boosted Coils,0.111,,+12%,
93208,Tertiary Launch System,0.0,,+11%,
93209,Tertiary Gas Expander,0.667,+16%,,
93210,Lubricated Gas Expander,0.333,,+14%,
93211,Boosted Heat Pump,0.667,+16%,,
93212,Efficient Launch System,0.02,,,+102%
93213,Lubricated Timing Loom,0.556,+15%,,
93214,Lubricated Shell Loader,0.333,,+14%,
93215,Efficient Core,1.0,+19%,,
93216,Boosted Injector Plugs,0.222,+12%,,
93217,Secondary Timing Loom,0.0,,+11%,
93218,Secondary Shell Loader,0.889,+18%,,
93219,Efficient Launch System,0.0,,+11%,
93220,Secondary Coils,0.0,,,+100%
93221,Tertiary Gas Expander,1.0,,+20%,
93222,Secondary Injector Plugs,0.0,,+11%,
93223,Secondary Timing Loom,0.667,+16%,,
93224,Secondary Release Mechanism,0.778,+17%,,
93225,Boosted Core,0.111,,+12%,
93226,Secondary Coils,0.0,,,+100%
93227,Lubricated Shell Loader,0.0,,+11%,
93228,Secondary Gas Expander,0.01,,,+101%
93229,Lubricated Timing Loom,0.0,,,+100%
93230,Tertiary Coils,0.0,,+11%,
93231,Lubricated Compressor,0.778,+17%,,
93232,Boosted Coils,0.556,,+16%,
93233,Boosted Launch System,0.222,+12%,,
93234,Secondary Core,0.0,,,+100%
93235,Boosted Gas Expander,0.889,,+19%,
93236,Boosted Release Mechanism,0.091,,,+109%
93237,Boosted Launch System,0.444,,+15%,
93238,Efficient Coils,0.01,,,+101%
93239,Efficient Release Mechanism,0.0,,,+100%
93240,Lubricated Timing Loom,0.616,,,+161%
93241,Secondary Injector Plugs,0.141,,,+114%
93242,Secondary Release Mechanism,0.222,,+13%,
93243,Lubricated Shell Loader,0.111,+11%,,
93244,Efficient Launch System,0.0,,+11%,
93245,Efficient Timing Loom,0.01,,,+101%
93246,Boosted Coils,0.0,,+11%,
93247,Secondary Compressor,0.0,,+11%,
93248,Lubricated Release Mechanism,0.03,,,+103%
93249,Efficient Coils,0.0,,+11%,
93250,Boosted Gas Expander,0.0,,+11%,
93251,Boosted Compressor,0.01,,,+101%
93252,Boosted Compressor,0.111,,+12%,
93253,Lubricated Coils,0.03,,,+103%
93254,Boosted Launch System,0.333,+13%,,
93255,Boosted Timing Loom,0.556,+15%,,
93256,Lubricated Gas Expander,0.0,,,+100%
93257,Boosted Compressor,0.0,,+11%,
93258,Boosted Heat Pump,0.222,,+13%,
93259,Efficient Release Mechanism,0.0,+10%,,
93260,Boosted Heat Pump,0.778,,+18%,
93261,Tertiary Shell Loader,0.0,,,+100%
93262,Secondary Injector Plugs,0.0,,,+100%
93263,Tertiary Release Mechanism,0.667,+16%,,
93264,Efficient Launch System,0.162,,,+116%
93265,Lubricated Timing Loom,1.0,+19%,,
93266,Tertiary Core,0.0,,,+100%
93267,Lubricated Launch System,0.0,+10%,,
93268,Secondary Gas Expander,0.0,,,+100%
93269,Secondary Release Mechanism,0.222,,+13%,
93270,Secondary Compressor,0.222,+12%,,
93271,Lubricated Shell Loader,0.061,,,+106%
93272,Secondary Gas Expander,0.333,,+14%,
93273,Boosted Gas Expander,0.333,+13%,,
93274,Tertiary Core,0.0,,,+100%
93275,Tertiary Core,0.222,+12%,,
93276,Lubricated Gas Expander,0.081,,,+108%
93277,Efficient Core,0.333,+13%,,
93278,Boosted Timing Loom,0.222,+12%,,
93279,Secondary Timing Loom,0.323,,,+132%
93280,Efficient Timing Loom,0.0,+10%,,
93281,Lubricated Compressor,0.222,+12%,,
93282,Tertiary Core,0.667,,+17%,
93283,Efficient Compressor,0.0,+10%,,
93284,Lubricated Launch System,0.111,,+12%,
93285,Efficient Coils,0.778,+17%,,
93286,Boosted Coils,0.0,,,+100%
93287,Boosted Core,0.778,+17%,,
93288,Boosted Injector Plugs,0.0,,,+100%
93289,Boosted Coils,0.0,,+11%,
93290,Tertiary Release Mechanism,0.071,,,+107%
93291,Efficient Core,0.111,,,+111%
93292,Efficient Compressor,0.889,+18%,,
93293,Lubricated Gas Expander,0.0,,,+100%
93294,Tertiary Launch System,0.657,,,+165%
93295,Efficient Launch System,1.0,,+20%,
93296,Boosted Timing Loom,0.111,,+12%,
93297,Boosted Compressor,0.222,,+13%,
93298,Secondary Launch System,0.222,+12%,,
93299,Tertiary Injector Plugs,0.0,,,+100%
93300,Tertiary Timing Loom,0.333,,+14%,
93301,Efficient Gas Expander,0.0,,+11%,
93302,Tertiary Gas Expander,0.889,+18%,,
93303,Tertiary Shell Loader,0.0,+10%,,
93304,Lubricated Heat Pump,0.0,+10%,,
93305,Lubricated Timing Loom,0.03,,,+103%
93306,Lubricated Shell Loader,0.889,+18%,,
93307,Boosted Timing Loom,0.01,,,+101%
93308,Boosted Compressor,0.222,,+13%,
93309,Efficient Compressor,0.0,,+11%,
93310,Tertiary Injector Plugs,0.0,,,+100%
93311,Secondary Heat Pump,0.0,+10%,,
93312,Tertiary Injector Plugs,0.0,+10%,,
93313,Tertiary Launch System,0.0,,,+100%
93314,Tertiary Launch System,0.0,,,+100%
93315,Lubricated Timing Loom,0.333,+13%,,
93316,Efficient Gas Expander,0.0,,,+100%
93317,Boosted Heat Pump,0.0,+10%,,
93318,Boosted Compressor,0.444,+14%,,
93319,Boosted Release Mechanism,0.222,,+13%,
93320,Secondary Launch System,0.111,+11%,,
93321,Lubricated Launch System,0.101,,,+110%
93322,Tertiary Injector Plugs,0.0,,+11%,
93323,Tertiary Compressor,0.111,+11%,,
93324,Lubricated Heat Pump,0.0,,+11%,
93325,Lubricated Heat Pump,0.051,,,+105%
93326,Efficient Shell Loader,0.0,+10%,,
93327,Secondary Injector Plugs,0.444,,+15%,
93328,Boosted Timing Loom,0.778,+17%,,
93329,Lubricated Coils,0.556,+15%,,
93330,Secondary Coils,0.222,,+13%,
93331,Efficient Heat Pump,1.0,,+20%,
93332,Tertiary Compressor,0.444,+14%,,
93333,Efficient Coils,1.0,+19%,,
93334,Boosted Injector Plugs,0.475,,,+147%
93335,Secondary Release Mechanism,0.0,,,+100%
93336,Secondary Heat Pump,0.0,,+11%,
93337,Tertiary Coils,0.667,+16%,,
93338,Secondary Release Mechanism,0.222,,+13%,
93339,Tertiary Injector Plugs,0.111,+11%,,
93340,Secondary Shell Loader,0.333,+13%,,
93341,Efficient Shell Loader,0.0,,+11%,
93342,Lubricated Timing Loom,0.333,,+14%,
93343,Efficient Timing Loom,0.0,,,+100%
93344,Secondary Injector Plugs,0.222,,+13%,
93345,Tertiary Gas Expander,0.222,,+13%,
93346,Boosted Launch System,0.0,,,+100%
93347,Efficient Injector Plugs,0.01,,,+101%
93348,Tertiary Timing Loom,0.0,,+11%,
93349,Efficient Compressor,0.556,+15%,,
93350,Boosted Launch System,0.667,,+17%,
93351,Boosted Release Mechanism,0.0,,,+100%
93352,Boosted Injector Plugs,0.444,+14%,,
93353,Boosted Injector Plugs,0.667,+16%,,
93354,Secondary Core,0.556,+15%,,
93355,Secondary Core,0.778,,+18%,
93356,Boosted Launch System,0.0,,,+100%
93357,Lubricated Injector Plugs,0.444,,+15%,
93358,Tertiary Coils,0.444,,+15%,
93359,Tertiary Timing Loom,0.556,+15%,,
93360,Lubricated Release Mechanism,0.444,,+15%,
93361,Efficient Timing Loom,0.778,,+18%,
93362,Secondary Gas Expander,0.889,,+19%,
93363,Tertiary Timing Loom,0.0,,,+100%
93364,Efficient Shell Loader,0.01,,,+101%
93365,Efficient Coils,0.333,,+14%,
93366,Efficient Core,0.0,+10%,,
93367,Lubricated Core,0.0,,,+100%
93368,Boosted Core,0.162,,,+116%
93369,Tertiary Heat Pump,0.333,,+14%,
93370,Lubricated Timing Loom,0.111,,+12%,
93371,Boosted Coils,0.333,+13%,,
93372,Efficient Launch System,0.556,,+16%,
93373,Efficient Timing Loom,0.111,,+12%,
93374,Efficient Timing Loom,0.0,,+11%,
93375,Lubricated Gas Expander,0.556,,+16%,
93376,Lubricated Release Mechanism,0.556,,+16%,
93377,Lubricated Timing Loom,0.0,,+11%,
93378,Boosted Release Mechanism,0.222,,+13%,
93379,Tertiary Coils,0.556,,+16%,
93380,Lubricated Injector Plugs,0.778,,+18%,
93381,Lubricated Heat Pump,0.222,+12%,,
93382,Efficient Timing Loom,0.889,+18%,,
93383,Tertiary Launch System,0.111,+11%,,
93384,Lubricated Core,0.03,,,+103%
93385,Boosted Coils,0.0,,+11%,
93386,Lubricated Core,0.111,,+12%,
93387,Lubricated Shell Loader,0.04,,,+104%
93388,Lubricated Release Mechanism,0.0,,,+100%
93389,Efficient Compressor,0.051,,,+105%
93390,Boosted Core,0.333,+13%,,
93391,Tertiary Shell Loader,1.0,,+20%,
93392,Efficient Shell Loader,0.889,+18%,,
93393,Boosted Launch System,0.0,+10%,,
93394,Boosted Coils,0.0,,+11%,
93395,Secondary Compressor,0.111,,,+111%
93396,Tertiary Coils,0.889,+18%,,
93397,Tertiary Shell Loader,0.0,,,+100%
93398,Boosted Launch System,0.222,+12%,,
93399,Tertiary Gas Expander,0.222,+12%,,
93400,Lubricated Injector Plugs,1.0,,+20%,
93401,Boosted Compressor,0.0,+10%,,
93402,Tertiary Injector Plugs,0.101,,,+110%
93403,Efficient Gas Expander,1.0,,+20%,
93404,Secondary Injector Plugs,0.0,,,+100%
93405,Lubricated Launch System,0.434,,,+143%
93406,Secondary Heat Pump,0.667,,+17%,
93407,Boosted Release Mechanism,0.01,,,+101%
93408,Lubricated Timing Loom,0.222,,+13%,
93409,Lubricated Coils,0.0,,,+100%
93410,Efficient Launch System,0.202,,,+120%
93411,Secondary Heat Pump,0.0,,,+100%
93412,Tertiary Gas Expander,0.0,+10%,,
93413,Lubricated Shell Loader,0.0,,,+100%
93414,Lubricated Release Mechanism,0.384,,,+138%
93415,Boosted Gas Expander,0.02,,,+102%
93416,Efficient Release Mechanism,0.111,,+12%,
93417,Secondary Launch System,0.141,,,+114%
93418,Tertiary Core,0.051,,,+105%
93419,Tertiary Core,0.0,,,+100%
93420,Boosted Core,0.404,,,+140%
93421,Tertiary Heat Pump,0.667,,+17%,
93422,Tertiary Launch System,0.01,,,+101%
93423,Boosted Heat Pump,0.222,,+13%,
93424,Tertiary Gas Expander,1.0,,+20%,
93425,Tertiary Launch System,0.444,,+15%,
93426,Lubricated Launch System,0.333,,+14%,
93427,Lubricated Timing Loom,0.232,,,+123%
93428,Efficient Core,0.222,+12%,,
93429,Efficient Timing Loom,0.232,,,+123%
93430,Boosted Heat Pump,0.444,+14%,,
93431,Secondary Injector Plugs,0.0,+10%,,
93432,Secondary Coils,0.111,,+12%,
93433,Lubricated Coils,0.636,,,+163%
93434,Tertiary Core,0.111,,+12%,
93435,Lubricated Core,0.0,+10%,,
93436,Secondary Timing Loom,0.667,+16%,,
93437,Tertiary Heat Pump,0.222,+12%,,
93438,Lubricated Release Mechanism,0.222,+12%,,
93439,Boosted Core,0.586,,,+158%
93440,Boosted Compressor,0.889,,+19%,
93441,Efficient Release Mechanism,0.0,+10%,,
93442,Lubricated Heat Pump,0.0,,,+100%
93443,Secondary Release Mechanism,0.0,,,+100%
93444,Lubricated Gas Expander,0.101,,,+110%
93445,Tertiary Coils,0.0,,,+100%
93446,Tertiary Release Mechanism,0.03,,,+103%
93447,Tertiary Coils,0.051,,,+105%
93448,Boosted Coils,0.889,+18%,,
93449,Tertiary Core,0.111,,,+111%
93450,Lubricated Compressor,0.0,,,+100%
93451,Secondary Core,0.0,,,+100%
93452,Lubricated Timing Loom,0.667,,+17%,
93453,Secondary Timing Loom,0.333,,,+133%
93454,Lubricated Core,0.444,+14%,,
93455,Secondary Core,0.0,+10%,,
93456,Secondary Gas Expander,0.01,,,+101%
93457,Tertiary Release Mechanism,0.242,,,+124%
93458,Efficient Shell Loader,0.051,,,+105%
93459,Tertiary Launch System,0.222,+12%,,
93460,Secondary Heat Pump,1.0,,+20%,
93461,Lubricated Timing Loom,0.222,+12%,,
93462,Tertiary Gas Expander,0.152,,,+115%
93463,Boosted Timing Loom,0.0,+10%,,
93464,Lubricated Coils,0.0,,+11%,
93465,Efficient Shell Loader,0.838,,,+183%
93466,Lubricated Release Mechanism,0.111,,+12%,
93467,Tertiary Gas Expander,0.556,+15%,,
93468,Secondary Heat Pump,0.444,,+15%,
93469,Secondary Injector Plugs,0.798,,,+179%
93470,Efficient Heat Pump,0.889,,+19%,
93471,Boosted Coils,0.222,,+13%,
93472,Efficient Compressor,0.576,,,+157%
93473,Tertiary Heat Pump,0.0,+10%,,
93474,Tertiary Launch System,1.0,,+20%,
93475,Efficient Coils,0.667,+16%,,
93476,Secondary Coils,0.556,,+16%,
93477,Lubricated Release Mechanism,0.0,+10%,,
93478,Efficient Heat Pump,0.03,,,+103%
93479,Lubricated Launch System,0.0,,,+100%
93480,Efficient Launch System,0.111,+11%,,
93481,Lubricated Coils,0.0,,+11%,
93482,Boosted Coils,0.444,+14%,,
93483,Secondary Release Mechanism,0.051,,,+105%
93484,Boosted Launch System,0.444,,+15%,
93485,Efficient Injector Plugs,0.0,,+11%,
93486,Secondary Timing Loom,0.677,,,+167%
93487,Lubricated Launch System,0.667,+16%,,
93488,Efficient Launch System,0.091,,,+109%
93489,Tertiary Compressor,0.253,,,+125%
93490,Secondary Injector Plugs,0.0,+10%,,
93491,Tertiary Compressor,0.333,+13%,,
93492,Efficient Timing Loom,0.778,,+18%,
93493,Lubricated Compressor,0.01,,,+101%
93494,Efficient Heat Pump,0.222,+12%,,
93495,Tertiary Injector Plugs,0.01,,,+101%
93496,Tertiary Injector Plugs,0.111,+11%,,
93497,Boosted Gas Expander,0.586,,,+158%
93498,Secondary Gas Expander,0.889,,+19%,
93499,Boosted Core,0.111,+11%,,
93500,Secondary Gas Expander,0.03,,,+103%
93501,Boosted Core,0.0,+10%,,
93502,Lubricated Timing Loom,0.778,,+18%,
93503,Secondary Heat Pump,0.889,,+19%,
93504,Efficient Timing Loom,0.0,,,+100%
93505,Efficient Release Mechanism,0.0,,+11%,
93506,Secondary Heat Pump,0.293,,,+129%
93507,Secondary Core,0.03,,,+103%
93508,Boosted Heat Pump,0.778,,+18%,
93509,Lubricated Release Mechanism,1.0,,+20%,
93510,Lubricated Core,0.455,,,+145%
93511,Efficient Launch System,0.0,,+11%,
93512,Lubricated Compressor,0.323,,,+132%
93513,Tertiary Launch System,0.667,,+17%,
93514,Boosted Timing Loom,0.0,,+11%,
93515,Boosted Coils,0.667,,+17%,
93516,Tertiary Coils,0.444,+14%,,
93517,Efficient Core,0.111,,+12%,
93518,Tertiary Shell Loader,0.667,+16%,,
93519,Efficient Shell Loader,0.01,,,+101%
93520,Tertiary Gas Expander,0.0,,,+100%
93521,Lubricated Shell Loader,0.667,+16%,,
93522,Secondary Core,0.222,+12%,,
93523,Secondary Gas Expander,0.778,,+18%,
93524,Lubricated Shell Loader,0.111,+11%,,
93525,Secondary Release Mechanism,0.556,,+16%,
93526,Boosted Injector Plugs,0.131,,,+113%
93527,Efficient Coils,0.0,,,+100%
93528,Secondary Core,0.343,,,+134%
93529,Tertiary Injector Plugs,0.222,,,+122%
93530,Lubricated Coils,0.222,,+13%,
93531,Boosted Gas Expander,0.889,,+19%,
93532,Lubricated Timing Loom,0.444,+14%,,
93533,Lubricated Gas Expander,0.111,+11%,,
93534,Tertiary Injector Plugs,0.0,,+11%,
93535,Lubricated Coils,0.182,,,+118%
93536,Secondary Injector Plugs,0.01,,,+101%
93537,Tertiary Heat Pump,0.0,,,+100%
93538,Secondary Heat Pump,0.0,,,+100%
93539,Lubricated Core,0.02,,,+102%
93540,Efficient Timing Loom,0.101,,,+110%
93541,Boosted Release Mechanism,0.111,,+12%,
93542,Boosted Release Mechanism,0.222,+12%,,
93543,Secondary Injector Plugs,0.0,,,+100%
93544,Efficient Gas Expander,0.222,,+13%,
93545,Lubricated Core,0.556,+15%,,
93546,Tertiary Gas Expander,0.0,,,+100%
93547,Secondary Release Mechanism,0.556,+15%,,
93548,Lubricated Core,0.0,,+11%,
93549,Secondary Heat Pump,0.0,,+11%,
93550,Lubricated Launch System,0.081,,,+108%
93551,Lubricated Coils,0.0,,+11%,
93552,Secondary Launch System,0.0,,+11%,
