Seed,Name,Perfection,Weapon_Grenade_Damage,Weapon_Grenade_Bounce,Weapon_Grenade_Radius,Weapon_Grenade_Speed
95014,Efficient Compressor,0.5,,+33%,,
95015,Secondary Core,0.5,,+33%,,
95016,Lubricated Heat Pump,0.0,+10%,,,
95017,Efficient Heat Pump,0.222,+14%,,,
95018,Tertiary Compressor,0.125,,,+2%,
95019,Boosted Timing Loom,0.0,,,,+100%
95020,Boosted Compressor,0.25,,,+3%,
95021,Lubricated Launch System,0.5,,+33%,,+100%
95022,Boosted Shell Loader,0.5,,+33%,,
95023,Lubricated Shell Loader,0.125,,,+2%,
95024,Tertiary Compressor,0.5,,+33%,,
95025,Tertiary Compressor,0.5,,+33%,,
95026,Boosted Timing Loom,0.5,,+33%,,
95027,Secondary Compressor,0.5,,+33%,,
95028,Efficient Gas Expander,0.005,+10%,,,+101%
95029,Efficient Core,0.5,,+33%,+1%,
95030,Efficient Release Mechanism,0.0,+10%,,,
95031,Secondary Release Mechanism,0.0,,,+1%,
95032,Lubricated Shell Loader,0.5,,+33%,+1%,
95033,Efficient Core,0.875,,+33%,+4%,
95034,Lubricated Coils,0.25,,,+3%,
95035,Lubricated Launch System,0.25,,,+3%,
95036,Tertiary Release Mechanism,0.5,,+33%,,
95037,Tertiary Release Mechanism,0.0,,,,+100%
95038,Efficient Coils,0.192,,,,+138%
95039,Boosted Heat Pump,0.5,,+33%,,
95040,Boosted Coils,0.056,+11%,,,
95041,Boosted Coils,0.51,,+33%,,+102%
95042,Boosted Launch System,0.306,+11%,,+3%,
95043,Secondary Compressor,0.0,+10%,,,
95044,Boosted Shell Loader,0.0,+10%,,,
95045,Lubricated Core,0.5,,+33%,,
95046,Secondary Compressor,0.611,+12%,+33%,,
95047,Lubricated Release Mechanism,0.0,,,+1%,
95048,Secondary Heat Pump,0.375,,,+4%,
95049,Lubricated Compressor,0.505,,+33%,,+101%
95050,Efficient Gas Expander,0.5,,+33%,,
95051,Secondary Release Mechanism,0.25,,,+3%,
95052,Efficient Compressor,0.5,,,+5%,
95053,Efficient Gas Expander,0.212,,,,+142%
95054,Boosted Timing Loom,0.278,+15%,,+1%,
95055,Boosted Release Mechanism,0.722,+14%,+33%,,
95056,Secondary Shell Loader,0.444,+18%,,,
95057,Lubricated Gas Expander,0.111,+12%,,,
95058,Lubricated Gas Expander,0.222,+14%,,+1%,
95059,Lubricated Release Mechanism,0.333,+16%,,,
95060,Boosted Coils,0.167,+13%,,,
95061,Tertiary Launch System,0.0,,,,+100%
95062,Secondary Heat Pump,0.0,,,+1%,
95063,Boosted Heat Pump,0.5,,,+5%,
95064,Secondary Coils,0.5,,+33%,,
95065,Lubricated Core,0.5,,+33%,,
95066,Efficient Timing Loom,0.0,,,,+100%
95067,Efficient Timing Loom,0.5,,+33%,,+100%
95068,Efficient Heat Pump,0.111,+12%,,,
95069,Boosted Compressor,0.005,,,,+101%
95070,Boosted Injector Plugs,0.222,+14%,,,
95071,Tertiary Shell Loader,0.278,+15%,,,
95072,Secondary Compressor,0.5,,,+5%,
95073,Tertiary Heat Pump,0.687,+17%,,,+159%
95074,Lubricated Core,0.5,,+33%,,
95075,Secondary Compressor,0.0,,,+1%,
95076,Secondary Launch System,0.025,,,,+105%
95077,Boosted Shell Loader,0.333,+16%,,,
95078,Secondary Injector Plugs,0.5,,+33%,,
95079,Lubricated Launch System,0.056,+11%,,,
95080,Secondary Shell Loader,0.0,,,,+100%
95081,Tertiary Gas Expander,0.111,+12%,,,
95082,Secondary Core,0.005,,,,+101%
95083,Lubricated Launch System,0.375,,,+4%,
95084,Secondary Coils,0.5,,+33%,,
95085,Boosted Launch System,0.556,+11%,+33%,,
95086,Secondary Injector Plugs,0.0,,,,+100%
95087,Efficient Launch System,0.5,,+33%,,
95088,Tertiary Launch System,1.0,,+33%,+5%,
95089,Tertiary Timing Loom,0.25,,,+3%,
95090,Efficient Heat Pump,0.167,+13%,,,
95091,Secondary Timing Loom,0.49,+18%,,,+109%
95092,Efficient Timing Loom,0.0,+10%,,,
95093,Tertiary Timing Loom,0.889,+17%,+33%,,
95094,Secondary Heat Pump,0.5,,+33%,+1%,
95095,Lubricated Timing Loom,0.5,,+33%,,
95096,Lubricated Injector Plugs,0.005,,,,+101%
95097,Lubricated Gas Expander,0.125,+10%,,+2%,
95098,Secondary Gas Expander,0.5,,,+5%,
95099,Tertiary Core,0.045,,,,+109%
95100,Secondary Gas Expander,0.0,,,+1%,
95101,Efficient Coils,0.625,,+33%,+2%,
95102,Secondary Heat Pump,0.53,,,+5%,+106%
95103,Lubricated Injector Plugs,0.444,+18%,,,
95104,Lubricated Timing Loom,0.0,,,+1%,
95105,Boosted Launch System,0.5,,+33%,+1%,
95106,Lubricated Gas Expander,0.071,,,,+114%
95107,Boosted Coils,0.875,,+33%,+4%,
95108,Efficient Core,0.0,+10%,,,
95109,Tertiary Core,0.0,,,+1%,
95110,Tertiary Gas Expander,0.0,,,+1%,
95111,Secondary Heat Pump,0.0,,,+1%,
95112,Secondary Timing Loom,0.375,,,+4%,
95113,Tertiary Release Mechanism,0.0,,,+1%,
95114,Secondary Release Mechanism,0.222,+14%,,,
95115,Efficient Timing Loom,0.125,,,+2%,
95116,Lubricated Compressor,0.5,,+33%,,
95117,Efficient Core,0.0,+10%,,,
95118,Boosted Timing Loom,0.061,,,,+112%
95119,Efficient Shell Loader,0.125,,,+2%,
95120,Boosted Coils,0.5,+10%,+33%,,
95121,Tertiary Heat Pump,0.0,+10%,,,
95122,Boosted Injector Plugs,0.5,,,+5%,
95123,Efficient Timing Loom,0.0,,,+1%,
95124,Secondary Core,0.0,,,+1%,
95125,Lubricated Timing Loom,0.0,,,+1%,
95126,Tertiary Coils,0.5,,+33%,,
95127,Lubricated Launch System,0.125,,,+2%,
95128,Boosted Injector Plugs,0.5,,+33%,,
95129,Secondary Heat Pump,0.0,,,,+100%
95130,Secondary Gas Expander,0.25,,,+3%,
95131,Efficient Injector Plugs,0.5,,+33%,,
95132,Lubricated Coils,0.444,+18%,,,
95133,Tertiary Injector Plugs,0.375,,,+4%,
95134,Efficient Gas Expander,0.5,,+33%,,
95135,Boosted Release Mechanism,0.5,,+33%,,
95136,Boosted Compressor,0.5,,+33%,+1%,
95137,Efficient Shell Loader,0.025,,,+1%,+105%
95138,Secondary Launch System,0.035,,,,+107%
95139,Secondary Compressor,0.5,,,+5%,
95140,Boosted Release Mechanism,0.5,+19%,,,
95141,Tertiary Compressor,0.0,,,,+100%
95142,Tertiary Compressor,0.25,,,+3%,
95143,Boosted Coils,0.02,,,,+104%
95144,Efficient Core,0.667,+13%,+33%,,
95145,Secondary Core,0.136,,,,+127%
95146,Tertiary Coils,0.75,,+33%,+3%,
95147,Secondary Core,0.51,,+33%,,+102%
95148,Efficient Core,0.0,,,+1%,
95149,Lubricated Injector Plugs,0.056,+11%,,,
95150,Boosted Compressor,0.0,,,+1%,
95151,Tertiary Release Mechanism,0.5,,,+5%,
95152,Efficient Injector Plugs,0.0,+10%,,,
95153,Tertiary Gas Expander,0.424,+13%,,,+151%
95154,Efficient Shell Loader,0.0,+10%,,,
95155,Boosted Heat Pump,0.5,,+33%,,
95156,Lubricated Coils,0.0,,,+1%,
95157,Tertiary Shell Loader,0.0,+10%,,,
95158,Boosted Heat Pump,0.5,,+33%,,
95159,Tertiary Coils,0.5,,+33%,,
95160,Efficient Launch System,0.056,+11%,,,
95161,Boosted Release Mechanism,0.25,,,+3%,+100%
95162,Tertiary Heat Pump,0.5,,+33%,,
95163,Boosted Injector Plugs,0.0,,,+1%,
95164,Secondary Shell Loader,0.025,,,,+105%
95165,Lubricated Launch System,0.025,,,,+105%
95166,Lubricated Gas Expander,0.02,,,,+104%
95167,Lubricated Release Mechanism,0.25,,,+3%,
95168,Secondary Timing Loom,0.5,,+33%,,
95169,Boosted Heat Pump,0.5,,+33%,,
95170,Lubricated Compressor,0.5,,+33%,,
95171,Boosted Release Mechanism,0.5,,,+5%,
95172,Boosted Shell Loader,0.125,,,+2%,
95173,Boosted Compressor,0.0,+10%,,,
95174,Lubricated Shell Loader,0.0,,,+1%,
95175,Lubricated Launch System,0.0,+10%,,,
95176,Efficient Timing Loom,0.5,,+33%,,
95177,Efficient Launch System,0.5,,+33%,,
95178,Tertiary Gas Expander,0.5,,+33%,,
95179,Tertiary Core,0.833,+16%,+33%,,
95180,Efficient Timing Loom,0.375,,,+4%,
95181,Lubricated Heat Pump,0.5,,+33%,,
95182,Secondary Timing Loom,0.056,+11%,,,
95183,Tertiary Timing Loom,0.02,,,,+104%
95184,Boosted Release Mechanism,0.625,,+33%,+2%,
95185,Lubricated Shell Loader,0.01,+10%,,,+102%
95186,Secondary Gas Expander,0.056,+11%,,,
95187,Tertiary Release Mechanism,0.5,,+33%,,
95188,Secondary Core,0.131,,,,+126%
95189,Lubricated Release Mechanism,0.5,,,+5%,
95190,Secondary Injector Plugs,0.0,,,+1%,
95191,Tertiary Compressor,0.5,,+33%,,
95192,Tertiary Coils,0.125,,,+2%,
95193,Secondary Heat Pump,0.5,,+33%,,
95194,Secondary Coils,0.5,,+33%,,
95195,Lubricated Core,0.0,,,+1%,
95196,Lubricated Launch System,0.056,+11%,,,
95197,Boosted Coils,0.0,,,+1%,
95198,Boosted Compressor,0.0,,,+1%,
95199,Efficient Timing Loom,0.375,,,+4%,
95200,Secondary Core,0.75,,+33%,+3%,
95201,Tertiary Heat Pump,0.0,,,,+100%
95202,Secondary Release Mechanism,0.0,,,+1%,
95203,Boosted Launch System,0.5,,+33%,,
95204,Tertiary Shell Loader,0.875,,+33%,+4%,
95205,Boosted Release Mechanism,0.5,,+33%,,
95206,Tertiary Timing Loom,0.278,+15%,,,
95207,Tertiary Compressor,0.667,+13%,+33%,,
95208,Lubricated Launch System,0.5,,+33%,,
95209,Boosted Release Mechanism,0.0,,,+1%,
95210,Secondary Compressor,0.0,,,+1%,
95211,Lubricated Injector Plugs,0.131,,,,+126%
95212,Efficient Release Mechanism,0.096,,,,+119%
95213,Boosted Release Mechanism,0.5,,+33%,,
95214,Boosted Gas Expander,0.076,,,,+115%
95215,Lubricated Injector Plugs,0.611,+12%,+33%,,
95216,Lubricated Gas Expander,0.333,+16%,,+1%,
95217,Secondary Coils,0.5,+10%,+33%,,
95218,Lubricated Heat Pump,0.611,+12%,+33%,,
95219,Boosted Injector Plugs,0.5,,+33%,,
95220,Lubricated Launch System,0.0,,,+1%,
95221,Tertiary Launch System,0.389,+17%,,,
95222,Secondary Gas Expander,0.0,,,,+100%
95223,Secondary Heat Pump,0.0,,,+1%,
95224,Boosted Coils,0.222,+14%,,,
95225,Secondary Release Mechanism,0.5,,+33%,,
95226,Tertiary Release Mechanism,0.0,,,+1%,
95227,Lubricated Gas Expander,0.0,,,+1%,
95228,Boosted Gas Expander,0.611,+12%,+33%,,
95229,Boosted Coils,0.0,,,+1%,
95230,Efficient Timing Loom,0.5,,+33%,,
95231,Lubricated Injector Plugs,0.375,,,+4%,
95232,Secondary Launch System,0.25,,,+3%,
95233,Efficient Shell Loader,0.625,,+33%,+2%,
95234,Boosted Shell Loader,0.0,,,+1%,
95235,Boosted Shell Loader,0.167,+13%,,,
95236,Lubricated Heat Pump,0.056,+11%,,,
95237,Tertiary Core,0.5,+19%,,,
95238,Lubricated Shell Loader,0.25,,,+3%,
95239,Boosted Release Mechanism,0.5,,+33%,,
95240,Boosted Heat Pump,0.111,+12%,,,
95241,Secondary Gas Expander,0.0,,,,+100%
95242,Boosted Launch System,0.5,,+33%,,
95243,Efficient Release Mechanism,0.5,,+33%,,
95244,Boosted Core,0.0,,,,+100%
95245,Boosted Injector Plugs,0.5,,+33%,,
95246,Boosted Timing Loom,0.375,,,+4%,
95247,Tertiary Injector Plugs,0.0,,,,+100%
95248,Secondary Timing Loom,0.333,+16%,,,
95249,Efficient Injector Plugs,0.5,,+33%,,
95250,Efficient Injector Plugs,0.0,,,+1%,
95251,Secondary Compressor,0.197,,,,+139%
95252,Boosted Gas Expander,0.5,,,+5%,
95253,Boosted Heat Pump,0.125,,,+2%,
95254,Lubricated Coils,0.566,+15%,,,+157%
95255,Lubricated Coils,0.0,,,+1%,
95256,Secondary Core,0.5,,+33%,,
95257,Lubricated Shell Loader,0.375,,,+4%,
95258,Tertiary Launch System,0.708,+16%,,+4%,
95259,Tertiary Shell Loader,0.197,,,,+139%
95260,Efficient Shell Loader,0.5,,+33%,,
95261,Tertiary Release Mechanism,0.465,,,,+192%
95262,Efficient Coils,0.01,,,,+102%
95263,Boosted Launch System,0.5,,+33%,,
95264,Boosted Core,0.0,,,+1%,
95265,Tertiary Injector Plugs,0.116,,,,+123%
95266,Secondary Timing Loom,0.5,,+33%,,
95267,Secondary Core,0.0,,,+1%,
95268,Boosted Compressor,0.0,,,+1%,
95269,Lubricated Heat Pump,0.5,,+33%,,
95270,Tertiary Gas Expander,0.75,,+33%,+3%,
95271,Tertiary Timing Loom,0.5,,+33%,,
95272,Lubricated Compressor,0.5,,+33%,,
95273,Efficient Timing Loom,0.278,+15%,,,
95274,Efficient Launch System,0.0,+10%,,+1%,
95275,Secondary Gas Expander,0.0,+10%,,,
95276,Efficient Timing Loom,0.5,,+33%,,
95277,Boosted Injector Plugs,0.0,,,+1%,+100%
95278,Secondary Timing Loom,0.0,,,,+100%
95279,Tertiary Timing Loom,0.444,+18%,,,+100%
95280,Lubricated Core,0.125,,,+2%,
95281,Lubricated Gas Expander,1.0,,+33%,+5%,
95282,Tertiary Core,0.5,,+33%,,
95283,Boosted Injector Plugs,0.5,,+33%,,
95284,Tertiary Heat Pump,0.0,,,+1%,
95285,Efficient Shell Loader,0.5,,+33%,,
95286,Boosted Timing Loom,0.389,+17%,,,
95287,Lubricated Compressor,0.086,,,,+117%
95288,Boosted Gas Expander,0.5,,+33%,,
95289,Efficient Core,0.5,,,+5%,
95290,Tertiary Gas Expander,0.328,,,,+165%
95291,Lubricated Heat Pump,0.035,,,,+107%
95292,Tertiary Release Mechanism,0.556,+11%,+33%,,
95293,Secondary Injector Plugs,0.0,,,,+100%
95294,Tertiary Injector Plugs,0.056,+11%,,,
95295,Efficient Core,0.0,,,+1%,
95296,Tertiary Timing Loom,0.02,,,,+104%
95297,Secondary Core,0.0,,,+1%,
95298,Lubricated Release Mechanism,0.081,,,,+116%
95299,Secondary Timing Loom,0.01,,,,+102%
95300,Secondary Launch System,0.0,,,,+100%
95301,Lubricated Gas Expander,0.975,,+33%,,+194%
95302,Lubricated Gas Expander,0.5,,,+5%,
95303,Secondary Shell Loader,0.045,,,,+109%
95304,Efficient Launch System,0.278,+15%,,,
95305,Secondary Compressor,0.5,,+33%,,
95306,Boosted Heat Pump,0.0,,,+1%,
95307,Tertiary Heat Pump,0.5,+19%,,,
95308,Efficient Core,0.0,+10%,,,
95309,Secondary Timing Loom,0.268,+10%,,,+153%
95310,Lubricated Core,0.5,,+33%,,
95311,Tertiary Shell Loader,0.333,+16%,,,
95312,Secondary Compressor,0.162,+11%,,,+121%
95313,Lubricated Coils,0.0,+10%,,,
95314,Tertiary Coils,0.111,+12%,,,
95315,Efficient Shell Loader,0.561,,+33%,,+112%
95316,Efficient Compressor,0.5,,+33%,,
95317,Lubricated Injector Plugs,0.045,,,,+109%
95318,Boosted Release Mechanism,0.0,,,+1%,
95319,Boosted Injector Plugs,0.0,,,,+100%
95320,Lubricated Release Mechanism,0.056,+11%,,,
95321,Secondary Heat Pump,0.0,+10%,,,
95322,Secondary Gas Expander,0.0,,,,+100%
95323,Secondary Coils,0.5,,+33%,,
95324,Efficient Compressor,0.0,+10%,,,
95325,Tertiary Release Mechanism,0.514,+17%,,+2%,
95326,Tertiary Core,0.0,,,,+100%
95327,Secondary Core,0.0,,,+1%,
95328,Lubricated Heat Pump,0.005,,,,+101%
95329,Secondary Injector Plugs,0.5,,+33%,,
95330,Tertiary Shell Loader,0.0,,,,+100%
95331,Secondary Gas Expander,0.125,,,+2%,
95332,Lubricated Launch System,0.0,,,+1%,
95333,Boosted Release Mechanism,0.389,+17%,,,
95334,Tertiary Core,0.182,,,,+136%
95335,Boosted Coils,0.015,,,,+103%
95336,Efficient Compressor,0.375,,,+4%,
95337,Lubricated Core,0.005,,,,+101%
95338,Efficient Release Mechanism,0.5,,+33%,,
95339,Efficient Coils,0.0,+10%,,,
95340,Lubricated Core,0.111,+12%,,,
95341,Secondary Timing Loom,0.5,,+33%,,
95342,Boosted Timing Loom,0.056,+11%,,,
95343,Boosted Launch System,0.035,,,,+107%
95344,Tertiary Heat Pump,0.121,,,+1%,+124%
95345,Efficient Timing Loom,0.0,,,,+100%
95346,Boosted Injector Plugs,0.389,+17%,,,
95347,Efficient Timing Loom,0.5,,+33%,,+100%
95348,Boosted Injector Plugs,0.5,,+33%,,
95349,Boosted Compressor,0.015,,,,+103%
95350,Tertiary Injector Plugs,0.222,+14%,,,
95351,Boosted Core,0.0,+10%,,,
95352,Lubricated Core,0.5,,+33%,,
95353,Secondary Injector Plugs,0.111,+12%,,,
95354,Secondary Launch System,0.333,+16%,,,
95355,Boosted Compressor,0.0,,,+1%,
95356,Boosted Shell Loader,0.5,,+33%,,
95357,Secondary Launch System,0.0,+10%,,,
95358,Boosted Timing Loom,0.833,+16%,+33%,,
95359,Boosted Release Mechanism,0.5,,+33%,+1%,
95360,Lubricated Shell Loader,0.0,+10%,,,
95361,Boosted Launch System,0.0,+10%,,,
95362,Boosted Gas Expander,0.0,+10%,,,
95363,Lubricated Gas Expander,0.5,,+33%,,
95364,Boosted Timing Loom,0.035,,,,+107%
95365,Lubricated Release Mechanism,0.0,+10%,,,
95366,Secondary Shell Loader,0.375,,,+4%,
95367,Boosted Shell Loader,0.5,,+33%,+1%,
95368,Lubricated Timing Loom,0.444,+18%,,,+100%
95369,Lubricated Release Mechanism,0.0,,,+1%,
95370,Tertiary Shell Loader,0.5,+19%,,,
95371,Boosted Heat Pump,0.5,,+33%,,
95372,Tertiary Coils,0.389,+17%,,,
95373,Boosted Timing Loom,0.5,,,+5%,
95374,Efficient Timing Loom,0.0,,,+1%,
95375,Tertiary Shell Loader,0.125,,,+2%,
95376,Efficient Launch System,0.389,+17%,,,
95377,Secondary Timing Loom,0.01,,,,+102%
95378,Efficient Launch System,0.0,+10%,,,
95379,Boosted Launch System,0.0,,,+1%,+100%
95380,Lubricated Coils,0.111,+12%,,,
95381,Efficient Coils,0.03,,,,+106%
95382,Lubricated Shell Loader,0.5,,+33%,,
95383,Efficient Core,0.0,,,+1%,
95384,Lubricated Release Mechanism,0.5,,+33%,,
95385,Boosted Core,0.172,+13%,,,+101%
95386,Secondary Compressor,0.0,,,+1%,
95387,Efficient Gas Expander,0.5,,,+5%,
95388,Lubricated Shell Loader,0.303,,,,+160%
95389,Boosted Heat Pump,0.0,,,,+100%
95390,Boosted Injector Plugs,0.125,,,+2%,
95391,Efficient Coils,0.0,,,,+100%
95392,Secondary Gas Expander,0.5,,+33%,,
95393,Efficient Heat Pump,0.5,+19%,,,
95394,Secondary Gas Expander,0.375,,,+4%,
95395,Secondary Coils,0.5,,,+5%,
95396,Secondary Launch System,0.0,,,,+100%
95397,Boosted Heat Pump,0.0,,,,+100%
95398,Tertiary Injector Plugs,0.051,,,,+110%
95399,Secondary Launch System,0.667,+13%,+33%,,
95400,Secondary Coils,0.125,,,+2%,
95401,Secondary Gas Expander,0.125,,,+2%,
95402,Tertiary Coils,0.375,,,+4%,
95403,Boosted Compressor,0.5,,+33%,,
95404,Boosted Shell Loader,0.5,,+33%,,
95405,Tertiary Coils,0.13,,,+2%,+101%
95406,Lubricated Release Mechanism,0.0,,,+1%,
95407,Tertiary Injector Plugs,0.333,+16%,,,
95408,Efficient Injector Plugs,0.333,+16%,,,
95409,Lubricated Injector Plugs,0.0,,,,+100%
95410,Tertiary Launch System,0.0,+10%,,+1%,
95411,Secondary Release Mechanism,0.0,,,+1%,
95412,Tertiary Launch System,0.111,+12%,,+1%,
95413,Efficient Coils,0.126,,,,+125%
95414,Tertiary Coils,0.273,,,,+154%
95415,Secondary Gas Expander,0.5,,+33%,,
95416,Efficient Release Mechanism,0.0,+10%,,,
95417,Lubricated Injector Plugs,0.0,+10%,,+1%,
95418,Tertiary Coils,0.5,,+33%,,
95419,Lubricated Heat Pump,0.606,,+33%,,+121%
95420,Secondary Timing Loom,0.5,,+33%,,
95421,Efficient Shell Loader,0.0,,,+1%,
95422,Tertiary Coils,0.646,,+33%,,+129%
95423,Lubricated Heat Pump,0.0,,,+1%,
95424,Efficient Core,0.0,,,,+100%
95425,Tertiary Release Mechanism,0.333,+16%,,,
95426,Efficient Gas Expander,0.202,,,,+140%
95427,Tertiary Launch System,0.25,,,+3%,
95428,Efficient Core,0.5,,,+5%,
95429,Tertiary Injector Plugs,0.056,+11%,,,+100%
95430,Secondary Compressor,0.0,,,+1%,
95431,Lubricated Heat Pump,0.056,+11%,,,
95432,Boosted Gas Expander,0.0,+10%,,,
95433,Secondary Core,0.227,+14%,,,+101%
95434,Tertiary Coils,0.5,,+33%,,
95435,Tertiary Launch System,0.5,,+33%,,
95436,Secondary Coils,0.375,,,+4%,
95437,Tertiary Release Mechanism,0.625,,+33%,+2%,
95438,Tertiary Shell Loader,0.056,+11%,,,
95439,Tertiary Gas Expander,0.005,,,,+101%
95440,Lubricated Launch System,0.5,,+33%,,
95441,Efficient Timing Loom,0.056,+11%,,,
95442,Lubricated Shell Loader,0.0,,,,+100%
95443,Tertiary Shell Loader,0.5,,+33%,,
95444,Tertiary Gas Expander,0.25,,,+3%,
95445,Lubricated Injector Plugs,0.0,,,,+100%
95446,Efficient Heat Pump,0.242,,,,+148%
95447,Tertiary Launch System,0.0,,,+1%,
95448,Boosted Timing Loom,0.0,,,+1%,
95449,Boosted Core,0.0,,,,+100%
95450,Lubricated Release Mechanism,0.5,,+33%,,
95451,Lubricated Launch System,0.136,,,,+127%
95452,Boosted Compressor,0.0,,,,+100%
95453,Tertiary Compressor,0.5,,+33%,,
95454,Secondary Gas Expander,0.389,+17%,,,
95455,Lubricated Heat Pump,0.5,,+33%,,
95456,Efficient Compressor,0.0,,,+1%,
95457,Tertiary Shell Loader,0.0,,,+1%,
95458,Tertiary Heat Pump,0.0,,,,+100%
95459,Secondary Heat Pump,0.0,,,+1%,
95460,Efficient Launch System,0.0,,,+1%,
95461,Tertiary Timing Loom,0.278,+15%,,,
95462,Secondary Shell Loader,0.0,+10%,,,
95463,Tertiary Launch System,0.5,,+33%,,
95464,Efficient Core,0.444,+18%,,,
95465,Boosted Gas Expander,0.48,,,,+195%
95466,Efficient Shell Loader,0.01,,,,+102%
95467,Secondary Compressor,0.125,,,+2%,
95468,Lubricated Coils,0.03,,,,+106%
95469,Secondary Gas Expander,0.5,,+33%,,
95470,Secondary Core,0.111,+12%,,,
95471,Tertiary Timing Loom,0.5,,+33%,,
95472,Secondary Coils,0.187,,,,+137%
95473,Secondary Shell Loader,0.125,,,+2%,
95474,Lubricated Shell Loader,0.125,,,+2%,
95475,Tertiary Gas Expander,0.005,,,+1%,+101%
95476,Boosted Launch System,0.0,,,+1%,
95477,Boosted Launch System,0.5,,+33%,,
95478,Efficient Injector Plugs,0.222,+14%,,,
95479,Boosted Core,0.0,+10%,,,
95480,Lubricated Core,0.0,,,,+100%
95481,Lubricated Compressor,0.5,,+33%,,
95482,Lubricated Launch System,0.056,,,,+111%
95483,Lubricated Core,0.596,,+33%,,+119%
95484,Efficient Compressor,0.5,,+33%,,
95485,Secondary Coils,0.167,+13%,,,
95486,Secondary Launch System,0.389,+17%,,,
95487,Lubricated Heat Pump,0.5,,+33%,,
95488,Boosted Shell Loader,0.5,,+33%,,
95489,Boosted Injector Plugs,0.125,,,+2%,
95490,Tertiary Core,0.389,+17%,,,
95491,Boosted Injector Plugs,0.0,,,,+100%
95492,Boosted Compressor,0.5,,+33%,,
95493,Boosted Heat Pump,0.278,+15%,,,+100%
95494,Efficient Compressor,0.125,,,+2%,
95495,Efficient Launch System,0.379,,,,+175%
95496,Lubricated Gas Expander,0.0,,,+1%,
95497,Boosted Release Mechanism,0.5,,+33%,,
95498,Tertiary Launch System,0.015,,,,+103%
95499,Efficient Timing Loom,0.5,,+33%,,
95500,Boosted Gas Expander,0.5,,+33%,,
95501,Secondary Release Mechanism,0.01,,,,+102%
95502,Boosted Gas Expander,0.5,,+33%,,
95503,Lubricated Heat Pump,0.5,,+33%,,
95504,Efficient Compressor,0.0,,,,+100%
95505,Tertiary Timing Loom,0.5,,+33%,,
95506,Lubricated Heat Pump,0.5,,+33%,,
95507,Boosted Release Mechanism,0.5,,+33%,,
95508,Lubricated Shell Loader,0.0,,,+1%,
95509,Boosted Core,0.0,,,+1%,
95510,Secondary Shell Loader,0.125,,,+2%,
95511,Boosted Launch System,0.04,,,,+108%
95512,Lubricated Launch System,0.0,,,+1%,
95513,Lubricated Injector Plugs,0.0,+10%,,,
95514,Secondary Shell Loader,0.5,,+33%,,
95515,Efficient Gas Expander,0.056,+11%,,,
95516,Boosted Timing Loom,0.0,,,,+100%
95517,Secondary Heat Pump,0.0,+10%,,,
95518,Secondary Core,0.5,,,+5%,
95519,Boosted Core,0.0,+10%,,,
95520,Tertiary Core,0.375,,,+4%,
95521,Lubricated Core,0.211,,,+2%,+117%
95522,Boosted Shell Loader,0.0,,,+1%,
95523,Boosted Injector Plugs,0.01,,,,+102%
95524,Secondary Release Mechanism,0.005,,,,+101%
95525,Secondary Shell Loader,0.5,,+33%,,
95526,Tertiary Coils,0.5,,+33%,,
95527,Secondary Gas Expander,0.5,,+33%,,
95528,Efficient Heat Pump,0.125,,,+2%,
95529,Tertiary Shell Loader,0.0,+10%,,,
95530,Secondary Heat Pump,0.5,,+33%,,
95531,Efficient Shell Loader,0.75,,+33%,+3%,
95532,Tertiary Gas Expander,0.0,,,+1%,
95533,Secondary Shell Loader,0.5,,+33%,,
95534,Tertiary Timing Loom,0.056,+11%,,,
95535,Lubricated Launch System,0.375,,,+4%,
95536,Tertiary Coils,0.015,,,,+103%
95537,Efficient Heat Pump,0.5,,+33%,,
95538,Tertiary Timing Loom,0.375,,,+4%,
95539,Lubricated Shell Loader,0.0,,,+1%,
95540,Tertiary Launch System,0.0,,,,+100%
95541,Boosted Release Mechanism,0.01,,,+1%,+102%
95542,Boosted Shell Loader,0.066,,,,+113%
95543,Efficient Release Mechanism,0.5,,+33%,,
95544,Boosted Heat Pump,0.375,,,+4%,
95545,Boosted Compressor,0.005,,,,+101%
95546,Boosted Shell Loader,0.01,,,,+102%
95547,Efficient Injector Plugs,0.5,,+33%,,
95548,Lubricated Timing Loom,0.172,,,,+134%
95549,Boosted Injector Plugs,0.0,,,+1%,+100%
95550,Secondary Launch System,0.125,,,+2%,
95551,Boosted Release Mechanism,0.167,+13%,,,
95552,Boosted Injector Plugs,0.53,,+33%,,+106%
95553,Boosted Gas Expander,0.5,,+33%,,
95554,Lubricated Injector Plugs,0.25,,,+3%,
95555,Efficient Launch System,0.111,+12%,,,
95556,Secondary Gas Expander,0.03,,,,+106%
95557,Secondary Injector Plugs,1.0,,+33%,+5%,
95558,Tertiary Coils,0.0,,,,+100%
95559,Efficient Timing Loom,0.672,,+33%,,+134%
95560,Tertiary Release Mechanism,0.111,+12%,,,
95561,Efficient Timing Loom,0.5,,+33%,,
95562,Secondary Shell Loader,0.125,,,+2%,
95563,Boosted Shell Loader,0.375,,,+4%,
95564,Lubricated Compressor,0.056,+11%,,,
95565,Efficient Timing Loom,0.125,,,+2%,
95566,Efficient Heat Pump,0.0,+10%,,,
95567,Efficient Timing Loom,0.125,,,+2%,
95568,Lubricated Release Mechanism,0.5,,+33%,,
95569,Lubricated Timing Loom,0.0,,,+1%,
95570,Efficient Compressor,0.611,+12%,+33%,,
