Seed	Name	Perfection	Weapon_Scan_Radius	Weapon_Scan_Discovery_Creature	Weapon_Scan_Discovery_Flora
86231	Waveform Detector	0.004		+1,007%	
86232	Precision Visualiser	0.61	+7%	+1,819%	
86233	Overclocked Sweep Ray	0.3	+8%		
86234	Precision Siphon	0.027			+1,054%
86235	Analog Processor	0.4	+9%		
86236	Low-Heat Analysis Unit	0.4	+9%		
86237	Waveform Scope	0.2	+7%		+1,000%
86238	Precision Probe	0.135			+1,269%
86239	Waveform Detector	0.2	+7%		
86240	Low-Heat Probe	0.328			+1,655%
86241	Low-Heat Computer	0.1	+6%		
86242	Overclocked Scope	0.024		+1,047%	
86243	Waveform Siphon	0.006		+1,012%	
86244	Precision Probe	0.545	+6%		+1,889%
86245	Precision Visualiser	0.068			+1,136%
86246	Low-Heat Scope	0.283		+1,566%	
86247	Waveform Sweep Ray	0.331		+1,662%	
86248	Waveform Scope	0.3	+8%		
86249	Low-Heat Processor	0.049			+1,098%
86250	Analog Prediction Unit	0.22	+7%		+1,040%
86251	Precision Detector	0.479		+1,957%	
86252	Overclocked Siphon	0.024		+1,048%	
86253	Precision Scope	0.3	+8%		
86254	Low-Heat Siphon	0.39	+6%		+1,580%
86255	Precision Prediction Unit	0.477		+1,954%	
86256	Precision Analysis Unit	0.2	+7%		
86257	Analog Processor	0.084			+1,168%
86258	Low-Heat Processor	0.5	+10%		
86259	Overclocked Processor	0.2	+7%		
86260	Low-Heat Computer	0.157		+1,314%	
86261	Precision Probe	0.233		+1,466%	
86262	Low-Heat Sweep Ray	0.2	+7%		
86263	Low-Heat Processor	0.189			+1,377%
86264	Waveform Sweep Ray	0.078			+1,156%
86265	Analog Analysis Unit	0.007		+1,014%	
86266	Overclocked Prediction Unit	0.147			+1,293%
86267	Analog Prediction Unit	0.029		+1,058%	
86268	Analog Detector	0.131		+1,261%	
86269	Low-Heat Detector	0.1	+6%		
86270	Analog Prediction Unit	0.268			+1,535%
86271	Low-Heat Probe	0.053		+1,105%	
86272	Overclocked Detector	0.407		+1,814%	
86273	Low-Heat Visualiser	0.031			+1,062%
86274	Waveform Visualiser	0.321		+1,641%	
86275	Precision Computer	0.226			+1,451%
86276	Analog Detector	0.2	+7%		
86277	Precision Detector	0.224		+1,448%	
86278	Waveform Detector	0.005			+1,009%
86279	Low-Heat Probe	0.015		+1,030%	
86280	Low-Heat Visualiser	0.055			+1,109%
86281	Overclocked Detector	0.352			+1,704%
86282	Overclocked Detector	0.026		+1,052%	
86283	Analog Computer	0.021		+1,041%	
86284	Waveform Scope	0.238		+1,476%	
86285	Overclocked Visualiser	0.071			+1,142%
86286	Low-Heat Siphon	0.049		+1,097%	
86287	Low-Heat Scope	0.2	+7%		
86288	Overclocked Processor	0.078		+1,156%	
86289	Overclocked Siphon	0.163			+1,326%
86290	Analog Visualiser	0.002			+1,004%
86291	Precision Scope	0.107			+1,214%
86292	Overclocked Probe	0.119			+1,237%
86293	Waveform Computer	0.294			+1,588%
86294	Precision Probe	0.18	+6%		+1,159%
86295	Low-Heat Scope	0.141		+1,281%	
86296	Analog Prediction Unit	0.236	+6%		+1,271%
86297	Precision Siphon	0.483			+1,965%
86298	Waveform Processor	0.016			+1,031%
86299	Waveform Processor	0.008			+1,016%
86300	Waveform Prediction Unit	0.012			+1,024%
86301	Overclocked Processor	0.133		+1,266%	
86302	Overclocked Processor	0.4	+9%		
86303	Overclocked Prediction Unit	0.004			+1,008%
86304	Low-Heat Processor	0.228			+1,456%
86305	Overclocked Analysis Unit	0.3	+8%		
86306	Waveform Siphon	0.036			+1,072%
86307	Low-Heat Siphon	0.3	+8%		
86308	Overclocked Sweep Ray	0.37		+1,740%	
86309	Precision Prediction Unit	0.214		+1,428%	
86310	Overclocked Computer	0.138			+1,276%
86311	Precision Probe	0.294			+1,587%
86312	Low-Heat Visualiser	0.069		+1,138%	
86313	Precision Probe	0.1	+6%		
86314	Overclocked Detector	0.005			+1,009%
86315	Waveform Probe	0.162			+1,324%
86316	Precision Sweep Ray	0.2	+7%		
86317	Precision Scope	0.439			+1,878%
86318	Low-Heat Probe	0.019			+1,037%
86319	Waveform Sweep Ray	0.133		+1,266%	
86320	Overclocked Detector	0.1	+6%		
86321	Waveform Siphon	0.138			+1,275%
86322	Precision Detector	0.478			+1,956%
86323	Waveform Processor	0.2	+7%		
86324	Overclocked Prediction Unit	0.148		+1,296%	
86325	Overclocked Probe	0.264		+1,527%	
86326	Analog Visualiser	0.277	+6%	+1,354%	
86327	Overclocked Processor	0.46			+1,919%
86328	Waveform Detector	0.056			+1,111%
86329	Low-Heat Scope	0.247	+6%	+1,293%	
86330	Overclocked Sweep Ray	0.5	+10%		
86331	Low-Heat Detector	0.306		+1,612%	
86332	Analog Scope	0.027			+1,054%
86333	Overclocked Processor	0.5	+10%		
86334	Waveform Probe	0.1	+6%		
86335	Overclocked Visualiser	0.152			+1,304%
86336	Analog Visualiser	0.162			+1,324%
86337	Low-Heat Visualiser	0.224		+1,447%	
86338	Overclocked Analysis Unit	0.311		+1,621%	
86339	Waveform Sweep Ray	0.46		+1,919%	
86340	Overclocked Analysis Unit	0.298			+1,596%
86341	Overclocked Probe	0.5	+10%		
86342	Overclocked Detector	0.036			+1,072%
86343	Overclocked Processor	0.3	+8%		
86344	Precision Siphon	0.001		+1,001%	
86345	Precision Scope	0.057		+1,114%	
86346	Low-Heat Siphon	0.065		+1,129%	+1,001%
86347	Precision Computer	0.304	+8%		+1,007%
86348	Waveform Sweep Ray	0.051		+1,102%	
86349	Precision Detector	0.303		+1,605%	
86350	Precision Processor	0.2	+7%		
86351	Analog Sweep Ray	0.0			+1,000%
86352	Low-Heat Probe	0.625	+9%		+1,450%
86353	Low-Heat Scope	0.081		+1,162%	
86354	Analog Siphon	0.2	+7%		
86355	Waveform Prediction Unit	0.013		+1,025%	
86356	Analog Siphon	0.378			+1,755%
86357	Precision Analysis Unit	0.194		+1,388%	
86358	Low-Heat Computer	0.046			+1,092%
86359	Overclocked Computer	0.1	+6%		
86360	Overclocked Detector	0.5	+10%		
86361	Precision Visualiser	0.372		+1,743%	
86362	Analog Visualiser	0.1	+6%		
86363	Low-Heat Computer	0.4	+9%		
86364	Overclocked Prediction Unit	0.3	+8%		
86365	Waveform Scope	0.195			+1,389%
86366	Waveform Computer	0.326		+1,652%	
86367	Low-Heat Probe	0.19		+1,380%	
86368	Precision Prediction Unit	0.019		+1,038%	
86369	Waveform Scope	0.1	+6%		
86370	Analog Visualiser	0.146		+1,292%	
86371	Low-Heat Analysis Unit	0.3	+8%		
86372	Waveform Detector	0.246	+6%	+1,291%	
86373	Overclocked Visualiser	0.229		+1,457%	
86374	Overclocked Sweep Ray	0.464		+1,928%	
86375	Overclocked Processor	0.135		+1,270%	
86376	Overclocked Siphon	0.155			+1,309%
86377	Analog Siphon	0.3	+8%		
86378	Analog Detector	0.5	+10%		
86379	Overclocked Probe	0.002		+1,004%	
86380	Waveform Computer	0.218			+1,436%
86381	Low-Heat Detector	0.526		+1,727%	+1,323%
86382	Analog Prediction Unit	0.061		+1,122%	
86383	Low-Heat Visualiser	0.481			+1,961%
86384	Waveform Siphon	0.07		+1,140%	
86385	Analog Scope	0.088			+1,175%
86386	Analog Processor	0.1	+6%		
86387	Waveform Visualiser	0.049		+1,097%	
86388	Overclocked Analysis Unit	0.396		+1,791%	
86389	Waveform Probe	0.3	+8%		
86390	Low-Heat Computer	0.073		+1,012%	+1,134%
86391	Precision Detector	0.288			+1,575%
86392	Low-Heat Probe	0.1	+6%		
86393	Precision Sweep Ray	0.015		+1,029%	
86394	Analog Processor	0.349			+1,698%
86395	Waveform Siphon	0.044		+1,088%	
86396	Analog Siphon	0.5	+10%		
86397	Waveform Scope	0.501	+10%	+1,001%	
86398	Precision Processor	0.055			+1,109%
86399	Overclocked Computer	0.06			+1,120%
86400	Precision Processor	0.2	+7%		
86401	Overclocked Processor	0.269			+1,538%
86402	Waveform Probe	0.4	+9%		
86403	Precision Sweep Ray	0.004			+1,008%
86404	Precision Siphon	0.1	+6%		
86405	Analog Prediction Unit	0.351		+1,701%	
86406	Analog Processor	0.027		+1,053%	
86407	Waveform Scope	0.5	+10%		
86408	Overclocked Processor	0.118		+1,236%	
86409	Analog Scope	0.1	+6%		
86410	Waveform Prediction Unit	0.414			+1,828%
86411	Waveform Probe	0.001			+1,001%
86412	Analog Scope	0.182		+1,363%	
86413	Waveform Visualiser	0.123			+1,245%
86414	Overclocked Visualiser	0.025			+1,050%
86415	Analog Probe	0.1	+6%		
86416	Precision Sweep Ray	0.119			+1,237%
86417	Low-Heat Prediction Unit	0.5	+10%		
86418	Precision Detector	0.185		+1,370%	
86419	Overclocked Computer	0.094			+1,187%
86420	Analog Prediction Unit	0.006		+1,011%	
86421	Low-Heat Probe	0.5	+10%		
86422	Precision Analysis Unit	0.824		+1,861%	+1,786%
86423	Low-Heat Prediction Unit	0.117			+1,233%
86424	Overclocked Detector	0.1	+6%		
86425	Precision Prediction Unit	0.015			+1,029%
86426	Analog Sweep Ray	0.4	+9%		
86427	Low-Heat Siphon	0.147	+6%	+1,093%	
86428	Overclocked Processor	0.29			+1,579%
86429	Waveform Sweep Ray	0.1	+6%		
86430	Waveform Processor	0.3	+8%		
86431	Analog Siphon	0.448		+1,895%	
86432	Low-Heat Visualiser	0.022		+1,043%	
86433	Low-Heat Analysis Unit	0.1	+6%		
86434	Waveform Prediction Unit	0.208			+1,416%
86435	Precision Computer	0.286			+1,572%
86436	Low-Heat Sweep Ray	0.1	+6%		
86437	Analog Processor	0.016			+1,031%
86438	Waveform Prediction Unit	0.1	+6%		
86439	Low-Heat Siphon	0.0		+1,000%	
86440	Analog Scope	0.204			+1,408%
86441	Analog Analysis Unit	0.4	+9%		
86442	Waveform Siphon	0.14			+1,279%
86443	Overclocked Computer	0.1	+6%		
86444	Waveform Visualiser	0.1	+6%		
86445	Overclocked Scope	0.39			+1,779%
86446	Precision Processor	0.167		+1,333%	
86447	Overclocked Sweep Ray	0.155			+1,309%
86448	Analog Processor	0.002			+1,004%
86449	Precision Scope	0.2	+7%		
86450	Analog Computer	0.297		+1,593%	
86451	Overclocked Sweep Ray	0.054		+1,108%	
86452	Low-Heat Detector	0.4	+9%		
86453	Low-Heat Sweep Ray	0.4	+9%		
86454	Precision Scope	0.3	+8%		
86455	Low-Heat Prediction Unit	0.001		+1,002%	
86456	Analog Prediction Unit	0.2	+7%		
86457	Precision Prediction Unit	0.238			+1,475%
86458	Low-Heat Scope	0.3	+8%		
86459	Low-Heat Prediction Unit	0.243		+1,486%	
86460	Analog Detector	0.067			+1,133%
86461	Waveform Probe	0.269		+1,538%	
86462	Precision Sweep Ray	0.21			+1,420%
86463	Overclocked Processor	0.4	+9%		
86464	Overclocked Analysis Unit	0.4	+9%		
86465	Precision Scope	0.206		+1,411%	
86466	Precision Scope	0.566		+1,508%	+1,622%
86467	Overclocked Processor	0.1	+6%		
86468	Precision Siphon	0.035		+1,069%	
86469	Overclocked Processor	0.2	+7%		
86470	Overclocked Detector	0.2	+7%		
86471	Waveform Visualiser	0.114	+6%	+1,027%	
86472	Low-Heat Detector	0.345			+1,690%
86473	Waveform Processor	0.4	+9%		
86474	Analog Sweep Ray	0.393		+1,785%	
86475	Precision Analysis Unit	0.316			+1,631%
86476	Low-Heat Probe	0.002		+1,003%	
86477	Analog Prediction Unit	0.068			+1,135%
86478	Waveform Scope	0.157	+6%		+1,113%
86479	Overclocked Processor	0.15			+1,300%
86480	Analog Siphon	0.075			+1,149%
86481	Analog Sweep Ray	0.32		+1,640%	
86482	Low-Heat Sweep Ray	0.042		+1,084%	
86483	Low-Heat Siphon	0.349		+1,698%	
86484	Waveform Siphon	0.327			+1,654%
86485	Waveform Scope	0.1	+6%		
86486	Precision Siphon	0.083			+1,166%
86487	Waveform Detector	0.005			+1,009%
86488	Low-Heat Probe	0.5	+10%		
86489	Overclocked Visualiser	0.005		+1,010%	
86490	Waveform Prediction Unit	0.323		+1,645%	
86491	Precision Sweep Ray	0.4	+9%		
86492	Analog Probe	0.355			+1,710%
86493	Precision Visualiser	0.493		+1,985%	
86494	Overclocked Computer	0.1	+6%		
86495	Waveform Detector	0.386	+8%	+1,172%	
86496	Precision Computer	0.466	+6%		+1,731%
86497	Waveform Prediction Unit	0.1	+6%		
86498	Precision Detector	0.239			+1,477%
86499	Overclocked Siphon	0.4	+9%		
86500	Analog Sweep Ray	0.022		+1,043%	
86501	Precision Computer	0.379		+1,757%	
86502	Waveform Computer	0.057			+1,113%
86503	Overclocked Processor	0.1	+6%		
86504	Overclocked Sweep Ray	0.098			+1,196%
86505	Waveform Analysis Unit	0.075		+1,150%	
86506	Analog Detector	0.001		+1,001%	
86507	Precision Analysis Unit	0.002			+1,003%
86508	Precision Sweep Ray	0.141		+1,281%	
86509	Low-Heat Processor	0.363		+1,726%	
86510	Overclocked Analysis Unit	0.101	+6%	+1,002%	
86511	Precision Visualiser	0.1	+6%		
86512	Analog Sweep Ray	0.449		+1,898%	
86513	Precision Sweep Ray	0.1	+6%		
86514	Precision Prediction Unit	0.5	+10%		
86515	Waveform Scope	0.251		+1,203%	+1,298%
86516	Low-Heat Prediction Unit	0.4	+9%		
86517	Low-Heat Visualiser	0.1	+6%		
86518	Low-Heat Scope	0.124	+6%	+1,048%	
86519	Precision Processor	0.058		+1,115%	
86520	Precision Sweep Ray	0.152		+1,304%	
86521	Waveform Prediction Unit	0.429			+1,858%
86522	Analog Processor	0.029			+1,057%
86523	Low-Heat Detector	0.146		+1,292%	
86524	Analog Computer	0.108			+1,216%
86525	Overclocked Processor	0.224		+1,448%	
86526	Overclocked Prediction Unit	0.588	+9%	+1,376%	
86527	Overclocked Sweep Ray	0.252		+1,503%	
86528	Analog Prediction Unit	0.218		+1,420%	+1,016%
86529	Overclocked Siphon	0.451			+1,902%
86530	Precision Processor	0.224			+1,447%
86531	Precision Scope	0.469			+1,937%
86532	Analog Detector	0.3	+8%		
86533	Precision Siphon	0.173		+1,346%	
86534	Overclocked Prediction Unit	0.329		+1,658%	
86535	Low-Heat Analysis Unit	0.236			+1,471%
86536	Analog Analysis Unit	0.433	+8%	+1,265%	
86537	Overclocked Scope	0.132			+1,263%
86538	Precision Analysis Unit	0.243	+6%		+1,286%
86539	Low-Heat Analysis Unit	0.024			+1,048%
86540	Analog Computer	0.4	+9%		
86541	Analog Detector	0.024		+1,009%	+1,038%
86542	Low-Heat Prediction Unit	0.0		+1,000%	
86543	Precision Scope	0.002			+1,003%
86544	Low-Heat Computer	0.1	+6%		
86545	Overclocked Sweep Ray	0.5	+10%		
86546	Precision Probe	0.5	+10%		
86547	Waveform Probe	0.36		+1,719%	
86548	Analog Scope	0.156			+1,311%
86549	Analog Processor	0.457		+1,913%	
86550	Overclocked Analysis Unit	0.364		+1,728%	
86551	Analog Scope	0.068		+1,135%	
86552	Overclocked Prediction Unit	0.1	+6%		
86553	Precision Prediction Unit	0.3	+8%		
86554	Low-Heat Analysis Unit	0.001			+1,001%
86555	Waveform Scope	0.102			+1,204%
86556	Waveform Computer	0.062		+1,123%	
86557	Waveform Visualiser	0.128		+1,256%	
86558	Precision Detector	0.305	+6%		+1,410%
86559	Precision Sweep Ray	0.31			+1,620%
86560	Waveform Analysis Unit	0.147			+1,294%
86561	Precision Computer	0.395		+1,790%	
86562	Analog Analysis Unit	0.308			+1,615%
86563	Precision Probe	0.567	+10%		+1,133%
86564	Waveform Siphon	0.1	+6%		
86565	Overclocked Detector	0.001			+1,001%
86566	Low-Heat Computer	0.5	+10%		
86567	Analog Detector	0.51	+10%	+1,020%	
86568	Precision Detector	0.323			+1,646%
86569	Overclocked Probe	0.256		+1,511%	
86570	Precision Scope	0.077		+1,153%	
86571	Overclocked Detector	0.1	+6%		
86572	Waveform Processor	0.353			+1,705%
86573	Analog Sweep Ray	0.072			+1,144%
86574	Overclocked Siphon	0.024			+1,047%
86575	Low-Heat Probe	0.205	+7%		+1,009%
86576	Analog Scope	0.431	+6%		+1,662%
86577	Analog Scope	0.1	+6%		
86578	Precision Siphon	0.165			+1,330%
86579	Analog Computer	0.235			+1,470%
86580	Precision Processor	0.3	+8%		
86581	Analog Siphon	0.2	+7%		
86582	Low-Heat Computer	0.377		+1,754%	
86583	Waveform Scope	0.381			+1,761%
86584	Low-Heat Siphon	0.44			+1,880%
86585	Analog Scope	0.462		+1,923%	
86586	Waveform Probe	0.037		+1,074%	
86587	Overclocked Visualiser	0.49			+1,980%
86588	Overclocked Prediction Unit	0.074			+1,148%
86589	Waveform Computer	0.299			+1,597%
86590	Overclocked Sweep Ray	0.073		+1,080%	+1,066%
86591	Overclocked Sweep Ray	0.191			+1,381%
86592	Low-Heat Probe	0.098			+1,196%
86593	Precision Analysis Unit	0.5	+10%		
86594	Precision Analysis Unit	0.424		+1,848%	
86595	Precision Visualiser	0.075			+1,150%
86596	Low-Heat Detector	0.042		+1,083%	
86597	Waveform Sweep Ray	0.026			+1,052%
86598	Low-Heat Visualiser	0.439	+7%		+1,478%
86599	Analog Prediction Unit	0.003		+1,005%	
86600	Precision Sweep Ray	0.006			+1,011%
86601	Precision Processor	0.402			+1,804%
86602	Waveform Siphon	0.002			+1,003%
86603	Overclocked Detector	0.333			+1,666%
86604	Precision Siphon	0.226		+1,451%	
86605	Precision Detector	0.002			+1,003%
86606	Overclocked Processor	0.045			+1,090%
86607	Overclocked Prediction Unit	0.427			+1,854%
86608	Precision Prediction Unit	0.152			+1,303%
86609	Precision Detector	0.148		+1,295%	
86610	Precision Detector	0.231		+1,462%	
86611	Overclocked Probe	0.37		+1,740%	
86612	Precision Detector	0.0			+1,000%
86613	Waveform Siphon	0.366		+1,732%	
86614	Analog Prediction Unit	0.301			+1,602%
86615	Waveform Siphon	0.003		+1,006%	
86616	Precision Processor	0.005			+1,010%
86617	Overclocked Computer	0.192			+1,383%
86618	Analog Detector	0.2	+7%		
86619	Low-Heat Sweep Ray	0.5	+10%		
86620	Precision Analysis Unit	0.177			+1,353%
86621	Analog Computer	0.1	+6%		
86622	Precision Detector	0.443		+1,817%	+1,068%
86623	Low-Heat Analysis Unit	0.157			+1,313%
86624	Precision Probe	0.2	+7%		
86625	Analog Prediction Unit	0.5	+10%		
86626	Precision Siphon	0.218		+1,435%	
86627	Overclocked Probe	0.035		+1,070%	
86628	Waveform Scope	0.421			+1,842%
86629	Analog Processor	0.478			+1,955%
86630	Overclocked Siphon	0.014			+1,028%
86631	Overclocked Probe	0.1	+6%		
86632	Overclocked Scope	0.105			+1,209%
86633	Precision Computer	0.064		+1,128%	
86634	Waveform Siphon	0.2	+7%		
86635	Waveform Prediction Unit	0.5	+10%		
86636	Overclocked Scope	0.058			+1,116%
86637	Overclocked Siphon	0.342		+1,683%	
86638	Overclocked Processor	0.317			+1,634%
86639	Overclocked Sweep Ray	0.284		+1,568%	
86640	Precision Visualiser	0.019			+1,037%
86641	Low-Heat Siphon	0.505	+8%		+1,410%
86642	Precision Detector	0.414			+1,828%
86643	Precision Computer	0.545	+10%		+1,089%
86644	Analog Detector	0.3	+8%		
86645	Overclocked Analysis Unit	0.331			+1,661%
86646	Overclocked Sweep Ray	0.076			+1,151%
86647	Low-Heat Scope	0.549	+10%	+1,098%	
86648	Waveform Analysis Unit	0.004		+1,008%	
86649	Precision Siphon	0.2	+7%		
86650	Waveform Scope	0.5	+10%		
86651	Analog Detector	0.227		+1,454%	
86652	Low-Heat Scope	0.067			+1,134%
86653	Analog Sweep Ray	0.013			+1,025%
86654	Analog Detector	0.1	+6%		
86655	Low-Heat Siphon	0.114			+1,227%
86656	Analog Visualiser	0.926	+10%		+1,851%
86657	Analog Siphon	0.149		+1,290%	+1,008%
86658	Overclocked Sweep Ray	0.288		+1,085%	+1,490%
86659	Precision Siphon	0.1	+6%		
86660	Waveform Prediction Unit	0.0		+1,000%	
86661	Waveform Processor	0.125		+1,250%	
86662	Analog Detector	0.893	+10%		+1,785%
86663	Low-Heat Siphon	0.004		+1,007%	
86664	Precision Analysis Unit	0.216			+1,431%
86665	Analog Scope	0.248			+1,496%
86666	Precision Prediction Unit	0.454			+1,908%
86667	Waveform Prediction Unit	0.1	+6%		
86668	Waveform Scope	0.457			+1,914%
86669	Waveform Probe	0.228		+1,456%	
86670	Precision Prediction Unit	0.001		+1,001%	
86671	Waveform Detector	0.436		+1,872%	
86672	Low-Heat Processor	0.011			+1,022%
86673	Precision Sweep Ray	0.069		+1,137%	
86674	Overclocked Computer	0.4	+9%		
86675	Analog Sweep Ray	0.066		+1,132%	
86676	Analog Prediction Unit	0.039		+1,078%	
86677	Precision Computer	0.1	+6%		
86678	Waveform Processor	0.1	+6%		
86679	Overclocked Prediction Unit	0.2	+7%		
86680	Waveform Sweep Ray	0.1		+1,200%	
86681	Precision Probe	0.095			+1,190%
86682	Precision Processor	0.492		+1,984%	
86683	Precision Visualiser	0.491		+1,982%	
86684	Low-Heat Analysis Unit	0.373			+1,746%
86685	Waveform Siphon	0.169			+1,337%
86686	Analog Computer	0.4	+9%		
86687	Low-Heat Siphon	0.022		+1,043%	
86688	Analog Computer	0.2	+7%		
86689	Overclocked Scope	0.5	+10%		
86690	Waveform Prediction Unit	0.5	+10%		
86691	Analog Processor	0.4	+9%		
86692	Precision Visualiser	0.005			+1,009%
86693	Waveform Probe	0.4	+9%		
86694	Waveform Sweep Ray	0.281			+1,561%
86695	Analog Scope	0.1	+6%		
86696	Low-Heat Visualiser	0.1	+6%		
86697	Waveform Detector	0.002			+1,003%
86698	Low-Heat Probe	0.225		+1,449%	
86699	Precision Sweep Ray	0.305		+1,610%	
86700	Waveform Analysis Unit	0.468			+1,936%
86701	Analog Detector	0.2			+1,399%
86702	Overclocked Siphon	0.178			+1,355%
86703	Low-Heat Processor	0.1	+6%		
86704	Analog Analysis Unit	0.057		+1,114%	
86705	Overclocked Detector	0.1	+6%		
86706	Precision Visualiser	0.351	+6%		+1,501%
86707	Precision Analysis Unit	0.1	+6%		
86708	Precision Visualiser	0.417			+1,834%
86709	Overclocked Visualiser	0.369			+1,737%
86710	Precision Probe	0.49	+7%		+1,580%
86711	Low-Heat Scope	0.426			+1,852%
86712	Low-Heat Scope	0.1	+6%		
86713	Analog Sweep Ray	0.356			+1,712%
86714	Precision Prediction Unit	0.0			+1,000%
86715	Low-Heat Prediction Unit	0.154			+1,308%
86716	Overclocked Analysis Unit	0.1	+6%		
86717	Precision Sweep Ray	0.2	+7%		
86718	Waveform Computer	0.1	+6%		
86719	Low-Heat Computer	0.2	+7%		
86720	Low-Heat Visualiser	0.031			+1,061%
86721	Low-Heat Detector	0.1	+6%		
86722	Analog Detector	0.1	+6%		
86723	Low-Heat Scope	0.115		+1,229%	
86724	Low-Heat Probe	0.005			+1,009%
86725	Analog Computer	0.002			+1,003%
86726	Analog Visualiser	0.1	+6%		
86727	Analog Siphon	0.1	+6%		
86728	Analog Sweep Ray	0.03		+1,060%	
86729	Waveform Detector	0.429	+6%	+1,657%	
86730	Low-Heat Visualiser	0.407	+7%		+1,413%
86731	Waveform Sweep Ray	0.2	+7%		
86732	Precision Analysis Unit	0.156		+1,312%	
86733	Low-Heat Probe	0.25			+1,500%
86734	Overclocked Probe	0.03		+1,060%	
86735	Overclocked Visualiser	0.02			+1,040%
86736	Low-Heat Processor	0.31			+1,620%
86737	Precision Visualiser	0.514	+6%		+1,828%
86738	Overclocked Scope	0.301		+1,602%	
86739	Precision Prediction Unit	0.218	+7%		+1,036%
86740	Precision Analysis Unit	0.474			+1,948%
86741	Precision Visualiser	0.304			+1,608%
86742	Overclocked Sweep Ray	0.003			+1,005%
86743	Low-Heat Computer	0.1	+6%		
86744	Overclocked Detector	0.436			+1,871%
86745	Low-Heat Visualiser	0.432			+1,863%
86746	Low-Heat Visualiser	0.006		+1,011%	
86747	Precision Computer	0.019		+1,004%	+1,033%
86748	Analog Detector	0.139		+1,277%	
86749	Waveform Sweep Ray	0.1	+6%		
86750	Overclocked Detector	0.32		+1,640%	
86751	Low-Heat Detector	0.002		+1,004%	
86752	Low-Heat Processor	0.004			+1,007%
86753	Waveform Sweep Ray	0.0		+1,000%	
86754	Waveform Visualiser	0.354		+1,707%	
86755	Analog Visualiser	0.315		+1,629%	
86756	Precision Siphon	0.095			+1,190%
86757	Overclocked Prediction Unit	0.042		+1,083%	
86758	Low-Heat Detector	0.1	+6%		
86759	Analog Visualiser	0.068		+1,135%	
86760	Analog Siphon	0.341			+1,681%
86761	Waveform Prediction Unit	0.216		+1,432%	
86762	Overclocked Analysis Unit	0.3	+8%		
86763	Low-Heat Sweep Ray	0.4	+9%		
86764	Precision Processor	0.4	+9%		
86765	Low-Heat Analysis Unit	0.225			+1,450%
86766	Overclocked Sweep Ray	0.2	+7%		
86767	Analog Processor	0.283		+1,566%	
86768	Analog Scope	0.1	+6%		
86769	Low-Heat Probe	0.1	+6%		
86770	Low-Heat Analysis Unit	0.772	+8%	+1,943%	
86771	Waveform Processor	0.2	+7%		
86772	Analog Analysis Unit	0.025			+1,049%
86773	Precision Prediction Unit	0.217		+1,434%	
86774	Precision Processor	0.461		+1,921%	
86775	Precision Analysis Unit	0.5	+10%		
86776	Overclocked Sweep Ray	0.301	+8%		+1,001%
86777	Overclocked Probe	0.1	+6%		
86778	Precision Scope	0.121			+1,242%
86779	Overclocked Scope	0.1	+6%		
86780	Overclocked Processor	0.1	+6%		
86781	Overclocked Probe	0.5	+10%		
86782	Waveform Probe	0.069		+1,137%	
86783	Precision Siphon	0.235		+1,469%	
86784	Overclocked Prediction Unit	0.026			+1,051%
86785	Overclocked Scope	0.245			+1,489%
86786	Waveform Sweep Ray	0.121			+1,242%
86787	Waveform Sweep Ray	0.012			+1,023%
86788	Waveform Sweep Ray	0.242			+1,483%
86789	Precision Probe	0.036		+1,071%	
86790	Overclocked Processor	0.056			+1,111%
86791	Analog Siphon	0.458		+1,916%	
86792	Waveform Sweep Ray	0.617		+1,854%	+1,378%
86793	Low-Heat Analysis Unit	0.071			+1,141%
86794	Precision Prediction Unit	0.253			+1,506%
86795	Waveform Analysis Unit	0.4	+9%		
86796	Low-Heat Scope	0.011		+1,021%	
86797	Overclocked Computer	0.181		+1,361%	
86798	Low-Heat Processor	0.2	+7%		
86799	Waveform Computer	0.3	+8%		
86800	Precision Scope	0.507	+6%	+1,813%	
86801	Low-Heat Siphon	0.1	+6%		
86802	Low-Heat Prediction Unit	0.204		+1,407%	
86803	Low-Heat Probe	0.0		+1,000%	
86804	Analog Detector	0.428		+1,856%	
86805	Low-Heat Detector	0.201			+1,401%
86806	Overclocked Scope	0.309		+1,618%	
86807	Low-Heat Visualiser	0.144			+1,287%
86808	Analog Probe	0.1	+6%		
86809	Precision Scope	0.2	+7%		
86810	Precision Scope	0.201	+7%	+1,001%	
86811	Low-Heat Detector	0.1	+6%		
86812	Overclocked Visualiser	0.5	+10%		
86813	Precision Siphon	0.116	+6%	+1,032%	
86814	Precision Probe	0.188		+1,375%	
86815	Low-Heat Scope	0.042			+1,084%
86816	Precision Prediction Unit	0.063		+1,125%	
86817	Analog Prediction Unit	0.5	+10%		
86818	Overclocked Prediction Unit	0.01			+1,020%
86819	Analog Prediction Unit	0.377		+1,753%	
86820	Overclocked Analysis Unit	0.1	+6%		
86821	Precision Detector	0.2	+7%		
86822	Waveform Sweep Ray	0.008			+1,016%
86823	Analog Processor	0.081		+1,161%	
86824	Precision Computer	0.009			+1,018%
86825	Analog Scope	0.013		+1,025%	
86826	Overclocked Detector	0.1	+6%		
86827	Precision Detector	0.1	+6%		
86828	Analog Scope	0.003		+1,005%	
86829	Analog Prediction Unit	0.2	+7%		
86830	Overclocked Visualiser	0.379			+1,758%
86831	Low-Heat Prediction Unit	0.009			+1,017%
86832	Low-Heat Sweep Ray	0.5	+10%		
