Seed	Name	Perfection	Vehicle_EngineFuelUse	Vehicle_BoostTanks
70713	Upgraded Propulsion Unit	0.25	-7%	
70714	Upgraded Electron Loom	0.0	-6%	
70715	Polished Electron Loom	0.5	-8%	
70716	Polished Fuel Pipes	0.5	-8%	
70717	Heated Electron Loom	0.0	-6%	
70718	Polished Magnetic Fan	0.5	-8%	
70719	Heated Shockwave Shield	0.0	-6%	
70720	Heated Neutrino Injector	0.0		+10%
70721	Stabilised Magnetic Fan	0.0	-6%	
70722	Stabilised Thrust Controller	0.25	-7%	
70723	Heated Hydrogen Dynamo	0.75		+13%
70724	Heated Shockwave Shield	0.0		+10%
70725	Upgraded Magnetic Fan	0.0		+10%
70726	Rewired Thrust Controller	0.0		+10%
70727	Rewired Propulsion Unit	0.0	-6%	
70728	Rewired Fuel Pipes	0.5	-8%	
70729	Heated Electron Loom	0.5	-8%	
70730	Stabilised Neutrino Injector	0.0	-6%	
70731	Stabilised Thrust Controller	0.0	-6%	
70732	Rewired Hydrogen Dynamo	0.75		+13%
70733	Polished Shockwave Shield	0.5		+12%
70734	Stabilised Fuel Pipes	0.0		+10%
70735	Heated Shockwave Shield	0.5	-8%	
70736	Heated Magnetic Fan	0.0	-6%	
70737	Polished Shockwave Shield	0.75	-9%	
70738	Heated Neutrino Injector	0.75		+13%
70739	Stabilised Propulsion Unit	0.5	-8%	
70740	Polished Electron Loom	0.75	-9%	
70741	Heated Impulse Nozzle	0.25		+11%
70742	Upgraded Impulse Nozzle	0.0		+10%
70743	Polished Fuel Pipes	1.0		+14%
70744	Rewired Magnetic Fan	0.75		+13%
70745	Heated Fuel Pipes	0.75	-9%	
70746	Rewired Electron Loom	0.0	-6%	
70747	Heated Electron Loom	0.0	-6%	
70748	Upgraded Fuel Pipes	1.0		+14%
70749	Rewired Hydrogen Dynamo	0.0	-6%	
70750	Heated Neutrino Injector	0.0		+10%
70751	Stabilised Plasma Exhaust	0.5		+12%
70752	Stabilised Electron Loom	0.75		+13%
70753	Rewired Plasma Exhaust	0.0	-6%	
70754	Stabilised Impulse Nozzle	0.0		+10%
70755	Rewired Propulsion Unit	0.5	-8%	
70756	Stabilised Neutrino Injector	0.0	-6%	
70757	Stabilised Plasma Exhaust	1.0	-10%	
70758	Stabilised Impulse Nozzle	0.0		+10%
70759	Stabilised Fuel Pipes	0.5	-8%	
70760	Stabilised Thrust Controller	0.75	-9%	
70761	Rewired Impulse Nozzle	0.25		+11%
70762	Upgraded Shockwave Shield	0.25		+11%
70763	Stabilised Shockwave Shield	0.0		+10%
70764	Rewired Shockwave Shield	0.0	-6%	
70765	Polished Plasma Exhaust	0.5		+12%
70766	Polished Propulsion Unit	0.25	-7%	
70767	Polished Hydrogen Dynamo	0.0	-6%	
70768	Upgraded Hydrogen Dynamo	0.0		+10%
70769	Polished Shockwave Shield	0.0		+10%
70770	Polished Hydrogen Dynamo	1.0	-10%	
70771	Rewired Fuel Pipes	0.0		+10%
70772	Stabilised Impulse Nozzle	0.5		+12%
70773	Upgraded Propulsion Unit	0.0		+10%
70774	Upgraded Shockwave Shield	0.75	-9%	
70775	Stabilised Propulsion Unit	0.25	-7%	
70776	Rewired Impulse Nozzle	0.25	-7%	
70777	Rewired Hydrogen Dynamo	0.0		+10%
70778	Stabilised Propulsion Unit	0.75		+13%
70779	Polished Propulsion Unit	0.5		+12%
70780	Polished Magnetic Fan	1.0	-10%	
70781	Stabilised Thrust Controller	0.75		+13%
70782	Polished Impulse Nozzle	0.25	-7%	
70783	Rewired Neutrino Injector	1.0	-10%	
70784	Upgraded Propulsion Unit	0.25		+11%
70785	Polished Hydrogen Dynamo	0.25	-7%	
70786	Stabilised Hydrogen Dynamo	0.0	-6%	
70787	Rewired Thrust Controller	0.0	-6%	
70788	Rewired Impulse Nozzle	0.0		+10%
70789	Polished Thrust Controller	1.0	-10%	
70790	Stabilised Impulse Nozzle	0.75	-9%	
70791	Upgraded Propulsion Unit	0.0		+10%
70792	Polished Fuel Pipes	0.25		+11%
70793	Stabilised Electron Loom	1.0		+14%
70794	Rewired Fuel Pipes	0.25	-7%	
70795	Stabilised Thrust Controller	0.0		+10%
70796	Rewired Fuel Pipes	0.75		+13%
70797	Rewired Shockwave Shield	0.25		+11%
70798	Stabilised Impulse Nozzle	0.0		+10%
70799	Heated Hydrogen Dynamo	0.5	-8%	
70800	Heated Propulsion Unit	0.25		+11%
70801	Heated Impulse Nozzle	0.75		+13%
70802	Rewired Impulse Nozzle	1.0		+14%
70803	Polished Fuel Pipes	0.0		+10%
70804	Polished Shockwave Shield	0.0		+10%
70805	Heated Neutrino Injector	0.5		+12%
70806	Polished Thrust Controller	0.75		+13%
70807	Heated Neutrino Injector	0.25		+11%
70808	Heated Neutrino Injector	0.75	-9%	
70809	Polished Hydrogen Dynamo	0.25		+11%
70810	Rewired Thrust Controller	0.0		+10%
70811	Stabilised Magnetic Fan	0.0	-6%	
70812	Rewired Plasma Exhaust	0.75	-9%	
70813	Upgraded Impulse Nozzle	0.0		+10%
70814	Stabilised Neutrino Injector	0.0	-6%	
70815	Upgraded Shockwave Shield	0.0	-6%	
70816	Polished Impulse Nozzle	0.0	-6%	
70817	Polished Magnetic Fan	0.0		+10%
70818	Polished Plasma Exhaust	0.25		+11%
70819	Upgraded Fuel Pipes	0.5		+12%
70820	Stabilised Fuel Pipes	1.0	-10%	
70821	Upgraded Impulse Nozzle	0.75	-9%	
70822	Upgraded Neutrino Injector	0.5	-8%	
70823	Stabilised Propulsion Unit	0.25	-7%	
70824	Rewired Magnetic Fan	0.0		+10%
70825	Polished Electron Loom	0.75		+13%
70826	Stabilised Neutrino Injector	0.75	-9%	
70827	Rewired Electron Loom	0.5		+12%
70828	Stabilised Propulsion Unit	0.0	-6%	
70829	Upgraded Neutrino Injector	0.0		+10%
70830	Stabilised Plasma Exhaust	1.0		+14%
70831	Stabilised Shockwave Shield	0.0		+10%
70832	Rewired Neutrino Injector	0.0	-6%	
70833	Heated Neutrino Injector	0.25	-7%	
70834	Polished Thrust Controller	0.0	-6%	
70835	Stabilised Plasma Exhaust	0.5	-8%	
70836	Upgraded Thrust Controller	0.75	-9%	
70837	Polished Impulse Nozzle	0.0	-6%	
70838	Polished Fuel Pipes	0.0	-6%	
70839	Stabilised Hydrogen Dynamo	1.0		+14%
70840	Upgraded Shockwave Shield	0.25	-7%	
70841	Rewired Fuel Pipes	0.0		+10%
70842	Rewired Plasma Exhaust	0.0		+10%
70843	Stabilised Impulse Nozzle	0.75	-9%	
70844	Heated Impulse Nozzle	0.5		+12%
70845	Polished Plasma Exhaust	0.0	-6%	
70846	Upgraded Neutrino Injector	0.25	-7%	
70847	Upgraded Magnetic Fan	0.0		+10%
70848	Heated Electron Loom	0.25	-7%	
70849	Stabilised Shockwave Shield	1.0	-10%	
70850	Heated Shockwave Shield	0.0	-6%	
70851	Stabilised Impulse Nozzle	0.75		+13%
70852	Heated Shockwave Shield	0.0	-6%	
70853	Polished Hydrogen Dynamo	0.0	-6%	
70854	Stabilised Propulsion Unit	0.25	-7%	
70855	Stabilised Neutrino Injector	0.0	-6%	
70856	Rewired Electron Loom	0.0		+10%
70857	Heated Impulse Nozzle	0.25	-7%	
70858	Polished Hydrogen Dynamo	0.0	-6%	
70859	Polished Thrust Controller	0.75	-9%	
70860	Polished Impulse Nozzle	0.5		+12%
70861	Upgraded Electron Loom	0.75		+13%
70862	Heated Impulse Nozzle	1.0		+14%
70863	Rewired Propulsion Unit	0.0		+10%
70864	Upgraded Shockwave Shield	0.0		+10%
70865	Polished Electron Loom	0.0		+10%
70866	Polished Electron Loom	0.25		+11%
70867	Polished Hydrogen Dynamo	0.0		+10%
70868	Heated Electron Loom	0.0	-6%	
70869	Upgraded Neutrino Injector	0.0	-6%	
70870	Stabilised Impulse Nozzle	0.0	-6%	
70871	Rewired Fuel Pipes	0.5	-8%	
70872	Rewired Magnetic Fan	0.0		+10%
70873	Stabilised Electron Loom	0.5	-8%	
70874	Upgraded Impulse Nozzle	0.0		+10%
70875	Stabilised Plasma Exhaust	0.0	-6%	
70876	Upgraded Plasma Exhaust	0.0	-6%	
70877	Stabilised Hydrogen Dynamo	0.5	-8%	
70878	Upgraded Neutrino Injector	0.0		+10%
70879	Rewired Thrust Controller	0.0		+10%
70880	Heated Electron Loom	0.5		+12%
70881	Rewired Shockwave Shield	0.75	-9%	
70882	Heated Electron Loom	0.0		+10%
70883	Rewired Electron Loom	0.25	-7%	
70884	Upgraded Electron Loom	0.0		+10%
70885	Stabilised Fuel Pipes	0.5	-8%	
70886	Rewired Electron Loom	0.0	-6%	
70887	Heated Electron Loom	0.0	-6%	
70888	Upgraded Shockwave Shield	1.0		+14%
70889	Polished Magnetic Fan	0.5		+12%
70890	Polished Fuel Pipes	0.0	-6%	
70891	Stabilised Impulse Nozzle	0.0	-6%	
70892	Polished Magnetic Fan	0.25		+11%
70893	Heated Shockwave Shield	0.5	-8%	
70894	Rewired Propulsion Unit	0.25	-7%	
70895	Rewired Shockwave Shield	0.5	-8%	
70896	Stabilised Plasma Exhaust	0.5		+12%
70897	Stabilised Magnetic Fan	0.0		+10%
70898	Stabilised Fuel Pipes	0.0		+10%
70899	Heated Plasma Exhaust	0.0	-6%	
70900	Upgraded Electron Loom	0.5	-8%	
70901	Stabilised Plasma Exhaust	0.75		+13%
70902	Polished Shockwave Shield	0.0		+10%
70903	Upgraded Electron Loom	0.5		+12%
70904	Polished Impulse Nozzle	0.0	-6%	
70905	Stabilised Neutrino Injector	0.75		+13%
70906	Rewired Shockwave Shield	0.75		+13%
70907	Polished Propulsion Unit	0.5	-8%	
70908	Heated Hydrogen Dynamo	0.5	-8%	
70909	Polished Neutrino Injector	0.0	-6%	
70910	Heated Hydrogen Dynamo	0.0		+10%
70911	Heated Shockwave Shield	0.5	-8%	
70912	Rewired Neutrino Injector	0.0	-6%	
70913	Rewired Propulsion Unit	1.0		+14%
70914	Upgraded Electron Loom	0.0		+10%
70915	Rewired Plasma Exhaust	0.0		+10%
70916	Polished Shockwave Shield	0.75		+13%
70917	Heated Fuel Pipes	0.0		+10%
70918	Rewired Electron Loom	0.25	-7%	
70919	Upgraded Fuel Pipes	0.5		+12%
70920	Stabilised Neutrino Injector	1.0	-10%	
70921	Polished Hydrogen Dynamo	0.75		+13%
70922	Heated Thrust Controller	1.0		+14%
70923	Rewired Hydrogen Dynamo	0.25		+11%
70924	Heated Neutrino Injector	0.0	-6%	
70925	Rewired Shockwave Shield	0.0		+10%
70926	Heated Plasma Exhaust	0.5	-8%	
70927	Polished Fuel Pipes	0.0		+10%
70928	Polished Shockwave Shield	0.0	-6%	
70929	Heated Plasma Exhaust	1.0	-10%	
70930	Rewired Fuel Pipes	0.25	-7%	
70931	Heated Impulse Nozzle	0.0	-6%	
70932	Heated Electron Loom	0.0	-6%	
70933	Heated Neutrino Injector	0.0	-6%	
70934	Polished Plasma Exhaust	1.0		+14%
70935	Upgraded Hydrogen Dynamo	0.75	-9%	
70936	Stabilised Impulse Nozzle	0.0	-6%	
70937	Rewired Magnetic Fan	0.25	-7%	
70938	Heated Impulse Nozzle	0.75	-9%	
70939	Polished Neutrino Injector	1.0		+14%
70940	Upgraded Hydrogen Dynamo	0.0		+10%
70941	Rewired Hydrogen Dynamo	0.0	-6%	
70942	Rewired Plasma Exhaust	0.0	-6%	
70943	Heated Impulse Nozzle	0.25	-7%	
70944	Polished Hydrogen Dynamo	0.0		+10%
70945	Upgraded Neutrino Injector	0.25	-7%	
70946	Stabilised Fuel Pipes	0.25	-7%	
70947	Stabilised Propulsion Unit	0.0	-6%	
70948	Stabilised Plasma Exhaust	0.0		+10%
70949	Polished Fuel Pipes	1.0	-10%	
70950	Heated Plasma Exhaust	0.0		+10%
70951	Rewired Magnetic Fan	0.0	-6%	
70952	Stabilised Plasma Exhaust	0.0	-6%	
70953	Polished Plasma Exhaust	1.0	-10%	
70954	Polished Propulsion Unit	0.5	-8%	
70955	Stabilised Neutrino Injector	0.0		+10%
70956	Stabilised Electron Loom	0.0		+10%
70957	Heated Electron Loom	0.0	-6%	
70958	Rewired Propulsion Unit	0.0	-6%	
70959	Heated Electron Loom	0.0		+10%
70960	Heated Impulse Nozzle	0.25		+11%
70961	Polished Neutrino Injector	0.0	-6%	
70962	Polished Impulse Nozzle	0.25	-7%	
70963	Rewired Impulse Nozzle	0.25		+11%
70964	Rewired Neutrino Injector	0.25		+11%
70965	Polished Shockwave Shield	0.25		+11%
70966	Rewired Propulsion Unit	0.0	-6%	
70967	Rewired Impulse Nozzle	0.25		+11%
70968	Stabilised Plasma Exhaust	0.75	-9%	
70969	Upgraded Propulsion Unit	0.0		+10%
70970	Polished Neutrino Injector	0.75	-9%	
70971	Polished Impulse Nozzle	0.5		+12%
70972	Polished Electron Loom	0.0	-6%	
70973	Heated Neutrino Injector	0.25		+11%
70974	Polished Hydrogen Dynamo	0.75		+13%
70975	Upgraded Thrust Controller	0.0		+10%
70976	Rewired Propulsion Unit	1.0		+14%
70977	Heated Electron Loom	0.0		+10%
70978	Heated Shockwave Shield	0.0	-6%	
70979	Stabilised Thrust Controller	0.25	-7%	
70980	Polished Thrust Controller	1.0	-10%	
70981	Polished Impulse Nozzle	0.25		+11%
70982	Heated Shockwave Shield	0.0	-6%	
70983	Upgraded Propulsion Unit	0.0	-6%	
70984	Polished Thrust Controller	1.0	-10%	
70985	Rewired Plasma Exhaust	0.75		+13%
70986	Polished Impulse Nozzle	0.0		+10%
70987	Stabilised Hydrogen Dynamo	0.0		+10%
70988	Heated Thrust Controller	0.25		+11%
70989	Heated Fuel Pipes	0.0		+10%
70990	Rewired Fuel Pipes	0.0	-6%	
70991	Upgraded Neutrino Injector	0.0		+10%
70992	Upgraded Plasma Exhaust	0.25		+11%
70993	Upgraded Thrust Controller	0.25		+11%
70994	Stabilised Plasma Exhaust	0.0	-6%	
70995	Stabilised Neutrino Injector	0.0		+10%
70996	Heated Impulse Nozzle	0.25	-7%	
70997	Stabilised Plasma Exhaust	0.0		+10%
70998	Polished Thrust Controller	0.75	-9%	
70999	Upgraded Hydrogen Dynamo	1.0	-10%	
71000	Heated Magnetic Fan	0.25	-7%	
71001	Polished Thrust Controller	0.75	-9%	
71002	Heated Neutrino Injector	0.0		+10%
71003	Stabilised Impulse Nozzle	0.75	-9%	
71004	Stabilised Fuel Pipes	0.75		+13%
71005	Stabilised Shockwave Shield	0.25	-7%	
71006	Upgraded Shockwave Shield	1.0	-10%	
71007	Rewired Neutrino Injector	0.25	-7%	
71008	Rewired Plasma Exhaust	0.75		+13%
71009	Stabilised Fuel Pipes	1.0		+14%
71010	Heated Thrust Controller	0.75	-9%	
71011	Heated Magnetic Fan	0.25	-7%	
71012	Upgraded Propulsion Unit	0.25	-7%	
71013	Polished Thrust Controller	0.5		+12%
71014	Heated Electron Loom	0.25		+11%
71015	Upgraded Hydrogen Dynamo	0.0		+10%
71016	Heated Impulse Nozzle	0.0		+10%
71017	Heated Electron Loom	0.25		+11%
71018	Upgraded Magnetic Fan	0.75	-9%	
71019	Stabilised Magnetic Fan	0.25		+11%
71020	Rewired Propulsion Unit	0.75		+13%
71021	Stabilised Magnetic Fan	0.0		+10%
71022	Stabilised Plasma Exhaust	0.5		+12%
71023	Polished Shockwave Shield	0.0		+10%
71024	Polished Propulsion Unit	0.5	-8%	
71025	Polished Electron Loom	0.0	-6%	
71026	Rewired Plasma Exhaust	0.0		+10%
71027	Heated Impulse Nozzle	0.25	-7%	
71028	Upgraded Fuel Pipes	0.75		+13%
71029	Polished Neutrino Injector	0.25	-7%	
71030	Polished Magnetic Fan	0.0		+10%
71031	Rewired Hydrogen Dynamo	0.0		+10%
71032	Stabilised Thrust Controller	0.0	-6%	
71033	Polished Magnetic Fan	0.5	-8%	
71034	Heated Neutrino Injector	0.0	-6%	
71035	Heated Hydrogen Dynamo	0.0	-6%	
71036	Heated Propulsion Unit	0.5		+12%
71037	Upgraded Fuel Pipes	0.75		+13%
71038	Stabilised Shockwave Shield	0.0		+10%
71039	Stabilised Shockwave Shield	0.75		+13%
71040	Polished Propulsion Unit	0.0		+10%
71041	Heated Hydrogen Dynamo	0.25		+11%
71042	Upgraded Shockwave Shield	0.25	-7%	
71043	Heated Impulse Nozzle	0.75	-9%	
71044	Heated Fuel Pipes	0.0	-6%	
71045	Rewired Electron Loom	0.0		+10%
71046	Polished Impulse Nozzle	0.75	-9%	
71047	Upgraded Magnetic Fan	0.75	-9%	
71048	Stabilised Magnetic Fan	0.0		+10%
71049	Heated Propulsion Unit	0.0		+10%
71050	Upgraded Propulsion Unit	1.0	-10%	
71051	Stabilised Fuel Pipes	0.25	-7%	
71052	Rewired Hydrogen Dynamo	0.0	-6%	
71053	Rewired Magnetic Fan	0.0		+10%
71054	Polished Shockwave Shield	1.0		+14%
71055	Heated Neutrino Injector	0.0	-6%	
71056	Upgraded Magnetic Fan	0.5	-8%	
71057	Rewired Fuel Pipes	0.5		+12%
71058	Stabilised Fuel Pipes	0.75		+13%
71059	Upgraded Shockwave Shield	0.25	-7%	
71060	Rewired Neutrino Injector	1.0		+14%
71061	Heated Electron Loom	0.5		+12%
71062	Rewired Magnetic Fan	0.0		+10%
71063	Polished Thrust Controller	0.25	-7%	
71064	Polished Magnetic Fan	0.25	-7%	
71065	Stabilised Thrust Controller	0.0		+10%
71066	Upgraded Propulsion Unit	1.0	-10%	
71067	Heated Plasma Exhaust	0.75	-9%	
71068	Polished Shockwave Shield	0.75	-9%	
71069	Polished Neutrino Injector	0.75		+13%
71070	Stabilised Magnetic Fan	0.5	-8%	
71071	Heated Shockwave Shield	0.75	-9%	
71072	Rewired Neutrino Injector	0.0		+10%
71073	Upgraded Hydrogen Dynamo	0.0	-6%	
71074	Heated Fuel Pipes	0.25	-7%	
71075	Stabilised Shockwave Shield	0.25		+11%
71076	Polished Plasma Exhaust	0.5		+12%
71077	Polished Plasma Exhaust	0.0	-6%	
71078	Heated Neutrino Injector	0.0		+10%
71079	Heated Neutrino Injector	1.0		+14%
71080	Stabilised Electron Loom	0.0		+10%
71081	Polished Fuel Pipes	1.0		+14%
71082	Rewired Propulsion Unit	0.0		+10%
71083	Rewired Fuel Pipes	1.0		+14%
71084	Rewired Impulse Nozzle	0.0		+10%
71085	Polished Plasma Exhaust	0.0		+10%
71086	Upgraded Propulsion Unit	0.75	-9%	
71087	Upgraded Thrust Controller	0.0		+10%
71088	Rewired Propulsion Unit	0.0	-6%	
71089	Stabilised Propulsion Unit	0.25		+11%
71090	Upgraded Thrust Controller	0.0		+10%
71091	Upgraded Electron Loom	0.0		+10%
71092	Stabilised Fuel Pipes	0.0	-6%	
71093	Heated Hydrogen Dynamo	0.0	-6%	
71094	Stabilised Hydrogen Dynamo	0.0		+10%
71095	Upgraded Electron Loom	0.0	-6%	
71096	Upgraded Neutrino Injector	1.0		+14%
71097	Upgraded Shockwave Shield	0.0	-6%	
71098	Upgraded Propulsion Unit	0.5		+12%
71099	Stabilised Electron Loom	0.25		+11%
71100	Stabilised Fuel Pipes	0.25	-7%	
71101	Stabilised Thrust Controller	1.0	-10%	
71102	Stabilised Shockwave Shield	0.25	-7%	
71103	Rewired Impulse Nozzle	0.0		+10%
71104	Heated Thrust Controller	0.5	-8%	
71105	Heated Impulse Nozzle	0.0		+10%
71106	Rewired Electron Loom	1.0	-10%	
71107	Stabilised Thrust Controller	0.25	-7%	
71108	Upgraded Fuel Pipes	0.0	-6%	
71109	Heated Hydrogen Dynamo	0.75	-9%	
71110	Heated Electron Loom	0.0	-6%	
71111	Heated Fuel Pipes	0.25		+11%
71112	Upgraded Impulse Nozzle	0.0		+10%
71113	Stabilised Electron Loom	0.0		+10%
71114	Rewired Shockwave Shield	0.5		+12%
71115	Polished Neutrino Injector	0.5	-8%	
71116	Rewired Thrust Controller	0.25	-7%	
71117	Heated Shockwave Shield	0.5		+12%
71118	Stabilised Impulse Nozzle	0.0	-6%	
71119	Heated Neutrino Injector	0.5	-8%	
71120	Heated Fuel Pipes	0.0		+10%
71121	Rewired Shockwave Shield	0.0		+10%
71122	Heated Magnetic Fan	0.75	-9%	
71123	Stabilised Electron Loom	0.5	-8%	
71124	Polished Hydrogen Dynamo	0.75	-9%	
71125	Stabilised Plasma Exhaust	0.5	-8%	
71126	Heated Impulse Nozzle	0.25		+11%
71127	Heated Propulsion Unit	0.75		+13%
71128	Polished Thrust Controller	0.0	-6%	
71129	Heated Thrust Controller	0.0	-6%	
71130	Stabilised Shockwave Shield	0.5	-8%	
71131	Stabilised Magnetic Fan	0.0	-6%	
71132	Heated Shockwave Shield	0.5	-8%	
71133	Polished Shockwave Shield	0.5		+12%
71134	Stabilised Propulsion Unit	0.0		+10%
71135	Heated Shockwave Shield	0.0	-6%	
71136	Stabilised Shockwave Shield	0.5	-8%	
71137	Upgraded Impulse Nozzle	0.0	-6%	
71138	Heated Neutrino Injector	0.25	-7%	
71139	Stabilised Fuel Pipes	0.0		+10%
71140	Upgraded Shockwave Shield	1.0		+14%
71141	Upgraded Impulse Nozzle	0.25		+11%
71142	Heated Magnetic Fan	0.5	-8%	
71143	Upgraded Fuel Pipes	0.25	-7%	
71144	Stabilised Plasma Exhaust	1.0		+14%
71145	Polished Magnetic Fan	0.0		+10%
71146	Heated Thrust Controller	1.0	-10%	
71147	Stabilised Neutrino Injector	0.0		+10%
71148	Heated Hydrogen Dynamo	1.0		+14%
71149	Rewired Shockwave Shield	1.0	-10%	
71150	Polished Magnetic Fan	0.5		+12%
71151	Polished Plasma Exhaust	0.25		+11%
71152	Rewired Propulsion Unit	0.25		+11%
71153	Rewired Propulsion Unit	0.0	-6%	
71154	Stabilised Magnetic Fan	0.0	-6%	
71155	Heated Thrust Controller	1.0		+14%
71156	Stabilised Neutrino Injector	0.75	-9%	
71157	Stabilised Magnetic Fan	0.5		+12%
71158	Upgraded Impulse Nozzle	0.75		+13%
71159	Rewired Shockwave Shield	0.5		+12%
71160	Upgraded Neutrino Injector	0.0	-6%	
71161	Rewired Magnetic Fan	1.0	-10%	
71162	Rewired Propulsion Unit	0.0		+10%
71163	Upgraded Thrust Controller	0.75		+13%
71164	Heated Electron Loom	0.25	-7%	
71165	Rewired Magnetic Fan	1.0	-10%	
71166	Stabilised Hydrogen Dynamo	0.25		+11%
71167	Upgraded Impulse Nozzle	1.0	-10%	
71168	Heated Plasma Exhaust	0.0		+10%
71169	Upgraded Shockwave Shield	0.25		+11%
71170	Heated Fuel Pipes	0.25		+11%
71171	Stabilised Impulse Nozzle	0.0		+10%
71172	Rewired Magnetic Fan	0.25		+11%
71173	Polished Propulsion Unit	0.0	-6%	
71174	Upgraded Electron Loom	0.5	-8%	
71175	Stabilised Magnetic Fan	1.0		+14%
71176	Polished Hydrogen Dynamo	0.0	-6%	
71177	Stabilised Fuel Pipes	0.75	-9%	
71178	Stabilised Plasma Exhaust	0.25		+11%
71179	Stabilised Magnetic Fan	1.0	-10%	
71180	Upgraded Propulsion Unit	0.0	-6%	
71181	Rewired Electron Loom	0.5		+12%
71182	Stabilised Neutrino Injector	0.25	-7%	
71183	Heated Shockwave Shield	0.0		+10%
71184	Heated Plasma Exhaust	1.0		+14%
71185	Polished Hydrogen Dynamo	0.0	-6%	
71186	Rewired Magnetic Fan	0.75		+13%
71187	Rewired Shockwave Shield	0.0	-6%	
71188	Stabilised Propulsion Unit	0.0	-6%	
71189	Upgraded Hydrogen Dynamo	0.0		+10%
71190	Stabilised Propulsion Unit	0.5	-8%	
71191	Heated Neutrino Injector	0.25	-7%	
71192	Stabilised Propulsion Unit	0.75		+13%
71193	Stabilised Electron Loom	0.25		+11%
71194	Stabilised Fuel Pipes	1.0		+14%
71195	Rewired Thrust Controller	0.25	-7%	
71196	Polished Propulsion Unit	0.75		+13%
71197	Rewired Neutrino Injector	0.75		+13%
71198	Upgraded Neutrino Injector	0.5		+12%
71199	Upgraded Magnetic Fan	0.0		+10%
71200	Polished Magnetic Fan	0.0		+10%
71201	Polished Hydrogen Dynamo	0.75		+13%
71202	Rewired Magnetic Fan	0.0		+10%
71203	Heated Neutrino Injector	0.25	-7%	
71204	Upgraded Fuel Pipes	0.25	-7%	
71205	Upgraded Propulsion Unit	0.0	-6%	
71206	Stabilised Shockwave Shield	0.0	-6%	
71207	Polished Electron Loom	0.0	-6%	
71208	Stabilised Thrust Controller	0.5	-8%	
71209	Heated Propulsion Unit	0.0		+10%
71210	Heated Plasma Exhaust	0.5	-8%	
71211	Upgraded Magnetic Fan	0.0		+10%
71212	Stabilised Neutrino Injector	0.0	-6%	
71213	Polished Impulse Nozzle	0.0	-6%	
71214	Upgraded Magnetic Fan	0.5		+12%
71215	Heated Hydrogen Dynamo	0.25		+11%
71216	Upgraded Propulsion Unit	1.0		+14%
71217	Heated Neutrino Injector	0.25		+11%
71218	Stabilised Magnetic Fan	0.0		+10%
71219	Rewired Neutrino Injector	0.0		+10%
71220	Upgraded Plasma Exhaust	0.25	-7%	
71221	Upgraded Electron Loom	0.5		+12%
71222	Polished Fuel Pipes	0.0		+10%
71223	Upgraded Neutrino Injector	0.75		+13%
71224	Upgraded Electron Loom	1.0		+14%
71225	Upgraded Hydrogen Dynamo	0.0		+10%
71226	Stabilised Thrust Controller	0.0		+10%
71227	Polished Impulse Nozzle	1.0	-10%	
71228	Rewired Magnetic Fan	0.0		+10%
71229	Heated Fuel Pipes	0.25	-7%	
71230	Stabilised Hydrogen Dynamo	0.5	-8%	
71231	Stabilised Magnetic Fan	0.0	-6%	
71232	Stabilised Neutrino Injector	1.0	-10%	
71233	Rewired Plasma Exhaust	0.5		+12%
71234	Heated Shockwave Shield	0.75		+13%
71235	Stabilised Fuel Pipes	0.0		+10%
71236	Heated Plasma Exhaust	0.75	-9%	
71237	Upgraded Shockwave Shield	0.5		+12%
71238	Upgraded Shockwave Shield	0.5	-8%	
71239	Heated Propulsion Unit	0.5		+12%
71240	Upgraded Propulsion Unit	0.0	-6%	
71241	Polished Shockwave Shield	0.0	-6%	
71242	Stabilised Neutrino Injector	0.25	-7%	
71243	Heated Neutrino Injector	0.75		+13%
71244	Stabilised Thrust Controller	0.0		+10%
71245	Heated Hydrogen Dynamo	0.75	-9%	
71246	Stabilised Propulsion Unit	0.0		+10%
71247	Upgraded Neutrino Injector	0.25	-7%	
71248	Rewired Propulsion Unit	1.0	-10%	
71249	Polished Plasma Exhaust	0.25	-7%	
71250	Heated Thrust Controller	0.75	-9%	
71251	Stabilised Shockwave Shield	0.75	-9%	
71252	Upgraded Fuel Pipes	0.0	-6%	
71253	Rewired Propulsion Unit	0.25	-7%	
71254	Stabilised Neutrino Injector	0.0	-6%	
71255	Rewired Magnetic Fan	0.0		+10%
71256	Rewired Propulsion Unit	1.0		+14%
71257	Rewired Shockwave Shield	0.0	-6%	
71258	Rewired Shockwave Shield	0.0		+10%
71259	Rewired Hydrogen Dynamo	0.5		+12%
71260	Stabilised Impulse Nozzle	0.5	-8%	
71261	Stabilised Impulse Nozzle	0.75		+13%
71262	Stabilised Fuel Pipes	0.0		+10%
71263	Heated Shockwave Shield	0.0		+10%
71264	Polished Propulsion Unit	0.25	-7%	
71265	Rewired Propulsion Unit	0.75	-9%	
71266	Upgraded Magnetic Fan	0.0		+10%
71267	Stabilised Shockwave Shield	0.25	-7%	
71268	Heated Propulsion Unit	0.0		+10%
71269	Rewired Propulsion Unit	0.5	-8%	
71270	Stabilised Neutrino Injector	0.25		+11%
71271	Heated Neutrino Injector	0.0	-6%	
71272	Heated Propulsion Unit	0.5		+12%
71273	Polished Magnetic Fan	0.0	-6%	
71274	Upgraded Shockwave Shield	0.0		+10%
71275	Heated Plasma Exhaust	0.5	-8%	
71276	Heated Neutrino Injector	0.0		+10%
71277	Polished Magnetic Fan	0.25	-7%	
