sep=,
Seed,Name,Perfection,Vehicle_GunDamage,Vehicle_GunRate
95067,Efficient Lux Stabiliser,0.0,+1%,
95068,Efficient Power Array,0.5,+2%,
95069,Uncorroded Sonar Array,0.5,,+2%
95070,Uncorroded Ion Coils,0.5,+2%,
95071,Re-sealed Hyperthermal Pump,0.5,+2%,
95072,Reinforced Sonar Array,0.0,+1%,
95073,Re-sealed Power Array,0.5,,+2%
95074,Well-Made Purifier Unit,0.0,,+1%
95075,Reinforced Sonar Array,0.5,+2%,
95076,Reinforced Sonic Batteries,1.0,,+3%
95077,Uncorroded Hyperthermal Pump,0.5,,+2%
95078,Reinforced Ion Coils,0.0,,+1%
95079,Well-Made Sonic Batteries,0.5,,+2%
95080,Reinforced Hyperthermal Pump,0.5,,+2%
95081,Re-sealed Liquid Ignitors,1.0,+3%,
95082,Reinforced Purifier Unit,0.5,,+2%
95083,Well-Made Sonic Batteries,0.5,,+2%
95084,Reinforced Pressure Nozzle,1.0,,+3%
95085,Uncorroded Sonic Batteries,0.5,+2%,
95086,Reinforced Ion Coils,1.0,,+3%
95087,Efficient Sonic Batteries,0.0,+1%,
95088,Re-sealed Sonic Batteries,0.0,+1%,
95089,Re-sealed Lux Stabiliser,0.0,+1%,
95090,Efficient Power Array,0.5,+2%,
95091,Reinforced Lux Stabiliser,0.0,+1%,
95092,Efficient Lux Stabiliser,1.0,+3%,
95093,Re-sealed Lux Stabiliser,0.5,+2%,
95094,Reinforced Power Array,0.0,+1%,
95095,Well-Made Lux Stabiliser,0.5,+2%,
95096,Well-Made Ion Coils,0.5,,+2%
95097,Well-Made Liquid Ignitors,0.0,+1%,
95098,Reinforced Liquid Ignitors,0.0,+1%,
95099,Re-sealed Purifier Unit,0.0,+1%,
95100,Reinforced Liquid Ignitors,0.0,+1%,
95101,Efficient Pressure Nozzle,1.0,,+3%
95102,Reinforced Power Array,0.5,,+2%
95103,Well-Made Ion Coils,0.5,+2%,
95104,Well-Made Lux Stabiliser,0.0,+1%,
95105,Uncorroded Sonic Batteries,0.0,+1%,
95106,Well-Made Liquid Ignitors,0.5,,+2%
95107,Uncorroded Pressure Nozzle,0.0,+1%,
95108,Efficient Purifier Unit,0.5,+2%,
95109,Re-sealed Purifier Unit,0.5,,+2%
95110,Re-sealed Liquid Ignitors,1.0,,+3%
95111,Reinforced Power Array,0.0,+1%,
95112,Reinforced Lux Stabiliser,1.0,,+3%
95113,Re-sealed Saline Beam,0.5,,+2%
95114,Reinforced Saline Beam,0.5,,+2%
95115,Efficient Lux Stabiliser,1.0,,+3%
95116,Well-Made Sonar Array,0.5,,+2%
95117,Efficient Purifier Unit,0.0,+1%,
95118,Uncorroded Lux Stabiliser,1.0,,+3%
95119,Efficient Hyperthermal Pump,0.0,+1%,
95120,Uncorroded Pressure Nozzle,0.5,+2%,
95121,Re-sealed Power Array,0.5,,+2%
95122,Uncorroded Ion Coils,0.0,+1%,
95123,Efficient Lux Stabiliser,0.5,,+2%
95124,Reinforced Purifier Unit,0.0,+1%,
95125,Well-Made Lux Stabiliser,1.0,,+3%
95126,Re-sealed Pressure Nozzle,0.5,+2%,
95127,Well-Made Sonic Batteries,0.5,,+2%
95128,Uncorroded Ion Coils,0.5,,+2%
95129,Reinforced Power Array,0.0,+1%,
95130,Reinforced Liquid Ignitors,0.0,+1%,
95131,Efficient Ion Coils,0.5,+2%,
95132,Well-Made Pressure Nozzle,0.5,,+2%
95133,Re-sealed Ion Coils,0.0,+1%,
95134,Efficient Liquid Ignitors,0.5,+2%,
95135,Uncorroded Saline Beam,0.5,+2%,
95136,Uncorroded Sonar Array,0.0,+1%,
95137,Efficient Hyperthermal Pump,0.5,,+2%
95138,Reinforced Sonic Batteries,0.5,,+2%
95139,Reinforced Sonar Array,1.0,,+3%
95140,Uncorroded Saline Beam,0.5,+2%,
95141,Re-sealed Sonar Array,0.5,,+2%
95142,Re-sealed Sonar Array,0.5,,+2%
95143,Uncorroded Pressure Nozzle,0.0,,+1%
95144,Efficient Purifier Unit,0.5,+2%,
95145,Reinforced Purifier Unit,0.5,,+2%
95146,Re-sealed Pressure Nozzle,0.5,,+2%
95147,Reinforced Purifier Unit,0.0,+1%,
95148,Efficient Purifier Unit,1.0,,+3%
95149,Well-Made Ion Coils,0.5,,+2%
95150,Uncorroded Sonar Array,0.0,+1%,
95151,Re-sealed Saline Beam,0.5,+2%,
95152,Efficient Ion Coils,0.0,+1%,
95153,Re-sealed Liquid Ignitors,0.5,,+2%
95154,Efficient Hyperthermal Pump,0.5,+2%,
95155,Uncorroded Power Array,0.5,,+2%
95156,Well-Made Pressure Nozzle,0.0,+1%,
95157,Re-sealed Hyperthermal Pump,0.5,,+2%
95158,Uncorroded Power Array,0.5,+2%,
95159,Re-sealed Pressure Nozzle,1.0,+3%,
95160,Efficient Sonic Batteries,0.0,+1%,
95161,Uncorroded Saline Beam,0.5,,+2%
95162,Re-sealed Power Array,1.0,,+3%
95163,Uncorroded Ion Coils,0.0,+1%,
95164,Reinforced Hyperthermal Pump,1.0,,+3%
95165,Well-Made Sonic Batteries,0.5,,+2%
95166,Well-Made Liquid Ignitors,0.5,,+2%
95167,Well-Made Saline Beam,0.0,+1%,
95168,Reinforced Lux Stabiliser,0.0,+1%,
95169,Uncorroded Power Array,0.0,+1%,
95170,Well-Made Sonar Array,0.0,+1%,
95171,Uncorroded Saline Beam,0.0,+1%,
95172,Uncorroded Hyperthermal Pump,1.0,,+3%
95173,Uncorroded Sonar Array,0.5,,+2%
95174,Well-Made Hyperthermal Pump,0.5,,+2%
95175,Well-Made Sonic Batteries,0.5,,+2%
95176,Efficient Lux Stabiliser,0.5,+2%,
95177,Efficient Sonic Batteries,0.5,,+2%
95178,Re-sealed Liquid Ignitors,1.0,,+3%
95179,Re-sealed Purifier Unit,0.5,+2%,
95180,Efficient Lux Stabiliser,0.0,+1%,
95181,Well-Made Power Array,0.0,+1%,
95182,Reinforced Lux Stabiliser,0.0,+1%,
95183,Re-sealed Lux Stabiliser,0.5,,+2%
95184,Uncorroded Saline Beam,1.0,,+3%
95185,Well-Made Hyperthermal Pump,0.0,,+1%
95186,Reinforced Liquid Ignitors,0.5,,+2%
95187,Re-sealed Saline Beam,0.5,,+2%
95188,Reinforced Purifier Unit,0.5,,+2%
95189,Well-Made Saline Beam,0.5,,+2%
95190,Reinforced Ion Coils,0.0,+1%,
95191,Re-sealed Sonar Array,1.0,,+3%
95192,Re-sealed Pressure Nozzle,0.5,,+2%
95193,Reinforced Power Array,0.5,,+2%
95194,Reinforced Pressure Nozzle,0.0,,+1%
95195,Well-Made Purifier Unit,0.5,,+2%
95196,Well-Made Sonic Batteries,0.5,,+2%
95197,Uncorroded Pressure Nozzle,0.5,,+2%
95198,Uncorroded Sonar Array,0.5,,+2%
95199,Efficient Lux Stabiliser,0.0,+1%,
95200,Reinforced Purifier Unit,0.5,,+2%
95201,Re-sealed Power Array,0.5,,+2%
95202,Reinforced Saline Beam,0.0,+1%,
95203,Uncorroded Sonic Batteries,0.0,+1%,
95204,Re-sealed Hyperthermal Pump,0.0,+1%,
95205,Uncorroded Saline Beam,0.0,+1%,
95206,Re-sealed Lux Stabiliser,0.0,+1%,
95207,Re-sealed Sonar Array,1.0,+3%,
95208,Well-Made Sonic Batteries,1.0,+3%,
95209,Uncorroded Saline Beam,0.5,,+2%
95210,Reinforced Sonar Array,0.5,,+2%
95211,Well-Made Ion Coils,0.5,,+2%
95212,Efficient Saline Beam,0.5,+2%,
95213,Uncorroded Saline Beam,0.5,,+2%
95214,Uncorroded Liquid Ignitors,0.5,,+2%
95215,Well-Made Ion Coils,1.0,+3%,
95216,Well-Made Liquid Ignitors,0.5,,+2%
95217,Reinforced Pressure Nozzle,0.5,+2%,
95218,Well-Made Power Array,0.5,+2%,
95219,Uncorroded Ion Coils,0.0,,+1%
95220,Well-Made Sonic Batteries,0.5,,+2%
95221,Re-sealed Sonic Batteries,0.5,,+2%
95222,Reinforced Liquid Ignitors,0.5,,+2%
95223,Reinforced Power Array,0.5,,+2%
95224,Uncorroded Pressure Nozzle,0.5,,+2%
95225,Reinforced Saline Beam,0.5,+2%,
95226,Re-sealed Saline Beam,0.5,,+2%
95227,Well-Made Liquid Ignitors,0.0,+1%,
95228,Uncorroded Liquid Ignitors,0.5,+2%,
95229,Uncorroded Pressure Nozzle,0.0,+1%,
95230,Efficient Lux Stabiliser,0.0,+1%,
95231,Well-Made Ion Coils,0.0,+1%,
95232,Reinforced Sonic Batteries,0.5,,+2%
95233,Efficient Hyperthermal Pump,1.0,,+3%
95234,Uncorroded Hyperthermal Pump,0.5,,+2%
95235,Uncorroded Hyperthermal Pump,0.0,+1%,
95236,Well-Made Power Array,0.0,+1%,
95237,Re-sealed Purifier Unit,0.0,+1%,
95238,Well-Made Hyperthermal Pump,0.5,,+2%
95239,Uncorroded Saline Beam,0.5,,+2%
95240,Uncorroded Power Array,0.5,+2%,
95241,Reinforced Liquid Ignitors,0.0,,+1%
95242,Uncorroded Sonic Batteries,0.5,,+2%
95243,Efficient Saline Beam,0.5,,+2%
95244,Uncorroded Purifier Unit,0.5,,+2%
95245,Uncorroded Ion Coils,0.0,+1%,
95246,Uncorroded Lux Stabiliser,1.0,,+3%
95247,Re-sealed Ion Coils,0.5,,+2%
95248,Reinforced Lux Stabiliser,0.0,+1%,
95249,Efficient Ion Coils,0.0,+1%,
95250,Efficient Ion Coils,0.0,+1%,
95251,Reinforced Sonar Array,0.5,+2%,
95252,Uncorroded Liquid Ignitors,0.5,,+2%
95253,Uncorroded Power Array,0.0,+1%,
95254,Well-Made Pressure Nozzle,0.0,+1%,
95255,Well-Made Pressure Nozzle,0.5,,+2%
95256,Reinforced Purifier Unit,1.0,+3%,
95257,Well-Made Hyperthermal Pump,1.0,,+3%
95258,Re-sealed Sonic Batteries,0.5,,+2%
95259,Re-sealed Hyperthermal Pump,0.5,,+2%
95260,Efficient Hyperthermal Pump,0.0,+1%,
95261,Re-sealed Saline Beam,0.5,,+2%
95262,Efficient Pressure Nozzle,0.5,,+2%
95263,Uncorroded Sonic Batteries,0.0,+1%,
95264,Uncorroded Purifier Unit,1.0,,+3%
95265,Re-sealed Ion Coils,1.0,,+3%
95266,Reinforced Lux Stabiliser,0.0,+1%,
95267,Reinforced Purifier Unit,0.5,,+2%
95268,Uncorroded Sonar Array,0.0,+1%,
95269,Well-Made Power Array,0.5,,+2%
95270,Re-sealed Liquid Ignitors,0.5,,+2%
95271,Re-sealed Lux Stabiliser,0.5,,+2%
95272,Well-Made Sonar Array,0.5,,+2%
95273,Efficient Lux Stabiliser,0.0,+1%,
95274,Efficient Sonic Batteries,0.5,,+2%
95275,Reinforced Liquid Ignitors,0.5,,+2%
95276,Efficient Lux Stabiliser,0.5,,+2%
95277,Uncorroded Ion Coils,0.5,,+2%
95278,Reinforced Lux Stabiliser,0.5,,+2%
95279,Re-sealed Lux Stabiliser,0.0,+1%,
95280,Well-Made Purifier Unit,0.5,,+2%
95281,Well-Made Liquid Ignitors,0.5,,+2%
95282,Re-sealed Purifier Unit,0.0,+1%,
95283,Uncorroded Ion Coils,0.0,+1%,
95284,Re-sealed Power Array,1.0,,+3%
95285,Efficient Hyperthermal Pump,0.5,,+2%
95286,Uncorroded Lux Stabiliser,0.0,,+1%
95287,Well-Made Sonar Array,0.5,,+2%
95288,Uncorroded Liquid Ignitors,1.0,+3%,
95289,Efficient Purifier Unit,0.5,,+2%
95290,Re-sealed Liquid Ignitors,0.5,,+2%
95291,Well-Made Power Array,0.0,+1%,
95292,Re-sealed Saline Beam,1.0,+3%,
95293,Reinforced Ion Coils,1.0,,+3%
95294,Re-sealed Ion Coils,0.5,+2%,
95295,Efficient Purifier Unit,1.0,,+3%
95296,Re-sealed Lux Stabiliser,0.5,+2%,
95297,Reinforced Purifier Unit,0.5,,+2%
95298,Well-Made Saline Beam,0.5,,+2%
95299,Reinforced Lux Stabiliser,0.5,,+2%
95300,Reinforced Sonic Batteries,0.5,,+2%
95301,Well-Made Liquid Ignitors,0.0,+1%,
95302,Well-Made Liquid Ignitors,0.0,+1%,
95303,Reinforced Hyperthermal Pump,0.5,,+2%
95304,Efficient Sonic Batteries,0.0,+1%,
95305,Reinforced Sonar Array,0.0,+1%,
95306,Uncorroded Power Array,1.0,,+3%
95307,Re-sealed Power Array,0.5,+2%,
95308,Efficient Purifier Unit,0.5,+2%,
95309,Reinforced Lux Stabiliser,0.5,+2%,
95310,Well-Made Purifier Unit,0.5,+2%,
95311,Re-sealed Hyperthermal Pump,0.0,+1%,
95312,Reinforced Sonar Array,0.5,,+2%
95313,Well-Made Pressure Nozzle,0.5,+2%,
95314,Re-sealed Pressure Nozzle,0.5,+2%,
95315,Efficient Hyperthermal Pump,0.0,+1%,
95316,Efficient Sonar Array,0.5,,+2%
95317,Well-Made Ion Coils,0.5,+2%,
95318,Uncorroded Saline Beam,0.0,+1%,
95319,Uncorroded Ion Coils,0.0,+1%,
95320,Well-Made Saline Beam,0.5,+2%,
95321,Reinforced Power Array,0.5,+2%,
95322,Reinforced Liquid Ignitors,1.0,,+3%
95323,Reinforced Pressure Nozzle,0.0,+1%,
95324,Efficient Sonar Array,0.5,,+2%
95325,Re-sealed Saline Beam,0.5,+2%,
95326,Re-sealed Purifier Unit,1.0,,+3%
95327,Reinforced Purifier Unit,0.5,,+2%
95328,Well-Made Power Array,0.5,,+2%
95329,Reinforced Ion Coils,0.5,,+2%
95330,Re-sealed Hyperthermal Pump,0.5,+2%,
95331,Reinforced Liquid Ignitors,0.5,,+2%
95332,Well-Made Sonic Batteries,0.5,,+2%
95333,Uncorroded Saline Beam,0.5,,+2%
95334,Re-sealed Purifier Unit,1.0,,+3%
95335,Uncorroded Pressure Nozzle,0.5,+2%,
95336,Efficient Sonar Array,0.0,+1%,
95337,Well-Made Purifier Unit,0.0,+1%,
95338,Efficient Saline Beam,0.5,+2%,
95339,Efficient Pressure Nozzle,0.5,,+2%
95340,Well-Made Purifier Unit,0.5,+2%,
95341,Reinforced Lux Stabiliser,0.5,,+2%
95342,Uncorroded Lux Stabiliser,0.5,,+2%
95343,Uncorroded Sonic Batteries,1.0,,+3%
95344,Re-sealed Power Array,0.5,,+2%
95345,Efficient Lux Stabiliser,0.5,+2%,
95346,Uncorroded Ion Coils,0.0,+1%,
95347,Efficient Lux Stabiliser,0.0,+1%,
95348,Uncorroded Ion Coils,0.0,+1%,
95349,Uncorroded Sonar Array,0.5,,+2%
95350,Re-sealed Ion Coils,0.5,,+2%
95351,Uncorroded Purifier Unit,0.0,,+1%
95352,Well-Made Purifier Unit,1.0,,+3%
95353,Reinforced Ion Coils,0.5,+2%,
95354,Reinforced Sonic Batteries,0.5,,+2%
95355,Uncorroded Sonar Array,1.0,,+3%
95356,Uncorroded Hyperthermal Pump,0.5,+2%,
95357,Reinforced Sonic Batteries,0.5,+2%,
95358,Uncorroded Lux Stabiliser,0.5,+2%,
95359,Uncorroded Saline Beam,1.0,,+3%
95360,Well-Made Hyperthermal Pump,0.5,,+2%
95361,Uncorroded Sonic Batteries,0.5,,+2%
95362,Uncorroded Liquid Ignitors,0.5,+2%,
95363,Well-Made Liquid Ignitors,0.5,+2%,
95364,Uncorroded Lux Stabiliser,0.0,+1%,
95365,Well-Made Saline Beam,0.5,,+2%
95366,Reinforced Hyperthermal Pump,0.0,+1%,
95367,Uncorroded Hyperthermal Pump,0.0,+1%,
95368,Well-Made Lux Stabiliser,0.5,+2%,
95369,Well-Made Saline Beam,0.5,,+2%
95370,Re-sealed Hyperthermal Pump,0.5,+2%,
95371,Uncorroded Power Array,0.0,+1%,
95372,Re-sealed Pressure Nozzle,0.5,+2%,
95373,Uncorroded Lux Stabiliser,0.5,,+2%
95374,Efficient Lux Stabiliser,0.5,,+2%
95375,Re-sealed Hyperthermal Pump,0.5,,+2%
95376,Efficient Sonic Batteries,0.5,+2%,
95377,Reinforced Lux Stabiliser,0.0,+1%,
95378,Efficient Sonic Batteries,0.5,+2%,
95379,Uncorroded Sonic Batteries,0.5,,+2%
95380,Well-Made Pressure Nozzle,0.5,+2%,
95381,Efficient Pressure Nozzle,1.0,,+3%
95382,Well-Made Hyperthermal Pump,0.5,+2%,
95383,Efficient Purifier Unit,1.0,,+3%
95384,Well-Made Saline Beam,0.0,+1%,
95385,Uncorroded Purifier Unit,0.5,,+2%
95386,Reinforced Sonar Array,0.5,,+2%
95387,Efficient Liquid Ignitors,0.0,+1%,
95388,Well-Made Hyperthermal Pump,0.5,,+2%
95389,Uncorroded Power Array,0.0,+1%,
95390,Uncorroded Ion Coils,0.5,+2%,
95391,Efficient Pressure Nozzle,0.5,+2%,
95392,Reinforced Liquid Ignitors,0.5,+2%,
95393,Efficient Power Array,0.0,+1%,
95394,Reinforced Liquid Ignitors,1.0,,+3%
95395,Reinforced Pressure Nozzle,0.5,,+2%
95396,Reinforced Sonic Batteries,0.5,,+2%
95397,Uncorroded Power Array,0.5,+2%,
95398,Re-sealed Ion Coils,0.5,,+2%
95399,Reinforced Sonic Batteries,0.5,+2%,
95400,Reinforced Pressure Nozzle,0.0,+1%,
95401,Reinforced Liquid Ignitors,0.0,+1%,
95402,Re-sealed Pressure Nozzle,0.0,+1%,
95403,Uncorroded Sonar Array,0.0,+1%,
95404,Uncorroded Hyperthermal Pump,0.0,+1%,
95405,Re-sealed Pressure Nozzle,1.0,,+3%
95406,Well-Made Saline Beam,0.5,,+2%
95407,Re-sealed Ion Coils,0.5,+2%,
95408,Efficient Ion Coils,0.5,+2%,
95409,Well-Made Ion Coils,0.5,,+2%
95410,Re-sealed Sonic Batteries,0.5,,+2%
95411,Reinforced Saline Beam,0.5,+2%,
95412,Re-sealed Sonic Batteries,0.5,,+2%
95413,Efficient Pressure Nozzle,1.0,,+3%
95414,Re-sealed Pressure Nozzle,0.0,,+1%
95415,Reinforced Liquid Ignitors,0.5,+2%,
95416,Efficient Saline Beam,0.0,+1%,
95417,Well-Made Ion Coils,0.0,+1%,
95418,Re-sealed Pressure Nozzle,0.0,+1%,
95419,Well-Made Power Array,0.0,+1%,
95420,Reinforced Lux Stabiliser,0.5,+2%,
95421,Efficient Hyperthermal Pump,1.0,,+3%
95422,Re-sealed Pressure Nozzle,0.0,+1%,
95423,Well-Made Power Array,0.0,+1%,
95424,Efficient Purifier Unit,0.5,,+2%
95425,Re-sealed Saline Beam,0.0,+1%,
95426,Efficient Liquid Ignitors,0.5,,+2%
95427,Re-sealed Sonic Batteries,1.0,,+3%
95428,Efficient Purifier Unit,0.5,,+2%
95429,Re-sealed Ion Coils,0.0,+1%,
95430,Reinforced Sonar Array,0.0,+1%,
95431,Well-Made Power Array,0.5,+2%,
95432,Uncorroded Liquid Ignitors,0.5,,+2%
95433,Reinforced Purifier Unit,0.5,,+2%
95434,Re-sealed Pressure Nozzle,0.0,+1%,
95435,Re-sealed Sonic Batteries,0.5,+2%,
95436,Reinforced Pressure Nozzle,0.0,+1%,
95437,Re-sealed Saline Beam,0.0,+1%,
95438,Re-sealed Hyperthermal Pump,0.5,+2%,
95439,Re-sealed Liquid Ignitors,0.5,,+2%
95440,Well-Made Sonic Batteries,0.0,,+1%
95441,Efficient Lux Stabiliser,0.5,+2%,
95442,Well-Made Hyperthermal Pump,0.5,,+2%
95443,Re-sealed Hyperthermal Pump,0.5,+2%,
95444,Re-sealed Liquid Ignitors,0.5,,+2%
95445,Well-Made Ion Coils,0.5,,+2%
95446,Efficient Power Array,0.5,,+2%
95447,Re-sealed Sonic Batteries,0.5,,+2%
95448,Uncorroded Lux Stabiliser,0.5,,+2%
95449,Uncorroded Purifier Unit,0.0,+1%,
95450,Well-Made Saline Beam,0.5,,+2%
95451,Well-Made Sonic Batteries,0.5,,+2%
95452,Uncorroded Sonar Array,0.5,,+2%
95453,Re-sealed Sonar Array,0.0,+1%,
95454,Reinforced Liquid Ignitors,0.5,+2%,
95455,Well-Made Power Array,0.5,+2%,
95456,Efficient Sonar Array,0.5,,+2%
95457,Re-sealed Hyperthermal Pump,0.0,+1%,
95458,Re-sealed Power Array,0.5,,+2%
95459,Reinforced Power Array,0.5,,+2%
95460,Efficient Sonic Batteries,1.0,,+3%
95461,Re-sealed Lux Stabiliser,0.5,,+2%
95462,Reinforced Hyperthermal Pump,0.5,,+2%
95463,Re-sealed Sonic Batteries,0.0,+1%,
95464,Efficient Purifier Unit,0.5,,+2%
95465,Uncorroded Liquid Ignitors,0.5,,+2%
95466,Efficient Hyperthermal Pump,0.0,+1%,
95467,Reinforced Sonar Array,0.5,,+2%
95468,Well-Made Pressure Nozzle,1.0,,+3%
95469,Reinforced Liquid Ignitors,0.0,+1%,
95470,Reinforced Purifier Unit,0.0,+1%,
95471,Re-sealed Lux Stabiliser,0.0,+1%,
95472,Reinforced Pressure Nozzle,0.5,,+2%
95473,Reinforced Hyperthermal Pump,1.0,,+3%
95474,Well-Made Hyperthermal Pump,1.0,,+3%
95475,Re-sealed Liquid Ignitors,0.5,,+2%
95476,Uncorroded Sonic Batteries,0.5,,+2%
95477,Uncorroded Sonic Batteries,1.0,,+3%
95478,Efficient Ion Coils,0.5,+2%,
95479,Uncorroded Purifier Unit,0.5,,+2%
95480,Well-Made Purifier Unit,0.5,,+2%
95481,Well-Made Sonar Array,0.5,,+2%
95482,Well-Made Sonic Batteries,0.0,+1%,
95483,Well-Made Purifier Unit,0.5,,+2%
95484,Efficient Sonar Array,0.5,+2%,
95485,Reinforced Pressure Nozzle,0.5,+2%,
95486,Reinforced Sonic Batteries,0.5,+2%,
95487,Well-Made Power Array,0.5,,+2%
95488,Uncorroded Hyperthermal Pump,0.0,+1%,
95489,Uncorroded Ion Coils,0.0,+1%,
95490,Re-sealed Purifier Unit,0.5,+2%,
95491,Uncorroded Ion Coils,0.5,,+2%
95492,Uncorroded Sonar Array,0.5,+2%,
95493,Uncorroded Power Array,0.5,,+2%
95494,Efficient Sonar Array,0.0,+1%,
95495,Efficient Sonic Batteries,1.0,,+3%
95496,Well-Made Liquid Ignitors,0.5,,+2%
95497,Uncorroded Saline Beam,0.5,+2%,
95498,Re-sealed Sonic Batteries,0.0,+1%,
95499,Efficient Lux Stabiliser,0.5,+2%,
95500,Uncorroded Liquid Ignitors,0.0,,+1%
95501,Reinforced Saline Beam,0.0,+1%,
95502,Uncorroded Liquid Ignitors,0.0,+1%,
95503,Well-Made Power Array,0.5,,+2%
95504,Efficient Sonar Array,0.5,,+2%
95505,Re-sealed Lux Stabiliser,1.0,,+3%
95506,Well-Made Power Array,0.0,+1%,
95507,Uncorroded Saline Beam,0.5,+2%,
95508,Well-Made Hyperthermal Pump,0.0,+1%,
95509,Uncorroded Purifier Unit,0.0,+1%,
95510,Reinforced Hyperthermal Pump,0.5,,+2%
95511,Uncorroded Sonic Batteries,0.5,,+2%
95512,Well-Made Sonic Batteries,0.5,+2%,
95513,Well-Made Ion Coils,0.5,+2%,
95514,Reinforced Hyperthermal Pump,0.5,,+2%
95515,Efficient Liquid Ignitors,0.0,+1%,
95516,Uncorroded Lux Stabiliser,0.5,,+2%
95517,Reinforced Power Array,0.5,,+2%
95518,Reinforced Purifier Unit,0.5,,+2%
95519,Uncorroded Purifier Unit,0.5,+2%,
95520,Re-sealed Purifier Unit,1.0,,+3%
95521,Well-Made Purifier Unit,0.5,,+2%
95522,Uncorroded Hyperthermal Pump,0.5,,+2%
95523,Uncorroded Ion Coils,0.5,,+2%
95524,Reinforced Saline Beam,0.0,+1%,
95525,Reinforced Hyperthermal Pump,0.0,+1%,
95526,Re-sealed Pressure Nozzle,0.5,,+2%
95527,Reinforced Liquid Ignitors,0.0,+1%,
95528,Efficient Power Array,0.5,,+2%
95529,Re-sealed Hyperthermal Pump,0.5,,+2%
95530,Reinforced Power Array,0.0,+1%,
95531,Efficient Hyperthermal Pump,1.0,,+3%
95532,Re-sealed Liquid Ignitors,0.0,+1%,
95533,Reinforced Hyperthermal Pump,0.0,+1%,
95534,Re-sealed Lux Stabiliser,0.5,,+2%
95535,Well-Made Sonic Batteries,1.0,,+3%
95536,Re-sealed Pressure Nozzle,0.5,,+2%
95537,Efficient Power Array,0.0,+1%,
95538,Re-sealed Lux Stabiliser,1.0,,+3%
95539,Well-Made Hyperthermal Pump,0.5,,+2%
95540,Re-sealed Sonic Batteries,0.0,+1%,
95541,Uncorroded Saline Beam,0.5,,+2%
95542,Uncorroded Hyperthermal Pump,0.5,,+2%
95543,Efficient Saline Beam,1.0,+3%,
95544,Uncorroded Power Array,1.0,,+3%
95545,Uncorroded Sonar Array,0.0,+1%,
95546,Uncorroded Hyperthermal Pump,0.5,,+2%
95547,Efficient Ion Coils,0.0,+1%,
95548,Well-Made Lux Stabiliser,0.5,,+2%
95549,Uncorroded Ion Coils,0.5,,+2%
95550,Reinforced Sonic Batteries,0.5,,+2%
95551,Uncorroded Saline Beam,1.0,+3%,
95552,Uncorroded Ion Coils,0.0,+1%,
95553,Uncorroded Liquid Ignitors,1.0,+3%,
95554,Well-Made Ion Coils,0.0,+1%,
95555,Efficient Sonic Batteries,0.5,+2%,
95556,Reinforced Liquid Ignitors,1.0,,+3%
95557,Reinforced Ion Coils,1.0,,+3%
95558,Re-sealed Pressure Nozzle,0.5,+2%,
95559,Efficient Lux Stabiliser,0.0,+1%,
95560,Re-sealed Saline Beam,0.5,,+2%
95561,Efficient Lux Stabiliser,0.0,+1%,
95562,Reinforced Hyperthermal Pump,0.0,+1%,
95563,Uncorroded Hyperthermal Pump,0.0,+1%,
95564,Well-Made Sonar Array,0.5,,+2%
95565,Efficient Lux Stabiliser,0.5,,+2%
95566,Efficient Power Array,0.5,,+2%
95567,Efficient Lux Stabiliser,0.5,,+2%
95568,Well-Made Saline Beam,1.0,,+3%
95569,Well-Made Lux Stabiliser,0.5,,+2%
95570,Efficient Sonar Array,0.5,+2%,
95571,Well-Made Liquid Ignitors,1.0,+3%,
95572,Uncorroded Hyperthermal Pump,0.5,,+2%
95573,Uncorroded Sonic Batteries,1.0,+3%,
95574,Uncorroded Sonar Array,0.0,+1%,
95575,Uncorroded Sonic Batteries,1.0,,+3%
95576,Uncorroded Sonic Batteries,0.5,,+2%
95577,Re-sealed Ion Coils,0.5,+2%,
95578,Re-sealed Power Array,0.0,+1%,
95579,Reinforced Power Array,0.5,+2%,
95580,Efficient Liquid Ignitors,0.0,+1%,
95581,Efficient Power Array,0.5,+2%,
95582,Efficient Lux Stabiliser,0.5,,+2%
95583,Efficient Power Array,0.5,+2%,
95584,Re-sealed Pressure Nozzle,0.5,+2%,
95585,Reinforced Sonic Batteries,1.0,,+3%
95586,Re-sealed Ion Coils,0.0,+1%,
95587,Reinforced Sonic Batteries,0.5,+2%,
95588,Reinforced Saline Beam,0.5,,+2%
95589,Uncorroded Purifier Unit,0.5,,+2%
95590,Re-sealed Sonic Batteries,0.5,+2%,
95591,Uncorroded Sonar Array,0.5,,+2%
95592,Uncorroded Power Array,0.0,+1%,
95593,Uncorroded Hyperthermal Pump,0.0,+1%,
95594,Well-Made Lux Stabiliser,0.5,,+2%
95595,Well-Made Power Array,0.5,,+2%
95596,Efficient Saline Beam,0.5,,+2%
95597,Re-sealed Hyperthermal Pump,0.5,,+2%
95598,Re-sealed Pressure Nozzle,0.5,,+2%
95599,Well-Made Pressure Nozzle,1.0,,+3%
95600,Uncorroded Liquid Ignitors,0.5,+2%,
95601,Efficient Hyperthermal Pump,0.0,+1%,
95602,Reinforced Saline Beam,0.5,,+2%
95603,Uncorroded Ion Coils,0.5,+2%,
95604,Efficient Hyperthermal Pump,0.5,,+2%
95605,Uncorroded Lux Stabiliser,0.0,+1%,
95606,Uncorroded Hyperthermal Pump,0.5,+2%,
95607,Reinforced Saline Beam,0.5,,+2%
95608,Uncorroded Saline Beam,0.5,,+2%
