sep=,
Seed,Name,Perfection,Vehicle_GunDamage,Vehicle_GunHeatTime,Vehicle_GunRate
79518,Copper Plating,0.0,+1%,,
79519,Copper Magnets,0.25,,+3%,
79520,Copper Stabiliser,0.25,+2%,,
79521,Reinforced Injectors,0.25,,,+2%
79522,Backup Mass Chamber,0.0,+1%,,
79523,Additional Plating,0.25,+2%,,
79524,Additional Accelerator,0.0,+1%,,
79525,Additional Recycler,0.25,,,+2%
79526,Reinforced Stabiliser,0.25,+1%,,+2%
79527,Well-Made Stabiliser,0.125,,+2%,
79528,Additional Injectors,0.25,+1%,,+2%
79529,Copper Recycler,0.0,+1%,,
79530,Reinforced Mass Chamber,0.0,+1%,,
79531,Backup Capacitors,0.375,,+4%,
79532,Additional Recycler,0.5,,+5%,
79533,Copper Injectors,0.25,+2%,,
79534,Additional Plating,0.344,,+2%,+2%
79535,Additional Capacitors,0.344,,+2%,+2%
79536,Additional Core,0.25,,+3%,
79537,Well-Made Recycler,0.5,,+5%,
79538,Well-Made Generator Unit,0.25,,,+2%
79539,Additional Injectors,0.0,+1%,,
79540,Backup Accelerator,0.25,,,+2%
79541,Additional Recycler,0.125,,+2%,
79542,Well-Made Magnets,0.0,+1%,,
79543,Reinforced Accelerator,0.25,,,+2%
79544,Copper Plating,0.25,,+3%,
79545,Well-Made Core,0.0,+1%,,
79546,Backup Capacitors,0.25,,,+2%
79547,Reinforced Generator Unit,0.156,+1%,+2%,
79548,Reinforced Magnets,0.0,+1%,,
79549,Backup Recycler,0.25,,,+2%
79550,Well-Made Capacitors,0.0,+1%,,
79551,Backup Stabiliser,0.25,,,+2%
79552,Additional Core,0.25,,,+2%
79553,Well-Made Accelerator,0.125,,+2%,
79554,Additional Capacitors,0.25,+2%,,
79555,Backup Plating,0.156,+1%,+2%,
79556,Copper Capacitors,0.25,,,+2%
79557,Additional Mass Chamber,0.5,+2%,,+2%
79558,Copper Stabiliser,0.75,+2%,,+3%
79559,Backup Capacitors,0.125,,+2%,
79560,Reinforced Injectors,0.0,+1%,,
79561,Copper Recycler,0.25,,,+2%
79562,Reinforced Recycler,0.25,,,+2%
79563,Backup Mass Chamber,0.375,,+4%,
79564,Additional Mass Chamber,0.5,,,+3%
79565,Well-Made Plating,0.344,,+2%,+2%
79566,Backup Generator Unit,0.25,,,+2%
79567,Backup Plating,0.125,,+2%,
79568,Well-Made Accelerator,0.25,+2%,,
79569,Additional Plating,0.25,+2%,,
79570,Well-Made Plating,0.656,,+4%,+2%
79571,Copper Core,0.5,,+5%,
79572,Copper Mass Chamber,0.25,,,+2%
79573,Backup Generator Unit,0.25,+1%,,+2%
79574,Additional Injectors,0.0,+1%,,
79575,Additional Recycler,0.25,+1%,,+2%
79576,Well-Made Magnets,0.5,+3%,,
79577,Reinforced Accelerator,0.25,+2%,,
79578,Well-Made Generator Unit,0.25,,+3%,
79579,Reinforced Capacitors,0.5,,+5%,
79580,Well-Made Recycler,0.25,+1%,,+2%
79581,Backup Accelerator,0.844,,+4%,+3%
79582,Copper Generator Unit,0.25,+2%,,
79583,Copper Generator Unit,0.5,,+3%,+2%
79584,Additional Magnets,0.25,,,+2%
79585,Well-Made Recycler,0.25,+2%,,
79586,Reinforced Generator Unit,0.5,,,+3%
79587,Reinforced Stabiliser,0.344,+2%,+2%,
79588,Copper Magnets,0.0,+1%,,
79589,Additional Stabiliser,0.531,,+2%,+3%
79590,Backup Generator Unit,0.25,,,+2%
79591,Well-Made Injectors,0.844,,+4%,+3%
79592,Additional Generator Unit,0.75,+3%,,+2%
79593,Copper Plating,0.0,+1%,,
79594,Backup Stabiliser,0.25,,,+2%
79595,Well-Made Plating,0.125,,+2%,
79596,Backup Recycler,0.25,,,+2%
79597,Copper Injectors,0.5,+1%,,+3%
79598,Additional Plating,0.344,+2%,+2%,
79599,Backup Generator Unit,0.25,+2%,,
79600,Backup Stabiliser,0.25,+2%,,
79601,Well-Made Recycler,0.5,+2%,+3%,
79602,Reinforced Capacitors,0.0,+1%,,
79603,Well-Made Plating,0.25,,,+2%
79604,Reinforced Magnets,0.125,,+2%,
79605,Copper Magnets,0.0,+1%,,
79606,Reinforced Accelerator,0.5,,,+3%
79607,Backup Stabiliser,0.125,,+2%,
79608,Well-Made Capacitors,0.125,,+2%,
79609,Well-Made Magnets,0.25,,+3%,
79610,Reinforced Stabiliser,0.469,+1%,+4%,
79611,Copper Mass Chamber,0.125,,+2%,
79612,Well-Made Injectors,0.312,+1%,+3%,
79613,Backup Plating,0.25,+2%,,
79614,Backup Mass Chamber,0.0,+1%,,
79615,Additional Magnets,0.344,,+2%,+2%
79616,Copper Accelerator,0.25,+1%,,+2%
79617,Backup Recycler,0.344,+2%,+2%,
79618,Reinforced Accelerator,0.625,+1%,+5%,
79619,Well-Made Mass Chamber,0.25,+2%,,
79620,Backup Plating,0.0,+1%,,
79621,Copper Recycler,0.5,,,+3%
79622,Copper Accelerator,0.25,+2%,,
79623,Well-Made Generator Unit,0.5,,+3%,+2%
79624,Additional Magnets,0.25,,,+2%
79625,Additional Generator Unit,0.656,,+4%,+2%
79626,Reinforced Recycler,0.25,,,+2%
79627,Copper Generator Unit,0.25,+1%,,+2%
79628,Copper Mass Chamber,0.25,,+3%,
79629,Additional Plating,0.125,,+2%,
79630,Additional Plating,0.125,,+2%,
79631,Additional Stabiliser,0.25,+2%,,
79632,Backup Recycler,0.25,,+3%,
79633,Well-Made Capacitors,0.344,+2%,+2%,
79634,Backup Generator Unit,0.0,+1%,,
79635,Copper Recycler,0.5,+1%,,+3%
79636,Backup Plating,0.688,,+3%,+3%
79637,Backup Stabiliser,0.25,,,+2%
79638,Well-Made Stabiliser,0.375,,+4%,
79639,Additional Injectors,0.0,+1%,,
79640,Additional Accelerator,0.625,+1%,+5%,
79641,Copper Core,0.5,+2%,,+2%
79642,Copper Accelerator,0.5,,,+3%
79643,Reinforced Magnets,0.125,,+2%,
79644,Backup Injectors,0.25,,,+2%
79645,Well-Made Capacitors,0.25,,,+2%
79646,Well-Made Plating,0.0,+1%,,
79647,Reinforced Stabiliser,0.469,+1%,+4%,
79648,Backup Accelerator,0.25,,,+2%
79649,Copper Magnets,0.125,,+2%,
79650,Backup Magnets,0.25,,,+2%
79651,Reinforced Magnets,0.25,,,+2%
79652,Well-Made Accelerator,0.25,,,+2%
79653,Well-Made Mass Chamber,0.656,,+4%,+2%
79654,Well-Made Recycler,1.0,,+5%,+3%
79655,Reinforced Stabiliser,0.344,+2%,+2%,
79656,Well-Made Magnets,0.25,+2%,,
79657,Backup Recycler,0.75,+2%,,+3%
79658,Backup Accelerator,0.25,,,+2%
79659,Additional Capacitors,0.344,+2%,+2%,
79660,Well-Made Generator Unit,0.25,,,+2%
79661,Reinforced Plating,0.5,,+3%,+2%
79662,Additional Plating,0.5,,+5%,
79663,Well-Made Capacitors,0.5,+2%,,+2%
79664,Well-Made Recycler,0.125,,+2%,
79665,Additional Stabiliser,0.25,+2%,,
79666,Reinforced Mass Chamber,0.5,,,+3%
79667,Well-Made Magnets,0.25,,+3%,
79668,Well-Made Injectors,0.5,,,+3%
79669,Backup Generator Unit,0.25,,+3%,
79670,Reinforced Capacitors,0.25,+2%,,
79671,Well-Made Core,0.531,,+2%,+3%
79672,Additional Plating,0.5,,,+3%
79673,Copper Mass Chamber,0.25,+2%,,
79674,Backup Recycler,0.0,+1%,,
79675,Copper Generator Unit,0.0,+1%,,
79676,Backup Capacitors,0.125,,+2%,
79677,Well-Made Injectors,0.25,,,+2%
79678,Reinforced Mass Chamber,0.0,+1%,,
79679,Copper Injectors,0.25,+2%,,
79680,Copper Stabiliser,0.25,,,+2%
79681,Additional Recycler,0.469,+1%,+4%,
79682,Reinforced Capacitors,0.25,,+3%,
79683,Reinforced Mass Chamber,0.0,+1%,,
79684,Copper Generator Unit,0.5,,,+3%
79685,Well-Made Capacitors,0.656,+2%,+4%,
79686,Well-Made Mass Chamber,0.375,,+4%,
79687,Backup Core,0.125,,+2%,
79688,Copper Recycler,0.844,,+4%,+3%
79689,Additional Mass Chamber,0.0,+1%,,
79690,Backup Mass Chamber,0.25,+2%,,
79691,Copper Core,0.0,+1%,,
79692,Well-Made Mass Chamber,0.625,+1%,+5%,
79693,Well-Made Capacitors,0.0,+1%,,
79694,Reinforced Plating,0.25,,,+2%
79695,Well-Made Injectors,0.25,+2%,,
79696,Well-Made Accelerator,0.5,,,+3%
79697,Reinforced Injectors,0.5,,,+3%
79698,Copper Mass Chamber,0.125,,+2%,
79699,Well-Made Capacitors,0.25,,,+2%
79700,Well-Made Injectors,0.25,,,+2%
79701,Reinforced Recycler,0.25,,,+2%
79702,Copper Magnets,0.25,,,+2%
79703,Additional Magnets,0.25,+2%,,
79704,Well-Made Magnets,0.531,,+2%,+3%
79705,Additional Magnets,0.25,,,+2%
79706,Well-Made Plating,0.5,+2%,,+2%
79707,Reinforced Accelerator,0.125,,+2%,
79708,Copper Capacitors,0.5,,+5%,
79709,Additional Generator Unit,0.5,+2%,,+2%
79710,Additional Generator Unit,0.5,,,+3%
79711,Backup Recycler,0.5,+2%,,+2%
79712,Copper Generator Unit,0.125,,+2%,
79713,Additional Plating,0.344,+2%,+2%,
79714,Additional Recycler,0.344,+2%,+2%,
79715,Copper Core,0.156,+1%,+2%,
79716,Well-Made Stabiliser,0.125,,+2%,
79717,Backup Core,0.844,,+4%,+3%
79718,Well-Made Generator Unit,0.25,,,+2%
79719,Reinforced Core,0.125,,+2%,
79720,Reinforced Injectors,0.25,+2%,,
79721,Backup Stabiliser,0.125,,+2%,
79722,Reinforced Plating,0.156,+1%,+2%,
79723,Well-Made Core,0.125,,+2%,
79724,Additional Stabiliser,0.25,,,+2%
79725,Reinforced Accelerator,0.25,+1%,,+2%
79726,Backup Capacitors,0.25,,,+2%
79727,Backup Stabiliser,0.125,,+2%,
79728,Additional Accelerator,0.25,+2%,,
79729,Reinforced Magnets,0.812,,+5%,+2%
79730,Well-Made Core,0.25,,,+2%
79731,Reinforced Generator Unit,0.25,,,+2%
79732,Well-Made Stabiliser,0.75,+2%,,+3%
79733,Backup Magnets,0.5,,,+3%
79734,Additional Injectors,0.25,,,+2%
79735,Copper Recycler,0.5,,,+3%
79736,Backup Stabiliser,0.625,+1%,+5%,
79737,Well-Made Magnets,0.25,,,+2%
79738,Backup Plating,0.25,+2%,,
79739,Copper Mass Chamber,0.156,+1%,+2%,
79740,Additional Capacitors,0.25,,,+2%
79741,Backup Core,0.25,+2%,,
79742,Backup Magnets,0.125,,+2%,
79743,Backup Core,0.25,+1%,,+2%
79744,Well-Made Injectors,0.344,+2%,+2%,
79745,Reinforced Magnets,0.25,,,+2%
79746,Backup Mass Chamber,0.312,+1%,+3%,
79747,Copper Magnets,0.312,+1%,+3%,
79748,Well-Made Capacitors,0.25,+1%,,+2%
79749,Reinforced Injectors,0.625,+1%,+5%,
79750,Copper Generator Unit,0.812,+2%,+5%,
79751,Well-Made Capacitors,0.5,+2%,,+2%
79752,Well-Made Magnets,0.0,+1%,,
79753,Copper Plating,0.5,+1%,,+3%
79754,Reinforced Magnets,0.25,+2%,,
79755,Well-Made Injectors,0.5,+2%,,+2%
79756,Well-Made Magnets,0.25,,,+2%
79757,Well-Made Plating,0.0,+1%,,
79758,Well-Made Mass Chamber,0.5,,,+3%
79759,Well-Made Capacitors,0.5,+2%,,+2%
79760,Backup Capacitors,0.25,+2%,,
79761,Copper Stabiliser,0.5,+3%,,
79762,Well-Made Mass Chamber,0.25,,,+2%
79763,Additional Accelerator,0.25,,,+2%
79764,Copper Recycler,0.125,,+2%,
79765,Additional Recycler,0.156,+1%,+2%,
79766,Well-Made Injectors,0.25,+2%,,
79767,Reinforced Stabiliser,0.0,+1%,,
79768,Copper Plating,0.25,+2%,,
79769,Well-Made Plating,0.25,+2%,,
79770,Well-Made Injectors,0.5,+3%,,
79771,Reinforced Injectors,0.125,,+2%,
79772,Backup Core,0.25,,+3%,
79773,Reinforced Recycler,0.25,+2%,,
79774,Copper Accelerator,0.25,+1%,,+2%
79775,Additional Recycler,0.5,+2%,,+2%
79776,Copper Mass Chamber,0.25,,,+2%
79777,Copper Capacitors,0.0,+1%,,
79778,Copper Generator Unit,0.25,,,+2%
79779,Additional Injectors,0.25,+2%,,
79780,Reinforced Stabiliser,0.344,+2%,+2%,
79781,Additional Generator Unit,0.5,,,+3%
79782,Additional Capacitors,0.344,+2%,+2%,
79783,Additional Magnets,0.25,,,+2%
79784,Backup Accelerator,0.25,+2%,,
79785,Well-Made Generator Unit,0.125,,+2%,
79786,Backup Magnets,0.0,+1%,,
79787,Copper Plating,1.0,,+5%,+3%
79788,Copper Mass Chamber,0.25,,+3%,
79789,Well-Made Recycler,0.0,+1%,,
79790,Copper Plating,0.25,,+3%,
79791,Backup Injectors,0.25,+2%,,
79792,Well-Made Capacitors,0.25,,,+2%
79793,Well-Made Generator Unit,0.25,,,+2%
79794,Copper Injectors,0.25,,+3%,
79795,Additional Generator Unit,0.0,+1%,,
79796,Backup Recycler,0.344,+2%,+2%,
79797,Reinforced Recycler,0.25,,,+2%
79798,Well-Made Plating,0.25,,,+2%
79799,Well-Made Generator Unit,0.0,+1%,,
79800,Additional Magnets,0.25,,,+2%
79801,Well-Made Recycler,0.5,,+5%,
79802,Well-Made Generator Unit,0.25,+2%,,
79803,Copper Injectors,0.0,+1%,,
79804,Copper Generator Unit,0.25,+2%,,
79805,Additional Stabiliser,0.25,+1%,,+2%
79806,Copper Core,0.312,+1%,+3%,
79807,Backup Magnets,0.531,,+2%,+3%
79808,Reinforced Generator Unit,0.312,+1%,+3%,
79809,Additional Capacitors,0.0,+1%,,
79810,Reinforced Core,0.25,+1%,,+2%
79811,Well-Made Mass Chamber,0.0,+1%,,
79812,Reinforced Capacitors,0.375,,+4%,
79813,Copper Mass Chamber,0.125,,+2%,
79814,Backup Capacitors,0.0,+1%,,
79815,Additional Stabiliser,0.25,+2%,,
79816,Backup Injectors,0.5,,,+3%
79817,Copper Magnets,0.125,,+2%,
79818,Backup Magnets,0.0,+1%,,
79819,Well-Made Stabiliser,0.125,,+2%,
79820,Copper Core,0.375,,+4%,
79821,Copper Plating,0.25,,,+2%
79822,Additional Generator Unit,0.5,+2%,,+2%
79823,Copper Mass Chamber,0.344,,+2%,+2%
79824,Copper Plating,0.0,+1%,,
79825,Backup Mass Chamber,0.5,,+5%,
79826,Additional Injectors,0.25,,,+2%
79827,Copper Recycler,0.25,+1%,,+2%
79828,Reinforced Accelerator,0.0,+1%,,
79829,Copper Mass Chamber,0.0,+1%,,
79830,Backup Recycler,0.5,,,+3%
79831,Backup Plating,0.0,+1%,,
79832,Additional Generator Unit,0.25,,+3%,
79833,Reinforced Core,0.25,+1%,,+2%
79834,Backup Mass Chamber,0.25,+2%,,
79835,Backup Plating,0.25,,,+2%
79836,Well-Made Recycler,0.656,+2%,+4%,
79837,Well-Made Plating,0.25,,,+2%
79838,Reinforced Injectors,0.25,,,+2%
79839,Reinforced Injectors,0.5,+1%,,+3%
79840,Additional Generator Unit,0.25,+2%,,
79841,Reinforced Capacitors,0.25,,,+2%
79842,Reinforced Accelerator,0.375,,+4%,
79843,Reinforced Core,0.5,,+5%,
79844,Additional Core,0.25,,,+2%
79845,Reinforced Magnets,0.344,,+2%,+2%
79846,Backup Generator Unit,0.156,+1%,+2%,
79847,Copper Generator Unit,0.344,,+2%,+2%
79848,Copper Mass Chamber,0.5,,,+3%
79849,Additional Plating,0.0,+1%,,
79850,Additional Injectors,0.25,,,+2%
79851,Backup Stabiliser,0.25,,,+2%
79852,Additional Capacitors,0.25,,,+2%
79853,Copper Plating,0.25,,,+2%
79854,Reinforced Plating,0.5,,,+3%
79855,Backup Accelerator,0.25,+2%,,
79856,Copper Mass Chamber,0.125,,+2%,
79857,Copper Capacitors,1.0,+3%,,+3%
79858,Copper Generator Unit,0.25,+2%,,
79859,Well-Made Accelerator,0.25,,,+2%
79860,Additional Stabiliser,0.688,,+3%,+3%
79861,Backup Plating,0.25,+2%,,
79862,Backup Stabiliser,0.344,,+2%,+2%
79863,Well-Made Stabiliser,0.344,,+2%,+2%
79864,Additional Magnets,0.469,+1%,+4%,
79865,Additional Mass Chamber,0.25,,,+2%
79866,Backup Magnets,0.25,,,+2%
79867,Additional Mass Chamber,0.25,,,+2%
79868,Additional Mass Chamber,0.25,,,+2%
79869,Backup Recycler,0.25,,,+2%
79870,Backup Capacitors,0.25,+1%,,+2%
79871,Additional Capacitors,0.156,+1%,+2%,
79872,Well-Made Mass Chamber,0.5,+2%,,+2%
79873,Copper Capacitors,0.5,,,+3%
79874,Well-Made Core,0.0,+1%,,
79875,Copper Mass Chamber,0.5,,+5%,
79876,Additional Generator Unit,0.75,+3%,,+2%
79877,Reinforced Core,0.25,,,+2%
79878,Reinforced Generator Unit,0.344,+2%,+2%,
79879,Well-Made Stabiliser,0.0,+1%,,
79880,Additional Injectors,0.344,+2%,+2%,
79881,Additional Stabiliser,0.25,,,+2%
79882,Well-Made Injectors,0.25,+2%,,
79883,Copper Capacitors,0.5,,,+3%
79884,Additional Stabiliser,0.125,,+2%,
79885,Additional Injectors,0.375,,+4%,
79886,Well-Made Magnets,0.25,,,+2%
79887,Copper Magnets,0.25,+2%,,
79888,Additional Generator Unit,0.25,,,+2%
79889,Well-Made Recycler,0.125,,+2%,
79890,Reinforced Mass Chamber,0.375,,+4%,
79891,Well-Made Magnets,0.125,,+2%,
79892,Well-Made Generator Unit,0.25,+2%,,
79893,Well-Made Generator Unit,0.344,,+2%,+2%
79894,Well-Made Mass Chamber,0.312,+1%,+3%,
79895,Well-Made Core,0.0,+1%,,
79896,Backup Accelerator,0.5,+2%,,+2%
79897,Reinforced Mass Chamber,0.25,+2%,,
79898,Additional Capacitors,0.469,+1%,+4%,
79899,Reinforced Accelerator,0.25,,,+2%
79900,Additional Core,0.25,,,+2%
79901,Backup Magnets,0.5,,+5%,
79902,Backup Plating,0.25,+1%,,+2%
79903,Backup Injectors,0.25,+1%,,+2%
79904,Copper Generator Unit,0.25,+2%,,
79905,Copper Recycler,0.25,+2%,,
79906,Well-Made Stabiliser,0.25,,,+2%
79907,Additional Stabiliser,0.25,,+3%,
79908,Backup Accelerator,0.25,,+3%,
79909,Backup Accelerator,0.0,+1%,,
79910,Backup Generator Unit,0.25,,+3%,
79911,Additional Accelerator,0.125,,+2%,
79912,Backup Recycler,0.844,,+4%,+3%
79913,Reinforced Mass Chamber,0.0,+1%,,
79914,Well-Made Stabiliser,0.25,,,+2%
79915,Backup Stabiliser,0.25,+1%,,+2%
79916,Copper Stabiliser,0.25,,,+2%
79917,Copper Recycler,0.0,+1%,,
79918,Reinforced Injectors,0.25,,+3%,
79919,Additional Plating,0.5,+1%,,+3%
79920,Well-Made Generator Unit,0.25,,+3%,
79921,Reinforced Plating,0.344,,+2%,+2%
79922,Copper Mass Chamber,0.25,+2%,,
79923,Additional Accelerator,0.0,+1%,,
79924,Backup Stabiliser,0.5,,+5%,
79925,Reinforced Generator Unit,0.656,,+4%,+2%
79926,Reinforced Capacitors,0.812,,+5%,+2%
79927,Copper Generator Unit,0.25,,+3%,
79928,Backup Core,0.25,+1%,,+2%
79929,Reinforced Injectors,0.531,,+2%,+3%
79930,Backup Magnets,0.812,,+5%,+2%
79931,Well-Made Stabiliser,0.656,,+4%,+2%
79932,Copper Accelerator,0.0,+1%,,
79933,Reinforced Mass Chamber,0.5,,+5%,
79934,Backup Recycler,0.5,,+3%,+2%
79935,Copper Capacitors,0.125,,+2%,
79936,Additional Magnets,0.125,,+2%,
79937,Backup Mass Chamber,0.5,+1%,,+3%
79938,Copper Generator Unit,0.25,+2%,,
79939,Additional Capacitors,0.812,,+5%,+2%
79940,Backup Core,0.25,+2%,,
79941,Reinforced Accelerator,0.5,+1%,,+3%
79942,Copper Generator Unit,0.0,+1%,,
79943,Copper Generator Unit,0.0,+1%,,
79944,Reinforced Mass Chamber,0.0,+1%,,
79945,Additional Plating,0.25,,,+2%
79946,Reinforced Mass Chamber,0.25,+2%,,
79947,Well-Made Mass Chamber,0.5,,+3%,+2%
79948,Well-Made Generator Unit,0.25,,,+2%
79949,Copper Generator Unit,0.5,+2%,,+2%
79950,Additional Plating,0.375,,+4%,
79951,Reinforced Plating,0.25,+1%,,+2%
79952,Additional Recycler,0.344,+2%,+2%,
79953,Backup Plating,0.25,,,+2%
79954,Well-Made Magnets,0.25,+2%,,
79955,Copper Mass Chamber,0.5,,+3%,+2%
79956,Well-Made Mass Chamber,0.5,,,+3%
79957,Reinforced Recycler,0.0,+1%,,
79958,Copper Accelerator,0.125,,+2%,
79959,Reinforced Plating,0.0,+1%,,
79960,Additional Generator Unit,0.25,,,+2%
79961,Reinforced Core,0.25,,,+2%
79962,Backup Plating,0.0,+1%,,
79963,Copper Accelerator,0.531,,+2%,+3%
79964,Well-Made Accelerator,0.5,,,+3%
79965,Well-Made Accelerator,0.125,,+2%,
79966,Backup Magnets,0.125,,+2%,
79967,Backup Mass Chamber,0.5,,+3%,+2%
79968,Backup Magnets,0.25,+2%,,
79969,Copper Plating,0.5,+1%,,+3%
79970,Reinforced Injectors,0.375,,+4%,
79971,Reinforced Injectors,0.75,+2%,,+3%
79972,Backup Plating,0.125,,+2%,
79973,Reinforced Plating,0.656,+2%,+4%,
79974,Well-Made Mass Chamber,0.75,+2%,,+3%
79975,Copper Magnets,0.125,,+2%,
79976,Copper Generator Unit,0.25,+1%,,+2%
79977,Backup Magnets,0.0,+1%,,
79978,Backup Plating,0.125,,+2%,
79979,Reinforced Recycler,1.0,+3%,,+3%
79980,Reinforced Capacitors,0.25,+2%,,
79981,Reinforced Accelerator,0.25,+2%,,
79982,Reinforced Accelerator,0.25,+2%,,
79983,Backup Accelerator,0.5,+2%,,+2%
79984,Reinforced Generator Unit,0.25,,,+2%
79985,Additional Injectors,0.0,+1%,,
79986,Additional Generator Unit,0.25,,,+2%
79987,Backup Plating,0.25,+2%,,
79988,Well-Made Injectors,0.0,+1%,,
79989,Backup Magnets,0.25,,,+2%
79990,Copper Recycler,0.0,+1%,,
79991,Additional Magnets,0.25,,+3%,
79992,Copper Mass Chamber,0.344,,+2%,+2%
79993,Backup Recycler,0.0,+1%,,
79994,Well-Made Stabiliser,0.125,,+2%,
79995,Backup Plating,0.375,,+4%,
79996,Well-Made Stabiliser,0.344,,+2%,+2%
79997,Well-Made Generator Unit,0.5,+2%,,+2%
79998,Copper Mass Chamber,0.25,+2%,,
79999,Backup Core,0.25,,,+2%
80000,Copper Accelerator,0.25,+1%,,+2%
80001,Well-Made Magnets,0.5,,,+3%
80002,Well-Made Generator Unit,0.25,+2%,,
80003,Copper Stabiliser,0.25,,+3%,
80004,Well-Made Injectors,0.156,+1%,+2%,
80005,Reinforced Mass Chamber,0.156,+1%,+2%,
80006,Copper Generator Unit,0.531,,+2%,+3%
80007,Copper Generator Unit,0.0,+1%,,
80008,Reinforced Plating,0.25,,+3%,
80009,Reinforced Plating,0.0,+1%,,
80010,Well-Made Generator Unit,0.25,,,+2%
80011,Copper Magnets,0.531,,+2%,+3%
80012,Copper Plating,0.5,,,+3%
80013,Reinforced Generator Unit,0.5,,+5%,
80014,Reinforced Plating,0.688,,+3%,+3%
80015,Copper Accelerator,0.125,,+2%,
80016,Reinforced Recycler,0.25,,,+2%
80017,Well-Made Plating,0.0,+1%,,
80018,Copper Magnets,0.5,+1%,,+3%
80019,Copper Capacitors,0.125,,+2%,
80020,Well-Made Core,0.125,,+2%,
80021,Backup Mass Chamber,0.25,+2%,,
80022,Additional Magnets,0.656,,+4%,+2%
80023,Well-Made Stabiliser,0.25,,,+2%
80024,Copper Stabiliser,0.531,,+2%,+3%
80025,Copper Plating,0.25,,,+2%
80026,Additional Mass Chamber,0.312,+1%,+3%,
80027,Copper Injectors,0.25,,+3%,
80028,Well-Made Core,0.812,+2%,+5%,
80029,Backup Magnets,0.531,,+2%,+3%
80030,Backup Stabiliser,0.25,,+3%,
80031,Additional Core,0.5,,,+3%
80032,Backup Accelerator,0.344,,+2%,+2%
80033,Additional Injectors,0.25,+2%,,
80034,Additional Accelerator,0.156,+1%,+2%,
80035,Backup Recycler,0.344,,+2%,+2%
80036,Well-Made Capacitors,0.344,,+2%,+2%
80037,Copper Recycler,0.75,+2%,,+3%
80038,Well-Made Plating,0.5,,+3%,+2%
80039,Backup Magnets,0.5,,,+3%
80040,Additional Recycler,0.375,,+4%,
80041,Additional Injectors,0.0,+1%,,
80042,Well-Made Magnets,0.625,+1%,+5%,
80043,Backup Magnets,0.25,,,+2%
80044,Reinforced Generator Unit,0.25,+2%,,
80045,Additional Mass Chamber,0.25,+2%,,
80046,Additional Core,0.5,,+5%,
80047,Backup Recycler,0.25,,,+2%
80048,Backup Plating,0.5,,+5%,
80049,Additional Capacitors,0.0,+1%,,
80050,Additional Accelerator,0.125,,+2%,
80051,Copper Injectors,0.25,,,+2%
80052,Additional Capacitors,0.25,,,+2%
80053,Backup Injectors,0.25,,,+2%
80054,Additional Mass Chamber,0.531,+3%,+2%,
80055,Additional Stabiliser,0.0,+1%,,
80056,Backup Core,0.125,,+2%,
80057,Reinforced Accelerator,0.344,+2%,+2%,
80058,Copper Recycler,0.25,+2%,,
80059,Backup Accelerator,0.5,,+5%,
80060,Additional Magnets,0.375,,+4%,
80061,Well-Made Generator Unit,0.5,+2%,,+2%
80062,Additional Recycler,0.5,,,+3%
80063,Well-Made Stabiliser,0.0,+1%,,
80064,Additional Mass Chamber,0.5,,+5%,
80065,Backup Accelerator,0.25,,,+2%
80066,Well-Made Injectors,0.5,,+5%,
80067,Well-Made Plating,0.125,,+2%,
80068,Copper Capacitors,0.656,,+4%,+2%
80069,Additional Injectors,0.25,+2%,,
80070,Well-Made Accelerator,0.5,+2%,,+2%
80071,Additional Stabiliser,0.5,,,+3%
80072,Reinforced Accelerator,0.5,+1%,,+3%
80073,Additional Generator Unit,0.25,,,+2%
80074,Copper Mass Chamber,0.25,,+3%,
80075,Copper Stabiliser,0.344,+2%,+2%,
80076,Backup Plating,0.5,,+5%,
80077,Copper Core,0.25,,,+2%
80078,Copper Generator Unit,0.25,,,+2%
80079,Additional Capacitors,0.344,,+2%,+2%
80080,Well-Made Generator Unit,0.5,,,+3%
80081,Reinforced Capacitors,0.5,+2%,+3%,
80082,Additional Core,0.469,+1%,+4%,
80083,Backup Injectors,0.125,,+2%,
80084,Well-Made Stabiliser,0.344,,+2%,+2%
80085,Additional Stabiliser,0.75,+2%,,+3%
80086,Copper Injectors,0.156,+1%,+2%,
80087,Additional Core,0.0,+1%,,
80088,Well-Made Injectors,0.125,,+2%,
80089,Reinforced Magnets,0.812,,+5%,+2%
80090,Backup Accelerator,0.25,+1%,,+2%
80091,Reinforced Generator Unit,0.0,+1%,,
80092,Backup Plating,0.5,+2%,,+2%
80093,Backup Core,0.25,,,+2%
80094,Reinforced Generator Unit,0.0,+1%,,
80095,Reinforced Capacitors,0.812,,+5%,+2%
80096,Backup Mass Chamber,0.25,,+3%,
80097,Reinforced Plating,0.531,,+2%,+3%
80098,Copper Mass Chamber,0.125,,+2%,
80099,Reinforced Recycler,0.5,+1%,,+3%
80100,Copper Mass Chamber,0.25,,,+2%
80101,Copper Core,0.312,+1%,+3%,
80102,Additional Magnets,0.25,+2%,,
80103,Additional Plating,0.25,+1%,,+2%
80104,Additional Core,0.531,,+2%,+3%
80105,Reinforced Stabiliser,0.344,+2%,+2%,
80106,Well-Made Plating,0.5,,+5%,
80107,Well-Made Generator Unit,0.656,+2%,+4%,
80108,Well-Made Recycler,0.125,,+2%,
80109,Copper Plating,0.5,,,+3%
80110,Additional Recycler,0.344,,+2%,+2%
80111,Copper Recycler,0.0,+1%,,
80112,Reinforced Recycler,0.25,+2%,,
