Seed,Name,Perfection,Vehicle_LaserDamage,Vehicle_LaserHeatTime
69812,Efficient Emission Chamber,0.25,,+2%
69813,Additional Photon Mirror,0.0,+6%,
69814,Retuned Photon Mirror,0.167,+7%,
69815,Enhanced Diode Battery,0.5,,+3%
69816,Retuned Lens Optics,0.167,+7%,
69817,Efficient Cooling System,0.25,,+2%
69818,Boosted Emission Chamber,0.5,,+3%
69819,Additional Reflector Glass,0.5,,+3%
69820,Efficient Beam Amplifier,0.5,,+3%
69821,Efficient Emission Chamber,0.0,+6%,
69822,Boosted Diode Battery,0.25,,+2%
69823,Efficient Diode Battery,0.0,+6%,
69824,Additional Photon Mirror,0.25,,+2%
69825,Boosted Output Coupler,0.0,+6%,
69826,Enhanced Emission Chamber,0.25,,+2%
69827,Enhanced Beam Amplifier,0.167,+7%,
69828,Efficient Light Filter,0.0,+6%,
69829,Boosted Beam Amplifier,0.75,,+4%
69830,Additional Emission Chamber,0.5,,+3%
69831,Retuned Reflector Glass,0.167,+7%,
69832,Enhanced Cooling System,0.0,+6%,
69833,Additional Beam Capacitor,0.5,+9%,
69834,Retuned Diode Battery,0.25,,+2%
69835,Retuned Light Filter,0.833,+11%,
69836,Additional Reflector Glass,1.0,+12%,
69837,Retuned Output Coupler,0.167,+7%,
69838,Boosted Beam Amplifier,0.167,+7%,
69839,Boosted Beam Amplifier,0.25,,+2%
69840,Additional Reflector Glass,0.25,,+2%
69841,Boosted Beam Amplifier,0.167,+7%,
69842,Additional Beam Capacitor,0.25,,+2%
69843,Additional Diode Battery,0.0,+6%,
69844,Retuned Beam Amplifier,0.333,+8%,
69845,Efficient Beam Amplifier,0.25,,+2%
69846,Additional Beam Amplifier,0.5,,+3%
69847,Efficient Beam Capacitor,0.0,+6%,
69848,Retuned Output Coupler,1.0,,+5%
69849,Efficient Beam Capacitor,0.667,+10%,
69850,Retuned Lens Optics,0.5,,+3%
69851,Boosted Output Coupler,0.833,+11%,
69852,Boosted Diode Battery,0.5,+9%,
69853,Boosted Lens Optics,0.333,+8%,
69854,Boosted Photon Mirror,0.667,+10%,
69855,Enhanced Photon Mirror,0.25,,+2%
69856,Retuned Output Coupler,0.0,+6%,
69857,Enhanced Emission Chamber,0.25,,+2%
69858,Enhanced Beam Capacitor,0.25,,+2%
69859,Boosted Reflector Glass,0.0,+6%,
69860,Boosted Light Filter,1.0,,+5%
69861,Boosted Output Coupler,0.0,+6%,
69862,Retuned Cooling System,0.833,+11%,
69863,Boosted Beam Amplifier,0.0,+6%,
69864,Retuned Output Coupler,0.833,+11%,
69865,Retuned Diode Battery,0.25,,+2%
69866,Retuned Beam Amplifier,0.75,,+4%
69867,Boosted Lens Optics,0.0,+6%,
69868,Boosted Diode Battery,0.75,,+4%
69869,Enhanced Beam Capacitor,0.333,+8%,
69870,Boosted Beam Capacitor,0.167,+7%,
69871,Retuned Output Coupler,0.0,+6%,
69872,Retuned Output Coupler,0.667,+10%,
69873,Boosted Light Filter,0.833,+11%,
69874,Enhanced Output Coupler,0.25,,+2%
69875,Efficient Reflector Glass,0.25,,+2%
69876,Efficient Cooling System,0.75,,+4%
69877,Boosted Emission Chamber,0.5,,+3%
69878,Efficient Beam Capacitor,0.167,+7%,
69879,Efficient Output Coupler,0.75,,+4%
69880,Efficient Beam Capacitor,0.25,,+2%
69881,Additional Cooling System,0.5,,+3%
69882,Retuned Beam Capacitor,0.0,+6%,
69883,Enhanced Lens Optics,0.0,+6%,
69884,Enhanced Lens Optics,0.25,,+2%
69885,Efficient Beam Capacitor,0.667,+10%,
69886,Efficient Reflector Glass,0.167,+7%,
69887,Enhanced Output Coupler,0.25,,+2%
69888,Retuned Emission Chamber,0.0,+6%,
69889,Retuned Beam Amplifier,0.75,,+4%
69890,Retuned Light Filter,0.25,,+2%
69891,Efficient Beam Capacitor,0.0,+6%,
69892,Boosted Output Coupler,0.75,,+4%
69893,Retuned Beam Capacitor,0.0,+6%,
69894,Retuned Cooling System,0.75,,+4%
69895,Retuned Diode Battery,0.167,+7%,
69896,Efficient Output Coupler,0.5,,+3%
69897,Boosted Photon Mirror,0.5,,+3%
69898,Retuned Beam Capacitor,0.667,+10%,
69899,Retuned Diode Battery,0.25,,+2%
69900,Additional Lens Optics,0.167,+7%,
69901,Boosted Light Filter,0.5,+9%,
69902,Additional Light Filter,0.75,,+4%
69903,Efficient Photon Mirror,0.833,+11%,
69904,Efficient Light Filter,0.667,+10%,
69905,Additional Photon Mirror,0.75,,+4%
69906,Enhanced Photon Mirror,0.5,+9%,
69907,Enhanced Diode Battery,0.0,+6%,
69908,Boosted Reflector Glass,0.0,+6%,
69909,Enhanced Beam Amplifier,0.5,,+3%
69910,Additional Beam Amplifier,0.667,+10%,
69911,Enhanced Reflector Glass,0.167,+7%,
69912,Efficient Beam Amplifier,0.75,,+4%
69913,Efficient Cooling System,0.5,,+3%
69914,Retuned Beam Amplifier,0.5,,+3%
69915,Boosted Emission Chamber,0.75,,+4%
69916,Enhanced Emission Chamber,0.333,+8%,
69917,Boosted Light Filter,0.0,+6%,
69918,Retuned Cooling System,1.0,+12%,
69919,Enhanced Lens Optics,0.5,,+3%
69920,Boosted Cooling System,0.5,,+3%
69921,Boosted Reflector Glass,1.0,+12%,
69922,Retuned Beam Capacitor,0.25,,+2%
69923,Enhanced Photon Mirror,0.0,+6%,
69924,Boosted Beam Capacitor,0.25,,+2%
69925,Boosted Beam Capacitor,0.25,,+2%
69926,Boosted Cooling System,0.5,+9%,
69927,Enhanced Reflector Glass,1.0,,+5%
69928,Retuned Photon Mirror,0.25,,+2%
69929,Additional Photon Mirror,0.25,,+2%
69930,Retuned Emission Chamber,0.667,+10%,
69931,Efficient Diode Battery,0.0,+6%,
69932,Retuned Beam Amplifier,0.0,+6%,
69933,Additional Lens Optics,0.75,,+4%
69934,Retuned Output Coupler,1.0,+12%,
69935,Boosted Diode Battery,0.167,+7%,
69936,Additional Beam Amplifier,0.25,,+2%
69937,Retuned Lens Optics,0.25,,+2%
69938,Efficient Reflector Glass,0.167,+7%,
69939,Retuned Beam Amplifier,0.167,+7%,
69940,Enhanced Cooling System,0.25,,+2%
69941,Retuned Reflector Glass,0.833,+11%,
69942,Enhanced Output Coupler,0.333,+8%,
69943,Efficient Photon Mirror,0.25,,+2%
69944,Retuned Output Coupler,0.5,,+3%
69945,Boosted Emission Chamber,0.5,+9%,
69946,Retuned Emission Chamber,0.0,+6%,
69947,Retuned Diode Battery,0.0,+6%,
69948,Additional Diode Battery,0.5,,+3%
69949,Additional Diode Battery,0.5,,+3%
69950,Retuned Emission Chamber,0.0,+6%,
69951,Boosted Reflector Glass,0.833,+11%,
69952,Additional Beam Capacitor,0.5,,+3%
69953,Additional Output Coupler,0.0,+6%,
69954,Enhanced Reflector Glass,0.75,,+4%
69955,Enhanced Photon Mirror,0.25,,+2%
69956,Retuned Reflector Glass,0.0,+6%,
69957,Additional Photon Mirror,0.167,+7%,
69958,Efficient Emission Chamber,0.75,,+4%
69959,Additional Emission Chamber,0.0,+6%,
69960,Efficient Lens Optics,0.25,,+2%
69961,Retuned Output Coupler,0.167,+7%,
69962,Boosted Output Coupler,1.0,,+5%
69963,Boosted Output Coupler,0.75,,+4%
69964,Additional Beam Amplifier,0.333,+8%,
69965,Additional Light Filter,0.0,+6%,
69966,Enhanced Cooling System,0.0,+6%,
69967,Enhanced Lens Optics,1.0,,+5%
69968,Retuned Emission Chamber,0.5,+9%,
69969,Efficient Emission Chamber,0.25,,+2%
69970,Enhanced Beam Amplifier,0.0,+6%,
69971,Boosted Beam Amplifier,0.25,,+2%
69972,Retuned Diode Battery,0.0,+6%,
69973,Efficient Reflector Glass,0.75,,+4%
69974,Additional Beam Capacitor,1.0,,+5%
69975,Enhanced Emission Chamber,0.167,+7%,
69976,Retuned Cooling System,0.167,+7%,
69977,Additional Diode Battery,1.0,,+5%
69978,Retuned Cooling System,0.75,,+4%
69979,Enhanced Emission Chamber,0.333,+8%,
69980,Efficient Light Filter,0.0,+6%,
69981,Enhanced Lens Optics,0.333,+8%,
69982,Boosted Cooling System,0.5,,+3%
69983,Enhanced Beam Amplifier,0.333,+8%,
69984,Retuned Light Filter,0.25,,+2%
69985,Retuned Light Filter,0.667,+10%,
69986,Enhanced Reflector Glass,0.0,+6%,
69987,Boosted Emission Chamber,0.333,+8%,
69988,Efficient Diode Battery,0.25,,+2%
69989,Additional Beam Amplifier,0.0,+6%,
69990,Additional Beam Capacitor,0.833,+11%,
69991,Additional Beam Amplifier,0.0,+6%,
69992,Efficient Output Coupler,0.0,+6%,
69993,Boosted Reflector Glass,0.25,,+2%
69994,Enhanced Emission Chamber,0.5,,+3%
69995,Enhanced Reflector Glass,0.25,,+2%
69996,Additional Lens Optics,0.0,+6%,
69997,Enhanced Light Filter,0.333,+8%,
69998,Additional Cooling System,0.25,,+2%
69999,Enhanced Emission Chamber,0.0,+6%,
70000,Retuned Beam Amplifier,0.833,+11%,
70001,Efficient Lens Optics,0.833,+11%,
70002,Boosted Cooling System,0.25,,+2%
70003,Enhanced Beam Amplifier,0.25,,+2%
70004,Enhanced Photon Mirror,0.75,,+4%
70005,Boosted Emission Chamber,0.833,+11%,
70006,Retuned Beam Capacitor,0.0,+6%,
70007,Additional Diode Battery,0.5,,+3%
70008,Retuned Diode Battery,0.833,+11%,
70009,Boosted Light Filter,0.25,,+2%
70010,Enhanced Cooling System,0.25,,+2%
70011,Additional Light Filter,0.25,,+2%
70012,Enhanced Beam Amplifier,0.75,,+4%
70013,Additional Diode Battery,0.333,+8%,
70014,Additional Photon Mirror,1.0,,+5%
70015,Enhanced Photon Mirror,0.0,+6%,
70016,Efficient Lens Optics,0.25,,+2%
70017,Additional Beam Amplifier,0.5,,+3%
70018,Additional Beam Amplifier,0.0,+6%,
70019,Retuned Beam Amplifier,0.667,+10%,
70020,Boosted Diode Battery,0.833,+11%,
70021,Boosted Diode Battery,0.0,+6%,
70022,Boosted Diode Battery,0.667,+10%,
70023,Retuned Beam Amplifier,0.25,,+2%
70024,Enhanced Lens Optics,0.25,,+2%
70025,Enhanced Diode Battery,0.667,+10%,
70026,Efficient Beam Capacitor,0.0,+6%,
70027,Additional Output Coupler,0.75,,+4%
70028,Enhanced Reflector Glass,0.333,+8%,
70029,Enhanced Reflector Glass,0.0,+6%,
70030,Boosted Cooling System,0.25,,+2%
70031,Retuned Cooling System,0.25,,+2%
70032,Efficient Photon Mirror,0.0,+6%,
70033,Boosted Output Coupler,0.25,,+2%
70034,Efficient Output Coupler,0.75,,+4%
70035,Efficient Output Coupler,0.5,+9%,
70036,Efficient Reflector Glass,0.25,,+2%
70037,Retuned Output Coupler,0.167,+7%,
70038,Boosted Output Coupler,0.75,,+4%
70039,Enhanced Photon Mirror,0.0,+6%,
70040,Additional Beam Amplifier,0.667,+10%,
70041,Additional Output Coupler,0.25,,+2%
70042,Retuned Output Coupler,0.333,+8%,
70043,Enhanced Cooling System,0.0,+6%,
70044,Enhanced Beam Amplifier,1.0,,+5%
70045,Additional Output Coupler,0.5,,+3%
70046,Enhanced Photon Mirror,0.0,+6%,
70047,Efficient Emission Chamber,0.833,+11%,
70048,Retuned Beam Capacitor,1.0,,+5%
70049,Additional Lens Optics,0.333,+8%,
70050,Enhanced Output Coupler,0.75,,+4%
70051,Boosted Beam Capacitor,0.25,,+2%
70052,Efficient Lens Optics,0.833,+11%,
70053,Efficient Diode Battery,0.667,+10%,
70054,Additional Light Filter,0.0,+6%,
70055,Efficient Light Filter,0.333,+8%,
70056,Boosted Emission Chamber,0.0,+6%,
70057,Retuned Beam Capacitor,0.5,+9%,
70058,Additional Cooling System,0.5,,+3%
70059,Efficient Reflector Glass,0.0,+6%,
70060,Retuned Reflector Glass,1.0,,+5%
70061,Efficient Lens Optics,0.5,,+3%
70062,Enhanced Lens Optics,0.5,,+3%
70063,Boosted Reflector Glass,0.25,,+2%
70064,Enhanced Emission Chamber,0.5,,+3%
70065,Retuned Reflector Glass,1.0,+12%,
70066,Additional Output Coupler,0.667,+10%,
70067,Enhanced Lens Optics,0.25,,+2%
70068,Additional Light Filter,0.25,,+2%
70069,Boosted Lens Optics,0.667,+10%,
70070,Retuned Beam Capacitor,0.833,+11%,
70071,Retuned Light Filter,0.25,,+2%
70072,Additional Lens Optics,0.25,,+2%
70073,Efficient Emission Chamber,0.5,,+3%
70074,Boosted Photon Mirror,0.25,,+2%
70075,Boosted Cooling System,0.167,+7%,
70076,Additional Beam Amplifier,0.75,,+4%
70077,Additional Lens Optics,0.25,,+2%
70078,Boosted Output Coupler,0.5,+9%,
70079,Boosted Diode Battery,0.25,,+2%
70080,Enhanced Output Coupler,0.667,+10%,
70081,Enhanced Photon Mirror,0.25,,+2%
70082,Enhanced Photon Mirror,0.0,+6%,
70083,Additional Photon Mirror,0.75,,+4%
70084,Additional Output Coupler,0.5,,+3%
70085,Retuned Emission Chamber,1.0,,+5%
70086,Efficient Diode Battery,0.5,+9%,
70087,Enhanced Light Filter,0.667,+10%,
70088,Efficient Beam Capacitor,0.5,,+3%
70089,Retuned Beam Capacitor,0.25,,+2%
70090,Retuned Diode Battery,1.0,,+5%
70091,Boosted Beam Amplifier,0.5,+9%,
70092,Boosted Lens Optics,1.0,,+5%
70093,Efficient Light Filter,0.167,+7%,
70094,Efficient Cooling System,0.667,+10%,
70095,Retuned Cooling System,0.5,,+3%
70096,Additional Reflector Glass,0.75,,+4%
70097,Enhanced Emission Chamber,0.25,,+2%
70098,Enhanced Light Filter,0.25,,+2%
70099,Boosted Beam Capacitor,0.167,+7%,
70100,Retuned Emission Chamber,0.25,,+2%
70101,Boosted Output Coupler,0.25,,+2%
70102,Efficient Reflector Glass,0.25,,+2%
70103,Enhanced Reflector Glass,0.75,,+4%
70104,Enhanced Diode Battery,0.0,+6%,
70105,Retuned Reflector Glass,0.75,,+4%
70106,Retuned Light Filter,0.5,+9%,
70107,Efficient Emission Chamber,0.833,+11%,
70108,Efficient Output Coupler,0.5,+9%,
70109,Efficient Beam Amplifier,0.5,,+3%
70110,Additional Diode Battery,1.0,,+5%
70111,Boosted Output Coupler,0.0,+6%,
70112,Additional Diode Battery,0.75,,+4%
70113,Additional Reflector Glass,1.0,,+5%
70114,Efficient Emission Chamber,0.667,+10%,
70115,Boosted Cooling System,0.333,+8%,
70116,Boosted Diode Battery,0.25,,+2%
70117,Efficient Photon Mirror,0.333,+8%,
70118,Additional Output Coupler,0.333,+8%,
70119,Boosted Output Coupler,0.0,+6%,
70120,Retuned Emission Chamber,0.75,,+4%
70121,Retuned Photon Mirror,1.0,,+5%
70122,Boosted Diode Battery,0.0,+6%,
70123,Efficient Light Filter,1.0,,+5%
70124,Boosted Cooling System,0.667,+10%,
70125,Efficient Photon Mirror,0.75,,+4%
70126,Efficient Light Filter,0.25,,+2%
70127,Retuned Beam Capacitor,0.25,,+2%
70128,Enhanced Reflector Glass,0.833,+11%,
70129,Additional Reflector Glass,0.167,+7%,
70130,Retuned Lens Optics,0.25,,+2%
70131,Boosted Lens Optics,0.5,,+3%
70132,Additional Reflector Glass,0.167,+7%,
70133,Additional Light Filter,1.0,,+5%
70134,Additional Diode Battery,0.25,,+2%
70135,Boosted Beam Amplifier,0.75,,+4%
70136,Efficient Light Filter,0.25,,+2%
70137,Efficient Emission Chamber,0.167,+7%,
70138,Boosted Lens Optics,0.0,+6%,
70139,Efficient Lens Optics,0.25,,+2%
70140,Efficient Cooling System,1.0,+12%,
70141,Retuned Reflector Glass,0.5,,+3%
70142,Retuned Diode Battery,0.5,+9%,
70143,Enhanced Output Coupler,0.167,+7%,
70144,Retuned Output Coupler,0.25,,+2%
70145,Boosted Diode Battery,0.5,+9%,
70146,Efficient Reflector Glass,0.0,+6%,
70147,Retuned Lens Optics,0.0,+6%,
70148,Enhanced Beam Amplifier,1.0,,+5%
70149,Efficient Output Coupler,1.0,,+5%
70150,Boosted Emission Chamber,0.833,+11%,
70151,Retuned Cooling System,0.167,+7%,
70152,Boosted Diode Battery,0.333,+8%,
70153,Enhanced Lens Optics,0.333,+8%,
70154,Boosted Beam Capacitor,1.0,+12%,
70155,Efficient Beam Capacitor,0.167,+7%,
70156,Efficient Beam Capacitor,0.25,,+2%
70157,Boosted Reflector Glass,0.333,+8%,
70158,Boosted Light Filter,0.25,,+2%
70159,Additional Light Filter,0.0,+6%,
70160,Efficient Diode Battery,0.0,+6%,
70161,Boosted Beam Capacitor,0.0,+6%,
70162,Retuned Reflector Glass,0.5,,+3%
70163,Enhanced Light Filter,0.333,+8%,
70164,Additional Lens Optics,0.167,+7%,
70165,Retuned Diode Battery,0.25,,+2%
70166,Retuned Output Coupler,0.5,,+3%
70167,Boosted Light Filter,0.75,,+4%
70168,Efficient Emission Chamber,0.167,+7%,
70169,Additional Beam Capacitor,0.5,,+3%
70170,Enhanced Reflector Glass,0.0,+6%,
70171,Additional Photon Mirror,0.25,,+2%
70172,Boosted Photon Mirror,0.75,,+4%
70173,Additional Light Filter,0.75,,+4%
70174,Retuned Reflector Glass,0.5,,+3%
70175,Enhanced Beam Capacitor,0.0,+6%,
70176,Retuned Reflector Glass,0.0,+6%,
70177,Retuned Cooling System,0.0,+6%,
70178,Efficient Lens Optics,1.0,,+5%
70179,Enhanced Beam Capacitor,0.5,,+3%
70180,Efficient Beam Capacitor,0.0,+6%,
70181,Enhanced Diode Battery,0.0,+6%,
70182,Retuned Emission Chamber,0.25,,+2%
70183,Additional Beam Amplifier,0.25,,+2%
70184,Efficient Light Filter,0.333,+8%,
70185,Additional Reflector Glass,0.5,+9%,
70186,Retuned Beam Amplifier,0.167,+7%,
70187,Additional Photon Mirror,0.25,,+2%
70188,Additional Beam Capacitor,0.25,,+2%
70189,Retuned Reflector Glass,0.5,,+3%
70190,Enhanced Light Filter,0.25,,+2%
70191,Additional Beam Amplifier,1.0,,+5%
70192,Additional Emission Chamber,0.333,+8%,
70193,Additional Beam Amplifier,0.167,+7%,
70194,Boosted Diode Battery,0.833,+11%,
70195,Additional Diode Battery,1.0,,+5%
70196,Additional Diode Battery,1.0,+12%,
70197,Efficient Beam Capacitor,0.75,,+4%
70198,Additional Light Filter,0.75,,+4%
70199,Retuned Light Filter,0.167,+7%,
70200,Retuned Lens Optics,0.75,,+4%
70201,Enhanced Diode Battery,0.333,+8%,
70202,Boosted Emission Chamber,0.25,,+2%
70203,Additional Beam Capacitor,0.25,,+2%
70204,Enhanced Output Coupler,1.0,,+5%
70205,Retuned Reflector Glass,0.25,,+2%
70206,Retuned Cooling System,0.0,+6%,
70207,Retuned Beam Amplifier,0.5,+9%,
70208,Retuned Light Filter,1.0,,+5%
70209,Efficient Lens Optics,0.75,,+4%
70210,Additional Emission Chamber,0.0,+6%,
70211,Efficient Lens Optics,0.167,+7%,
70212,Efficient Diode Battery,0.5,+9%,
70213,Boosted Cooling System,0.25,,+2%
70214,Boosted Lens Optics,0.5,+9%,
70215,Enhanced Photon Mirror,0.333,+8%,
70216,Boosted Diode Battery,0.5,,+3%
70217,Retuned Cooling System,0.0,+6%,
70218,Enhanced Beam Capacitor,0.167,+7%,
70219,Additional Lens Optics,0.333,+8%,
70220,Enhanced Photon Mirror,0.5,,+3%
70221,Enhanced Emission Chamber,0.833,+11%,
70222,Enhanced Beam Amplifier,0.167,+7%,
70223,Efficient Diode Battery,0.167,+7%,
70224,Additional Diode Battery,0.833,+11%,
70225,Boosted Photon Mirror,0.75,,+4%
70226,Boosted Beam Amplifier,0.0,+6%,
70227,Enhanced Reflector Glass,0.667,+10%,
70228,Additional Lens Optics,0.333,+8%,
70229,Retuned Emission Chamber,0.333,+8%,
70230,Boosted Light Filter,0.0,+6%,
70231,Boosted Reflector Glass,0.25,,+2%
70232,Boosted Diode Battery,1.0,,+5%
70233,Additional Cooling System,0.25,,+2%
70234,Additional Cooling System,0.25,,+2%
70235,Efficient Photon Mirror,0.833,+11%,
70236,Boosted Beam Amplifier,1.0,,+5%
70237,Efficient Diode Battery,0.667,+10%,
70238,Efficient Light Filter,0.0,+6%,
70239,Enhanced Beam Capacitor,0.0,+6%,
70240,Enhanced Output Coupler,0.25,,+2%
70241,Boosted Lens Optics,0.667,+10%,
70242,Retuned Diode Battery,0.25,,+2%
70243,Boosted Output Coupler,0.5,,+3%
70244,Efficient Lens Optics,0.25,,+2%
70245,Efficient Cooling System,0.25,,+2%
70246,Enhanced Cooling System,0.0,+6%,
70247,Additional Light Filter,0.75,,+4%
70248,Efficient Emission Chamber,0.25,,+2%
70249,Enhanced Beam Amplifier,0.167,+7%,
70250,Additional Light Filter,0.25,,+2%
70251,Efficient Beam Amplifier,0.333,+8%,
70252,Retuned Reflector Glass,0.167,+7%,
70253,Boosted Output Coupler,0.25,,+2%
70254,Boosted Lens Optics,0.333,+8%,
70255,Efficient Output Coupler,0.167,+7%,
70256,Enhanced Emission Chamber,0.0,+6%,
70257,Additional Reflector Glass,0.25,,+2%
70258,Additional Output Coupler,0.5,,+3%
70259,Enhanced Beam Capacitor,0.25,,+2%
70260,Efficient Light Filter,0.167,+7%,
70261,Boosted Output Coupler,0.0,+6%,
70262,Boosted Photon Mirror,0.833,+11%,
70263,Boosted Photon Mirror,0.0,+6%,
70264,Additional Photon Mirror,1.0,,+5%
70265,Enhanced Emission Chamber,1.0,,+5%
70266,Efficient Lens Optics,0.333,+8%,
70267,Boosted Emission Chamber,0.25,,+2%
70268,Efficient Diode Battery,0.0,+6%,
70269,Retuned Beam Amplifier,0.25,,+2%
70270,Efficient Beam Capacitor,0.0,+6%,
70271,Enhanced Light Filter,0.667,+10%,
70272,Efficient Light Filter,0.0,+6%,
70273,Boosted Photon Mirror,0.167,+7%,
70274,Additional Lens Optics,0.833,+11%,
70275,Additional Lens Optics,0.167,+7%,
70276,Efficient Output Coupler,0.0,+6%,
70277,Efficient Cooling System,0.25,,+2%
70278,Additional Emission Chamber,1.0,,+5%
70279,Retuned Beam Amplifier,0.75,,+4%
70280,Boosted Light Filter,0.667,+10%,
70281,Boosted Output Coupler,0.25,,+2%
70282,Retuned Light Filter,0.0,+6%,
70283,Retuned Diode Battery,0.25,,+2%
70284,Additional Reflector Glass,0.5,,+3%
70285,Enhanced Reflector Glass,0.25,,+2%
70286,Retuned Reflector Glass,0.25,,+2%
70287,Additional Light Filter,0.0,+6%,
70288,Boosted Reflector Glass,0.5,,+3%
70289,Retuned Output Coupler,0.5,+9%,
70290,Additional Output Coupler,0.25,,+2%
70291,Retuned Beam Amplifier,0.25,,+2%
70292,Boosted Emission Chamber,0.25,,+2%
70293,Additional Beam Amplifier,0.25,,+2%
70294,Enhanced Photon Mirror,0.5,,+3%
70295,Enhanced Cooling System,0.0,+6%,
70296,Enhanced Output Coupler,1.0,+12%,
70297,Efficient Output Coupler,0.5,,+3%
70298,Efficient Reflector Glass,0.25,,+2%
70299,Retuned Beam Amplifier,0.0,+6%,
70300,Retuned Reflector Glass,0.25,,+2%
70301,Boosted Diode Battery,0.833,+11%,
70302,Efficient Lens Optics,0.5,,+3%
70303,Enhanced Light Filter,0.25,,+2%
70304,Efficient Emission Chamber,0.75,,+4%
70305,Efficient Cooling System,0.25,,+2%
70306,Additional Beam Amplifier,0.0,+6%,
70307,Additional Diode Battery,0.75,,+4%
70308,Enhanced Cooling System,0.75,,+4%
70309,Boosted Emission Chamber,0.75,,+4%
70310,Additional Output Coupler,0.25,,+2%
70311,Additional Beam Amplifier,0.5,,+3%
70312,Enhanced Light Filter,0.5,+9%,
70313,Efficient Lens Optics,0.75,,+4%
70314,Additional Beam Amplifier,0.5,,+3%
70315,Enhanced Emission Chamber,0.25,,+2%
70316,Additional Light Filter,0.167,+7%,
70317,Retuned Beam Capacitor,0.0,+6%,
70318,Efficient Beam Amplifier,0.167,+7%,
70319,Additional Output Coupler,0.0,+6%,
70320,Additional Beam Capacitor,0.25,,+2%
70321,Retuned Beam Capacitor,0.0,+6%,
70322,Retuned Diode Battery,0.25,,+2%
70323,Efficient Diode Battery,0.0,+6%,
70324,Efficient Emission Chamber,1.0,,+5%
70325,Enhanced Diode Battery,0.75,,+4%
70326,Retuned Output Coupler,0.25,,+2%
70327,Retuned Emission Chamber,0.667,+10%,
70328,Retuned Beam Amplifier,0.75,,+4%
70329,Enhanced Output Coupler,0.25,,+2%
70330,Additional Emission Chamber,0.25,,+2%
70331,Additional Reflector Glass,0.25,,+2%
70332,Additional Lens Optics,0.25,,+2%
70333,Efficient Beam Capacitor,0.5,,+3%
70334,Enhanced Emission Chamber,0.667,+10%,
70335,Boosted Emission Chamber,0.5,+9%,
70336,Boosted Emission Chamber,0.333,+8%,
70337,Additional Diode Battery,0.25,,+2%
70338,Efficient Beam Capacitor,0.0,+6%,
70339,Retuned Diode Battery,0.5,+9%,
70340,Enhanced Output Coupler,1.0,,+5%
70341,Retuned Reflector Glass,0.0,+6%,
70342,Boosted Cooling System,0.667,+10%,
70343,Efficient Reflector Glass,1.0,+12%,
70344,Retuned Cooling System,0.25,,+2%
70345,Efficient Reflector Glass,0.5,,+3%
70346,Retuned Beam Capacitor,0.0,+6%,
70347,Retuned Cooling System,0.0,+6%,
70348,Additional Output Coupler,0.667,+10%,
70349,Retuned Beam Amplifier,0.167,+7%,
70350,Enhanced Lens Optics,0.75,,+4%
70351,Retuned Beam Amplifier,0.0,+6%,
70352,Retuned Reflector Glass,1.0,,+5%
70353,Retuned Emission Chamber,0.833,+11%,
70354,Retuned Cooling System,0.0,+6%,
70355,Additional Cooling System,0.25,,+2%
70356,Retuned Output Coupler,0.25,,+2%
70357,Boosted Cooling System,0.75,,+4%
70358,Retuned Light Filter,0.333,+8%,
70359,Efficient Light Filter,0.5,,+3%
70360,Enhanced Lens Optics,0.0,+6%,
70361,Efficient Beam Capacitor,0.75,,+4%
70362,Additional Cooling System,0.5,,+3%
70363,Enhanced Lens Optics,0.5,+9%,
70364,Retuned Lens Optics,0.75,,+4%
70365,Boosted Reflector Glass,0.5,+9%,
70366,Retuned Lens Optics,0.833,+11%,
70367,Additional Diode Battery,0.5,,+3%
70368,Additional Lens Optics,0.25,,+2%
70369,Boosted Diode Battery,0.25,,+2%
70370,Efficient Beam Capacitor,0.0,+6%,
70371,Retuned Photon Mirror,0.5,,+3%
70372,Boosted Beam Amplifier,0.667,+10%,
70373,Retuned Light Filter,0.0,+6%,
70374,Efficient Beam Capacitor,0.25,,+2%
70375,Retuned Cooling System,1.0,,+5%
70376,Additional Beam Capacitor,0.0,+6%,
70377,Retuned Beam Capacitor,0.25,,+2%
70378,Additional Beam Capacitor,0.0,+6%,
70379,Enhanced Lens Optics,1.0,,+5%
70380,Efficient Emission Chamber,0.5,+9%,
70381,Retuned Photon Mirror,0.833,+11%,
70382,Additional Photon Mirror,0.333,+8%,
70383,Additional Emission Chamber,0.5,,+3%
70384,Additional Beam Amplifier,0.667,+10%,
70385,Boosted Beam Capacitor,0.333,+8%,
70386,Enhanced Photon Mirror,0.25,,+2%
70387,Boosted Emission Chamber,1.0,,+5%
70388,Efficient Output Coupler,0.667,+10%,
70389,Enhanced Lens Optics,0.5,,+3%
70390,Retuned Cooling System,0.25,,+2%
70391,Additional Output Coupler,0.5,,+3%
70392,Efficient Output Coupler,0.5,+9%,
70393,Additional Cooling System,0.333,+8%,
70394,Additional Light Filter,0.833,+11%,
70395,Enhanced Output Coupler,0.75,,+4%
70396,Retuned Emission Chamber,0.5,+9%,
70397,Additional Emission Chamber,0.333,+8%,
70398,Boosted Photon Mirror,0.0,+6%,
70399,Efficient Output Coupler,0.833,+11%,
70400,Boosted Reflector Glass,0.25,,+2%
70401,Boosted Beam Capacitor,0.0,+6%,
70402,Retuned Reflector Glass,1.0,,+5%
70403,Efficient Diode Battery,0.25,,+2%
70404,Boosted Diode Battery,0.167,+7%,
70405,Retuned Output Coupler,0.0,+6%,
