sep=,
Seed,Name,Perfection,Ship_Weapons_Lasers_HeatTime,Ship_Weapons_Lasers_Damage
78833,Fidgety Aperture,0.0,,+12%
78834,Leaking Retina,0.042,+13%,
78835,Fissured Projector,0.167,,+13%
78836,Nervous Lens,0.167,,+13%
78837,Nervous Retina,0.167,,+13%
78838,Stretched Reflector,0.0,+11%,
78839,Leaking Retina,0.167,,+13%
78840,Stretched Iris,0.958,+33%,+15%
78841,Fissured Aperture,0.0,,+12%
78842,Fidgety Aperture,0.354,+28%,
78843,Fissured Retina,0.042,+13%,
78844,Fidgety Retina,0.417,+31%,
78845,Nervous Pupil,0.167,+19%,
78846,Fidgety Projector,0.312,+26%,+12%
78847,Stretched Lens,0.0,+11%,
78848,Fissured Reflector,0.0,,+12%
78849,Stretched Iris,0.354,+28%,
78850,Nervous Retina,0.312,+18%,+13%
78851,Fissured Fluids,0.083,+15%,
78852,Stretched Aperture,0.167,,+13%
78853,Stretched Aperture,0.354,+28%,
78854,Nervous Lens,0.083,+15%,
78855,Fidgety Projector,0.333,,+14%
78856,Nervous Cornea,0.292,+25%,
78857,Fidgety Reflector,0.167,,+13%
78858,Leaking Lens,0.083,+15%,
78859,Nervous Iris,0.333,,+14%
78860,Fidgety Lens,0.375,+29%,
78861,Stretched Lens,0.0,,+12%
78862,Leaking Reflector,0.333,,+14%
78863,Stretched Pupil,0.0,,+12%
78864,Fidgety Iris,0.5,+35%,
78865,Fissured Fluids,0.292,+25%,
78866,Stretched Retina,0.0,,+12%
78867,Fissured Mirror,0.0,,+12%
78868,Leaking Fluids,0.167,,+13%
78869,Nervous Lens,0.792,+33%,+14%
78870,Nervous Mirror,0.396,+14%,+14%
78871,Leaking Projector,0.167,,+13%
78872,Fidgety Retina,0.438,+32%,+12%
78873,Nervous Lens,0.0,+11%,
78874,Nervous Mirror,0.333,,+14%
78875,Stretched Reflector,0.5,,+15%
78876,Fidgety Mirror,0.0,,+12%
78877,Stretched Retina,0.125,+17%,+12%
78878,Nervous Iris,0.0,+11%,
78879,Fissured Mirror,0.5,,+15%
78880,Leaking Lens,0.312,+26%,
78881,Fissured Retina,0.5,,+15%
78882,Fidgety Pupil,0.167,,+13%
78883,Stretched Reflector,0.167,,+13%
78884,Nervous Lens,0.0,,+12%
78885,Stretched Aperture,0.0,,+12%
78886,Stretched Retina,0.0,+11%,
78887,Stretched Aperture,0.229,+22%,
78888,Stretched Iris,0.0,,+12%
78889,Fidgety Mirror,0.167,,+13%
78890,Fissured Fluids,0.0,,+12%
78891,Leaking Pupil,0.25,+23%,
78892,Fissured Iris,0.0,,+12%
78893,Fissured Projector,0.333,,+14%
78894,Leaking Projector,0.188,+20%,
78895,Nervous Cornea,0.146,+18%,+12%
78896,Leaking Iris,0.333,+27%,
78897,Leaking Retina,0.167,,+13%
78898,Fissured Cornea,0.042,+13%,+12%
78899,Fissured Lens,0.167,,+13%
78900,Fidgety Iris,0.167,,+13%
78901,Nervous Iris,0.333,,+14%
78902,Fidgety Iris,0.146,+18%,
78903,Fidgety Reflector,0.167,+11%,+13%
78904,Fidgety Cornea,0.042,+13%,+12%
78905,Stretched Pupil,0.0,,+12%
78906,Fidgety Pupil,0.0,,+12%
78907,Stretched Lens,0.0,,+12%
78908,Stretched Aperture,0.5,+35%,
78909,Nervous Fluids,0.0,,+12%
78910,Stretched Iris,0.667,+19%,+15%
78911,Leaking Fluids,0.125,+17%,
78912,Fidgety Retina,0.0,,+12%
78913,Stretched Aperture,0.021,+12%,+12%
78914,Stretched Fluids,0.0,,+12%
78915,Fissured Cornea,0.438,+24%,+13%
78916,Fissured Mirror,0.167,,+13%
78917,Stretched Aperture,0.0,+11%,
78918,Leaking Lens,0.042,+13%,
78919,Fissured Fluids,0.333,+27%,
78920,Stretched Lens,0.062,+14%,
78921,Fissured Retina,0.5,,+15%
78922,Nervous Cornea,0.0,,+12%
78923,Fidgety Iris,0.0,+11%,
78924,Fissured Cornea,0.021,+12%,
78925,Nervous Retina,0.0,,+12%
78926,Nervous Pupil,0.021,+12%,
78927,Stretched Projector,0.167,,+13%
78928,Leaking Mirror,0.5,,+15%
78929,Fidgety Retina,0.333,,+14%
78930,Leaking Iris,0.25,+23%,
78931,Leaking Iris,0.0,,+12%
78932,Fidgety Projector,0.0,+11%,+12%
78933,Fissured Mirror,0.167,,+13%
78934,Nervous Cornea,0.25,+15%,+13%
78935,Stretched Iris,0.333,,+14%
78936,Stretched Retina,0.312,+26%,
78937,Fidgety Pupil,0.021,+12%,
78938,Stretched Lens,0.083,+15%,+12%
78939,Leaking Aperture,0.167,,+13%
78940,Nervous Lens,0.0,+11%,
78941,Fidgety Retina,0.417,+31%,
78942,Nervous Mirror,0.062,+14%,
78943,Stretched Retina,0.0,+11%,
78944,Nervous Aperture,0.5,+11%,+15%
78945,Fidgety Projector,0.0,,+12%
78946,Stretched Pupil,0.0,,+12%
78947,Leaking Aperture,0.0,+11%,
78948,Nervous Retina,0.0,,+12%
78949,Stretched Reflector,0.0,,+12%
78950,Fidgety Aperture,0.167,+19%,
78951,Leaking Projector,0.0,,+12%
78952,Stretched Retina,0.833,+27%,+15%
78953,Fidgety Lens,0.0,,+12%
78954,Leaking Aperture,0.0,,+12%
78955,Fidgety Projector,0.229,+22%,
78956,Fissured Pupil,0.333,,+14%
78957,Leaking Aperture,0.167,,+13%
78958,Stretched Aperture,0.333,,+14%
78959,Fidgety Mirror,0.0,,+12%
78960,Stretched Iris,0.208,+21%,
78961,Stretched Retina,0.062,+14%,
78962,Stretched Retina,0.333,,+14%
78963,Leaking Retina,0.333,,+14%
78964,Stretched Pupil,0.5,,+15%
78965,Fidgety Fluids,0.354,+28%,
78966,Nervous Fluids,0.125,+17%,+12%
78967,Fissured Pupil,0.125,+17%,
78968,Fissured Mirror,0.0,,+12%
78969,Fissured Projector,0.333,,+14%
78970,Nervous Mirror,0.0,,+12%
78971,Fissured Lens,0.0,,+12%
78972,Fidgety Iris,0.208,+21%,
78973,Leaking Aperture,0.5,+19%,+14%
78974,Fissured Iris,0.0,,+12%
78975,Fidgety Lens,0.062,+14%,
78976,Leaking Projector,0.167,,+13%
78977,Stretched Iris,0.188,+20%,+12%
78978,Stretched Retina,0.0,,+12%
78979,Nervous Pupil,0.229,+22%,
78980,Fidgety Projector,0.104,+16%,
78981,Nervous Mirror,0.5,,+15%
78982,Leaking Projector,0.0,,+12%
78983,Stretched Aperture,0.146,+18%,
78984,Nervous Reflector,0.229,+22%,
78985,Leaking Cornea,0.167,,+13%
78986,Stretched Lens,0.167,,+13%
78987,Nervous Mirror,0.0,+11%,
78988,Leaking Fluids,0.0,,+12%
78989,Fidgety Projector,0.0,+11%,
78990,Nervous Pupil,0.083,+15%,
78991,Nervous Projector,0.25,+23%,+12%
78992,Leaking Projector,0.167,,+13%
78993,Stretched Lens,0.0,+11%,
78994,Stretched Iris,0.0,,+12%
78995,Leaking Projector,0.5,,+15%
78996,Fissured Fluids,0.458,+33%,
78997,Fidgety Fluids,0.438,+32%,+12%
78998,Fissured Projector,0.0,,+12%
78999,Stretched Iris,0.104,+16%,
79000,Fidgety Reflector,1.0,+35%,+15%
79001,Fidgety Iris,0.0,,+12%
79002,Stretched Fluids,0.208,+13%,+13%
79003,Stretched Lens,0.0,,+12%
79004,Nervous Projector,0.75,+31%,+14%
79005,Fissured Fluids,0.25,+23%,
79006,Fidgety Aperture,0.167,,+13%
79007,Stretched Reflector,0.021,+12%,
79008,Nervous Aperture,0.0,,+12%
79009,Stretched Retina,0.458,+33%,
79010,Leaking Aperture,0.0,,+12%
79011,Stretched Fluids,0.0,,+12%
79012,Stretched Aperture,0.167,,+13%
79013,Nervous Retina,0.333,,+14%
79014,Leaking Projector,0.0,+11%,
79015,Fissured Retina,0.5,,+15%
79016,Fissured Mirror,0.021,+12%,
79017,Fidgety Lens,0.0,,+12%
79018,Fidgety Cornea,0.167,,+13%
79019,Fidgety Cornea,0.0,,+12%
79020,Leaking Projector,0.0,+11%,
79021,Fissured Lens,0.0,,+12%
79022,Leaking Retina,0.396,+30%,
79023,Stretched Cornea,0.333,,+14%
79024,Nervous Reflector,0.333,,+14%
79025,Leaking Mirror,0.0,,+12%
79026,Stretched Reflector,0.25,+15%,+13%
79027,Fidgety Aperture,0.333,,+14%
79028,Leaking Reflector,0.229,+14%,+13%
79029,Nervous Lens,0.167,,+13%
79030,Leaking Projector,0.333,,+14%
79031,Nervous Reflector,0.083,+15%,
79032,Fissured Reflector,0.0,,+12%
79033,Nervous Aperture,0.5,,+15%
79034,Nervous Retina,0.375,+29%,+12%
79035,Fidgety Cornea,0.208,+21%,+12%
79036,Nervous Pupil,0.083,+15%,+12%
79037,Fissured Mirror,0.271,+24%,
79038,Fidgety Mirror,0.0,,+12%
79039,Fidgety Retina,0.458,+17%,+14%
79040,Stretched Cornea,0.0,,+12%
79041,Stretched Iris,0.5,+35%,+12%
79042,Fidgety Fluids,0.125,+17%,
79043,Leaking Mirror,0.333,+27%,
79044,Leaking Lens,0.0,,+12%
79045,Fissured Aperture,0.25,+23%,
79046,Stretched Mirror,0.062,+14%,
79047,Fissured Pupil,0.333,,+14%
79048,Stretched Cornea,0.0,+11%,
79049,Leaking Cornea,0.229,+22%,
79050,Fidgety Cornea,0.167,,+13%
79051,Nervous Pupil,0.062,+14%,
79052,Fissured Iris,0.354,+28%,
79053,Leaking Reflector,0.021,+12%,+12%
79054,Leaking Pupil,0.021,+12%,
79055,Stretched Fluids,0.167,,+13%
79056,Stretched Aperture,0.312,+26%,
79057,Nervous Pupil,0.0,,+12%
79058,Stretched Cornea,0.312,+26%,
79059,Stretched Cornea,0.083,+15%,
79060,Fissured Mirror,0.0,,+12%
79061,Nervous Reflector,0.5,,+15%
79062,Stretched Retina,0.125,+17%,
79063,Stretched Aperture,0.042,+13%,+12%
79064,Leaking Aperture,0.062,+14%,
79065,Nervous Reflector,0.0,,+12%
79066,Nervous Projector,0.167,,+13%
79067,Fidgety Iris,0.146,+18%,
79068,Nervous Lens,0.042,+13%,
79069,Leaking Mirror,0.125,+17%,+12%
79070,Leaking Fluids,0.167,+19%,
79071,Fissured Aperture,0.167,,+13%
79072,Nervous Projector,0.438,+32%,
79073,Fissured Lens,0.354,+28%,+12%
79074,Fidgety Retina,0.0,,+12%
79075,Nervous Reflector,0.292,+25%,
79076,Fissured Cornea,0.312,+26%,
79077,Stretched Reflector,0.167,,+13%
79078,Fidgety Projector,0.333,+11%,+14%
79079,Nervous Mirror,0.0,+11%,
79080,Fidgety Aperture,0.167,+19%,
79081,Nervous Lens,0.333,,+14%
79082,Nervous Fluids,0.333,+11%,+14%
79083,Fissured Pupil,0.5,+11%,+15%
79084,Fidgety Aperture,0.0,,+12%
79085,Stretched Pupil,0.458,+33%,
79086,Nervous Iris,0.0,+11%,
79087,Fissured Retina,0.188,+20%,
79088,Leaking Aperture,0.042,+13%,+12%
79089,Fidgety Mirror,0.0,,+12%
79090,Stretched Iris,0.417,+31%,
79091,Nervous Iris,0.188,+12%,+13%
79092,Fidgety Iris,0.208,+21%,
79093,Nervous Mirror,0.375,+29%,
79094,Nervous Retina,0.021,+12%,
79095,Leaking Pupil,0.0,,+12%
79096,Leaking Retina,0.167,,+13%
79097,Stretched Cornea,0.167,,+13%
79098,Fissured Aperture,0.062,+14%,
79099,Leaking Projector,0.125,+17%,
79100,Fidgety Reflector,0.146,+18%,
79101,Leaking Aperture,0.0,,+12%
79102,Fissured Iris,0.521,+28%,+13%
79103,Leaking Lens,0.0,+11%,+12%
79104,Stretched Pupil,0.354,+28%,+12%
79105,Fissured Mirror,0.5,,+15%
79106,Leaking Fluids,0.0,+11%,
79107,Leaking Fluids,0.292,+25%,
79108,Nervous Aperture,0.0,,+12%
79109,Nervous Iris,0.667,+27%,+14%
79110,Leaking Retina,0.354,+28%,
79111,Fissured Lens,0.5,,+15%
79112,Fissured Aperture,0.25,+23%,
79113,Fissured Projector,0.125,+17%,
79114,Stretched Projector,0.333,,+14%
79115,Fissured Pupil,0.333,,+14%
79116,Leaking Fluids,0.333,,+14%
79117,Nervous Lens,0.0,+11%,
79118,Fissured Fluids,0.5,,+15%
79119,Fidgety Aperture,0.417,+31%,
79120,Leaking Cornea,0.167,,+13%
79121,Nervous Aperture,0.0,,+12%
79122,Leaking Cornea,0.0,,+12%
79123,Fissured Iris,0.104,+16%,
79124,Fidgety Lens,0.0,,+12%
79125,Fissured Projector,0.146,+18%,
79126,Stretched Retina,0.396,+30%,
79127,Leaking Fluids,0.0,,+12%
79128,Nervous Reflector,0.458,+33%,
79129,Fidgety Reflector,0.333,,+14%
79130,Fissured Iris,0.188,+20%,+12%
79131,Fissured Reflector,0.479,+34%,+12%
79132,Leaking Iris,0.458,+33%,
79133,Nervous Retina,0.0,+11%,
79134,Nervous Reflector,0.0,,+12%
79135,Nervous Aperture,0.167,+19%,
79136,Leaking Projector,0.0,+11%,
79137,Leaking Mirror,0.0,,+12%
79138,Leaking Fluids,0.167,+11%,+13%
79139,Stretched Retina,0.292,+25%,
79140,Fidgety Reflector,0.688,+28%,+14%
79141,Nervous Retina,0.438,+32%,+12%
79142,Fissured Cornea,0.0,,+12%
79143,Fidgety Lens,0.5,,+15%
79144,Leaking Lens,0.0,,+12%
79145,Nervous Cornea,0.167,,+13%
79146,Fidgety Aperture,0.146,+18%,
79147,Leaking Mirror,0.167,,+13%
79148,Leaking Fluids,0.042,+13%,
79149,Nervous Aperture,0.0,+11%,
79150,Stretched Projector,0.229,+22%,
79151,Stretched Reflector,0.062,+14%,
79152,Nervous Cornea,0.458,+33%,
79153,Fidgety Cornea,0.0,,+12%
79154,Fidgety Pupil,0.167,+19%,
79155,Fissured Pupil,0.0,+11%,
79156,Leaking Lens,0.0,,+12%
79157,Fissured Mirror,0.333,,+14%
79158,Leaking Mirror,0.0,,+12%
79159,Leaking Retina,0.0,,+12%
79160,Nervous Retina,0.333,,+14%
79161,Fidgety Reflector,0.271,+24%,
79162,Stretched Aperture,0.062,+14%,+12%
79163,Stretched Fluids,0.479,+34%,+12%
79164,Fissured Retina,0.438,+32%,
79165,Nervous Projector,0.167,+19%,
79166,Stretched Mirror,0.167,+11%,+13%
79167,Leaking Fluids,0.0,+11%,
79168,Nervous Mirror,0.458,+33%,
79169,Leaking Projector,0.5,,+15%
79170,Leaking Cornea,0.229,+14%,+13%
79171,Nervous Iris,0.229,+22%,+12%
79172,Nervous Retina,0.146,+18%,
79173,Fissured Fluids,0.167,+19%,
79174,Stretched Aperture,0.5,,+15%
79175,Nervous Cornea,0.5,,+15%
79176,Fidgety Aperture,0.0,+11%,
79177,Fidgety Fluids,0.0,,+12%
79178,Leaking Fluids,0.0,,+12%
79179,Fissured Reflector,0.479,+18%,+14%
79180,Fidgety Iris,0.5,,+15%
79181,Nervous Cornea,0.333,,+14%
79182,Fidgety Fluids,0.062,+14%,
79183,Nervous Fluids,0.0,+11%,
79184,Nervous Retina,0.0,,+12%
79185,Leaking Pupil,0.417,+31%,
79186,Nervous Pupil,0.458,+33%,
79187,Stretched Lens,0.0,,+12%
79188,Nervous Fluids,0.5,,+15%
79189,Fidgety Pupil,0.042,+13%,
79190,Nervous Iris,0.479,+34%,
79191,Leaking Lens,0.354,+28%,+12%
79192,Stretched Fluids,0.333,,+14%
79193,Nervous Retina,0.208,+21%,+12%
79194,Fidgety Fluids,0.333,,+14%
79195,Fissured Pupil,0.0,,+12%
79196,Stretched Fluids,0.0,,+12%
79197,Fidgety Lens,0.0,,+12%
79198,Nervous Mirror,0.0,+11%,
79199,Leaking Cornea,0.083,+15%,
79200,Leaking Aperture,0.271,+24%,
79201,Stretched Mirror,0.208,+21%,
79202,Fissured Retina,0.0,,+12%
79203,Fidgety Mirror,0.021,+12%,
79204,Leaking Lens,0.0,,+12%
79205,Stretched Pupil,0.0,,+12%
79206,Fidgety Mirror,0.0,+11%,
79207,Stretched Projector,0.333,,+14%
79208,Leaking Pupil,0.479,+18%,+14%
79209,Fidgety Cornea,0.167,+19%,
79210,Leaking Lens,0.0,,+12%
79211,Nervous Lens,0.333,,+14%
79212,Stretched Iris,0.5,,+15%
79213,Leaking Mirror,0.5,,+15%
79214,Fidgety Retina,0.104,+16%,+12%
79215,Fidgety Pupil,0.0,,+12%
79216,Nervous Mirror,0.083,+15%,
79217,Nervous Pupil,0.333,,+14%
79218,Nervous Fluids,0.083,+15%,
79219,Fissured Cornea,0.146,+18%,
79220,Fissured Retina,0.146,+18%,
79221,Fissured Lens,0.458,+17%,+14%
79222,Leaking Mirror,0.167,+19%,+12%
79223,Fidgety Cornea,0.75,+31%,+14%
79224,Nervous Fluids,0.583,+23%,+14%
79225,Stretched Reflector,0.146,+18%,
79226,Fidgety Mirror,0.0,,+12%
79227,Leaking Projector,0.104,+16%,
79228,Stretched Iris,0.188,+20%,
79229,Fissured Aperture,0.0,,+12%
79230,Leaking Lens,0.125,+17%,
79231,Fissured Fluids,0.271,+24%,
79232,Fidgety Pupil,0.042,+13%,
79233,Fissured Retina,0.0,+11%,
79234,Fidgety Fluids,0.125,+17%,
79235,Fissured Fluids,0.0,,+12%
79236,Leaking Reflector,0.0,,+12%
79237,Leaking Mirror,0.438,+32%,+12%
79238,Fidgety Aperture,0.167,+11%,+13%
79239,Stretched Retina,0.167,,+13%
79240,Nervous Pupil,0.438,+32%,
79241,Nervous Retina,0.0,+11%,+12%
79242,Fissured Cornea,0.875,+29%,+15%
79243,Stretched Fluids,0.042,+13%,
79244,Fidgety Mirror,0.0,,+12%
79245,Fissured Lens,0.292,+25%,
79246,Nervous Fluids,0.0,,+12%
79247,Fidgety Mirror,0.167,,+13%
79248,Stretched Iris,0.333,,+14%
79249,Leaking Cornea,0.0,,+12%
79250,Fissured Cornea,0.208,+21%,
79251,Nervous Projector,0.0,,+12%
79252,Fidgety Projector,0.333,,+14%
79253,Fidgety Reflector,0.0,+11%,
79254,Stretched Iris,0.167,,+13%
79255,Fidgety Reflector,0.021,+12%,
79256,Nervous Cornea,0.188,+20%,
79257,Nervous Reflector,0.312,+26%,
79258,Fissured Aperture,0.479,+34%,+12%
79259,Fidgety Iris,0.5,,+15%
79260,Leaking Aperture,0.375,+29%,
79261,Fissured Mirror,0.0,+11%,
79262,Leaking Projector,0.167,,+13%
79263,Leaking Reflector,0.0,,+12%
79264,Fidgety Iris,0.062,+14%,
79265,Leaking Projector,0.167,+11%,+13%
79266,Fissured Fluids,0.021,+12%,
79267,Nervous Iris,0.167,+19%,
79268,Nervous Projector,0.021,+12%,
79269,Stretched Iris,0.0,+11%,
79270,Fidgety Mirror,0.0,,+12%
79271,Fidgety Projector,0.5,,+15%
79272,Fissured Mirror,0.0,,+12%
79273,Fissured Cornea,0.104,+16%,+12%
79274,Nervous Cornea,0.021,+12%,
79275,Nervous Mirror,0.0,,+12%
79276,Stretched Lens,0.0,,+12%
79277,Fidgety Mirror,0.062,+14%,
79278,Stretched Aperture,0.0,,+12%
79279,Fidgety Lens,0.0,,+12%
79280,Nervous Aperture,0.0,,+12%
79281,Fidgety Fluids,0.396,+30%,
79282,Leaking Pupil,0.688,+28%,+14%
79283,Nervous Aperture,0.0,,+12%
79284,Nervous Mirror,0.167,,+13%
79285,Fissured Mirror,0.0,,+12%
79286,Fidgety Retina,0.167,,+13%
79287,Fidgety Fluids,0.021,+12%,+12%
79288,Nervous Retina,0.917,+31%,+15%
79289,Fissured Iris,0.167,+11%,+13%
79290,Nervous Iris,0.5,,+15%
79291,Nervous Retina,0.188,+20%,
79292,Fidgety Fluids,0.146,+18%,
79293,Nervous Cornea,0.083,+15%,
79294,Fissured Fluids,0.229,+14%,+13%
79295,Fidgety Fluids,0.333,,+14%
79296,Fidgety Reflector,0.312,+26%,
79297,Stretched Reflector,0.542,+21%,+14%
79298,Stretched Reflector,0.167,+19%,
79299,Leaking Cornea,0.0,,+12%
79300,Fidgety Pupil,0.0,+11%,
79301,Leaking Aperture,0.333,,+14%
79302,Nervous Projector,0.104,+16%,
79303,Stretched Projector,0.062,+14%,
79304,Nervous Reflector,0.458,+25%,+13%
79305,Leaking Mirror,0.0,,+12%
79306,Leaking Aperture,0.5,+11%,+15%
79307,Nervous Projector,0.5,+11%,+15%
79308,Fidgety Mirror,0.375,+29%,+12%
79309,Fidgety Pupil,0.5,,+15%
79310,Stretched Pupil,0.167,,+13%
79311,Fidgety Projector,0.25,+23%,
79312,Fissured Projector,0.0,,+12%
79313,Fidgety Aperture,0.0,,+12%
79314,Nervous Iris,0.0,,+12%
79315,Fissured Fluids,0.0,,+12%
79316,Nervous Projector,0.083,+15%,
79317,Nervous Retina,0.0,,+12%
79318,Fidgety Lens,0.0,+11%,
79319,Leaking Mirror,0.104,+16%,
79320,Stretched Pupil,0.0,,+12%
79321,Nervous Projector,0.125,+17%,
79322,Leaking Projector,0.333,,+14%
79323,Stretched Retina,0.333,,+14%
79324,Leaking Pupil,0.333,,+14%
79325,Stretched Projector,0.042,+13%,
79326,Fidgety Cornea,0.5,+19%,+14%
79327,Stretched Reflector,0.167,,+13%
79328,Leaking Retina,0.062,+14%,+12%
79329,Stretched Mirror,0.333,,+14%
79330,Fidgety Aperture,0.042,+13%,
79331,Fissured Fluids,0.438,+32%,
79332,Nervous Projector,0.0,,+12%
79333,Fidgety Lens,0.5,,+15%
79334,Fidgety Fluids,0.083,+15%,
79335,Leaking Iris,0.167,,+13%
79336,Nervous Cornea,0.375,+29%,
79337,Fidgety Mirror,0.146,+18%,
79338,Fissured Cornea,0.354,+28%,
79339,Leaking Lens,0.333,+11%,+14%
79340,Fidgety Reflector,0.146,+18%,
79341,Leaking Cornea,0.5,,+15%
79342,Fidgety Iris,0.167,,+13%
79343,Stretched Projector,0.229,+14%,+13%
79344,Fidgety Projector,0.125,+17%,+12%
79345,Fissured Fluids,0.0,+11%,
79346,Nervous Retina,0.0,+11%,+12%
79347,Stretched Reflector,0.333,,+14%
79348,Fissured Projector,0.375,+29%,
79349,Fidgety Lens,0.146,+18%,
79350,Fissured Iris,0.042,+13%,
79351,Leaking Cornea,0.5,,+15%
79352,Stretched Mirror,0.0,,+12%
79353,Leaking Aperture,0.0,+11%,+12%
79354,Fidgety Pupil,0.0,+11%,
79355,Fissured Pupil,0.25,+23%,
79356,Fidgety Iris,0.021,+12%,+12%
79357,Nervous Lens,0.0,,+12%
79358,Stretched Cornea,0.333,,+14%
79359,Nervous Fluids,0.0,+11%,
79360,Leaking Pupil,0.0,+11%,
79361,Stretched Iris,0.333,,+14%
79362,Leaking Fluids,0.0,,+12%
79363,Nervous Pupil,0.458,+33%,
79364,Fissured Cornea,0.0,,+12%
79365,Stretched Cornea,0.0,,+12%
79366,Leaking Reflector,0.062,+14%,+12%
79367,Nervous Aperture,0.167,,+13%
79368,Nervous Retina,0.5,,+15%
79369,Nervous Aperture,0.5,,+15%
79370,Nervous Aperture,0.042,+13%,
79371,Fissured Projector,0.083,+15%,
79372,Leaking Reflector,0.5,+27%,+13%
79373,Leaking Projector,0.354,+28%,+12%
79374,Fissured Iris,0.083,+15%,
79375,Stretched Projector,0.333,,+14%
79376,Fissured Reflector,0.167,,+13%
79377,Nervous Iris,0.167,+19%,
79378,Leaking Pupil,0.271,+24%,
79379,Nervous Mirror,0.0,+11%,
79380,Leaking Projector,0.333,,+14%
79381,Fissured Reflector,0.104,+16%,+12%
79382,Fissured Aperture,0.646,+26%,+14%
79383,Fissured Fluids,0.0,,+12%
79384,Nervous Cornea,0.167,+19%,
79385,Fissured Pupil,0.208,+21%,
79386,Nervous Retina,0.333,,+14%
79387,Stretched Iris,0.229,+22%,
79388,Fissured Aperture,0.5,+35%,
79389,Leaking Pupil,0.438,+32%,
79390,Fissured Aperture,0.167,,+13%
79391,Fissured Pupil,0.333,,+14%
79392,Fissured Lens,0.125,+17%,
79393,Fidgety Aperture,0.062,+14%,
79394,Nervous Aperture,0.0,,+12%
79395,Leaking Cornea,0.417,+31%,
79396,Nervous Retina,0.312,+26%,
79397,Nervous Retina,0.125,+17%,
79398,Fidgety Cornea,0.333,,+14%
79399,Nervous Fluids,0.333,,+14%
79400,Fidgety Aperture,0.333,,+14%
79401,Stretched Retina,0.125,+17%,
79402,Fissured Reflector,0.0,,+12%
79403,Nervous Aperture,0.167,,+13%
79404,Leaking Projector,0.021,+12%,
79405,Fidgety Mirror,0.562,+22%,+14%
79406,Leaking Mirror,0.458,+25%,+13%
79407,Fissured Aperture,0.0,+11%,
79408,Nervous Mirror,0.0,+11%,
79409,Nervous Cornea,0.125,+17%,
79410,Leaking Cornea,0.0,+11%,
79411,Stretched Mirror,0.0,+11%,
79412,Stretched Mirror,0.0,,+12%
79413,Leaking Lens,0.354,+12%,+14%
79414,Leaking Reflector,0.167,,+13%
79415,Stretched Iris,0.167,+11%,+13%
79416,Nervous Cornea,0.292,+17%,+13%
79417,Fidgety Retina,0.0,,+12%
79418,Fidgety Iris,0.167,,+13%
79419,Fissured Retina,0.5,,+15%
79420,Stretched Pupil,0.0,,+12%
79421,Stretched Projector,0.229,+22%,+12%
79422,Fidgety Lens,0.0,+11%,
79423,Fidgety Retina,0.5,+35%,+12%
79424,Fissured Mirror,0.0,,+12%
79425,Leaking Cornea,0.0,,+12%
79426,Leaking Lens,0.375,+29%,
79427,Fidgety Pupil,0.0,+11%,
79428,Fissured Cornea,0.375,+29%,+12%
79429,Nervous Cornea,0.0,,+12%
79430,Leaking Mirror,0.0,+11%,
79431,Fidgety Reflector,0.229,+22%,
79432,Leaking Pupil,0.167,,+13%
79433,Stretched Cornea,0.167,+19%,
79434,Stretched Pupil,0.062,+14%,
79435,Leaking Aperture,0.042,+13%,
79436,Nervous Reflector,0.083,+15%,+12%
79437,Leaking Retina,0.229,+14%,+13%
79438,Stretched Retina,0.188,+12%,+13%
79439,Fidgety Lens,0.188,+20%,
79440,Leaking Fluids,0.0,+11%,
79441,Fissured Reflector,0.125,+17%,
79442,Fissured Projector,0.146,+18%,
79443,Fissured Cornea,0.5,+11%,+15%
79444,Fidgety Aperture,0.167,,+13%
79445,Fissured Aperture,0.0,,+12%
79446,Nervous Mirror,0.167,,+13%
79447,Nervous Mirror,0.25,+23%,
79448,Fissured Cornea,0.354,+28%,
79449,Fidgety Retina,0.333,,+14%
79450,Leaking Iris,0.0,,+12%
79451,Nervous Fluids,0.167,,+13%
79452,Stretched Retina,0.167,,+13%
79453,Fissured Pupil,0.0,,+12%
79454,Fidgety Pupil,0.0,,+12%
79455,Nervous Lens,0.229,+22%,+12%
79456,Nervous Pupil,0.333,,+14%
79457,Nervous Pupil,0.0,+11%,
79458,Fidgety Fluids,0.0,,+12%
79459,Fidgety Mirror,0.167,,+13%
79460,Fissured Iris,0.0,,+12%
79461,Nervous Retina,0.104,+16%,
79462,Fissured Fluids,0.271,+24%,+12%
79463,Stretched Reflector,0.0,,+12%
79464,Fidgety Retina,0.417,+31%,
79465,Leaking Lens,0.125,+17%,
79466,Fissured Iris,0.0,+11%,
79467,Nervous Lens,0.167,,+13%
79468,Leaking Mirror,0.5,+35%,
79469,Stretched Retina,0.333,,+14%
79470,Leaking Pupil,0.625,+25%,+14%
79471,Fissured Reflector,0.667,+35%,+13%
79472,Stretched Cornea,0.458,+33%,
79473,Fidgety Mirror,0.0,,+12%
79474,Fissured Pupil,0.0,,+12%
79475,Leaking Iris,0.0,,+12%
79476,Stretched Fluids,0.083,+15%,
79477,Nervous Lens,0.0,,+12%
79478,Fissured Retina,0.083,+15%,
79479,Leaking Cornea,0.25,+15%,+13%
79480,Leaking Lens,0.042,+13%,
79481,Nervous Retina,0.188,+20%,
79482,Fidgety Cornea,0.0,+11%,
79483,Fissured Iris,0.354,+12%,+14%
79484,Leaking Projector,0.167,,+13%
79485,Fidgety Retina,0.229,+22%,
79486,Fidgety Retina,0.062,+14%,
