Seed	Name	Perfection	Ship_Hyperdrive_JumpDistance
70954	Clammy Cluster Stem	0.46	73 ly
70955	Moistened Sensory Veil	0.08	54 ly
70956	Moistened Lobe Actuator	0.12	56 ly
70957	Fragile Lobe Actuator	0.98	99 ly
70958	Gooey Cluster Stem	0.38	69 ly
70959	Fragile Lobe Actuator	0.1	55 ly
70960	Fragile Memory Calculus	0.0	50 ly
70961	Clammy Sensory Veil	0.38	69 ly
70962	Clammy Memory Calculus	0.8	90 ly
70963	Gooey Memory Calculus	0.02	51 ly
70964	Gooey Sensory Veil	0.04	52 ly
70965	Clammy Emotal Core	0.08	54 ly
70966	Gooey Cluster Stem	0.44	72 ly
70967	Gooey Memory Calculus	0.02	51 ly
70968	Moistened Hive Stem	0.78	89 ly
70969	Threaded Cluster Stem	0.0	50 ly
70970	Clammy Sensory Veil	0.4	70 ly
70971	Clammy Memory Calculus	0.16	58 ly
70972	Clammy Lobe Actuator	0.8	90 ly
70973	Fragile Sensory Veil	0.2	60 ly
70974	Clammy Bio-Reality Generator	0.0	50 ly
70975	Threaded Lobes	0.22	61 ly
70976	Gooey Cluster Stem	0.1	55 ly
70977	Fragile Lobe Actuator	0.0	50 ly
70978	Fragile Emotal Core	0.62	81 ly
70979	Moistened Lobes	0.46	73 ly
70980	Clammy Lobes	0.98	99 ly
70981	Clammy Memory Calculus	0.02	51 ly
70982	Fragile Emotal Core	0.36	68 ly
70983	Threaded Cluster Stem	0.3	65 ly
70984	Clammy Lobes	0.28	64 ly
70985	Gooey Hive Stem	0.1	55 ly
70986	Clammy Memory Calculus	0.02	51 ly
70987	Moistened Bio-Reality Generator	0.14	57 ly
70988	Fragile Lobes	0.04	52 ly
70989	Fragile Neural Matrix	0.06	53 ly
70990	Gooey Neural Matrix	0.32	66 ly
70991	Threaded Sensory Veil	0.04	52 ly
70992	Threaded Hive Stem	0.04	52 ly
70993	Threaded Lobes	0.12	56 ly
70994	Moistened Hive Stem	0.52	76 ly
70995	Moistened Sensory Veil	0.18	59 ly
70996	Fragile Memory Calculus	0.58	79 ly
70997	Moistened Hive Stem	0.2	60 ly
70998	Clammy Lobes	0.36	68 ly
70999	Threaded Bio-Reality Generator	0.28	64 ly
71000	Fragile Stellar Processor	0.36	68 ly
71001	Clammy Lobes	0.86	93 ly
71002	Fragile Sensory Veil	0.06	53 ly
71003	Moistened Memory Calculus	0.5	75 ly
71004	Moistened Neural Matrix	0.24	62 ly
71005	Moistened Emotal Core	0.8	90 ly
71006	Threaded Emotal Core	0.98	99 ly
71007	Gooey Sensory Veil	0.32	66 ly
71008	Gooey Hive Stem	0.06	53 ly
71009	Moistened Neural Matrix	0.0	50 ly
71010	Fragile Lobes	0.58	79 ly
71011	Fragile Stellar Processor	0.84	92 ly
71012	Threaded Cluster Stem	0.26	63 ly
71013	Clammy Lobes	0.02	51 ly
71014	Fragile Lobe Actuator	0.24	62 ly
71015	Threaded Bio-Reality Generator	0.2	60 ly
71016	Fragile Memory Calculus	0.0	50 ly
71017	Fragile Lobe Actuator	0.18	59 ly
71018	Threaded Stellar Processor	0.7	85 ly
71019	Moistened Stellar Processor	0.02	51 ly
71020	Gooey Cluster Stem	0.06	53 ly
71021	Moistened Stellar Processor	0.0	50 ly
71022	Moistened Hive Stem	0.06	53 ly
71023	Clammy Emotal Core	0.04	52 ly
71024	Clammy Cluster Stem	0.8	90 ly
71025	Clammy Lobe Actuator	0.68	84 ly
71026	Gooey Hive Stem	0.2	60 ly
71027	Fragile Memory Calculus	0.6	80 ly
71028	Threaded Neural Matrix	0.08	54 ly
71029	Clammy Sensory Veil	0.68	84 ly
71030	Clammy Stellar Processor	0.0	50 ly
71031	Gooey Bio-Reality Generator	0.0	50 ly
71032	Moistened Lobes	0.28	64 ly
71033	Clammy Stellar Processor	0.78	89 ly
71034	Fragile Sensory Veil	0.86	93 ly
71035	Fragile Bio-Reality Generator	0.5	75 ly
71036	Fragile Cluster Stem	0.08	54 ly
71037	Threaded Neural Matrix	0.2	60 ly
71038	Moistened Emotal Core	0.1	55 ly
71039	Moistened Emotal Core	0.22	61 ly
71040	Clammy Cluster Stem	0.14	57 ly
71041	Fragile Bio-Reality Generator	0.18	59 ly
71042	Threaded Emotal Core	0.28	64 ly
71043	Fragile Memory Calculus	0.44	72 ly
71044	Fragile Neural Matrix	0.32	66 ly
71045	Gooey Lobe Actuator	0.02	51 ly
71046	Clammy Memory Calculus	0.28	64 ly
71047	Threaded Stellar Processor	0.66	83 ly
71048	Moistened Stellar Processor	0.06	53 ly
71049	Fragile Cluster Stem	0.2	60 ly
71050	Threaded Cluster Stem	0.52	76 ly
71051	Moistened Neural Matrix	0.92	96 ly
71052	Gooey Bio-Reality Generator	0.68	84 ly
71053	Gooey Stellar Processor	0.14	57 ly
71054	Clammy Emotal Core	0.02	51 ly
71055	Fragile Sensory Veil	0.34	67 ly
71056	Threaded Stellar Processor	0.62	81 ly
71057	Gooey Neural Matrix	0.22	61 ly
71058	Moistened Neural Matrix	0.0	50 ly
71059	Threaded Emotal Core	0.62	81 ly
71060	Gooey Sensory Veil	0.18	59 ly
71061	Fragile Lobe Actuator	0.04	52 ly
71062	Gooey Stellar Processor	0.14	57 ly
71063	Clammy Lobes	0.74	87 ly
71064	Clammy Stellar Processor	0.56	78 ly
71065	Moistened Lobes	0.24	62 ly
71066	Threaded Cluster Stem	0.7	85 ly
71067	Fragile Hive Stem	0.46	73 ly
71068	Clammy Emotal Core	0.5	75 ly
71069	Clammy Sensory Veil	0.16	58 ly
71070	Moistened Stellar Processor	0.7	85 ly
71071	Fragile Emotal Core	0.66	83 ly
71072	Gooey Sensory Veil	0.04	52 ly
71073	Threaded Bio-Reality Generator	0.56	78 ly
71074	Fragile Neural Matrix	0.4	70 ly
71075	Moistened Emotal Core	0.2	60 ly
71076	Clammy Hive Stem	0.0	50 ly
71077	Clammy Hive Stem	0.96	98 ly
71078	Fragile Sensory Veil	0.06	53 ly
71079	Fragile Sensory Veil	0.16	58 ly
71080	Moistened Lobe Actuator	0.0	50 ly
71081	Clammy Neural Matrix	0.06	53 ly
71082	Gooey Cluster Stem	0.22	61 ly
71083	Gooey Neural Matrix	0.02	51 ly
71084	Gooey Memory Calculus	0.0	50 ly
71085	Clammy Hive Stem	0.0	50 ly
71086	Threaded Cluster Stem	0.78	89 ly
71087	Threaded Lobes	0.02	51 ly
71088	Gooey Cluster Stem	0.7	85 ly
71089	Moistened Cluster Stem	0.0	50 ly
71090	Threaded Lobes	0.0	50 ly
71091	Threaded Lobe Actuator	0.04	52 ly
71092	Moistened Neural Matrix	0.98	99 ly
71093	Fragile Bio-Reality Generator	0.3	65 ly
71094	Moistened Bio-Reality Generator	0.18	59 ly
71095	Threaded Lobe Actuator	0.42	71 ly
71096	Threaded Sensory Veil	0.04	52 ly
71097	Threaded Emotal Core	1.0	100 ly
71098	Threaded Cluster Stem	0.12	56 ly
71099	Moistened Lobe Actuator	0.08	54 ly
71100	Moistened Neural Matrix	0.78	89 ly
71101	Moistened Lobes	0.82	91 ly
71102	Moistened Emotal Core	0.28	64 ly
71103	Gooey Memory Calculus	0.18	59 ly
71104	Fragile Lobes	0.28	64 ly
71105	Fragile Memory Calculus	0.08	54 ly
71106	Gooey Lobe Actuator	0.26	63 ly
71107	Moistened Lobes	0.62	81 ly
71108	Threaded Neural Matrix	0.82	91 ly
71109	Fragile Bio-Reality Generator	0.38	69 ly
71110	Fragile Lobe Actuator	0.38	69 ly
71111	Fragile Neural Matrix	0.02	51 ly
71112	Threaded Memory Calculus	0.08	54 ly
71113	Moistened Lobe Actuator	0.0	50 ly
71114	Gooey Emotal Core	0.02	51 ly
71115	Clammy Sensory Veil	0.36	68 ly
71116	Gooey Lobes	0.46	73 ly
71117	Fragile Emotal Core	0.06	53 ly
71118	Moistened Memory Calculus	0.84	92 ly
71119	Fragile Sensory Veil	0.36	68 ly
71120	Fragile Neural Matrix	0.1	55 ly
71121	Gooey Emotal Core	0.14	57 ly
71122	Fragile Stellar Processor	0.3	65 ly
71123	Moistened Lobe Actuator	0.56	78 ly
71124	Clammy Bio-Reality Generator	0.84	92 ly
71125	Moistened Hive Stem	0.58	79 ly
71126	Fragile Memory Calculus	0.06	53 ly
71127	Fragile Cluster Stem	0.06	53 ly
71128	Clammy Lobes	0.7	85 ly
71129	Fragile Lobes	0.66	83 ly
71130	Moistened Emotal Core	0.42	71 ly
71131	Moistened Stellar Processor	0.98	99 ly
71132	Fragile Emotal Core	0.34	67 ly
71133	Clammy Emotal Core	0.12	56 ly
71134	Moistened Cluster Stem	0.1	55 ly
71135	Fragile Emotal Core	0.5	75 ly
71136	Moistened Emotal Core	0.5	75 ly
71137	Threaded Memory Calculus	0.82	91 ly
71138	Fragile Sensory Veil	0.88	94 ly
71139	Moistened Neural Matrix	0.12	56 ly
71140	Threaded Emotal Core	0.04	52 ly
71141	Threaded Memory Calculus	0.0	50 ly
71142	Fragile Stellar Processor	0.68	84 ly
71143	Threaded Neural Matrix	0.9	95 ly
71144	Moistened Hive Stem	0.18	59 ly
71145	Clammy Stellar Processor	0.04	52 ly
71146	Fragile Lobes	0.4	70 ly
71147	Moistened Sensory Veil	0.0	50 ly
71148	Fragile Bio-Reality Generator	0.16	58 ly
71149	Gooey Emotal Core	0.34	67 ly
71150	Clammy Stellar Processor	0.24	62 ly
71151	Clammy Hive Stem	0.0	50 ly
71152	Gooey Cluster Stem	0.12	56 ly
71153	Gooey Cluster Stem	0.54	77 ly
71154	Moistened Stellar Processor	0.48	74 ly
71155	Fragile Lobes	0.08	54 ly
71156	Moistened Sensory Veil	0.42	71 ly
71157	Moistened Stellar Processor	0.22	61 ly
71158	Threaded Memory Calculus	0.08	54 ly
71159	Gooey Emotal Core	0.06	53 ly
71160	Threaded Sensory Veil	0.54	77 ly
71161	Gooey Stellar Processor	0.9	95 ly
71162	Gooey Cluster Stem	0.22	61 ly
71163	Threaded Lobes	0.2	60 ly
71164	Fragile Lobe Actuator	0.84	92 ly
71165	Gooey Stellar Processor	0.9	95 ly
71166	Moistened Bio-Reality Generator	0.06	53 ly
71167	Threaded Memory Calculus	0.72	86 ly
71168	Fragile Hive Stem	0.1	55 ly
71169	Threaded Emotal Core	0.04	52 ly
71170	Fragile Neural Matrix	0.14	57 ly
71171	Moistened Memory Calculus	0.06	53 ly
71172	Gooey Stellar Processor	0.04	52 ly
71173	Clammy Cluster Stem	0.68	84 ly
71174	Threaded Lobe Actuator	0.46	73 ly
71175	Moistened Stellar Processor	0.02	51 ly
71176	Clammy Bio-Reality Generator	0.32	66 ly
71177	Moistened Neural Matrix	0.76	88 ly
71178	Moistened Hive Stem	0.02	51 ly
71179	Moistened Stellar Processor	0.32	66 ly
71180	Threaded Cluster Stem	0.7	85 ly
71181	Gooey Lobe Actuator	0.06	53 ly
71182	Moistened Sensory Veil	0.42	71 ly
71183	Fragile Emotal Core	0.04	52 ly
71184	Fragile Hive Stem	0.06	53 ly
71185	Clammy Bio-Reality Generator	0.68	84 ly
71186	Gooey Stellar Processor	0.18	59 ly
71187	Gooey Emotal Core	0.98	99 ly
71188	Moistened Cluster Stem	0.52	76 ly
71189	Threaded Bio-Reality Generator	0.18	59 ly
71190	Moistened Cluster Stem	0.94	97 ly
71191	Fragile Sensory Veil	0.68	84 ly
71192	Moistened Cluster Stem	0.02	51 ly
71193	Moistened Lobe Actuator	0.02	51 ly
71194	Moistened Neural Matrix	0.04	52 ly
71195	Gooey Lobes	0.82	91 ly
71196	Clammy Cluster Stem	0.18	59 ly
71197	Gooey Sensory Veil	0.2	60 ly
71198	Threaded Sensory Veil	0.04	52 ly
71199	Threaded Stellar Processor	0.0	50 ly
71200	Clammy Stellar Processor	0.04	52 ly
71201	Clammy Bio-Reality Generator	0.14	57 ly
71202	Gooey Stellar Processor	0.16	58 ly
71203	Fragile Sensory Veil	0.26	63 ly
71204	Threaded Neural Matrix	0.96	98 ly
71205	Threaded Cluster Stem	0.34	67 ly
71206	Moistened Emotal Core	0.7	85 ly
71207	Clammy Lobe Actuator	0.58	79 ly
71208	Moistened Lobes	0.3	65 ly
71209	Fragile Cluster Stem	0.02	51 ly
71210	Fragile Hive Stem	0.9	95 ly
71211	Threaded Stellar Processor	0.0	50 ly
71212	Moistened Sensory Veil	0.46	73 ly
71213	Clammy Memory Calculus	0.4	70 ly
71214	Threaded Stellar Processor	0.0	50 ly
71215	Fragile Bio-Reality Generator	0.08	54 ly
71216	Threaded Cluster Stem	0.2	60 ly
71217	Fragile Sensory Veil	0.08	54 ly
71218	Moistened Stellar Processor	0.02	51 ly
71219	Gooey Sensory Veil	0.12	56 ly
71220	Threaded Hive Stem	0.36	68 ly
71221	Threaded Lobe Actuator	0.0	50 ly
71222	Clammy Neural Matrix	0.08	54 ly
71223	Threaded Sensory Veil	0.02	51 ly
71224	Threaded Lobe Actuator	0.0	50 ly
71225	Threaded Bio-Reality Generator	0.12	56 ly
71226	Moistened Lobes	0.02	51 ly
71227	Clammy Memory Calculus	0.32	66 ly
71228	Gooey Stellar Processor	0.22	61 ly
71229	Fragile Neural Matrix	0.8	90 ly
71230	Moistened Bio-Reality Generator	0.96	98 ly
71231	Moistened Stellar Processor	0.76	88 ly
71232	Moistened Sensory Veil	0.72	86 ly
71233	Gooey Hive Stem	0.0	50 ly
71234	Fragile Emotal Core	0.12	56 ly
71235	Moistened Neural Matrix	0.0	50 ly
71236	Fragile Hive Stem	0.38	69 ly
71237	Threaded Emotal Core	0.0	50 ly
71238	Threaded Emotal Core	0.56	78 ly
71239	Fragile Cluster Stem	0.22	61 ly
71240	Threaded Cluster Stem	0.34	67 ly
71241	Clammy Emotal Core	0.26	63 ly
71242	Moistened Sensory Veil	0.88	94 ly
71243	Fragile Sensory Veil	0.02	51 ly
71244	Moistened Lobes	0.12	56 ly
71245	Fragile Bio-Reality Generator	0.32	66 ly
71246	Moistened Cluster Stem	0.04	52 ly
71247	Threaded Sensory Veil	0.48	74 ly
71248	Gooey Cluster Stem	0.74	87 ly
71249	Clammy Hive Stem	0.84	92 ly
71250	Fragile Lobes	0.3	65 ly
71251	Moistened Emotal Core	0.4	70 ly
71252	Threaded Neural Matrix	0.6	80 ly
71253	Gooey Cluster Stem	0.34	67 ly
71254	Moistened Sensory Veil	0.32	66 ly
71255	Gooey Stellar Processor	0.08	54 ly
71256	Gooey Cluster Stem	0.04	52 ly
71257	Gooey Emotal Core	0.28	64 ly
71258	Gooey Emotal Core	0.04	52 ly
71259	Gooey Bio-Reality Generator	0.12	56 ly
71260	Moistened Memory Calculus	0.62	81 ly
71261	Moistened Memory Calculus	0.0	50 ly
71262	Moistened Neural Matrix	0.18	59 ly
71263	Fragile Emotal Core	0.06	53 ly
71264	Clammy Cluster Stem	0.8	90 ly
71265	Gooey Cluster Stem	0.56	78 ly
71266	Threaded Stellar Processor	0.22	61 ly
71267	Moistened Emotal Core	0.84	92 ly
71268	Fragile Cluster Stem	0.0	50 ly
71269	Gooey Cluster Stem	0.94	97 ly
71270	Moistened Sensory Veil	0.1	55 ly
71271	Fragile Sensory Veil	0.92	96 ly
71272	Fragile Cluster Stem	0.04	52 ly
71273	Clammy Stellar Processor	0.96	98 ly
71274	Threaded Emotal Core	0.2	60 ly
71275	Fragile Hive Stem	0.42	71 ly
71276	Fragile Sensory Veil	0.02	51 ly
71277	Clammy Stellar Processor	0.88	94 ly
71278	Threaded Sensory Veil	0.0	50 ly
71279	Fragile Memory Calculus	0.24	62 ly
71280	Gooey Hive Stem	0.86	93 ly
71281	Moistened Lobe Actuator	0.88	94 ly
71282	Gooey Bio-Reality Generator	0.82	91 ly
71283	Gooey Memory Calculus	0.26	63 ly
71284	Gooey Emotal Core	0.2	60 ly
71285	Threaded Lobe Actuator	0.02	51 ly
71286	Moistened Lobe Actuator	0.3	65 ly
71287	Clammy Lobes	0.2	60 ly
71288	Clammy Memory Calculus	0.28	64 ly
71289	Fragile Hive Stem	0.0	50 ly
71290	Gooey Neural Matrix	0.1	55 ly
71291	Moistened Hive Stem	0.44	72 ly
71292	Threaded Memory Calculus	0.08	54 ly
71293	Gooey Memory Calculus	0.18	59 ly
71294	Clammy Hive Stem	0.84	92 ly
71295	Clammy Emotal Core	0.32	66 ly
71296	Moistened Lobes	0.06	53 ly
71297	Clammy Emotal Core	0.0	50 ly
71298	Moistened Cluster Stem	0.02	51 ly
71299	Fragile Stellar Processor	0.22	61 ly
71300	Moistened Hive Stem	0.04	52 ly
71301	Gooey Stellar Processor	0.1	55 ly
71302	Gooey Hive Stem	0.72	86 ly
71303	Threaded Neural Matrix	0.52	76 ly
71304	Moistened Neural Matrix	0.42	71 ly
71305	Fragile Stellar Processor	0.06	53 ly
71306	Threaded Hive Stem	0.24	62 ly
71307	Moistened Sensory Veil	0.58	79 ly
71308	Moistened Cluster Stem	0.06	53 ly
71309	Moistened Neural Matrix	0.16	58 ly
71310	Threaded Emotal Core	0.62	81 ly
71311	Gooey Lobes	0.54	77 ly
71312	Clammy Sensory Veil	0.34	67 ly
71313	Moistened Stellar Processor	0.3	65 ly
71314	Moistened Lobes	0.24	62 ly
71315	Fragile Bio-Reality Generator	0.3	65 ly
71316	Fragile Bio-Reality Generator	0.02	51 ly
71317	Moistened Sensory Veil	0.02	51 ly
71318	Gooey Stellar Processor	0.3	65 ly
71319	Clammy Lobes	0.0	50 ly
71320	Gooey Cluster Stem	0.06	53 ly
71321	Gooey Sensory Veil	0.42	71 ly
71322	Threaded Neural Matrix	0.38	69 ly
71323	Gooey Memory Calculus	0.8	90 ly
71324	Fragile Lobe Actuator	0.16	58 ly
71325	Threaded Neural Matrix	0.2	60 ly
71326	Gooey Emotal Core	0.1	55 ly
71327	Clammy Sensory Veil	0.5	75 ly
71328	Fragile Bio-Reality Generator	0.88	94 ly
71329	Clammy Bio-Reality Generator	0.92	96 ly
71330	Clammy Cluster Stem	0.06	53 ly
71331	Gooey Bio-Reality Generator	0.56	78 ly
71332	Clammy Stellar Processor	0.62	81 ly
71333	Clammy Sensory Veil	1.0	100 ly
71334	Clammy Neural Matrix	0.0	50 ly
71335	Fragile Lobe Actuator	0.42	71 ly
71336	Fragile Sensory Veil	0.06	53 ly
71337	Gooey Lobes	0.02	51 ly
71338	Clammy Lobe Actuator	0.06	53 ly
71339	Moistened Bio-Reality Generator	0.22	61 ly
71340	Gooey Lobes	0.0	50 ly
71341	Gooey Cluster Stem	0.6	80 ly
71342	Threaded Sensory Veil	0.18	59 ly
71343	Gooey Hive Stem	0.26	63 ly
71344	Threaded Stellar Processor	0.6	80 ly
71345	Clammy Emotal Core	0.32	66 ly
71346	Gooey Stellar Processor	0.04	52 ly
71347	Moistened Lobes	0.0	50 ly
71348	Threaded Hive Stem	0.86	93 ly
71349	Moistened Lobes	0.68	84 ly
71350	Moistened Memory Calculus	0.54	77 ly
71351	Threaded Stellar Processor	0.12	56 ly
71352	Threaded Sensory Veil	0.0	50 ly
71353	Moistened Hive Stem	0.6	80 ly
71354	Clammy Neural Matrix	0.48	74 ly
71355	Threaded Stellar Processor	0.52	76 ly
71356	Threaded Bio-Reality Generator	0.94	97 ly
71357	Fragile Lobes	0.16	58 ly
71358	Moistened Neural Matrix	0.2	60 ly
71359	Threaded Lobe Actuator	0.18	59 ly
71360	Clammy Emotal Core	0.04	52 ly
71361	Threaded Neural Matrix	0.16	58 ly
71362	Moistened Stellar Processor	0.64	82 ly
71363	Gooey Sensory Veil	0.58	79 ly
71364	Gooey Bio-Reality Generator	0.08	54 ly
71365	Clammy Sensory Veil	0.48	74 ly
71366	Gooey Lobe Actuator	0.58	79 ly
71367	Clammy Lobe Actuator	0.02	51 ly
71368	Moistened Lobe Actuator	0.08	54 ly
71369	Fragile Hive Stem	0.0	50 ly
71370	Moistened Lobe Actuator	0.06	53 ly
71371	Clammy Cluster Stem	0.04	52 ly
71372	Gooey Sensory Veil	0.02	51 ly
71373	Moistened Sensory Veil	0.1	55 ly
71374	Fragile Cluster Stem	0.02	51 ly
71375	Threaded Bio-Reality Generator	0.0	50 ly
71376	Moistened Lobes	0.66	83 ly
71377	Threaded Neural Matrix	0.64	82 ly
71378	Moistened Neural Matrix	0.4	70 ly
71379	Fragile Lobes	0.0	50 ly
71380	Threaded Emotal Core	0.78	89 ly
71381	Moistened Hive Stem	0.44	72 ly
71382	Moistened Stellar Processor	0.8	90 ly
71383	Fragile Memory Calculus	0.0	50 ly
71384	Gooey Emotal Core	0.34	67 ly
71385	Gooey Lobe Actuator	0.24	62 ly
71386	Moistened Stellar Processor	0.08	54 ly
71387	Fragile Memory Calculus	0.48	74 ly
71388	Clammy Bio-Reality Generator	0.02	51 ly
71389	Threaded Lobe Actuator	0.02	51 ly
71390	Clammy Lobes	0.88	94 ly
71391	Fragile Lobe Actuator	0.62	81 ly
71392	Gooey Emotal Core	0.56	78 ly
71393	Gooey Hive Stem	0.62	81 ly
71394	Threaded Cluster Stem	0.88	94 ly
71395	Threaded Memory Calculus	0.48	74 ly
71396	Clammy Emotal Core	0.66	83 ly
71397	Moistened Memory Calculus	0.14	57 ly
71398	Fragile Lobes	0.0	50 ly
71399	Gooey Stellar Processor	0.26	63 ly
71400	Gooey Bio-Reality Generator	0.16	58 ly
71401	Clammy Lobe Actuator	0.56	78 ly
71402	Fragile Cluster Stem	0.0	50 ly
71403	Clammy Stellar Processor	0.46	73 ly
71404	Clammy Neural Matrix	0.22	61 ly
71405	Threaded Stellar Processor	0.14	57 ly
71406	Threaded Lobes	0.14	57 ly
71407	Threaded Lobe Actuator	0.12	56 ly
71408	Threaded Neural Matrix	0.38	69 ly
71409	Threaded Memory Calculus	0.0	50 ly
71410	Threaded Neural Matrix	0.5	75 ly
71411	Clammy Stellar Processor	0.24	62 ly
71412	Gooey Bio-Reality Generator	0.52	76 ly
71413	Gooey Stellar Processor	0.04	52 ly
71414	Clammy Hive Stem	0.2	60 ly
71415	Fragile Memory Calculus	0.02	51 ly
71416	Gooey Lobe Actuator	0.42	71 ly
71417	Clammy Stellar Processor	0.0	50 ly
71418	Threaded Emotal Core	0.4	70 ly
71419	Gooey Lobe Actuator	0.06	53 ly
71420	Threaded Sensory Veil	0.3	65 ly
71421	Moistened Sensory Veil	0.88	94 ly
71422	Moistened Bio-Reality Generator	0.1	55 ly
71423	Moistened Neural Matrix	0.36	68 ly
71424	Clammy Lobe Actuator	0.22	61 ly
71425	Clammy Stellar Processor	0.32	66 ly
71426	Moistened Hive Stem	0.48	74 ly
71427	Moistened Bio-Reality Generator	0.8	90 ly
71428	Gooey Cluster Stem	0.04	52 ly
71429	Gooey Stellar Processor	0.68	84 ly
71430	Clammy Lobe Actuator	0.02	51 ly
71431	Moistened Neural Matrix	0.52	76 ly
71432	Clammy Neural Matrix	0.06	53 ly
71433	Clammy Hive Stem	0.12	56 ly
71434	Fragile Emotal Core	0.2	60 ly
71435	Gooey Bio-Reality Generator	0.26	63 ly
71436	Moistened Hive Stem	0.82	91 ly
71437	Moistened Stellar Processor	0.0	50 ly
71438	Fragile Memory Calculus	0.12	56 ly
71439	Moistened Cluster Stem	0.8	90 ly
71440	Fragile Lobes	0.6	80 ly
71441	Gooey Memory Calculus	0.9	95 ly
71442	Clammy Memory Calculus	0.0	50 ly
71443	Moistened Bio-Reality Generator	0.04	52 ly
71444	Gooey Cluster Stem	0.6	80 ly
71445	Threaded Lobe Actuator	0.52	76 ly
71446	Clammy Bio-Reality Generator	0.0	50 ly
71447	Gooey Bio-Reality Generator	0.26	63 ly
71448	Clammy Hive Stem	0.06	53 ly
71449	Clammy Lobe Actuator	0.32	66 ly
71450	Clammy Cluster Stem	0.46	73 ly
71451	Fragile Lobe Actuator	0.24	62 ly
71452	Threaded Cluster Stem	0.0	50 ly
71453	Moistened Stellar Processor	0.26	63 ly
71454	Threaded Lobes	0.12	56 ly
71455	Clammy Sensory Veil	0.3	65 ly
71456	Gooey Cluster Stem	0.66	83 ly
71457	Gooey Memory Calculus	0.34	67 ly
71458	Moistened Stellar Processor	0.48	74 ly
71459	Fragile Memory Calculus	0.54	77 ly
71460	Clammy Memory Calculus	0.9	95 ly
71461	Fragile Lobes	0.42	71 ly
71462	Moistened Neural Matrix	0.28	64 ly
71463	Threaded Stellar Processor	0.04	52 ly
71464	Fragile Emotal Core	0.08	54 ly
71465	Moistened Neural Matrix	0.56	78 ly
71466	Moistened Sensory Veil	0.38	69 ly
71467	Fragile Emotal Core	0.68	84 ly
71468	Clammy Stellar Processor	0.28	64 ly
71469	Fragile Stellar Processor	0.44	72 ly
71470	Clammy Lobe Actuator	0.24	62 ly
71471	Gooey Lobes	0.02	51 ly
71472	Gooey Emotal Core	0.38	69 ly
71473	Fragile Memory Calculus	0.66	83 ly
71474	Moistened Hive Stem	0.38	69 ly
71475	Gooey Lobes	0.38	69 ly
71476	Clammy Lobe Actuator	0.54	77 ly
71477	Clammy Sensory Veil	0.02	51 ly
71478	Fragile Lobes	0.7	85 ly
71479	Clammy Emotal Core	0.74	87 ly
71480	Moistened Emotal Core	0.22	61 ly
71481	Clammy Lobe Actuator	0.04	52 ly
71482	Moistened Neural Matrix	0.44	72 ly
71483	Clammy Sensory Veil	0.24	62 ly
71484	Moistened Memory Calculus	0.02	51 ly
71485	Fragile Lobes	0.22	61 ly
71486	Gooey Stellar Processor	0.0	50 ly
71487	Moistened Memory Calculus	0.44	72 ly
71488	Gooey Stellar Processor	0.6	80 ly
71489	Moistened Memory Calculus	0.14	57 ly
71490	Threaded Neural Matrix	0.2	60 ly
71491	Clammy Neural Matrix	0.8	90 ly
71492	Fragile Bio-Reality Generator	0.3	65 ly
71493	Gooey Stellar Processor	0.56	78 ly
71494	Threaded Emotal Core	0.0	50 ly
71495	Clammy Sensory Veil	0.58	79 ly
71496	Moistened Hive Stem	0.16	58 ly
71497	Gooey Stellar Processor	0.96	98 ly
71498	Moistened Lobes	0.16	58 ly
71499	Clammy Lobes	0.08	54 ly
71500	Gooey Lobe Actuator	0.06	53 ly
71501	Gooey Sensory Veil	0.4	70 ly
71502	Gooey Lobe Actuator	0.82	91 ly
71503	Clammy Sensory Veil	0.02	51 ly
71504	Moistened Lobes	0.18	59 ly
71505	Fragile Lobe Actuator	0.16	58 ly
71506	Threaded Memory Calculus	0.02	51 ly
71507	Threaded Lobe Actuator	0.68	84 ly
71508	Gooey Neural Matrix	0.32	66 ly
71509	Moistened Neural Matrix	0.02	51 ly
71510	Fragile Stellar Processor	0.0	50 ly
71511	Threaded Cluster Stem	0.0	50 ly
71512	Fragile Stellar Processor	0.78	89 ly
71513	Threaded Emotal Core	0.18	59 ly
71514	Threaded Sensory Veil	0.38	69 ly
71515	Moistened Emotal Core	0.0	50 ly
71516	Gooey Cluster Stem	0.12	56 ly
71517	Fragile Sensory Veil	0.86	93 ly
71518	Threaded Sensory Veil	0.0	50 ly
71519	Clammy Stellar Processor	0.68	84 ly
71520	Fragile Cluster Stem	0.6	80 ly
71521	Gooey Cluster Stem	0.58	79 ly
71522	Gooey Emotal Core	0.62	81 ly
71523	Clammy Stellar Processor	0.56	78 ly
71524	Gooey Memory Calculus	0.24	62 ly
71525	Clammy Cluster Stem	0.22	61 ly
71526	Clammy Sensory Veil	0.18	59 ly
71527	Moistened Lobe Actuator	0.84	92 ly
71528	Clammy Memory Calculus	0.16	58 ly
71529	Gooey Cluster Stem	0.92	96 ly
71530	Gooey Sensory Veil	0.1	55 ly
71531	Clammy Sensory Veil	0.02	51 ly
71532	Threaded Hive Stem	0.08	54 ly
71533	Clammy Emotal Core	0.9	95 ly
71534	Gooey Lobe Actuator	0.4	70 ly
71535	Fragile Sensory Veil	0.0	50 ly
71536	Threaded Sensory Veil	0.16	58 ly
71537	Gooey Lobe Actuator	0.88	94 ly
71538	Threaded Sensory Veil	0.12	56 ly
