Seed	Name	Perfection	Ship_Weapons_Lasers_HeatTime	Ship_Weapons_Lasers_Damage
91948	Heavenly Fluids	0.025	+76%	+24%
91949	Sleepless Retina	0.225	+84%	+24%
91950	Sleepless Reflector	0.25	+85%	+24%
91951	Heavenly Projector	0.3	+87%	+24%
91952	Sleepless Pupil	0.533	+83%	+26%
91953	Chromatic Iris	0.425	+92%	+24%
91954	Heavenly Lens	0.1	+79%	+24%
91955	Chromatic Fluids	0.175	+82%	+24%
91956	Sleepless Cornea	0.225	+84%	+24%
91957	Translucent Iris	0.025	+76%	+24%
91958	Sleepless Mirror	0.633	+87%	+26%
91959	Translucent Reflector	0.425	+92%	+24%
91960	Heavenly Retina	0.358	+76%	+26%
91961	Heavenly Cornea	1.0	+95%	+27%
91962	Vibrant Fluids	0.3	+87%	+24%
91963	Chromatic Iris	0.1	+79%	+24%
91964	Translucent Mirror	0.267	+79%	+25%
91965	Heavenly Pupil	0.267	+79%	+25%
91966	Translucent Fluids	0.2	+83%	+24%
91967	Vibrant Iris	0.025	+76%	+24%
91968	Translucent Iris	0.25	+85%	+24%
91969	Chromatic Lens	0.575	+78%	+27%
91970	Heavenly Fluids	0.45	+93%	+24%
91971	Vibrant Fluids	0.592	+92%	+25%
91972	Heavenly Cornea	0.175	+82%	+24%
91973	Heavenly Lens	0.317	+81%	+25%
91974	Heavenly Projector	0.025	+76%	+24%
91975	Heavenly Cornea	0.383	+77%	+26%
91976	Translucent Retina	0.025	+76%	+24%
91977	Vibrant Aperture	0.325	+88%	+24%
91978	Sleepless Retina	0.633	+87%	+26%
91979	Sleepless Fluids	0.1	+79%	+24%
91980	Sleepless Fluids	0.292	+80%	+25%
91981	Vibrant Mirror	0.633	+87%	+26%
91982	Translucent Aperture	0.4	+91%	+24%
91983	Chromatic Lens	0.1	+79%	+24%
91984	Sleepless Retina	0.3	+87%	+24%
91985	Heavenly Projector	0.025	+76%	+24%
91986	Translucent Projector	0.292	+80%	+25%
91987	Heavenly Aperture	0.175	+82%	+24%
91988	Chromatic Fluids	0.542	+90%	+25%
91989	Vibrant Pupil	0.225	+84%	+24%
91990	Sleepless Projector	0.55	+77%	+27%
91991	Sleepless Lens	0.567	+91%	+25%
91992	Heavenly Cornea	0.65	+81%	+27%
91993	Sleepless Lens	0.025	+76%	+24%
91994	Translucent Fluids	0.3	+87%	+24%
91995	Sleepless Projector	0.408	+78%	+26%
91996	Translucent Aperture	0.225	+84%	+24%
91997	Heavenly Reflector	0.025	+76%	+24%
91998	Translucent Aperture	0.5	+95%	+24%
91999	Vibrant Iris	0.758	+92%	+26%
92000	Translucent Fluids	0.225	+84%	+24%
92001	Sleepless Lens	0.375	+90%	+24%
92002	Translucent Iris	0.025	+76%	+24%
92003	Vibrant Retina	0.2	+83%	+24%
92004	Heavenly Projector	0.025	+76%	+24%
92005	Heavenly Aperture	0.342	+82%	+25%
92006	Translucent Mirror	0.425	+92%	+24%
92007	Vibrant Fluids	0.175	+82%	+24%
92008	Translucent Mirror	0.242	+78%	+25%
92009	Heavenly Reflector	0.417	+85%	+25%
92010	Chromatic Mirror	0.517	+89%	+25%
92011	Chromatic Retina	0.025	+76%	+24%
92012	Chromatic Aperture	0.725	+84%	+27%
92013	Chromatic Retina	0.675	+82%	+27%
92014	Translucent Lens	0.392	+84%	+25%
92015	Heavenly Aperture	0.192	+76%	+25%
92016	Vibrant Lens	0.025	+76%	+24%
92017	Translucent Cornea	0.442	+86%	+25%
92018	Vibrant Pupil	0.217	+77%	+25%
92019	Chromatic Mirror	0.025	+76%	+24%
92020	Translucent Pupil	0.25	+85%	+24%
92021	Sleepless Pupil	0.225	+84%	+24%
92022	Chromatic Lens	0.425	+92%	+24%
92023	Chromatic Aperture	0.192	+76%	+25%
92024	Vibrant Reflector	0.358	+76%	+26%
92025	Chromatic Mirror	0.4	+91%	+24%
92026	Translucent Retina	0.375	+90%	+24%
92027	Heavenly Iris	0.025	+76%	+24%
92028	Sleepless Mirror	0.192	+76%	+25%
92029	Sleepless Lens	0.525	+76%	+27%
92030	Translucent Iris	0.808	+94%	+26%
92031	Sleepless Iris	0.342	+82%	+25%
92032	Translucent Projector	0.475	+94%	+24%
92033	Heavenly Lens	0.192	+76%	+25%
92034	Vibrant Fluids	0.525	+76%	+27%
92035	Sleepless Fluids	0.075	+78%	+24%
92036	Sleepless Pupil	0.025	+76%	+24%
92037	Sleepless Mirror	0.025	+76%	+24%
92038	Sleepless Iris	0.525	+76%	+27%
92039	Translucent Mirror	0.1	+79%	+24%
92040	Heavenly Reflector	0.192	+76%	+25%
92041	Translucent Reflector	0.2	+83%	+24%
92042	Sleepless Aperture	0.7	+83%	+27%
92043	Sleepless Mirror	0.05	+77%	+24%
92044	Translucent Fluids	0.35	+89%	+24%
92045	Heavenly Retina	0.05	+77%	+24%
92046	Heavenly Retina	0.3	+87%	+24%
92047	Chromatic Aperture	0.025	+76%	+24%
92048	Vibrant Fluids	0.192	+76%	+25%
92049	Chromatic Lens	0.025	+76%	+24%
92050	Translucent Retina	0.025	+76%	+24%
92051	Sleepless Projector	0.35	+89%	+24%
92052	Heavenly Projector	0.633	+87%	+26%
92053	Chromatic Pupil	0.025	+76%	+24%
92054	Heavenly Pupil	0.367	+83%	+25%
92055	Heavenly Iris	0.542	+90%	+25%
92056	Chromatic Mirror	0.325	+88%	+24%
92057	Heavenly Aperture	0.3	+87%	+24%
92058	Vibrant Pupil	0.492	+88%	+25%
92059	Chromatic Retina	0.025	+76%	+24%
92060	Sleepless Lens	0.675	+82%	+27%
92061	Heavenly Cornea	0.25	+85%	+24%
92062	Chromatic Fluids	0.975	+94%	+27%
92063	Sleepless Lens	0.242	+78%	+25%
92064	Chromatic Lens	0.383	+77%	+26%
92065	Chromatic Fluids	0.217	+77%	+25%
92066	Sleepless Iris	0.433	+79%	+26%
92067	Sleepless Projector	0.242	+78%	+25%
92068	Chromatic Pupil	0.025	+76%	+24%
92069	Sleepless Retina	0.533	+83%	+26%
92070	Vibrant Mirror	0.025	+76%	+24%
92071	Translucent Lens	0.192	+76%	+25%
92072	Heavenly Retina	0.25	+85%	+24%
92073	Translucent Pupil	0.517	+89%	+25%
92074	Chromatic Cornea	0.175	+82%	+24%
92075	Vibrant Aperture	0.217	+77%	+25%
92076	Chromatic Iris	0.25	+85%	+24%
92077	Sleepless Projector	0.2	+83%	+24%
92078	Sleepless Pupil	0.325	+88%	+24%
92079	Vibrant Fluids	0.75	+85%	+27%
92080	Chromatic Reflector	0.533	+83%	+26%
92081	Chromatic Aperture	0.05	+77%	+24%
92082	Sleepless Cornea	0.217	+77%	+25%
92083	Translucent Lens	0.025	+76%	+24%
92084	Chromatic Projector	0.217	+77%	+25%
92085	Vibrant Aperture	0.225	+84%	+24%
92086	Chromatic Iris	0.383	+77%	+26%
92087	Sleepless Mirror	0.358	+76%	+26%
92088	Translucent Cornea	0.175	+82%	+24%
92089	Translucent Mirror	0.35	+89%	+24%
92090	Chromatic Fluids	0.375	+90%	+24%
92091	Chromatic Lens	0.575	+78%	+27%
92092	Translucent Mirror	0.417	+85%	+25%
92093	Vibrant Mirror	0.125	+80%	+24%
92094	Translucent Cornea	0.075	+78%	+24%
92095	Vibrant Aperture	0.467	+87%	+25%
92096	Chromatic Lens	0.025	+76%	+24%
92097	Sleepless Retina	0.575	+78%	+27%
92098	Sleepless Lens	0.45	+93%	+24%
92099	Sleepless Cornea	0.358	+76%	+26%
92100	Vibrant Fluids	0.358	+76%	+26%
92101	Vibrant Reflector	0.583	+85%	+26%
92102	Translucent Pupil	0.517	+89%	+25%
92103	Translucent Projector	0.575	+78%	+27%
92104	Chromatic Lens	0.15	+81%	+24%
92105	Vibrant Lens	0.075	+78%	+24%
92106	Translucent Pupil	0.192	+76%	+25%
92107	Heavenly Cornea	0.458	+80%	+26%
92108	Sleepless Projector	0.358	+76%	+26%
92109	Vibrant Mirror	0.25	+85%	+24%
92110	Chromatic Lens	0.642	+94%	+25%
92111	Chromatic Iris	0.575	+78%	+27%
92112	Sleepless Reflector	0.925	+92%	+27%
92113	Translucent Mirror	0.192	+76%	+25%
92114	Chromatic Iris	0.975	+94%	+27%
92115	Heavenly Aperture	0.75	+85%	+27%
92116	Vibrant Reflector	0.3	+87%	+24%
92117	Vibrant Pupil	0.075	+78%	+24%
92118	Vibrant Mirror	0.733	+91%	+26%
92119	Heavenly Retina	0.417	+85%	+25%
92120	Chromatic Retina	0.525	+76%	+27%
92121	Heavenly Mirror	0.292	+80%	+25%
92122	Heavenly Pupil	0.05	+77%	+24%
92123	Chromatic Lens	0.508	+82%	+26%
92124	Translucent Lens	0.5	+95%	+24%
92125	Translucent Projector	0.4	+91%	+24%
92126	Sleepless Aperture	0.025	+76%	+24%
92127	Heavenly Cornea	0.075	+78%	+24%
92128	Translucent Mirror	0.1	+79%	+24%
92129	Sleepless Lens	0.6	+79%	+27%
92130	Chromatic Fluids	0.567	+91%	+25%
92131	Chromatic Fluids	0.358	+76%	+26%
92132	Vibrant Retina	0.358	+76%	+26%
92133	Vibrant Projector	0.508	+82%	+26%
92134	Vibrant Fluids	0.467	+87%	+25%
92135	Vibrant Aperture	0.175	+82%	+24%
92136	Translucent Lens	0.708	+90%	+26%
92137	Vibrant Pupil	0.025	+76%	+24%
92138	Vibrant Cornea	0.608	+86%	+26%
92139	Chromatic Aperture	0.6	+79%	+27%
92140	Sleepless Aperture	0.425	+92%	+24%
92141	Sleepless Retina	0.075	+78%	+24%
92142	Vibrant Aperture	0.125	+80%	+24%
92143	Chromatic Cornea	0.025	+76%	+24%
92144	Chromatic Reflector	0.275	+86%	+24%
92145	Vibrant Mirror	0.025	+76%	+24%
92146	Sleepless Reflector	0.025	+76%	+24%
92147	Heavenly Cornea	0.075	+78%	+24%
92148	Chromatic Mirror	0.633	+87%	+26%
92149	Vibrant Lens	0.392	+84%	+25%
92150	Sleepless Lens	0.55	+77%	+27%
92151	Chromatic Mirror	0.05	+77%	+24%
92152	Translucent Pupil	0.4	+91%	+24%
92153	Translucent Retina	0.275	+86%	+24%
92154	Translucent Retina	0.292	+80%	+25%
92155	Chromatic Fluids	0.192	+76%	+25%
92156	Translucent Mirror	0.85	+89%	+27%
92157	Sleepless Aperture	0.225	+84%	+24%
92158	Heavenly Mirror	0.125	+80%	+24%
92159	Vibrant Lens	0.192	+76%	+25%
92160	Vibrant Fluids	0.192	+76%	+25%
92161	Translucent Retina	0.4	+91%	+24%
92162	Sleepless Aperture	0.15	+81%	+24%
92163	Heavenly Retina	0.075	+78%	+24%
92164	Translucent Iris	0.325	+88%	+24%
92165	Vibrant Aperture	0.125	+80%	+24%
92166	Heavenly Reflector	0.192	+76%	+25%
92167	Sleepless Aperture	0.05	+77%	+24%
92168	Heavenly Reflector	0.025	+76%	+24%
92169	Heavenly Aperture	0.808	+94%	+26%
92170	Chromatic Projector	0.75	+85%	+27%
92171	Sleepless Reflector	0.6	+79%	+27%
92172	Vibrant Lens	0.05	+77%	+24%
92173	Chromatic Cornea	0.583	+85%	+26%
92174	Heavenly Projector	0.242	+78%	+25%
92175	Vibrant Iris	0.025	+76%	+24%
92176	Sleepless Lens	0.5	+95%	+24%
92177	Translucent Aperture	0.025	+76%	+24%
92178	Vibrant Retina	0.45	+93%	+24%
92179	Translucent Pupil	0.425	+92%	+24%
92180	Heavenly Fluids	0.833	+95%	+26%
92181	Vibrant Cornea	0.192	+76%	+25%
92182	Chromatic Pupil	0.05	+77%	+24%
92183	Sleepless Projector	0.525	+76%	+27%
92184	Heavenly Retina	0.475	+94%	+24%
92185	Sleepless Reflector	0.508	+82%	+26%
92186	Sleepless Pupil	0.025	+76%	+24%
92187	Vibrant Reflector	0.192	+76%	+25%
92188	Chromatic Pupil	0.483	+81%	+26%
92189	Sleepless Projector	0.3	+87%	+24%
92190	Vibrant Fluids	0.05	+77%	+24%
92191	Sleepless Retina	0.217	+77%	+25%
92192	Heavenly Iris	0.125	+80%	+24%
92193	Sleepless Lens	0.05	+77%	+24%
92194	Chromatic Pupil	0.5	+95%	+24%
92195	Sleepless Pupil	0.025	+76%	+24%
92196	Translucent Cornea	0.125	+80%	+24%
92197	Sleepless Fluids	0.225	+84%	+24%
92198	Heavenly Cornea	0.667	+95%	+25%
92199	Sleepless Pupil	0.192	+76%	+25%
92200	Vibrant Fluids	0.217	+77%	+25%
92201	Heavenly Retina	0.5	+95%	+24%
92202	Translucent Fluids	0.325	+88%	+24%
92203	Chromatic Retina	0.375	+90%	+24%
92204	Translucent Lens	0.3	+87%	+24%
92205	Translucent Lens	0.05	+77%	+24%
92206	Vibrant Lens	0.45	+93%	+24%
92207	Translucent Cornea	0.65	+81%	+27%
92208	Translucent Cornea	0.1	+79%	+24%
92209	Heavenly Iris	0.192	+76%	+25%
92210	Chromatic Cornea	0.192	+76%	+25%
92211	Heavenly Retina	0.025	+76%	+24%
92212	Chromatic Cornea	0.475	+94%	+24%
92213	Translucent Retina	0.3	+87%	+24%
92214	Vibrant Projector	0.875	+90%	+27%
92215	Heavenly Lens	0.358	+76%	+26%
92216	Vibrant Projector	0.975	+94%	+27%
92217	Sleepless Cornea	0.075	+78%	+24%
92218	Chromatic Mirror	0.4	+91%	+24%
92219	Heavenly Lens	0.05	+77%	+24%
92220	Sleepless Pupil	0.367	+83%	+25%
92221	Sleepless Aperture	0.442	+86%	+25%
92222	Heavenly Reflector	0.458	+80%	+26%
92223	Vibrant Pupil	0.475	+94%	+24%
92224	Heavenly Aperture	0.3	+87%	+24%
92225	Vibrant Fluids	0.1	+79%	+24%
92226	Heavenly Iris	0.5	+95%	+24%
92227	Vibrant Cornea	0.475	+94%	+24%
92228	Translucent Projector	0.492	+88%	+25%
92229	Heavenly Iris	0.225	+84%	+24%
92230	Heavenly Iris	0.75	+85%	+27%
92231	Chromatic Iris	0.242	+78%	+25%
92232	Sleepless Iris	0.05	+77%	+24%
92233	Sleepless Pupil	0.3	+87%	+24%
92234	Chromatic Iris	0.475	+94%	+24%
92235	Heavenly Cornea	0.417	+85%	+25%
92236	Heavenly Mirror	0.1	+79%	+24%
92237	Translucent Pupil	0.025	+76%	+24%
92238	Heavenly Mirror	0.6	+79%	+27%
92239	Translucent Cornea	0.217	+77%	+25%
92240	Chromatic Lens	0.392	+84%	+25%
92241	Translucent Reflector	0.025	+76%	+24%
92242	Translucent Iris	0.025	+76%	+24%
92243	Vibrant Fluids	0.483	+81%	+26%
92244	Heavenly Projector	0.358	+76%	+26%
92245	Sleepless Reflector	0.6	+79%	+27%
92246	Chromatic Mirror	0.492	+88%	+25%
92247	Translucent Aperture	0.267	+79%	+25%
92248	Sleepless Mirror	0.192	+76%	+25%
92249	Sleepless Reflector	0.525	+76%	+27%
92250	Sleepless Lens	0.025	+76%	+24%
92251	Vibrant Aperture	0.192	+76%	+25%
92252	Sleepless Pupil	0.25	+85%	+24%
92253	Sleepless Cornea	0.7	+83%	+27%
92254	Sleepless Iris	0.175	+82%	+24%
92255	Sleepless Aperture	0.075	+78%	+24%
92256	Vibrant Pupil	0.125	+80%	+24%
92257	Heavenly Lens	0.492	+88%	+25%
92258	Vibrant Cornea	0.05	+77%	+24%
92259	Sleepless Projector	0.358	+76%	+26%
92260	Translucent Pupil	0.375	+90%	+24%
92261	Sleepless Reflector	0.367	+83%	+25%
92262	Translucent Mirror	0.192	+76%	+25%
92263	Vibrant Aperture	0.342	+82%	+25%
92264	Heavenly Mirror	0.075	+78%	+24%
92265	Chromatic Reflector	0.467	+87%	+25%
92266	Chromatic Projector	0.342	+82%	+25%
92267	Heavenly Projector	0.292	+80%	+25%
92268	Vibrant Reflector	0.075	+78%	+24%
92269	Sleepless Lens	0.458	+80%	+26%
92270	Heavenly Fluids	0.25	+85%	+24%
92271	Heavenly Cornea	0.242	+78%	+25%
92272	Chromatic Reflector	0.317	+81%	+25%
92273	Heavenly Pupil	0.292	+80%	+25%
92274	Sleepless Retina	0.55	+77%	+27%
92275	Chromatic Reflector	0.2	+83%	+24%
92276	Heavenly Mirror	0.075	+78%	+24%
92277	Translucent Retina	0.075	+78%	+24%
92278	Translucent Lens	0.642	+94%	+25%
92279	Heavenly Cornea	0.725	+84%	+27%
92280	Heavenly Reflector	0.358	+76%	+26%
92281	Chromatic Projector	0.617	+93%	+25%
92282	Heavenly Iris	0.267	+79%	+25%
92283	Heavenly Iris	0.175	+82%	+24%
92284	Translucent Iris	0.05	+77%	+24%
92285	Translucent Projector	0.35	+89%	+24%
92286	Translucent Pupil	0.45	+93%	+24%
92287	Sleepless Lens	0.025	+76%	+24%
92288	Heavenly Iris	0.642	+94%	+25%
92289	Chromatic Mirror	0.55	+77%	+27%
92290	Heavenly Fluids	0.808	+94%	+26%
92291	Chromatic Iris	0.383	+77%	+26%
92292	Sleepless Projector	0.358	+76%	+26%
92293	Chromatic Pupil	0.025	+76%	+24%
92294	Chromatic Pupil	0.192	+76%	+25%
92295	Vibrant Reflector	0.1	+79%	+24%
92296	Sleepless Lens	0.4	+91%	+24%
92297	Sleepless Iris	0.825	+88%	+27%
92298	Vibrant Lens	0.45	+93%	+24%
92299	Chromatic Pupil	0.3	+87%	+24%
92300	Translucent Cornea	0.608	+86%	+26%
92301	Heavenly Lens	0.875	+90%	+27%
92302	Heavenly Projector	0.525	+76%	+27%
92303	Sleepless Aperture	0.425	+92%	+24%
92304	Vibrant Mirror	0.367	+83%	+25%
92305	Heavenly Cornea	0.15	+81%	+24%
92306	Chromatic Fluids	0.05	+77%	+24%
92307	Translucent Retina	0.15	+81%	+24%
92308	Translucent Iris	0.025	+76%	+24%
92309	Sleepless Projector	0.475	+94%	+24%
92310	Vibrant Iris	0.375	+90%	+24%
92311	Translucent Lens	0.45	+93%	+24%
92312	Chromatic Fluids	0.025	+76%	+24%
92313	Heavenly Fluids	0.175	+82%	+24%
92314	Sleepless Projector	0.75	+85%	+27%
92315	Translucent Cornea	0.475	+94%	+24%
92316	Translucent Mirror	0.3	+87%	+24%
92317	Heavenly Iris	0.35	+89%	+24%
92318	Vibrant Reflector	0.4	+91%	+24%
92319	Heavenly Mirror	0.05	+77%	+24%
92320	Heavenly Iris	0.242	+78%	+25%
92321	Sleepless Mirror	0.05	+77%	+24%
92322	Vibrant Retina	0.025	+76%	+24%
92323	Vibrant Lens	0.05	+77%	+24%
92324	Sleepless Cornea	0.45	+93%	+24%
92325	Vibrant Retina	0.4	+91%	+24%
92326	Chromatic Aperture	0.358	+76%	+26%
92327	Translucent Lens	0.025	+76%	+24%
92328	Heavenly Aperture	0.05	+77%	+24%
92329	Heavenly Lens	0.05	+77%	+24%
92330	Vibrant Pupil	0.95	+93%	+27%
92331	Heavenly Reflector	0.242	+78%	+25%
92332	Heavenly Aperture	0.1	+79%	+24%
92333	Vibrant Fluids	0.075	+78%	+24%
92334	Chromatic Lens	0.642	+94%	+25%
92335	Vibrant Mirror	0.35	+89%	+24%
92336	Translucent Iris	0.808	+94%	+26%
92337	Chromatic Aperture	0.55	+77%	+27%
92338	Heavenly Mirror	0.575	+78%	+27%
92339	Heavenly Reflector	0.567	+91%	+25%
92340	Translucent Retina	0.558	+84%	+26%
92341	Vibrant Mirror	0.425	+92%	+24%
92342	Chromatic Mirror	0.025	+76%	+24%
92343	Vibrant Reflector	0.525	+76%	+27%
92344	Vibrant Retina	0.15	+81%	+24%
92345	Chromatic Aperture	0.525	+76%	+27%
92346	Vibrant Projector	0.35	+89%	+24%
92347	Vibrant Aperture	0.575	+78%	+27%
92348	Translucent Iris	0.542	+90%	+25%
92349	Heavenly Aperture	0.242	+78%	+25%
92350	Heavenly Aperture	0.608	+86%	+26%
92351	Translucent Aperture	0.875	+90%	+27%
92352	Vibrant Aperture	0.1	+79%	+24%
92353	Chromatic Retina	0.125	+80%	+24%
92354	Chromatic Retina	0.275	+86%	+24%
92355	Chromatic Iris	0.192	+76%	+25%
92356	Vibrant Pupil	0.525	+76%	+27%
92357	Translucent Lens	0.125	+80%	+24%
92358	Translucent Iris	0.05	+77%	+24%
92359	Translucent Aperture	0.358	+76%	+26%
92360	Vibrant Pupil	0.192	+76%	+25%
92361	Vibrant Pupil	0.3	+87%	+24%
92362	Chromatic Cornea	0.05	+77%	+24%
92363	Vibrant Aperture	0.383	+77%	+26%
92364	Chromatic Fluids	0.275	+86%	+24%
92365	Heavenly Cornea	0.267	+79%	+25%
92366	Vibrant Reflector	0.375	+90%	+24%
92367	Chromatic Lens	0.592	+92%	+25%
92368	Chromatic Iris	0.833	+95%	+26%
92369	Heavenly Pupil	0.025	+76%	+24%
92370	Translucent Iris	0.217	+77%	+25%
92371	Heavenly Projector	0.408	+78%	+26%
92372	Chromatic Reflector	0.625	+80%	+27%
92373	Chromatic Lens	0.725	+84%	+27%
92374	Heavenly Iris	0.075	+78%	+24%
92375	Heavenly Reflector	0.2	+83%	+24%
92376	Sleepless Mirror	0.192	+76%	+25%
92377	Heavenly Projector	0.175	+82%	+24%
92378	Translucent Reflector	0.833	+95%	+26%
92379	Chromatic Retina	0.242	+78%	+25%
92380	Heavenly Cornea	0.408	+78%	+26%
92381	Translucent Pupil	0.458	+80%	+26%
92382	Chromatic Iris	0.125	+80%	+24%
92383	Sleepless Pupil	0.3	+87%	+24%
92384	Chromatic Fluids	0.15	+81%	+24%
92385	Chromatic Aperture	0.567	+91%	+25%
92386	Heavenly Retina	0.642	+94%	+25%
92387	Sleepless Lens	0.508	+82%	+26%
92388	Translucent Retina	0.575	+78%	+27%
92389	Chromatic Mirror	0.025	+76%	+24%
92390	Chromatic Projector	0.617	+93%	+25%
92391	Sleepless Lens	0.025	+76%	+24%
92392	Heavenly Retina	0.025	+76%	+24%
92393	Heavenly Mirror	0.875	+90%	+27%
92394	Vibrant Cornea	0.825	+88%	+27%
92395	Translucent Mirror	0.492	+88%	+25%
92396	Chromatic Mirror	0.592	+92%	+25%
92397	Translucent Lens	0.492	+88%	+25%
92398	Vibrant Retina	0.658	+88%	+26%
92399	Sleepless Mirror	0.05	+77%	+24%
92400	Translucent Retina	0.808	+94%	+26%
92401	Sleepless Lens	0.392	+84%	+25%
92402	Translucent Mirror	0.05	+77%	+24%
92403	Chromatic Lens	0.567	+91%	+25%
92404	Heavenly Reflector	0.525	+76%	+27%
92405	Translucent Pupil	0.175	+82%	+24%
92406	Translucent Retina	0.75	+85%	+27%
92407	Vibrant Reflector	0.475	+94%	+24%
92408	Translucent Fluids	0.217	+77%	+25%
92409	Translucent Cornea	0.358	+76%	+26%
92410	Translucent Mirror	0.05	+77%	+24%
92411	Translucent Projector	0.5	+95%	+24%
92412	Translucent Aperture	0.075	+78%	+24%
92413	Vibrant Retina	0.95	+93%	+27%
92414	Chromatic Pupil	0.367	+83%	+25%
92415	Translucent Aperture	0.025	+76%	+24%
92416	Translucent Reflector	0.025	+76%	+24%
92417	Vibrant Projector	0.433	+79%	+26%
92418	Chromatic Pupil	0.95	+93%	+27%
92419	Vibrant Mirror	0.725	+84%	+27%
92420	Translucent Lens	1.0	+95%	+27%
92421	Chromatic Iris	0.6	+79%	+27%
92422	Sleepless Cornea	0.2	+83%	+24%
92423	Vibrant Iris	0.075	+78%	+24%
92424	Chromatic Pupil	0.833	+95%	+26%
92425	Translucent Retina	0.025	+76%	+24%
92426	Sleepless Fluids	0.15	+81%	+24%
92427	Chromatic Reflector	0.5	+95%	+24%
92428	Heavenly Fluids	0.025	+76%	+24%
92429	Sleepless Iris	0.025	+76%	+24%
92430	Heavenly Aperture	0.383	+77%	+26%
92431	Heavenly Pupil	0.075	+78%	+24%
92432	Chromatic Fluids	0.475	+94%	+24%
92433	Vibrant Reflector	0.367	+83%	+25%
92434	Translucent Mirror	0.025	+76%	+24%
92435	Chromatic Retina	0.508	+82%	+26%
92436	Sleepless Mirror	0.192	+76%	+25%
92437	Translucent Iris	0.383	+77%	+26%
92438	Sleepless Mirror	0.225	+84%	+24%
92439	Translucent Reflector	0.4	+91%	+24%
92440	Chromatic Retina	0.75	+85%	+27%
92441	Chromatic Fluids	0.3	+87%	+24%
92442	Translucent Retina	0.683	+89%	+26%
92443	Sleepless Iris	0.1	+79%	+24%
92444	Vibrant Aperture	0.45	+93%	+24%
92445	Sleepless Fluids	0.025	+76%	+24%
92446	Chromatic Retina	0.633	+87%	+26%
92447	Sleepless Retina	0.275	+86%	+24%
92448	Vibrant Fluids	0.458	+80%	+26%
92449	Heavenly Reflector	0.625	+80%	+27%
92450	Vibrant Aperture	0.458	+80%	+26%
92451	Sleepless Pupil	0.125	+80%	+24%
92452	Chromatic Projector	0.05	+77%	+24%
92453	Vibrant Cornea	0.05	+77%	+24%
92454	Heavenly Reflector	0.458	+80%	+26%
92455	Chromatic Iris	0.392	+84%	+25%
92456	Vibrant Reflector	0.025	+76%	+24%
92457	Translucent Lens	0.35	+89%	+24%
92458	Vibrant Iris	0.65	+81%	+27%
92459	Translucent Fluids	0.583	+85%	+26%
92460	Translucent Pupil	0.125	+80%	+24%
92461	Heavenly Projector	0.675	+82%	+27%
92462	Heavenly Aperture	0.775	+86%	+27%
92463	Chromatic Reflector	0.025	+76%	+24%
92464	Vibrant Fluids	0.125	+80%	+24%
92465	Chromatic Projector	0.542	+90%	+25%
92466	Heavenly Retina	0.517	+89%	+25%
92467	Heavenly Lens	0.317	+81%	+25%
92468	Translucent Iris	0.367	+83%	+25%
92469	Vibrant Fluids	0.242	+78%	+25%
92470	Chromatic Lens	0.4	+91%	+24%
92471	Heavenly Aperture	0.075	+78%	+24%
92472	Vibrant Fluids	0.05	+77%	+24%
92473	Heavenly Aperture	0.025	+76%	+24%
92474	Sleepless Cornea	0.45	+93%	+24%
92475	Sleepless Aperture	0.325	+88%	+24%
92476	Sleepless Cornea	0.475	+94%	+24%
92477	Heavenly Mirror	0.383	+77%	+26%
92478	Sleepless Lens	0.425	+92%	+24%
92479	Translucent Projector	0.358	+76%	+26%
92480	Sleepless Reflector	0.625	+80%	+27%
92481	Vibrant Cornea	0.583	+85%	+26%
92482	Chromatic Reflector	0.35	+89%	+24%
92483	Translucent Cornea	0.4	+91%	+24%
92484	Heavenly Lens	0.35	+89%	+24%
92485	Heavenly Cornea	0.4	+91%	+24%
92486	Translucent Cornea	0.075	+78%	+24%
92487	Vibrant Cornea	0.758	+92%	+26%
92488	Heavenly Mirror	0.025	+76%	+24%
92489	Vibrant Reflector	0.35	+89%	+24%
92490	Sleepless Reflector	0.1	+79%	+24%
92491	Translucent Pupil	0.025	+76%	+24%
92492	Chromatic Fluids	0.075	+78%	+24%
92493	Vibrant Pupil	0.358	+76%	+26%
92494	Heavenly Mirror	0.3	+87%	+24%
92495	Chromatic Mirror	0.433	+79%	+26%
92496	Sleepless Projector	0.367	+83%	+25%
92497	Translucent Reflector	0.025	+76%	+24%
92498	Heavenly Pupil	0.592	+92%	+25%
92499	Vibrant Projector	0.25	+85%	+24%
92500	Translucent Iris	0.4	+91%	+24%
92501	Heavenly Fluids	0.05	+77%	+24%
92502	Heavenly Reflector	0.367	+83%	+25%
92503	Heavenly Fluids	0.617	+93%	+25%
92504	Translucent Projector	0.267	+79%	+25%
92505	Heavenly Fluids	0.2	+83%	+24%
92506	Sleepless Iris	0.65	+81%	+27%
92507	Heavenly Reflector	0.192	+76%	+25%
92508	Vibrant Mirror	0.075	+78%	+24%
92509	Vibrant Retina	0.192	+76%	+25%
92510	Vibrant Pupil	0.525	+76%	+27%
92511	Sleepless Reflector	0.375	+90%	+24%
92512	Heavenly Pupil	0.492	+88%	+25%
92513	Sleepless Retina	0.025	+76%	+24%
92514	Heavenly Retina	0.025	+76%	+24%
92515	Heavenly Aperture	0.517	+89%	+25%
92516	Chromatic Iris	0.342	+82%	+25%
92517	Translucent Aperture	0.375	+90%	+24%
92518	Chromatic Mirror	0.025	+76%	+24%
