Seed,Name,Perfection,Ship_Hyperdrive_JumpDistance,Ship_Hyperdrive_JumpsPerCell
78074,Tremendous Memory Calculus,1.0,,+100%
78075,Tremendous Stellar Processor,1.0,,+100%
78076,Glassy Hive Stem,1.0,,+100%
78077,Beloved Emotal Core,0.06,153 ly,
78078,Engorged Lobe Actuator,0.22,161 ly,
78079,Tremendous Lobes,1.0,,+100%
78080,Beloved Stellar Processor,0.42,171 ly,
78081,Tremendous Hive Stem,1.0,,+100%
78082,Beloved Sensory Veil,0.72,186 ly,
78083,Engorged Memory Calculus,0.04,152 ly,
78084,Tremendous Cluster Stem,0.64,182 ly,
78085,Glorious Neural Matrix,1.0,,+100%
78086,Tremendous Memory Calculus,1.0,,+100%
78087,Beloved Cluster Stem,1.0,,+100%
78088,Beloved Bio-Reality Generator,0.38,169 ly,
78089,Tremendous Neural Matrix,0.8,190 ly,
78090,Beloved Stellar Processor,1.0,,+100%
78091,Engorged Neural Matrix,1.0,,+100%
78092,Engorged Emotal Core,1.0,,+100%
78093,Tremendous Memory Calculus,1.0,,+100%
78094,Glassy Hive Stem,1.0,,+100%
78095,Beloved Emotal Core,1.0,,+100%
78096,Tremendous Emotal Core,1.0,,+100%
78097,Glorious Lobe Actuator,1.0,,+100%
78098,Glassy Neural Matrix,1.0,,+100%
78099,Glassy Hive Stem,1.0,,+100%
78100,Engorged Sensory Veil,1.0,,+100%
78101,Glorious Sensory Veil,1.0,,+100%
78102,Tremendous Stellar Processor,0.74,187 ly,
78103,Tremendous Emotal Core,1.0,,+100%
78104,Engorged Lobes,1.0,,+100%
78105,Tremendous Stellar Processor,0.02,151 ly,
78106,Tremendous Hive Stem,1.0,,+100%
78107,Beloved Neural Matrix,0.98,199 ly,
78108,Beloved Neural Matrix,0.74,187 ly,
78109,Glorious Sensory Veil,0.02,151 ly,
78110,Engorged Lobe Actuator,1.0,,+100%
78111,Glassy Cluster Stem,1.0,,+100%
78112,Tremendous Lobes,0.36,168 ly,
78113,Beloved Lobes,0.14,157 ly,
78114,Glorious Hive Stem,1.0,,+100%
78115,Glassy Cluster Stem,0.96,198 ly,
78116,Tremendous Stellar Processor,0.06,153 ly,
78117,Glorious Memory Calculus,1.0,,+100%
78118,Engorged Hive Stem,0.2,160 ly,
78119,Glorious Lobes,1.0,,+100%
78120,Beloved Sensory Veil,0.8,190 ly,
78121,Glassy Stellar Processor,0.26,163 ly,
78122,Glorious Lobes,0.08,154 ly,
78123,Engorged Bio-Reality Generator,0.7,185 ly,
78124,Glassy Memory Calculus,0.76,188 ly,
78125,Engorged Neural Matrix,1.0,,+100%
78126,Engorged Sensory Veil,1.0,,+100%
78127,Engorged Cluster Stem,0.36,168 ly,
78128,Tremendous Hive Stem,1.0,,+100%
78129,Tremendous Stellar Processor,1.0,,+100%
78130,Glorious Memory Calculus,1.0,,+100%
78131,Glorious Lobe Actuator,1.0,,+100%
78132,Glassy Lobe Actuator,1.0,,+100%
78133,Glassy Neural Matrix,0.5,175 ly,
78134,Beloved Memory Calculus,0.18,159 ly,
78135,Glorious Cluster Stem,1.0,,+100%
78136,Tremendous Neural Matrix,1.0,,+100%
78137,Glassy Memory Calculus,1.0,,+100%
78138,Glorious Hive Stem,0.16,158 ly,
78139,Beloved Hive Stem,0.1,155 ly,
78140,Tremendous Memory Calculus,1.0,,+100%
78141,Glassy Lobe Actuator,1.0,,+100%
78142,Engorged Bio-Reality Generator,0.38,169 ly,
78143,Tremendous Lobes,0.64,182 ly,
78144,Glassy Bio-Reality Generator,1.0,,+100%
78145,Glorious Lobes,0.6,180 ly,
78146,Glassy Memory Calculus,0.12,156 ly,
78147,Glorious Neural Matrix,0.22,161 ly,
78148,Glassy Stellar Processor,0.18,159 ly,
78149,Tremendous Bio-Reality Generator,1.0,,+100%
78150,Beloved Lobes,0.2,160 ly,
78151,Engorged Stellar Processor,1.0,,+100%
78152,Beloved Lobes,0.86,193 ly,
78153,Tremendous Sensory Veil,0.38,169 ly,
78154,Glassy Stellar Processor,1.0,,+100%
78155,Glassy Stellar Processor,0.5,175 ly,
78156,Glassy Memory Calculus,1.0,,+100%
78157,Glorious Neural Matrix,1.0,,+100%
78158,Engorged Lobe Actuator,0.0,150 ly,
78159,Glassy Bio-Reality Generator,1.0,,+100%
78160,Beloved Neural Matrix,1.0,,+100%
78161,Beloved Memory Calculus,1.0,,+100%
78162,Glassy Sensory Veil,1.0,,+100%
78163,Glorious Bio-Reality Generator,0.34,167 ly,
78164,Tremendous Bio-Reality Generator,1.0,,+100%
78165,Engorged Sensory Veil,0.12,156 ly,
78166,Engorged Cluster Stem,0.02,151 ly,
78167,Engorged Hive Stem,0.6,180 ly,
78168,Glorious Neural Matrix,1.0,,+100%
78169,Engorged Cluster Stem,1.0,,+100%
78170,Engorged Emotal Core,1.0,,+100%
78171,Engorged Lobe Actuator,1.0,,+100%
78172,Beloved Hive Stem,1.0,,+100%
78173,Beloved Lobe Actuator,1.0,,+100%
78174,Tremendous Lobe Actuator,0.24,162 ly,
78175,Engorged Bio-Reality Generator,1.0,,+100%
78176,Glorious Bio-Reality Generator,1.0,,+100%
78177,Glassy Bio-Reality Generator,0.84,192 ly,
78178,Beloved Lobes,0.1,155 ly,
78179,Glorious Emotal Core,0.78,189 ly,
78180,Glorious Lobes,0.48,174 ly,
78181,Glorious Cluster Stem,0.12,156 ly,
78182,Glassy Lobes,0.8,190 ly,
78183,Tremendous Cluster Stem,1.0,,+100%
78184,Engorged Lobes,1.0,,+100%
78185,Tremendous Emotal Core,0.94,197 ly,
78186,Tremendous Sensory Veil,0.12,156 ly,
78187,Glorious Bio-Reality Generator,0.26,163 ly,
78188,Engorged Sensory Veil,1.0,,+100%
78189,Glorious Hive Stem,1.0,,+100%
78190,Beloved Cluster Stem,1.0,,+100%
78191,Glorious Lobe Actuator,0.36,168 ly,
78192,Engorged Hive Stem,0.48,174 ly,
78193,Glorious Neural Matrix,0.22,161 ly,
78194,Engorged Stellar Processor,1.0,,+100%
78195,Beloved Lobes,1.0,,+100%
78196,Engorged Hive Stem,1.0,,+100%
78197,Glassy Hive Stem,1.0,,+100%
78198,Beloved Sensory Veil,1.0,,+100%
78199,Glassy Stellar Processor,1.0,,+100%
78200,Glassy Bio-Reality Generator,1.0,,+100%
78201,Beloved Lobes,1.0,,+100%
78202,Glassy Memory Calculus,1.0,,+100%
78203,Tremendous Lobe Actuator,1.0,,+100%
78204,Glassy Neural Matrix,1.0,,+100%
78205,Glorious Bio-Reality Generator,1.0,,+100%
78206,Tremendous Memory Calculus,0.54,177 ly,
78207,Tremendous Hive Stem,1.0,,+100%
78208,Glassy Cluster Stem,0.44,172 ly,
78209,Glorious Memory Calculus,0.52,176 ly,
78210,Engorged Sensory Veil,1.0,,+100%
78211,Glorious Stellar Processor,0.0,150 ly,
78212,Glassy Stellar Processor,0.1,155 ly,
78213,Tremendous Lobes,1.0,,+100%
78214,Tremendous Bio-Reality Generator,0.86,193 ly,
78215,Tremendous Emotal Core,0.0,150 ly,
78216,Engorged Bio-Reality Generator,0.56,178 ly,
78217,Tremendous Memory Calculus,1.0,,+100%
78218,Engorged Lobes,0.04,152 ly,
78219,Beloved Bio-Reality Generator,1.0,,+100%
78220,Glorious Lobes,1.0,,+100%
78221,Beloved Memory Calculus,0.98,199 ly,
78222,Glorious Neural Matrix,0.16,158 ly,
78223,Glassy Neural Matrix,1.0,,+100%
78224,Tremendous Sensory Veil,1.0,,+100%
78225,Beloved Sensory Veil,0.74,187 ly,
78226,Glorious Hive Stem,1.0,,+100%
78227,Glorious Lobes,0.1,155 ly,
78228,Tremendous Neural Matrix,1.0,,+100%
78229,Beloved Lobes,0.68,184 ly,
78230,Engorged Bio-Reality Generator,1.0,,+100%
78231,Glassy Cluster Stem,1.0,,+100%
78232,Engorged Stellar Processor,1.0,,+100%
78233,Beloved Sensory Veil,0.02,151 ly,
78234,Glorious Memory Calculus,1.0,,+100%
78235,Tremendous Bio-Reality Generator,0.58,179 ly,
78236,Glassy Stellar Processor,0.4,170 ly,
78237,Glorious Neural Matrix,0.22,161 ly,
78238,Glassy Bio-Reality Generator,1.0,,+100%
78239,Glorious Cluster Stem,1.0,,+100%
78240,Beloved Stellar Processor,0.24,162 ly,
78241,Beloved Lobe Actuator,1.0,,+100%
78242,Glorious Emotal Core,0.16,158 ly,
78243,Glorious Sensory Veil,0.26,163 ly,
78244,Glassy Cluster Stem,0.14,157 ly,
78245,Glorious Hive Stem,0.52,176 ly,
78246,Glassy Emotal Core,1.0,,+100%
78247,Engorged Lobes,1.0,,+100%
78248,Engorged Bio-Reality Generator,0.06,153 ly,
78249,Glorious Neural Matrix,1.0,,+100%
78250,Glassy Bio-Reality Generator,1.0,,+100%
78251,Glorious Emotal Core,1.0,,+100%
78252,Engorged Lobes,0.2,160 ly,
78253,Beloved Lobes,1.0,,+100%
78254,Beloved Stellar Processor,1.0,,+100%
78255,Engorged Bio-Reality Generator,1.0,,+100%
78256,Beloved Bio-Reality Generator,0.04,152 ly,
78257,Glassy Lobes,0.02,151 ly,
78258,Glorious Neural Matrix,1.0,,+100%
78259,Beloved Emotal Core,0.88,194 ly,
78260,Engorged Bio-Reality Generator,1.0,,+100%
78261,Tremendous Lobe Actuator,1.0,,+100%
78262,Engorged Neural Matrix,0.66,183 ly,
78263,Glorious Stellar Processor,0.0,150 ly,
78264,Beloved Bio-Reality Generator,0.54,177 ly,
78265,Tremendous Neural Matrix,0.76,188 ly,
78266,Tremendous Neural Matrix,1.0,,+100%
78267,Glorious Memory Calculus,1.0,,+100%
78268,Glorious Emotal Core,1.0,,+100%
78269,Glorious Bio-Reality Generator,1.0,,+100%
78270,Engorged Stellar Processor,1.0,,+100%
78271,Engorged Sensory Veil,1.0,,+100%
78272,Glassy Stellar Processor,0.0,150 ly,
78273,Beloved Stellar Processor,0.14,157 ly,
78274,Beloved Stellar Processor,0.3,165 ly,
78275,Beloved Memory Calculus,0.52,176 ly,
78276,Beloved Neural Matrix,1.0,,+100%
78277,Glassy Neural Matrix,0.26,163 ly,
78278,Tremendous Sensory Veil,0.16,158 ly,
78279,Engorged Cluster Stem,0.92,196 ly,
78280,Glorious Lobes,1.0,,+100%
78281,Glassy Neural Matrix,0.32,166 ly,
78282,Glassy Hive Stem,1.0,,+100%
78283,Glassy Bio-Reality Generator,1.0,,+100%
78284,Glorious Emotal Core,0.04,152 ly,
78285,Tremendous Stellar Processor,1.0,,+100%
78286,Engorged Stellar Processor,1.0,,+100%
78287,Glassy Bio-Reality Generator,0.44,172 ly,
78288,Glorious Lobe Actuator,1.0,,+100%
78289,Glassy Stellar Processor,1.0,,+100%
78290,Glorious Memory Calculus,0.32,166 ly,
78291,Engorged Memory Calculus,1.0,,+100%
78292,Engorged Lobes,1.0,,+100%
78293,Engorged Neural Matrix,0.38,169 ly,
78294,Glorious Hive Stem,1.0,,+100%
78295,Beloved Emotal Core,1.0,,+100%
78296,Tremendous Sensory Veil,0.0,150 ly,
78297,Beloved Stellar Processor,1.0,,+100%
78298,Engorged Hive Stem,0.42,171 ly,
78299,Glassy Lobe Actuator,0.54,177 ly,
78300,Glorious Memory Calculus,0.42,171 ly,
78301,Engorged Neural Matrix,0.2,160 ly,
78302,Engorged Sensory Veil,1.0,,+100%
78303,Engorged Stellar Processor,0.2,160 ly,
78304,Tremendous Neural Matrix,0.26,163 ly,
78305,Beloved Cluster Stem,1.0,,+100%
78306,Tremendous Lobe Actuator,1.0,,+100%
78307,Glassy Lobes,1.0,,+100%
78308,Tremendous Memory Calculus,0.92,196 ly,
78309,Engorged Bio-Reality Generator,1.0,,+100%
78310,Glassy Cluster Stem,1.0,,+100%
78311,Tremendous Sensory Veil,0.08,154 ly,
78312,Glorious Sensory Veil,0.06,153 ly,
78313,Engorged Hive Stem,1.0,,+100%
78314,Glorious Lobe Actuator,1.0,,+100%
78315,Engorged Stellar Processor,1.0,,+100%
78316,Beloved Memory Calculus,1.0,,+100%
78317,Glassy Bio-Reality Generator,1.0,,+100%
78318,Glassy Memory Calculus,1.0,,+100%
78319,Glorious Emotal Core,0.26,163 ly,
78320,Glorious Bio-Reality Generator,1.0,,+100%
78321,Beloved Bio-Reality Generator,1.0,,+100%
78322,Glorious Cluster Stem,1.0,,+100%
78323,Glorious Emotal Core,0.88,194 ly,
78324,Glassy Bio-Reality Generator,0.24,162 ly,
78325,Beloved Hive Stem,0.58,179 ly,
78326,Engorged Hive Stem,1.0,,+100%
78327,Glassy Bio-Reality Generator,0.0,150 ly,
78328,Tremendous Stellar Processor,1.0,,+100%
78329,Beloved Hive Stem,0.02,151 ly,
78330,Tremendous Bio-Reality Generator,1.0,,+100%
78331,Beloved Neural Matrix,1.0,,+100%
78332,Engorged Emotal Core,0.24,162 ly,
78333,Engorged Hive Stem,1.0,,+100%
78334,Tremendous Cluster Stem,0.42,171 ly,
78335,Glorious Lobes,1.0,,+100%
78336,Engorged Lobes,1.0,,+100%
78337,Glorious Sensory Veil,0.08,154 ly,
78338,Tremendous Hive Stem,1.0,,+100%
78339,Glorious Emotal Core,0.92,196 ly,
78340,Glassy Memory Calculus,1.0,,+100%
78341,Beloved Hive Stem,1.0,,+100%
78342,Tremendous Stellar Processor,1.0,,+100%
78343,Glorious Cluster Stem,1.0,,+100%
78344,Glassy Bio-Reality Generator,0.52,176 ly,
78345,Tremendous Emotal Core,1.0,,+100%
78346,Glassy Sensory Veil,1.0,,+100%
78347,Engorged Neural Matrix,0.22,161 ly,
78348,Tremendous Hive Stem,1.0,,+100%
78349,Engorged Bio-Reality Generator,0.02,151 ly,
78350,Glassy Memory Calculus,0.58,179 ly,
78351,Engorged Memory Calculus,0.7,185 ly,
78352,Engorged Neural Matrix,0.68,184 ly,
78353,Glassy Neural Matrix,0.0,150 ly,
78354,Glorious Emotal Core,0.46,173 ly,
78355,Beloved Bio-Reality Generator,1.0,,+100%
78356,Glorious Cluster Stem,1.0,,+100%
78357,Beloved Emotal Core,1.0,,+100%
78358,Beloved Bio-Reality Generator,1.0,,+100%
78359,Beloved Neural Matrix,0.06,153 ly,
78360,Glorious Stellar Processor,0.4,170 ly,
78361,Tremendous Hive Stem,1.0,,+100%
78362,Glassy Sensory Veil,1.0,,+100%
78363,Beloved Hive Stem,0.0,150 ly,
78364,Glassy Lobe Actuator,0.14,157 ly,
78365,Glorious Emotal Core,0.12,156 ly,
78366,Beloved Stellar Processor,1.0,,+100%
78367,Engorged Lobe Actuator,0.62,181 ly,
78368,Tremendous Sensory Veil,1.0,,+100%
78369,Beloved Stellar Processor,1.0,,+100%
78370,Glassy Neural Matrix,1.0,,+100%
78371,Glorious Stellar Processor,0.98,199 ly,
78372,Tremendous Sensory Veil,0.08,154 ly,
78373,Glassy Lobe Actuator,1.0,,+100%
78374,Beloved Emotal Core,1.0,,+100%
78375,Engorged Stellar Processor,1.0,,+100%
78376,Engorged Bio-Reality Generator,0.88,194 ly,
78377,Beloved Neural Matrix,1.0,,+100%
78378,Glassy Memory Calculus,0.72,186 ly,
78379,Engorged Cluster Stem,1.0,,+100%
78380,Engorged Sensory Veil,0.24,162 ly,
78381,Glorious Bio-Reality Generator,1.0,,+100%
78382,Glorious Lobes,1.0,,+100%
78383,Glassy Stellar Processor,1.0,,+100%
78384,Beloved Bio-Reality Generator,1.0,,+100%
78385,Beloved Cluster Stem,0.0,150 ly,
78386,Tremendous Cluster Stem,1.0,,+100%
78387,Glassy Stellar Processor,0.02,151 ly,
78388,Tremendous Cluster Stem,1.0,,+100%
78389,Glassy Bio-Reality Generator,1.0,,+100%
78390,Beloved Memory Calculus,1.0,,+100%
78391,Glorious Lobe Actuator,1.0,,+100%
78392,Engorged Stellar Processor,0.0,150 ly,
78393,Glassy Emotal Core,0.56,178 ly,
78394,Glorious Bio-Reality Generator,1.0,,+100%
78395,Glorious Lobe Actuator,0.22,161 ly,
78396,Beloved Lobes,0.2,160 ly,
78397,Engorged Memory Calculus,1.0,,+100%
78398,Tremendous Sensory Veil,1.0,,+100%
78399,Glorious Memory Calculus,1.0,,+100%
78400,Tremendous Stellar Processor,0.14,157 ly,
78401,Glassy Stellar Processor,0.28,164 ly,
78402,Beloved Hive Stem,1.0,,+100%
78403,Beloved Hive Stem,0.68,184 ly,
78404,Glassy Cluster Stem,0.1,155 ly,
78405,Tremendous Bio-Reality Generator,1.0,,+100%
78406,Engorged Cluster Stem,1.0,,+100%
78407,Tremendous Lobes,1.0,,+100%
78408,Tremendous Bio-Reality Generator,1.0,,+100%
78409,Glorious Cluster Stem,1.0,,+100%
78410,Engorged Lobe Actuator,0.1,155 ly,
78411,Beloved Neural Matrix,0.02,151 ly,
78412,Glassy Neural Matrix,0.04,152 ly,
78413,Beloved Stellar Processor,0.28,164 ly,
78414,Tremendous Emotal Core,1.0,,+100%
78415,Glassy Stellar Processor,0.02,151 ly,
78416,Glorious Cluster Stem,1.0,,+100%
78417,Tremendous Sensory Veil,0.22,161 ly,
78418,Beloved Memory Calculus,1.0,,+100%
78419,Engorged Memory Calculus,1.0,,+100%
78420,Tremendous Memory Calculus,0.04,152 ly,
78421,Glorious Sensory Veil,1.0,,+100%
78422,Tremendous Sensory Veil,0.0,150 ly,
78423,Glorious Neural Matrix,0.0,150 ly,
78424,Engorged Memory Calculus,1.0,200 ly,
78425,Glassy Lobes,1.0,,+100%
78426,Glorious Memory Calculus,0.98,199 ly,
78427,Glorious Lobe Actuator,0.84,192 ly,
78428,Engorged Hive Stem,0.84,192 ly,
78429,Glorious Memory Calculus,0.0,150 ly,
78430,Glorious Neural Matrix,1.0,,+100%
78431,Tremendous Neural Matrix,1.0,,+100%
78432,Glorious Hive Stem,0.34,167 ly,
78433,Glorious Hive Stem,0.24,162 ly,
78434,Engorged Emotal Core,1.0,,+100%
78435,Tremendous Hive Stem,0.5,175 ly,
78436,Tremendous Bio-Reality Generator,0.04,152 ly,
78437,Tremendous Memory Calculus,0.04,152 ly,
78438,Glassy Lobes,1.0,,+100%
78439,Beloved Lobes,1.0,,+100%
78440,Engorged Cluster Stem,1.0,,+100%
78441,Tremendous Lobes,0.04,152 ly,
78442,Beloved Memory Calculus,0.1,155 ly,
78443,Engorged Stellar Processor,0.2,160 ly,
78444,Beloved Sensory Veil,1.0,,+100%
78445,Glassy Neural Matrix,0.04,152 ly,
78446,Glassy Emotal Core,0.72,186 ly,
78447,Glorious Lobes,0.22,161 ly,
78448,Beloved Sensory Veil,0.6,180 ly,
78449,Engorged Memory Calculus,0.34,167 ly,
78450,Tremendous Stellar Processor,0.04,152 ly,
78451,Glassy Cluster Stem,0.0,150 ly,
78452,Glorious Sensory Veil,0.02,151 ly,
78453,Engorged Lobe Actuator,0.04,152 ly,
78454,Glassy Hive Stem,1.0,,+100%
78455,Beloved Lobes,1.0,,+100%
78456,Engorged Hive Stem,1.0,,+100%
78457,Engorged Emotal Core,0.02,151 ly,
78458,Glorious Memory Calculus,0.24,162 ly,
78459,Glassy Lobes,1.0,,+100%
78460,Engorged Hive Stem,0.04,152 ly,
78461,Engorged Lobe Actuator,0.02,151 ly,
78462,Glassy Lobes,1.0,,+100%
78463,Glorious Neural Matrix,0.34,167 ly,
78464,Engorged Neural Matrix,0.0,150 ly,
78465,Engorged Neural Matrix,1.0,,+100%
78466,Engorged Hive Stem,1.0,,+100%
78467,Beloved Emotal Core,1.0,,+100%
78468,Glassy Neural Matrix,0.18,159 ly,
78469,Glassy Sensory Veil,1.0,,+100%
78470,Beloved Memory Calculus,1.0,,+100%
78471,Engorged Bio-Reality Generator,0.52,176 ly,
78472,Tremendous Stellar Processor,0.12,156 ly,
78473,Tremendous Neural Matrix,1.0,,+100%
78474,Beloved Lobe Actuator,1.0,,+100%
78475,Glorious Lobe Actuator,0.0,150 ly,
78476,Tremendous Stellar Processor,1.0,,+100%
78477,Glorious Bio-Reality Generator,0.48,174 ly,
78478,Tremendous Neural Matrix,1.0,,+100%
78479,Tremendous Memory Calculus,0.3,165 ly,
78480,Engorged Cluster Stem,1.0,,+100%
78481,Glassy Lobe Actuator,1.0,,+100%
78482,Beloved Emotal Core,1.0,,+100%
78483,Engorged Neural Matrix,1.0,,+100%
78484,Beloved Stellar Processor,1.0,,+100%
78485,Glassy Cluster Stem,0.18,159 ly,
78486,Engorged Bio-Reality Generator,0.14,157 ly,
78487,Tremendous Stellar Processor,1.0,,+100%
78488,Tremendous Lobe Actuator,1.0,,+100%
78489,Glorious Hive Stem,1.0,,+100%
78490,Glassy Lobe Actuator,0.02,151 ly,
78491,Beloved Stellar Processor,1.0,,+100%
78492,Engorged Emotal Core,0.02,151 ly,
78493,Tremendous Memory Calculus,0.08,154 ly,
78494,Engorged Lobe Actuator,0.1,155 ly,
78495,Engorged Cluster Stem,1.0,,+100%
78496,Tremendous Cluster Stem,0.32,166 ly,
78497,Engorged Cluster Stem,1.0,,+100%
78498,Tremendous Lobe Actuator,0.0,150 ly,
78499,Tremendous Stellar Processor,1.0,,+100%
78500,Tremendous Emotal Core,0.5,175 ly,
78501,Tremendous Sensory Veil,0.58,179 ly,
78502,Engorged Memory Calculus,1.0,,+100%
78503,Beloved Lobes,0.38,169 ly,
78504,Tremendous Hive Stem,1.0,,+100%
78505,Beloved Hive Stem,1.0,,+100%
78506,Tremendous Hive Stem,0.04,152 ly,
78507,Engorged Bio-Reality Generator,0.54,177 ly,
78508,Tremendous Bio-Reality Generator,0.86,193 ly,
78509,Engorged Lobe Actuator,1.0,,+100%
78510,Glorious Bio-Reality Generator,1.0,,+100%
78511,Glorious Sensory Veil,0.94,197 ly,
78512,Engorged Emotal Core,1.0,,+100%
78513,Glassy Bio-Reality Generator,1.0,,+100%
78514,Beloved Memory Calculus,1.0,,+100%
78515,Beloved Cluster Stem,0.5,175 ly,
78516,Tremendous Lobes,0.06,153 ly,
78517,Beloved Lobe Actuator,0.14,157 ly,
78518,Glorious Cluster Stem,1.0,,+100%
78519,Glassy Cluster Stem,1.0,,+100%
78520,Engorged Neural Matrix,1.0,,+100%
78521,Tremendous Bio-Reality Generator,0.0,150 ly,
78522,Beloved Bio-Reality Generator,1.0,,+100%
78523,Glorious Hive Stem,1.0,,+100%
78524,Glorious Lobes,0.2,160 ly,
78525,Glorious Lobes,0.06,153 ly,
78526,Beloved Bio-Reality Generator,1.0,,+100%
78527,Engorged Sensory Veil,1.0,,+100%
78528,Engorged Memory Calculus,0.16,158 ly,
78529,Tremendous Hive Stem,1.0,,+100%
78530,Glorious Lobe Actuator,1.0,,+100%
78531,Glassy Lobe Actuator,1.0,,+100%
78532,Glorious Memory Calculus,0.0,150 ly,
78533,Tremendous Lobes,1.0,,+100%
78534,Tremendous Hive Stem,1.0,,+100%
78535,Engorged Neural Matrix,0.0,150 ly,
78536,Tremendous Memory Calculus,0.02,151 ly,
78537,Glassy Memory Calculus,1.0,,+100%
78538,Engorged Bio-Reality Generator,0.08,154 ly,
78539,Beloved Lobes,0.56,178 ly,
78540,Glorious Stellar Processor,1.0,,+100%
78541,Tremendous Lobes,0.34,167 ly,
78542,Glorious Lobes,0.02,151 ly,
78543,Tremendous Cluster Stem,0.14,157 ly,
78544,Glorious Emotal Core,1.0,,+100%
78545,Beloved Cluster Stem,1.0,,+100%
78546,Glorious Stellar Processor,1.0,,+100%
78547,Beloved Sensory Veil,0.5,175 ly,
78548,Engorged Stellar Processor,0.58,179 ly,
78549,Tremendous Sensory Veil,1.0,,+100%
78550,Tremendous Sensory Veil,0.5,175 ly,
78551,Glorious Lobes,1.0,,+100%
78552,Glorious Sensory Veil,1.0,,+100%
78553,Beloved Memory Calculus,0.26,163 ly,
78554,Tremendous Stellar Processor,1.0,,+100%
78555,Beloved Memory Calculus,1.0,,+100%
78556,Glassy Stellar Processor,1.0,,+100%
78557,Engorged Emotal Core,0.02,151 ly,
78558,Tremendous Neural Matrix,1.0,,+100%
78559,Glassy Stellar Processor,1.0,,+100%
78560,Glassy Stellar Processor,1.0,,+100%
78561,Beloved Sensory Veil,0.48,174 ly,
78562,Engorged Lobe Actuator,0.1,155 ly,
78563,Glassy Stellar Processor,1.0,,+100%
78564,Engorged Bio-Reality Generator,0.68,184 ly,
78565,Glorious Lobe Actuator,0.0,150 ly,
78566,Engorged Sensory Veil,0.22,161 ly,
78567,Engorged Lobes,0.36,168 ly,
78568,Glorious Sensory Veil,0.04,152 ly,
78569,Engorged Cluster Stem,0.28,164 ly,
78570,Beloved Sensory Veil,0.48,174 ly,
78571,Tremendous Memory Calculus,1.0,,+100%
78572,Glassy Stellar Processor,0.36,168 ly,
78573,Glorious Hive Stem,0.98,199 ly,
78574,Tremendous Bio-Reality Generator,1.0,,+100%
78575,Tremendous Stellar Processor,0.4,170 ly,
78576,Beloved Neural Matrix,1.0,,+100%
78577,Engorged Emotal Core,1.0,,+100%
78578,Tremendous Bio-Reality Generator,1.0,,+100%
78579,Beloved Memory Calculus,1.0,,+100%
78580,Glassy Lobe Actuator,0.2,160 ly,
78581,Beloved Bio-Reality Generator,0.48,174 ly,
78582,Beloved Memory Calculus,0.04,152 ly,
78583,Glorious Bio-Reality Generator,1.0,,+100%
78584,Engorged Sensory Veil,0.08,154 ly,
78585,Glorious Memory Calculus,0.04,152 ly,
78586,Glorious Sensory Veil,1.0,,+100%
78587,Tremendous Lobe Actuator,0.62,181 ly,
78588,Glorious Cluster Stem,0.82,191 ly,
78589,Tremendous Neural Matrix,0.0,150 ly,
78590,Glorious Stellar Processor,0.32,166 ly,
78591,Beloved Lobes,1.0,,+100%
78592,Glassy Emotal Core,1.0,,+100%
78593,Beloved Sensory Veil,0.34,167 ly,
78594,Glassy Neural Matrix,0.26,163 ly,
78595,Glassy Hive Stem,1.0,,+100%
78596,Glorious Stellar Processor,1.0,,+100%
78597,Glorious Memory Calculus,0.86,193 ly,
78598,Tremendous Cluster Stem,1.0,,+100%
78599,Beloved Sensory Veil,1.0,,+100%
78600,Tremendous Stellar Processor,0.02,151 ly,
78601,Glassy Emotal Core,1.0,,+100%
78602,Beloved Hive Stem,1.0,,+100%
78603,Engorged Neural Matrix,0.88,194 ly,
78604,Engorged Lobe Actuator,1.0,,+100%
78605,Beloved Memory Calculus,1.0,,+100%
78606,Beloved Sensory Veil,0.02,151 ly,
78607,Glorious Emotal Core,0.04,152 ly,
78608,Glorious Lobe Actuator,0.86,193 ly,
78609,Tremendous Stellar Processor,1.0,,+100%
78610,Tremendous Cluster Stem,0.24,162 ly,
78611,Engorged Lobe Actuator,1.0,,+100%
78612,Beloved Hive Stem,0.86,193 ly,
78613,Beloved Neural Matrix,0.02,151 ly,
78614,Beloved Sensory Veil,0.4,170 ly,
78615,Glorious Lobes,0.18,159 ly,
78616,Glorious Hive Stem,0.0,150 ly,
78617,Beloved Stellar Processor,1.0,,+100%
78618,Engorged Hive Stem,0.44,172 ly,
78619,Engorged Lobes,1.0,,+100%
78620,Glassy Cluster Stem,1.0,,+100%
78621,Glassy Emotal Core,1.0,,+100%
78622,Tremendous Neural Matrix,0.88,194 ly,
78623,Engorged Stellar Processor,1.0,,+100%
78624,Beloved Hive Stem,1.0,,+100%
78625,Beloved Lobes,1.0,,+100%
78626,Beloved Lobes,0.22,161 ly,
78627,Engorged Stellar Processor,1.0,,+100%
78628,Glassy Memory Calculus,0.28,164 ly,
78629,Engorged Hive Stem,1.0,,+100%
78630,Beloved Lobes,1.0,,+100%
78631,Engorged Lobes,0.38,169 ly,
78632,Tremendous Stellar Processor,1.0,,+100%
78633,Glassy Stellar Processor,1.0,,+100%
78634,Beloved Memory Calculus,1.0,,+100%
78635,Tremendous Emotal Core,1.0,,+100%
78636,Tremendous Sensory Veil,1.0,,+100%
78637,Engorged Sensory Veil,0.22,161 ly,
78638,Glassy Stellar Processor,1.0,,+100%
78639,Glorious Hive Stem,1.0,,+100%
