Seed,Name,Perfection,Ship_PulseDrive_MiniJumpFuelSpending,Ship_Boost,Ship_BoostManeuverability
96459,Wriggling Blood Sac,0.556,+15%,,+2%
96460,Wriggling Muscle,0.211,,+6%,+3%
96461,Wriggling Blood Sac,0.644,,+7%,+9%
96462,Growing Blood Sac,0.211,,+6%,+3%
96463,Growing Blood Pump,0.278,+11%,,+6%
96464,Writhing Ventricle,0.389,+11%,,+8%
96465,Growing Blood Pump,0.256,,+7%,+2%
96466,Germinated Chamber,0.1,+11%,+6%,
96467,Germinated Trunk Tissue,0.425,+12%,+8%,
96468,Twitching Thorax,0.575,+14%,+7%,
96469,Growing Blood Sac,0.267,,+6%,+4%
96470,Writhing Blood Sac,0.056,+11%,,+2%
96471,Germinated Blood Pump,0.356,,+8%,+2%
96472,Writhing Vessel,0.306,+13%,,+2%
96473,Twitching Aorta,0.3,+11%,+8%,
96474,Germinated Trunk Tissue,0.3,+11%,+8%,
96475,Twitching Thorax,0.675,+14%,+8%,
96476,Twitching Trunk Tissue,0.403,+12%,,+6%
96477,Germinated Chamber,0.556,,+10%,+2%
96478,Wriggling Vessel,0.458,+12%,,+7%
96479,Writhing Chamber,0.733,,+9%,+7%
96480,Wriggling Trunk Tissue,0.3,+11%,+8%,
96481,Wriggling Blood Sac,0.181,+12%,,+2%
96482,Writhing Blood Pump,0.5,+11%,,+10%
96483,Writhing Blood Pump,0.156,,+6%,+2%
96484,Twitching Aorta,0.556,,+10%,+2%
96485,Wriggling Heart Lump,0.1,+11%,+6%,
96486,Germinated Ventricle,0.522,,+8%,+5%
96487,Wriggling Ventricle,0.156,,+6%,+2%
96488,Wriggling Aorta,0.556,,+10%,+2%
96489,Wriggling Vessel,0.544,,+6%,+9%
96490,Wriggling Thorax,0.156,,+6%,+2%
96491,Germinated Trunk Tissue,0.433,,+6%,+7%
96492,Writhing Vessel,0.256,,+7%,+2%
96493,Growing Muscle,0.667,+15%,,+4%
96494,Germinated Aorta,0.211,,+6%,+3%
96495,Germinated Trunk Tissue,0.6,+15%,+6%,
96496,Wriggling Thorax,0.533,,+7%,+7%
96497,Growing Thorax,0.211,,+6%,+3%
96498,Growing Heart Lump,0.356,,+8%,+2%
96499,Growing Ventricle,0.456,,+9%,+2%
96500,Writhing Vessel,0.325,+12%,+7%,
96501,Twitching Heart Lump,0.056,+11%,,+2%
96502,Germinated Aorta,0.3,+11%,+8%,
96503,Writhing Ventricle,0.306,+13%,,+2%
96504,Wriggling Ventricle,0.444,+11%,,+9%
96505,Writhing Thorax,0.181,+12%,,+2%
96506,Twitching Trunk Tissue,0.7,+15%,+7%,
96507,Wriggling Thorax,0.156,,+6%,+2%
96508,Twitching Blood Sac,0.325,+12%,+7%,
96509,Growing Aorta,0.75,+13%,+10%,
96510,Wriggling Heart Lump,0.225,+12%,+6%,
96511,Germinated Blood Sac,0.056,+11%,,+2%
96512,Writhing Blood Pump,0.225,+12%,+6%,
96513,Twitching Muscle,0.431,+14%,,+2%
96514,Germinated Aorta,0.575,+14%,+7%,
96515,Growing Trunk Tissue,0.256,,+7%,+2%
96516,Twitching Ventricle,0.2,+11%,+7%,
96517,Growing Chamber,0.181,+12%,,+2%
96518,Twitching Thorax,0.556,+15%,,+2%
96519,Writhing Ventricle,0.456,,+9%,+2%
96520,Writhing Vessel,0.225,+12%,+6%,
96521,Wriggling Blood Pump,0.639,+13%,,+8%
96522,Twitching Blood Pump,0.167,+11%,,+4%
96523,Writhing Muscle,0.6,+15%,+6%,
96524,Writhing Muscle,0.211,,+6%,+3%
96525,Growing Blood Sac,0.156,,+6%,+2%
96526,Germinated Aorta,0.256,,+7%,+2%
96527,Wriggling Blood Sac,0.3,+11%,+8%,
96528,Wriggling Blood Pump,0.1,+11%,+6%,
96529,Writhing Trunk Tissue,0.511,,+9%,+3%
96530,Germinated Muscle,0.056,+11%,,+2%
96531,Germinated Aorta,0.2,+11%,+7%,
96532,Growing Muscle,0.322,,+6%,+5%
96533,Wriggling Muscle,0.5,,+10%,+1%
96534,Writhing Muscle,0.356,,+8%,+2%
96535,Growing Thorax,0.458,+12%,,+7%
96536,Growing Heart Lump,0.6,+15%,+6%,
96537,Growing Chamber,0.678,,+9%,+6%
96538,Wriggling Blood Sac,0.35,+13%,+6%,
96539,Writhing Ventricle,0.056,+11%,,+2%
96540,Growing Chamber,0.544,,+6%,+9%
96541,Writhing Heart Lump,0.1,+11%,+6%,
96542,Germinated Ventricle,0.6,+15%,+6%,
96543,Growing Thorax,0.1,+11%,+6%,
96544,Growing Aorta,0.2,+11%,+7%,
96545,Germinated Blood Sac,0.675,+14%,+8%,
96546,Growing Ventricle,0.156,,+6%,+2%
96547,Writhing Trunk Tissue,0.472,+13%,,+5%
96548,Growing Muscle,0.2,+11%,+7%,
96549,Germinated Blood Pump,0.622,,+9%,+5%
96550,Wriggling Muscle,0.622,,+9%,+5%
96551,Twitching Heart Lump,0.167,+11%,,+4%
96552,Writhing Thorax,0.181,+12%,,+2%
96553,Growing Chamber,0.222,+11%,,+5%
96554,Twitching Chamber,0.1,+11%,+6%,
96555,Twitching Chamber,0.156,,+6%,+2%
96556,Wriggling Chamber,0.9,+15%,+9%,
96557,Writhing Trunk Tissue,0.444,+11%,,+9%
96558,Twitching Muscle,0.356,,+8%,+2%
96559,Writhing Ventricle,0.456,,+9%,+2%
96560,Growing Thorax,1.0,+15%,+10%,
96561,Twitching Chamber,0.4,+11%,+9%,
96562,Writhing Blood Sac,0.378,,+6%,+6%
96563,Growing Blood Sac,0.9,+15%,+9%,
96564,Twitching Trunk Tissue,0.225,+12%,+6%,
96565,Growing Aorta,0.456,,+9%,+2%
96566,Wriggling Aorta,0.3,+11%,+8%,
96567,Growing Heart Lump,0.2,+11%,+7%,
96568,Twitching Aorta,0.1,+11%,+6%,
96569,Growing Ventricle,0.644,,+7%,+9%
96570,Twitching Vessel,0.356,,+8%,+2%
96571,Wriggling Trunk Tissue,0.6,+15%,+6%,
96572,Germinated Thorax,0.181,+12%,,+2%
96573,Twitching Muscle,0.511,,+9%,+3%
96574,Writhing Vessel,0.211,,+6%,+3%
96575,Twitching Blood Pump,0.556,+15%,,+2%
96576,Wriggling Aorta,0.1,+11%,+6%,
96577,Writhing Muscle,0.456,,+9%,+2%
96578,Growing Aorta,0.35,+13%,+6%,
96579,Writhing Chamber,0.156,,+6%,+2%
96580,Wriggling Aorta,0.1,+11%,+6%,
96581,Wriggling Thorax,0.533,,+7%,+7%
96582,Twitching Trunk Tissue,0.456,,+9%,+2%
96583,Twitching Heart Lump,0.225,+12%,+6%,
96584,Wriggling Blood Sac,0.306,+13%,,+2%
96585,Germinated Chamber,0.789,,+9%,+8%
96586,Wriggling Chamber,0.1,+11%,+6%,
96587,Wriggling Trunk Tissue,0.111,+11%,,+3%
96588,Writhing Aorta,0.403,+12%,,+6%
96589,Germinated Vessel,0.306,+13%,,+2%
96590,Growing Vessel,0.35,+13%,+6%,
96591,Growing Blood Pump,0.356,,+8%,+2%
96592,Growing Chamber,0.556,,+10%,+2%
96593,Growing Vessel,0.2,+11%,+7%,
96594,Wriggling Vessel,0.225,+12%,+6%,
96595,Germinated Vessel,0.575,+14%,+7%,
96596,Twitching Blood Pump,0.575,+14%,+7%,
96597,Germinated Ventricle,0.667,,+10%,+4%
96598,Writhing Ventricle,0.211,,+6%,+3%
96599,Growing Aorta,0.875,+14%,+10%,
96600,Writhing Ventricle,0.322,,+6%,+5%
96601,Wriggling Ventricle,0.056,+11%,,+2%
96602,Germinated Muscle,0.7,+15%,+7%,
96603,Growing Aorta,0.1,,+6%,+1%
96604,Germinated Heart Lump,0.5,+11%,,+10%
96605,Wriggling Blood Pump,0.456,,+9%,+2%
96606,Growing Trunk Tissue,0.556,+15%,,+2%
96607,Growing Trunk Tissue,0.256,,+7%,+2%
96608,Writhing Trunk Tissue,0.556,+15%,,+2%
96609,Wriggling Vessel,0.225,+12%,+6%,
96610,Writhing Blood Pump,0.056,+11%,,+2%
96611,Growing Ventricle,0.556,,+10%,+2%
96612,Twitching Vessel,0.525,+12%,+9%,
96613,Growing Heart Lump,0.775,+14%,+9%,
96614,Growing Vessel,0.1,+11%,+6%,
96615,Writhing Thorax,0.181,+12%,,+2%
96616,Germinated Thorax,0.056,+11%,,+2%
96617,Growing Aorta,0.2,+11%,+7%,
96618,Twitching Aorta,0.75,+13%,+10%,
96619,Writhing Blood Sac,0.456,,+9%,+2%
96620,Germinated Chamber,0.478,,+7%,+6%
96621,Germinated Trunk Tissue,0.425,+12%,+8%,
96622,Growing Ventricle,0.611,,+10%,+3%
96623,Twitching Ventricle,0.056,+11%,,+2%
96624,Writhing Aorta,0.167,+11%,,+4%
96625,Growing Vessel,0.056,+11%,,+2%
96626,Wriggling Muscle,0.156,,+6%,+2%
96627,Germinated Ventricle,0.156,,+6%,+2%
96628,Growing Ventricle,0.306,+13%,,+2%
96629,Germinated Vessel,0.267,,+6%,+4%
96630,Twitching Chamber,0.486,+14%,,+3%
96631,Wriggling Muscle,0.181,+12%,,+2%
96632,Writhing Chamber,0.156,,+6%,+2%
96633,Twitching Vessel,0.9,,+9%,+10%
96634,Growing Blood Sac,0.1,+11%,+6%,
96635,Germinated Blood Pump,0.225,+12%,+6%,
96636,Germinated Thorax,0.056,+11%,,+2%
96637,Germinated Aorta,0.325,+12%,+7%,
96638,Twitching Vessel,0.056,+11%,,+2%
96639,Twitching Heart Lump,0.156,,+6%,+2%
96640,Writhing Muscle,0.225,+12%,+6%,
96641,Writhing Blood Sac,0.056,+11%,,+2%
96642,Germinated Blood Sac,0.156,,+6%,+2%
96643,Twitching Trunk Tissue,0.55,+13%,+8%,
96644,Wriggling Thorax,0.156,,+6%,+2%
96645,Germinated Muscle,0.278,+11%,,+6%
96646,Wriggling Aorta,0.3,+11%,+8%,
96647,Twitching Thorax,0.306,+13%,,+2%
96648,Growing Vessel,0.333,+11%,,+7%
96649,Germinated Vessel,0.9,+15%,+9%,
96650,Twitching Muscle,0.556,,+10%,+2%
96651,Growing Blood Sac,0.3,,+8%,+1%
96652,Twitching Thorax,0.111,+11%,,+3%
96653,Germinated Thorax,0.306,+13%,,+2%
96654,Wriggling Heart Lump,0.667,+15%,,+4%
96655,Twitching Thorax,0.292,+12%,,+4%
96656,Wriggling Trunk Tissue,0.4,+11%,+9%,
96657,Twitching Blood Sac,0.322,,+6%,+5%
96658,Germinated Blood Pump,0.556,+15%,,+2%
96659,Writhing Heart Lump,0.267,,+6%,+4%
96660,Growing Heart Lump,0.475,+14%,+6%,
96661,Growing Blood Sac,0.267,,+6%,+4%
96662,Twitching Aorta,0.35,+13%,+6%,
96663,Growing Heart Lump,0.056,+11%,,+2%
96664,Writhing Heart Lump,0.278,+11%,,+6%
96665,Growing Blood Sac,0.5,+11%,+10%,
96666,Writhing Aorta,0.625,+12%,+10%,
96667,Growing Aorta,0.378,,+6%,+6%
96668,Twitching Vessel,0.556,,+10%,+2%
96669,Writhing Ventricle,0.156,,+6%,+2%
96670,Twitching Vessel,0.444,+11%,,+9%
96671,Writhing Ventricle,0.333,+11%,,+7%
96672,Twitching Blood Sac,0.181,+12%,,+2%
96673,Twitching Vessel,0.156,,+6%,+2%
96674,Germinated Chamber,0.467,,+8%,+4%
96675,Growing Thorax,0.181,+12%,,+2%
96676,Wriggling Blood Pump,0.056,+11%,,+2%
96677,Writhing Chamber,0.056,+11%,,+2%
96678,Growing Blood Sac,0.378,,+6%,+6%
96679,Growing Vessel,0.156,,+6%,+2%
96680,Wriggling Ventricle,0.6,+15%,+6%,
96681,Twitching Chamber,0.1,+11%,+6%,
96682,Writhing Trunk Tissue,0.2,+11%,+7%,
96683,Twitching Muscle,0.181,+12%,,+2%
96684,Twitching Chamber,0.156,,+6%,+2%
96685,Wriggling Blood Pump,0.156,,+6%,+2%
96686,Wriggling Blood Sac,0.292,+12%,,+4%
96687,Germinated Thorax,0.267,,+6%,+4%
96688,Growing Aorta,0.306,+13%,,+2%
96689,Growing Blood Sac,0.1,+11%,+6%,
96690,Twitching Ventricle,0.156,,+6%,+2%
96691,Wriggling Blood Pump,0.4,+11%,+9%,
96692,Writhing Muscle,0.111,+11%,,+3%
96693,Twitching Muscle,0.225,+12%,+6%,
96694,Growing Thorax,0.056,+11%,,+2%
96695,Growing Heart Lump,0.55,+13%,+8%,
96696,Wriggling Blood Sac,0.7,+15%,+7%,
96697,Germinated Thorax,0.2,+11%,+7%,
96698,Writhing Vessel,0.475,+14%,+6%,
96699,Wriggling Blood Sac,0.056,+11%,,+2%
96700,Growing Heart Lump,0.35,+13%,+6%,
96701,Wriggling Blood Sac,0.456,,+9%,+2%
96702,Germinated Ventricle,0.356,,+8%,+2%
96703,Twitching Muscle,0.156,,+6%,+2%
96704,Wriggling Vessel,0.456,,+9%,+2%
96705,Germinated Vessel,0.556,,+10%,+2%
96706,Growing Vessel,0.411,,+8%,+3%
96707,Wriggling Vessel,0.389,+11%,,+8%
96708,Growing Blood Pump,0.456,,+9%,+2%
96709,Germinated Trunk Tissue,0.1,+11%,+6%,
96710,Growing Vessel,0.475,+14%,+6%,
96711,Wriggling Blood Sac,0.75,+13%,,+10%
96712,Growing Trunk Tissue,0.211,,+6%,+3%
96713,Writhing Trunk Tissue,0.575,+14%,+7%,
96714,Wriggling Thorax,0.156,,+6%,+2%
96715,Germinated Trunk Tissue,0.181,+12%,,+2%
96716,Twitching Blood Pump,0.633,,+8%,+7%
96717,Germinated Aorta,0.156,,+6%,+2%
96718,Twitching Aorta,0.222,+11%,,+5%
96719,Twitching Thorax,0.1,+11%,+6%,
96720,Germinated Blood Pump,0.5,+11%,+10%,
96721,Germinated Muscle,0.333,+11%,,+7%
96722,Growing Ventricle,0.475,+14%,+6%,
96723,Germinated Blood Sac,0.181,+12%,,+2%
96724,Wriggling Blood Pump,0.4,,+9%,+1%
96725,Twitching Thorax,0.278,+11%,,+6%
96726,Wriggling Trunk Tissue,0.525,+12%,+9%,
96727,Writhing Vessel,0.056,+11%,,+2%
96728,Twitching Blood Pump,0.35,+13%,+6%,
96729,Germinated Chamber,0.1,+11%,+6%,
96730,Twitching Heart Lump,0.181,+12%,,+2%
96731,Twitching Muscle,0.356,,+8%,+2%
96732,Germinated Blood Sac,0.403,+12%,,+6%
96733,Wriggling Muscle,0.156,,+6%,+2%
96734,Wriggling Vessel,0.6,+15%,+6%,
96735,Wriggling Thorax,0.944,+15%,,+9%
96736,Growing Trunk Tissue,0.472,+13%,,+5%
96737,Growing Aorta,0.1,+11%,+6%,
96738,Wriggling Muscle,0.367,,+7%,+4%
96739,Twitching Blood Sac,0.6,,+6%,+10%
96740,Wriggling Muscle,0.425,+12%,+8%,
96741,Twitching Blood Pump,0.35,+13%,+6%,
96742,Writhing Heart Lump,0.267,,+6%,+4%
96743,Writhing Blood Pump,0.533,,+7%,+7%
96744,Wriggling Blood Sac,0.844,,+9%,+9%
96745,Growing Muscle,0.611,,+10%,+3%
96746,Germinated Blood Sac,0.156,,+6%,+2%
96747,Wriggling Heart Lump,0.056,+11%,,+2%
96748,Wriggling Blood Pump,0.5,+11%,+10%,
96749,Germinated Heart Lump,0.156,,+6%,+2%
96750,Writhing Aorta,0.256,,+7%,+2%
96751,Writhing Chamber,0.322,,+6%,+5%
96752,Wriggling Blood Pump,0.211,,+6%,+3%
96753,Writhing Blood Sac,0.556,+15%,,+2%
96754,Wriggling Ventricle,0.475,+14%,+6%,
96755,Wriggling Vessel,0.486,+14%,,+3%
96756,Twitching Muscle,0.5,+11%,+10%,
96757,Wriggling Chamber,0.431,+14%,,+2%
96758,Twitching Thorax,0.181,+12%,,+2%
96759,Twitching Blood Pump,0.222,+11%,,+5%
96760,Twitching Chamber,0.425,+12%,+8%,
96761,Twitching Heart Lump,0.75,+13%,+10%,
96762,Growing Blood Pump,0.325,+12%,+7%,
96763,Writhing Ventricle,0.256,,+7%,+2%
96764,Writhing Vessel,0.181,+12%,,+2%
96765,Writhing Aorta,0.35,+13%,+6%,
96766,Growing Chamber,0.111,+11%,,+3%
96767,Germinated Ventricle,0.6,+15%,+6%,
96768,Growing Blood Sac,0.156,,+6%,+2%
96769,Growing Vessel,0.256,,+7%,+2%
96770,Wriggling Blood Sac,0.156,,+6%,+2%
96771,Twitching Blood Pump,0.356,,+8%,+2%
96772,Wriggling Thorax,0.325,+12%,+7%,
96773,Growing Thorax,0.256,,+7%,+2%
96774,Growing Blood Pump,0.733,,+9%,+7%
96775,Twitching Vessel,0.556,,+10%,+2%
96776,Wriggling Trunk Tissue,0.156,,+6%,+2%
96777,Wriggling Aorta,0.75,+13%,,+10%
96778,Growing Vessel,0.056,+11%,,+2%
96779,Writhing Ventricle,0.156,,+6%,+2%
96780,Wriggling Vessel,0.422,,+7%,+5%
96781,Growing Blood Pump,0.056,+11%,,+2%
96782,Germinated Thorax,0.225,+12%,+6%,
96783,Twitching Ventricle,0.1,+11%,+6%,
96784,Germinated Chamber,0.475,+14%,+6%,
96785,Twitching Ventricle,0.5,+11%,,+10%
96786,Wriggling Muscle,0.2,+11%,+7%,
96787,Growing Heart Lump,0.45,+13%,+7%,
96788,Writhing Thorax,0.4,,+9%,+1%
96789,Twitching Heart Lump,0.222,+11%,,+5%
96790,Writhing Vessel,0.256,,+7%,+2%
96791,Germinated Blood Sac,0.3,+11%,+8%,
96792,Wriggling Chamber,0.356,,+8%,+2%
96793,Writhing Thorax,0.267,,+6%,+4%
96794,Twitching Blood Sac,0.2,+11%,+7%,
96795,Germinated Heart Lump,0.1,+11%,+6%,
96796,Wriggling Thorax,0.222,+11%,,+5%
96797,Writhing Vessel,0.311,,+7%,+3%
96798,Writhing Ventricle,0.256,,+7%,+2%
96799,Twitching Trunk Tissue,0.256,,+7%,+2%
96800,Growing Muscle,0.056,+11%,,+2%
96801,Writhing Ventricle,0.256,,+7%,+2%
96802,Wriggling Trunk Tissue,0.35,+13%,+6%,
96803,Writhing Vessel,0.056,+11%,,+2%
96804,Writhing Trunk Tissue,0.567,,+9%,+4%
96805,Writhing Muscle,0.225,+12%,+6%,
96806,Writhing Thorax,0.333,+11%,,+7%
96807,Twitching Blood Pump,0.431,+14%,,+2%
96808,Wriggling Blood Sac,0.156,,+6%,+2%
96809,Growing Ventricle,0.422,,+7%,+5%
96810,Writhing Trunk Tissue,0.1,+11%,+6%,
96811,Wriggling Aorta,0.625,+12%,+10%,
96812,Twitching Muscle,0.1,+11%,+6%,
96813,Wriggling Ventricle,0.056,+11%,,+2%
96814,Growing Trunk Tissue,0.056,+11%,,+2%
96815,Writhing Trunk Tissue,0.181,+12%,,+2%
96816,Growing Chamber,0.5,+11%,+10%,
96817,Growing Ventricle,0.478,,+7%,+6%
96818,Wriggling Chamber,0.256,,+7%,+2%
96819,Growing Ventricle,0.35,+13%,+6%,
96820,Growing Blood Pump,0.156,,+6%,+2%
96821,Writhing Aorta,0.056,+11%,,+2%
96822,Germinated Blood Pump,0.181,+12%,,+2%
96823,Writhing Ventricle,0.156,,+6%,+2%
96824,Writhing Blood Sac,0.156,,+6%,+2%
96825,Writhing Heart Lump,0.181,+12%,,+2%
96826,Wriggling Blood Pump,0.1,+11%,+6%,
96827,Twitching Chamber,0.1,+11%,+6%,
96828,Wriggling Ventricle,0.422,,+7%,+5%
96829,Wriggling Blood Pump,0.3,+11%,+8%,
96830,Twitching Heart Lump,0.056,+11%,,+2%
96831,Writhing Thorax,0.356,,+8%,+2%
96832,Twitching Blood Pump,0.422,,+7%,+5%
96833,Twitching Vessel,0.111,+11%,,+3%
96834,Growing Chamber,0.225,+12%,+6%,
96835,Twitching Aorta,0.556,+15%,,+2%
96836,Growing Vessel,0.056,+11%,,+2%
96837,Growing Chamber,0.156,,+6%,+2%
96838,Wriggling Trunk Tissue,0.456,,+9%,+2%
96839,Germinated Muscle,0.267,,+6%,+4%
96840,Twitching Trunk Tissue,0.056,+11%,,+2%
96841,Wriggling Muscle,0.1,+11%,+6%,
96842,Growing Muscle,0.292,+12%,,+4%
96843,Growing Thorax,0.361,+13%,,+3%
96844,Growing Heart Lump,0.056,+11%,,+2%
96845,Growing Chamber,0.589,,+7%,+8%
96846,Writhing Blood Sac,0.1,+11%,+6%,
96847,Writhing Chamber,0.167,+11%,,+4%
96848,Writhing Ventricle,0.411,,+8%,+3%
96849,Twitching Trunk Tissue,0.622,,+9%,+5%
96850,Germinated Trunk Tissue,0.744,,+8%,+9%
96851,Growing Ventricle,0.35,+13%,+6%,
96852,Writhing Thorax,0.25,+13%,,+1%
96853,Growing Ventricle,0.1,+11%,+6%,
96854,Twitching Blood Pump,0.056,+11%,,+2%
96855,Germinated Blood Sac,0.211,,+6%,+3%
96856,Wriggling Aorta,0.156,,+6%,+2%
96857,Growing Muscle,0.589,,+7%,+8%
96858,Wriggling Heart Lump,0.056,+11%,,+2%
96859,Growing Heart Lump,0.056,+11%,,+2%
96860,Germinated Blood Pump,0.456,,+9%,+2%
96861,Writhing Aorta,0.55,+13%,+8%,
96862,Growing Muscle,0.225,+12%,+6%,
96863,Wriggling Muscle,0.425,+12%,+8%,
96864,Growing Heart Lump,0.675,+14%,+8%,
96865,Twitching Vessel,0.361,+13%,,+3%
96866,Writhing Trunk Tissue,0.056,+11%,,+2%
96867,Growing Blood Pump,0.4,+11%,+9%,
96868,Twitching Aorta,0.225,+12%,+6%,
96869,Twitching Blood Pump,0.056,+11%,,+2%
96870,Growing Blood Sac,0.256,,+7%,+2%
96871,Writhing Muscle,0.7,+15%,+7%,
96872,Growing Trunk Tissue,0.1,+11%,+6%,
96873,Germinated Blood Sac,0.056,+11%,,+2%
96874,Growing Heart Lump,0.5,+11%,+10%,
96875,Twitching Trunk Tissue,0.3,+11%,+8%,
96876,Writhing Blood Sac,0.156,,+6%,+2%
96877,Germinated Chamber,0.225,+12%,+6%,
96878,Writhing Thorax,0.236,+12%,,+3%
96879,Writhing Muscle,0.056,+11%,,+2%
96880,Twitching Trunk Tissue,0.3,+11%,+8%,
96881,Germinated Heart Lump,0.556,,+10%,+2%
96882,Writhing Blood Sac,0.225,+12%,+6%,
96883,Germinated Trunk Tissue,0.575,+14%,+7%,
96884,Twitching Aorta,0.644,,+7%,+9%
96885,Wriggling Trunk Tissue,0.267,,+6%,+4%
96886,Wriggling Vessel,0.431,+14%,,+2%
96887,Germinated Heart Lump,0.156,,+6%,+2%
96888,Writhing Heart Lump,0.056,+11%,,+2%
96889,Germinated Ventricle,0.256,,+7%,+2%
96890,Writhing Chamber,0.1,+11%,+6%,
96891,Twitching Heart Lump,0.356,,+8%,+2%
96892,Wriggling Blood Pump,0.542,+14%,,+4%
96893,Germinated Vessel,0.433,,+6%,+7%
96894,Growing Vessel,0.056,+11%,,+2%
96895,Germinated Blood Sac,0.1,+11%,+6%,
96896,Writhing Trunk Tissue,0.225,+12%,+6%,
96897,Growing Chamber,0.4,+11%,+9%,
96898,Growing Ventricle,0.056,+11%,,+2%
96899,Germinated Blood Pump,0.733,,+9%,+7%
96900,Twitching Ventricle,0.306,+13%,,+2%
96901,Twitching Trunk Tissue,0.544,,+6%,+9%
96902,Twitching Heart Lump,0.156,,+6%,+2%
96903,Wriggling Vessel,0.4,+11%,+9%,
96904,Twitching Chamber,0.056,+11%,,+2%
96905,Twitching Vessel,0.65,+13%,+9%,
96906,Germinated Thorax,0.236,+12%,,+3%
96907,Growing Ventricle,0.575,+14%,+7%,
96908,Twitching Aorta,0.417,+13%,,+4%
96909,Wriggling Blood Sac,0.55,+13%,+8%,
96910,Germinated Trunk Tissue,0.356,,+8%,+2%
96911,Germinated Blood Sac,0.1,+11%,+6%,
96912,Germinated Aorta,0.389,+11%,,+8%
96913,Writhing Thorax,0.6,+15%,+6%,
96914,Writhing Thorax,0.611,,+10%,+3%
96915,Twitching Aorta,0.5,+11%,,+10%
96916,Wriggling Blood Pump,0.667,,+10%,+4%
96917,Wriggling Chamber,0.528,+13%,,+6%
96918,Germinated Aorta,0.056,+11%,,+2%
96919,Wriggling Blood Pump,0.311,,+7%,+3%
96920,Writhing Blood Sac,0.431,+14%,,+2%
96921,Writhing Trunk Tissue,0.875,+14%,+10%,
96922,Germinated Chamber,0.1,+11%,+6%,
96923,Twitching Ventricle,0.583,+13%,,+7%
96924,Growing Blood Pump,0.556,+15%,,+2%
96925,Twitching Blood Sac,0.475,+14%,+6%,
96926,Twitching Heart Lump,0.5,+11%,,+10%
96927,Wriggling Chamber,0.156,,+6%,+2%
96928,Twitching Vessel,0.678,,+9%,+6%
96929,Wriggling Aorta,0.211,,+6%,+3%
96930,Writhing Muscle,0.278,+11%,,+6%
96931,Twitching Trunk Tissue,1.0,+15%,+10%,
96932,Growing Trunk Tissue,0.156,,+6%,+2%
96933,Germinated Thorax,0.7,+15%,+7%,
96934,Germinated Blood Pump,0.056,+11%,,+2%
96935,Writhing Blood Sac,0.456,,+9%,+2%
96936,Twitching Heart Lump,0.431,+14%,,+2%
96937,Writhing Chamber,0.256,,+7%,+2%
96938,Writhing Blood Sac,0.256,,+7%,+2%
96939,Twitching Thorax,0.6,+15%,+6%,
96940,Wriggling Muscle,0.6,+15%,+6%,
96941,Writhing Heart Lump,0.156,,+6%,+2%
96942,Wriggling Trunk Tissue,0.236,+12%,,+3%
96943,Growing Muscle,0.1,+11%,+6%,
96944,Writhing Ventricle,0.156,,+6%,+2%
96945,Wriggling Ventricle,0.1,+11%,+6%,
96946,Wriggling Muscle,0.181,+12%,,+2%
96947,Twitching Ventricle,0.544,,+6%,+9%
96948,Writhing Blood Pump,0.056,+11%,,+2%
96949,Writhing Heart Lump,0.722,,+10%,+5%
96950,Writhing Blood Sac,0.425,+12%,+8%,
96951,Twitching Blood Pump,0.567,,+9%,+4%
96952,Wriggling Blood Sac,0.403,+12%,,+6%
96953,Germinated Chamber,0.2,+11%,+7%,
96954,Twitching Heart Lump,0.1,+11%,+6%,
96955,Growing Heart Lump,0.775,+14%,+9%,
96956,Writhing Heart Lump,0.733,,+9%,+7%
96957,Writhing Trunk Tissue,0.2,+11%,+7%,
96958,Germinated Muscle,0.456,,+9%,+2%
96959,Growing Chamber,0.356,,+8%,+2%
96960,Twitching Vessel,0.775,+14%,+9%,
96961,Wriggling Muscle,0.675,+14%,+8%,
96962,Writhing Muscle,0.156,,+6%,+2%
96963,Germinated Blood Sac,0.489,,+6%,+8%
96964,Germinated Vessel,0.311,,+7%,+3%
96965,Twitching Thorax,0.156,,+6%,+2%
96966,Twitching Aorta,0.389,+11%,,+8%
96967,Germinated Blood Sac,0.678,,+9%,+6%
96968,Germinated Vessel,0.431,+14%,,+2%
96969,Germinated Thorax,0.5,+11%,+10%,
96970,Twitching Thorax,0.356,,+8%,+2%
96971,Wriggling Trunk Tissue,0.1,+11%,+6%,
96972,Growing Blood Pump,0.256,,+7%,+2%
96973,Germinated Vessel,0.111,+11%,,+3%
96974,Growing Ventricle,0.181,+12%,,+2%
96975,Wriggling Ventricle,0.1,,+6%,+1%
96976,Growing Blood Pump,0.267,,+6%,+4%
96977,Growing Trunk Tissue,0.556,,+10%,+2%
96978,Twitching Blood Sac,0.356,,+8%,+2%
96979,Writhing Thorax,0.156,,+6%,+2%
96980,Wriggling Trunk Tissue,0.433,,+6%,+7%
96981,Germinated Blood Sac,0.7,+15%,+7%,
96982,Twitching Thorax,0.325,+12%,+7%,
96983,Writhing Muscle,0.111,+11%,,+3%
96984,Twitching Vessel,0.778,,+10%,+6%
96985,Writhing Heart Lump,0.356,,+8%,+2%
96986,Germinated Heart Lump,0.056,+11%,,+2%
96987,Writhing Vessel,0.3,+11%,+8%,
96988,Writhing Thorax,0.411,,+8%,+3%
96989,Germinated Trunk Tissue,0.433,,+6%,+7%
96990,Wriggling Vessel,0.431,+14%,,+2%
96991,Growing Vessel,0.486,+14%,,+3%
