sep=,
Seed,Name,Perfection,Ship_Weapons_Lasers_HeatTime,Ship_Weapons_Lasers_Damage,Ship_Weapons_ShieldLeech
90941,Glassy Reflector,0.132,+41%,,
90942,Restless Aperture,0.079,+39%,,
90943,Glassy Lens,0.167,,,+58%
90944,Focused Mirror,0.105,+40%,,
90945,Restless Fluids,0.333,,,+66%
90946,Fixated Fluids,0.188,,,+59%
90947,Restless Pupil,0.298,+39%,+19%,
90948,Restless Iris,0.447,+53%,,
90949,Focused Cornea,0.263,+46%,,
90950,Focused Retina,0.079,+39%,,
90951,Wandering Mirror,0.637,+48%,+18%,
90952,Fixated Pupil,0.083,,,+54%
90953,Restless Cornea,0.35,+47%,,+54%
90954,Wandering Mirror,0.25,,,+62%
90955,Focused Lens,0.021,,,+51%
90956,Wandering Projector,0.229,,,+61%
90957,Restless Retina,0.083,,,+54%
90958,Restless Cornea,0.506,+45%,+18%,
90959,Restless Retina,0.5,+55%,,
90960,Fixated Pupil,0.104,,,+55%
90961,Restless Reflector,0.105,+40%,,
90962,Fixated Projector,0.298,+39%,+19%,
90963,Restless Aperture,0.229,,,+61%
90964,Fixated Iris,0.208,,,+60%
90965,Fixated Fluids,0.746,+53%,+16%,
90966,Wandering Cornea,0.0,,+16%,
90967,Fixated Iris,0.702,+52%,+16%,
90968,Restless Reflector,0.021,,,+51%
90969,Glassy Reflector,0.079,+39%,,
90970,Glassy Fluids,0.072,,+16%,+52%
90971,Fixated Cornea,0.86,+50%,,+73%
90972,Glassy Reflector,0.0,,+16%,
90973,Focused Aperture,0.026,+37%,,
90974,Glassy Projector,0.167,,+17%,
90975,Wandering Pupil,0.0,,+16%,
90976,Glassy Projector,0.0,+36%,,
90977,Glassy Pupil,0.0,,+16%,
90978,Restless Cornea,0.026,+37%,,
90979,Focused Fluids,0.326,+44%,,+56%
90980,Restless Pupil,0.0,,+16%,+50%
90981,Glassy Cornea,0.138,,+19%,+50%
90982,Glassy Retina,0.021,,,+51%
90983,Glassy Reflector,0.167,+36%,+19%,
90984,Wandering Projector,0.0,,+16%,
90985,Wandering Cornea,0.462,+44%,+18%,
90986,Wandering Fluids,0.757,+52%,+17%,
90987,Fixated Reflector,0.0,,+16%,
90988,Focused Reflector,0.0,,+16%,
90989,Glassy Fluids,0.418,+41%,,+63%
90990,Glassy Iris,0.125,,,+56%
90991,Focused Pupil,0.0,+36%,,
90992,Fixated Aperture,0.0,+36%,,
90993,Restless Pupil,0.026,+37%,,
90994,Focused Mirror,0.132,+39%,+16%,
90995,Focused Mirror,0.023,+36%,,+51%
90996,Wandering Fluids,0.628,+47%,,+66%
90997,Fixated Pupil,0.298,+39%,+19%,
90998,Fixated Pupil,0.083,,,+54%
90999,Fixated Cornea,0.167,,+17%,
91000,Restless Retina,0.0,,+16%,
91001,Wandering Iris,0.036,,+16%,+51%
91002,Wandering Aperture,0.044,+37%,+16%,
91003,Restless Reflector,0.132,+41%,,
91004,Glassy Projector,0.0,,+16%,
91005,Glassy Pupil,0.167,+36%,+19%,
91006,Wandering Iris,0.271,,,+63%
91007,Glassy Projector,0.167,,+17%,
91008,Glassy Fluids,0.116,+37%,,+54%
91009,Focused Cornea,0.167,,+17%,
91010,Focused Fluids,0.0,+36%,,
91011,Wandering Retina,0.128,,+18%,+51%
91012,Focused Lens,0.026,+37%,,
91013,Wandering Reflector,0.373,+47%,,+55%
91014,Glassy Iris,0.0,,+16%,
91015,Restless Lens,0.0,+36%,,
91016,Fixated Lens,0.477,,+17%,+62%
91017,Wandering Retina,0.51,+37%,,+71%
91018,Focused Retina,0.28,+46%,,+52%
91019,Restless Reflector,0.0,+36%,,
91020,Glassy Pupil,0.301,+37%,,+62%
91021,Restless Fluids,0.167,,+17%,
91022,Fixated Aperture,0.5,,,+74%
91023,Wandering Pupil,0.5,,+19%,
91024,Restless Aperture,0.125,,,+56%
91025,Glassy Mirror,0.5,,+19%,
91026,Glassy Pupil,0.5,+55%,,
91027,Focused Aperture,0.231,+40%,+17%,
91028,Glassy Iris,0.626,+49%,+17%,
91029,Wandering Retina,0.0,+36%,+16%,
91030,Focused Fluids,0.187,+44%,,+50%
91031,Glassy Projector,0.421,+52%,,
91032,Glassy Aperture,0.56,+53%,,+57%
91033,Wandering Aperture,0.539,,+16%,+65%
91034,Fixated Aperture,0.0,+36%,,
91035,Wandering Cornea,0.438,,,+71%
91036,Glassy Lens,0.0,,+16%,
91037,Glassy Iris,0.083,,,+54%
91038,Focused Iris,0.0,,+16%,
91039,Glassy Lens,0.649,+47%,+19%,
91040,Glassy Fluids,0.053,+38%,,
91041,Glassy Projector,0.0,,+16%,
91042,Wandering Fluids,0.791,+53%,,+67%
91043,Focused Projector,0.125,,,+56%
91044,Glassy Pupil,0.279,+43%,,+55%
91045,Restless Pupil,0.0,+36%,,
91046,Wandering Fluids,0.0,,+16%,
91047,Glassy Mirror,0.57,+49%,+16%,
91048,Wandering Retina,0.21,,+19%,+52%
91049,Glassy Lens,0.237,+45%,,
91050,Wandering Mirror,0.042,,,+52%
91051,Fixated Mirror,0.132,+41%,,
91052,Wandering Cornea,0.026,+37%,,
91053,Fixated Cornea,0.026,+37%,,
91054,Focused Projector,0.421,+52%,,
91055,Focused Pupil,0.053,+38%,,
91056,Focused Cornea,0.062,,,+53%
91057,Glassy Reflector,0.237,+45%,,
91058,Fixated Projector,0.0,,+16%,
91059,Wandering Aperture,0.5,,+19%,
91060,Wandering Reflector,0.026,+37%,,
91061,Wandering Projector,0.0,,+16%,
91062,Focused Fluids,0.167,,+17%,
91063,Focused Cornea,0.0,,+16%,
91064,Focused Cornea,0.083,,,+54%
91065,Focused Cornea,0.374,+52%,,+50%
91066,Fixated Reflector,0.186,+39%,,+55%
91067,Glassy Cornea,0.395,+51%,,
91068,Glassy Aperture,0.0,,+16%,
91069,Focused Mirror,0.104,,,+55%
91070,Fixated Iris,0.627,+43%,,+70%
91071,Wandering Fluids,0.0,,+16%,
91072,Focused Cornea,0.333,,+18%,
91073,Wandering Mirror,0.368,+50%,,
91074,Glassy Aperture,0.175,+40%,+16%,
91075,Fixated Retina,0.105,+40%,,
91076,Restless Projector,0.65,+43%,,+71%
91077,Glassy Iris,0.682,,+16%,+69%
91078,Wandering Iris,0.606,+53%,,+59%
91079,Focused Mirror,0.682,,+16%,+69%
91080,Restless Fluids,0.175,+40%,+16%,
91081,Wandering Lens,0.312,,,+65%
91082,Glassy Pupil,0.0,,+16%,
91083,Wandering Iris,0.0,,+16%,
91084,Fixated Projector,0.368,+50%,,
91085,Fixated Iris,0.465,+44%,,+62%
91086,Wandering Pupil,0.229,,,+61%
91087,Fixated Lens,0.5,+55%,,
91088,Focused Projector,0.368,+50%,,
91089,Focused Projector,0.053,+38%,,
91090,Wandering Retina,0.0,+36%,+16%,
91091,Glassy Pupil,0.479,,,+73%
91092,Restless Lens,0.333,,+18%,
91093,Focused Projector,0.5,,+19%,
91094,Focused Mirror,0.354,,,+67%
91095,Glassy Pupil,0.0,,+16%,
91096,Restless Retina,0.104,,,+55%
91097,Fixated Mirror,0.0,,,+50%
91098,Glassy Projector,0.184,+43%,,
91099,Wandering Lens,0.021,,,+51%
91100,Focused Aperture,0.316,+48%,,
91101,Fixated Lens,0.044,+37%,+16%,
91102,Restless Aperture,0.857,+53%,+18%,
91103,Wandering Lens,0.042,,,+52%
91104,Glassy Iris,0.088,+38%,+16%,
91105,Wandering Retina,0.0,,+16%,
91106,Restless Projector,0.0,,+16%,
91107,Restless Lens,0.333,,+18%,
91108,Glassy Retina,0.857,+53%,+18%,
91109,Fixated Aperture,0.526,+48%,+16%,
91110,Restless Cornea,0.0,,+16%,
91111,Restless Aperture,0.144,,+16%,+54%
91112,Restless Iris,0.167,,,+58%
91113,Glassy Mirror,0.158,+42%,,
91114,Wandering Retina,0.0,,+16%,
91115,Focused Mirror,0.342,+49%,,
91116,Fixated Iris,0.698,+52%,,+64%
91117,Glassy Fluids,0.188,,,+59%
91118,Restless Reflector,0.0,,+16%,
91119,Glassy Retina,0.042,,,+52%
91120,Fixated Iris,0.0,,+16%,
91121,Wandering Fluids,0.0,,,+50%
91122,Focused Retina,0.0,,+16%,
91123,Fixated Mirror,0.108,,+16%,+53%
91124,Glassy Lens,0.289,+47%,,
91125,Restless Mirror,0.263,+46%,,
91126,Fixated Iris,0.083,,,+54%
91127,Glassy Iris,0.0,,,+50%
91128,Restless Lens,0.5,,,+74%
91129,Restless Fluids,0.0,,+16%,
91130,Restless Cornea,0.19,,+17%,+54%
91131,Focused Projector,0.046,,+17%,+50%
91132,Focused Aperture,0.658,+51%,+16%,
91133,Wandering Aperture,0.0,,,+50%
91134,Restless Mirror,0.021,,,+51%
91135,Fixated Retina,0.125,,,+56%
91136,Wandering Iris,0.326,+45%,,+55%
91137,Glassy Fluids,0.0,,+16%,
91138,Restless Aperture,0.342,+49%,,
91139,Focused Reflector,0.0,,+16%,
91140,Wandering Retina,0.144,,+16%,+54%
91141,Wandering Fluids,0.261,,+17%,+56%
91142,Glassy Projector,0.342,+49%,,
91143,Restless Mirror,0.158,+42%,,
91144,Fixated Fluids,0.211,+44%,,
91145,Glassy Cornea,0.614,+50%,+16%,
91146,Wandering Mirror,0.447,+53%,,
91147,Fixated Iris,0.0,+36%,,
91148,Restless Aperture,0.316,+48%,,
91149,Glassy Mirror,0.5,+55%,,
91150,Focused Reflector,0.053,+38%,,
91151,Restless Fluids,0.105,+40%,,
91152,Fixated Projector,0.0,,,+50%
91153,Focused Cornea,0.417,,,+70%
91154,Focused Reflector,0.271,,,+63%
91155,Focused Cornea,0.079,+39%,,
91156,Restless Lens,0.0,,+16%,
91157,Fixated Pupil,0.0,,+16%,
91158,Fixated Cornea,0.438,,,+71%
91159,Restless Reflector,0.104,,,+55%
91160,Restless Reflector,0.292,,,+64%
91161,Wandering Cornea,0.0,,+16%,
91162,Restless Mirror,0.079,+39%,,
91163,Focused Fluids,0.0,+36%,,+50%
91164,Glassy Aperture,0.026,+37%,,
91165,Focused Projector,0.312,,,+65%
91166,Fixated Lens,0.0,,+16%,
91167,Fixated Pupil,0.0,,+16%,
91168,Wandering Mirror,0.072,,+16%,+52%
91169,Glassy Mirror,0.105,+40%,,
91170,Glassy Reflector,0.312,,,+65%
91171,Restless Cornea,0.167,,+17%,
91172,Focused Iris,0.447,+53%,,
91173,Restless Reflector,0.111,+36%,+18%,
91174,Fixated Pupil,0.0,+36%,,
91175,Wandering Lens,0.139,+36%,,+56%
91176,Restless Pupil,0.0,+36%,+16%,
91177,Fixated Lens,0.447,+53%,,
91178,Restless Iris,0.0,,+16%,
91179,Restless Mirror,0.167,,+17%,
91180,Wandering Fluids,0.167,,+17%,
91181,Restless Fluids,0.0,,+16%,
91182,Focused Projector,0.826,,+16%,+73%
91183,Restless Reflector,0.0,+36%,+16%,
91184,Fixated Reflector,0.0,,+16%,
91185,Focused Cornea,0.117,+41%,,+50%
91186,Fixated Lens,0.442,+43%,,+62%
91187,Restless Iris,0.25,,,+62%
91188,Fixated Aperture,0.167,,+17%,
91189,Focused Pupil,0.447,+53%,,
91190,Wandering Reflector,0.0,+36%,,
91191,Fixated Lens,0.458,,,+72%
91192,Focused Retina,0.626,+42%,,+71%
91193,Focused Fluids,0.0,+36%,,+50%
91194,Fixated Iris,0.0,,+16%,
91195,Glassy Iris,0.256,+41%,,+56%
91196,Glassy Iris,0.451,,+18%,+60%
91197,Glassy Iris,0.042,,,+52%
91198,Restless Aperture,0.316,+48%,,
91199,Wandering Lens,0.307,+43%,+16%,
91200,Fixated Mirror,0.0,,+16%,
91201,Wandering Retina,0.21,+42%,,+53%
91202,Focused Projector,0.395,+45%,+16%,
91203,Wandering Iris,0.104,,,+55%
91204,Fixated Retina,0.5,,+19%,
91205,Wandering Lens,0.333,,+18%,
91206,Focused Retina,0.438,,,+71%
91207,Glassy Lens,0.539,,+16%,+65%
91208,Fixated Mirror,0.185,+36%,,+58%
91209,Fixated Projector,0.053,+38%,,
91210,Wandering Iris,0.342,+49%,,
91211,Restless Lens,0.132,+41%,,
91212,Glassy Aperture,0.132,+39%,+16%,
91213,Restless Fluids,0.0,,+16%,
91214,Wandering Cornea,0.438,,,+71%
91215,Restless Projector,0.421,+52%,,
91216,Focused Fluids,0.167,,+17%,
91217,Restless Reflector,0.626,+49%,+17%,
91218,Focused Pupil,0.451,,+18%,+60%
91219,Fixated Lens,0.271,,,+63%
91220,Wandering Pupil,0.083,,,+54%
91221,Focused Lens,0.083,,,+54%
91222,Fixated Retina,0.263,+46%,,
91223,Restless Aperture,0.094,+40%,,+50%
91224,Wandering Cornea,0.0,,+16%,
91225,Restless Pupil,0.184,+43%,,
91226,Fixated Fluids,0.111,+36%,+18%,
91227,Focused Reflector,0.0,,+16%,
91228,Fixated Pupil,0.158,+42%,,
91229,Focused Projector,0.0,,+16%,
91230,Restless Iris,0.167,,+17%,
91231,Fixated Mirror,0.167,,+17%,
91232,Focused Projector,0.237,+45%,,
91233,Fixated Retina,0.396,,,+69%
91234,Wandering Mirror,0.368,+50%,,
91235,Restless Projector,0.5,+55%,,
91236,Fixated Aperture,0.0,,+16%,
91237,Focused Pupil,0.0,,+16%,
91238,Glassy Retina,0.234,+45%,,+51%
91239,Restless Retina,0.0,,,+50%
91240,Focused Lens,0.167,,+17%,
91241,Restless Fluids,0.825,+51%,+19%,
91242,Focused Cornea,0.0,,,+50%
91243,Fixated Pupil,0.167,,+17%,
91244,Fixated Mirror,0.316,+48%,,
91245,Glassy Aperture,0.0,,,+50%
91246,Restless Pupil,0.0,,+16%,
91247,Wandering Projector,0.132,+41%,,
91248,Wandering Pupil,0.229,,,+61%
91249,Fixated Reflector,0.0,,+16%,
91250,Glassy Aperture,0.25,,,+62%
91251,Glassy Retina,0.125,,,+56%
91252,Fixated Reflector,0.146,,,+57%
91253,Fixated Fluids,0.083,,,+54%
91254,Focused Aperture,0.0,,+16%,
91255,Restless Mirror,0.333,,+18%,
91256,Wandering Aperture,0.0,,+16%,
91257,Glassy Projector,0.053,+38%,,
91258,Fixated Pupil,0.229,,,+61%
91259,Focused Lens,0.088,+38%,+16%,
91260,Glassy Iris,0.0,+36%,,
91261,Fixated Cornea,0.371,+39%,,+63%
91262,Fixated Pupil,0.0,+36%,,+50%
91263,Wandering Cornea,0.289,+47%,,
91264,Fixated Pupil,0.053,+38%,,
91265,Glassy Iris,0.099,+37%,+17%,
91266,Glassy Aperture,0.208,,,+60%
91267,Wandering Reflector,0.342,+49%,,
91268,Wandering Projector,0.474,+54%,,
91269,Focused Mirror,0.312,,,+65%
91270,Wandering Mirror,0.18,,+16%,+55%
91271,Wandering Iris,0.0,,+16%,
91272,Wandering Pupil,0.0,,+16%,
91273,Restless Fluids,0.307,+43%,+16%,
91274,Fixated Lens,0.026,+37%,,
91275,Restless Pupil,0.208,,,+60%
91276,Fixated Iris,0.021,,,+51%
91277,Wandering Mirror,0.0,,+16%,
91278,Restless Mirror,0.0,,,+50%
91279,Restless Projector,0.271,,,+63%
91280,Fixated Projector,0.125,,,+56%
91281,Wandering Projector,0.395,+51%,,
91282,Glassy Aperture,0.155,+37%,+18%,
91283,Wandering Pupil,0.0,+36%,,
91284,Wandering Fluids,0.184,+43%,,
91285,Restless Lens,0.023,+36%,,+51%
91286,Glassy Reflector,0.0,,+16%,
91287,Focused Retina,0.053,+38%,,
91288,Glassy Reflector,0.614,+50%,+16%,
91289,Fixated Lens,0.0,+36%,,
91290,Wandering Retina,0.49,+52%,,+55%
91291,Fixated Projector,0.072,,+16%,+52%
91292,Restless Fluids,0.125,,,+56%
91293,Focused Lens,0.042,,,+52%
91294,Fixated Projector,0.021,,,+51%
91295,Glassy Reflector,0.333,,,+66%
91296,Fixated Pupil,0.184,+43%,,
91297,Focused Cornea,0.0,,,+50%
91298,Restless Mirror,0.0,,+16%,
91299,Focused Projector,0.237,+45%,,
91300,Focused Iris,0.184,+43%,,
91301,Wandering Lens,0.211,+37%,+19%,
91302,Restless Lens,0.342,+40%,+19%,
91303,Wandering Lens,0.125,,,+56%
91304,Glassy Mirror,0.132,+39%,+16%,
91305,Glassy Projector,0.144,,+16%,+54%
91306,Fixated Lens,0.226,,+17%,+55%
91307,Glassy Reflector,0.056,+36%,+17%,
91308,Restless Mirror,0.026,+37%,,
91309,Focused Retina,0.167,,+17%,
91310,Focused Pupil,0.673,+42%,,+73%
91311,Fixated Cornea,0.167,,+17%,
91312,Focused Pupil,0.088,+38%,+16%,
91313,Restless Fluids,0.417,,,+70%
91314,Fixated Reflector,0.211,+44%,,
91315,Wandering Projector,0.395,+51%,,
91316,Fixated Aperture,0.0,,+16%,
91317,Wandering Projector,0.158,+42%,,
91318,Glassy Pupil,0.108,,+16%,+53%
91319,Restless Projector,0.0,+36%,,
91320,Focused Cornea,0.0,+36%,,
91321,Glassy Reflector,0.333,,+18%,
91322,Restless Mirror,0.718,,+16%,+70%
91323,Restless Iris,0.0,+36%,,
91324,Glassy Aperture,0.637,+48%,+18%,
91325,Fixated Pupil,0.5,,+19%,
91326,Fixated Projector,0.395,+45%,+16%,
91327,Focused Fluids,0.0,,+16%,
91328,Fixated Mirror,0.533,+38%,,+71%
91329,Restless Reflector,0.0,,+16%,
91330,Restless Projector,0.333,,+18%,
91331,Fixated Lens,0.0,,+16%,
91332,Fixated Lens,0.237,+45%,,
91333,Focused Fluids,0.0,+36%,,
91334,Fixated Cornea,0.333,,+18%,
91335,Wandering Lens,0.301,+37%,,+62%
91336,Wandering Projector,0.237,+45%,,
91337,Fixated Fluids,0.289,+47%,,
91338,Fixated Aperture,0.0,,,+50%
91339,Focused Lens,0.036,,+16%,+51%
91340,Glassy Aperture,0.263,+46%,,
91341,Wandering Reflector,0.58,+43%,,+68%
91342,Fixated Mirror,0.146,,,+57%
91343,Focused Retina,0.105,+40%,,
91344,Glassy Mirror,0.0,,,+50%
91345,Fixated Iris,0.0,,,+50%
91346,Wandering Lens,0.261,,+17%,+56%
91347,Glassy Aperture,0.289,+47%,,
91348,Wandering Fluids,0.208,,,+60%
91349,Fixated Pupil,0.417,,,+70%
91350,Fixated Reflector,0.104,,,+55%
91351,Glassy Reflector,0.083,,,+54%
91352,Glassy Pupil,0.458,,,+72%
91353,Glassy Aperture,0.395,+45%,+16%,
91354,Glassy Lens,0.251,,+16%,+57%
91355,Fixated Iris,0.062,,,+53%
91356,Wandering Cornea,0.053,+38%,,
91357,Wandering Aperture,0.021,,,+51%
91358,Wandering Fluids,0.0,+36%,,
91359,Wandering Fluids,0.746,+53%,+16%,
91360,Restless Pupil,0.229,,,+61%
91361,Wandering Fluids,0.163,+42%,,+51%
91362,Restless Fluids,0.0,,+16%,
91363,Fixated Iris,0.251,,+16%,+57%
91364,Wandering Fluids,0.298,+39%,+19%,
91365,Wandering Pupil,0.175,+40%,+16%,
91366,Restless Lens,0.0,+36%,,
91367,Glassy Lens,0.237,+45%,,
91368,Restless Iris,0.5,,+19%,
91369,Fixated Lens,0.359,,+16%,+60%
91370,Fixated Lens,0.5,,,+74%
91371,Restless Cornea,0.0,,+16%,
91372,Focused Iris,0.069,+36%,,+53%
91373,Restless Iris,0.637,+48%,+18%,
91374,Focused Fluids,0.673,+44%,,+71%
91375,Fixated Cornea,0.211,+44%,,
91376,Restless Lens,0.0,,,+50%
91377,Focused Cornea,0.482,+47%,+16%,
91378,Glassy Mirror,0.072,,+16%,+52%
91379,Focused Retina,0.585,,+17%,+65%
91380,Wandering Reflector,0.467,,+16%,+63%
91381,Wandering Fluids,0.0,+36%,,
91382,Wandering Iris,0.556,+37%,,+73%
91383,Glassy Fluids,0.0,,+16%,
91384,Glassy Lens,0.271,,,+63%
91385,Wandering Pupil,0.188,,,+59%
91386,Wandering Aperture,0.482,+47%,+16%,
91387,Restless Mirror,0.108,,+16%,+53%
91388,Restless Pupil,0.371,+40%,,+62%
91389,Fixated Iris,0.5,,,+74%
91390,Wandering Projector,0.421,+52%,,
91391,Wandering Retina,0.333,,+18%,
91392,Fixated Projector,0.0,,,+50%
91393,Focused Reflector,0.395,+51%,,
91394,Focused Retina,0.0,+36%,,
91395,Restless Cornea,0.167,,,+58%
91396,Fixated Projector,0.104,,,+55%
91397,Restless Projector,0.289,+47%,,
91398,Focused Pupil,0.813,+52%,+18%,
91399,Glassy Lens,0.5,+55%,,
91400,Restless Aperture,0.0,,,+50%
91401,Wandering Cornea,0.111,+36%,+18%,
91402,Fixated Lens,0.0,,+16%,
91403,Wandering Lens,0.0,,+16%,
91404,Focused Projector,0.825,+51%,+19%,
91405,Focused Projector,0.312,,,+65%
91406,Wandering Aperture,0.395,,+16%,+61%
91407,Fixated Projector,0.0,,+16%,
91408,Restless Aperture,0.167,,,+58%
91409,Focused Projector,0.167,,+17%,
91410,Focused Aperture,0.789,+54%,+16%,
91411,Focused Iris,0.0,,+16%,
91412,Fixated Fluids,0.289,+47%,,
91413,Fixated Pupil,0.316,+48%,,
91414,Fixated Fluids,0.0,,+16%,
91415,Glassy Pupil,0.0,+36%,,
91416,Wandering Iris,0.083,,,+54%
91417,Restless Mirror,0.042,,,+52%
91418,Wandering Iris,0.333,,+18%,
91419,Focused Fluids,0.0,+36%,,
91420,Restless Mirror,0.083,,,+54%
91421,Wandering Cornea,0.417,,,+70%
91422,Wandering Lens,0.421,+52%,,
91423,Focused Aperture,0.0,+36%,,
91424,Wandering Retina,0.316,+48%,,
91425,Focused Reflector,0.083,,,+54%
91426,Restless Fluids,0.0,,,+50%
91427,Fixated Pupil,0.167,,+17%,
91428,Fixated Aperture,0.396,,,+69%
91429,Restless Reflector,0.229,,,+61%
91430,Fixated Mirror,0.079,+39%,,
91431,Restless Lens,0.375,,,+68%
91432,Wandering Projector,0.0,+36%,+16%,
91433,Fixated Aperture,0.0,+36%,,
91434,Focused Mirror,0.0,,+16%,
91435,Fixated Mirror,0.211,+44%,,
91436,Glassy Mirror,0.257,+47%,,+50%
91437,Restless Retina,0.132,+39%,+16%,
91438,Focused Cornea,0.208,,,+60%
91439,Fixated Pupil,0.174,,+19%,+51%
91440,Wandering Iris,0.175,+40%,+16%,
91441,Glassy Retina,0.312,,,+65%
91442,Fixated Reflector,0.211,+44%,,
91443,Glassy Aperture,0.167,,+17%,
91444,Focused Mirror,0.021,,,+51%
91445,Wandering Pupil,0.116,+36%,,+55%
91446,Restless Iris,0.389,,+19%,+57%
91447,Focused Fluids,0.0,,+16%,
91448,Restless Retina,0.167,,+17%,
91449,Focused Reflector,0.746,+53%,+16%,
91450,Restless Pupil,0.0,,+16%,+50%
91451,Restless Fluids,0.79,,+16%,+72%
91452,Glassy Aperture,0.132,+41%,,
91453,Focused Reflector,0.0,,,+50%
91454,Restless Fluids,0.673,+41%,,+74%
91455,Wandering Pupil,0.069,+36%,,+53%
91456,Restless Iris,0.0,,+16%,
91457,Glassy Pupil,0.167,,+17%,
91458,Focused Retina,0.211,+44%,,
91459,Wandering Fluids,0.062,,,+53%
91460,Focused Reflector,0.216,,+16%,+56%
91461,Glassy Reflector,0.0,,+16%,
91462,Fixated Pupil,0.5,,+19%,
91463,Restless Reflector,0.912,+53%,+19%,
91464,Glassy Reflector,0.208,,,+60%
91465,Glassy Iris,0.132,+41%,,
91466,Restless Lens,0.0,,+16%,
91467,Glassy Mirror,0.0,,+16%,
91468,Restless Pupil,0.0,+36%,+16%,
91469,Wandering Fluids,0.105,+40%,,
91470,Focused Mirror,0.0,,+16%,
91471,Fixated Iris,0.33,+41%,+18%,
91472,Restless Retina,0.0,,+16%,
91473,Glassy Projector,0.0,,+16%,
91474,Restless Iris,0.272,,+18%,+55%
91475,Restless Retina,0.333,,,+66%
91476,Focused Projector,0.0,+36%,,
91477,Wandering Mirror,0.327,+50%,,+50%
91478,Wandering Retina,0.0,+36%,,
91479,Glassy Mirror,0.0,+36%,,
91480,Glassy Pupil,0.229,,,+61%
91481,Glassy Iris,0.718,,+16%,+70%
91482,Glassy Iris,0.0,,+16%,+50%
91483,Glassy Aperture,0.046,,+17%,+50%
91484,Fixated Cornea,0.333,,+18%,
91485,Glassy Cornea,0.954,,+18%,+74%
91486,Glassy Cornea,0.042,,,+52%
91487,Wandering Retina,0.703,,+18%,+67%
91488,Restless Aperture,0.0,,+16%,
91489,Restless Retina,0.026,+37%,,
91490,Focused Reflector,0.0,,+16%,
91491,Focused Projector,0.042,,,+52%
91492,Fixated Lens,0.167,,+17%,
91493,Glassy Retina,0.396,,,+69%
91494,Restless Aperture,0.167,,,+58%
91495,Restless Fluids,0.053,+38%,,
91496,Wandering Lens,0.0,,+16%,
91497,Wandering Cornea,0.5,,+19%,
91498,Fixated Cornea,0.0,,+16%,
91499,Restless Mirror,0.132,+39%,+16%,
91500,Glassy Iris,0.0,+36%,,
91501,Focused Lens,0.0,,+16%,
91502,Wandering Reflector,0.0,,+16%,+50%
91503,Glassy Retina,0.368,+50%,,
91504,Focused Lens,0.093,+36%,,+54%
91505,Wandering Lens,0.042,,,+52%
91506,Focused Reflector,0.229,,,+61%
91507,Wandering Mirror,0.211,+37%,+19%,
91508,Wandering Projector,0.211,+44%,,
91509,Wandering Mirror,0.026,+37%,,
91510,Fixated Iris,0.444,+54%,,+51%
91511,Fixated Lens,0.0,,+16%,+50%
91512,Focused Iris,0.462,+44%,+18%,
91513,Glassy Projector,0.167,,+17%,
91514,Restless Fluids,0.053,+38%,,
91515,Restless Cornea,0.079,+39%,,
91516,Focused Cornea,0.35,+46%,,+55%
91517,Restless Mirror,0.0,,+16%,
91518,Focused Aperture,0.108,,+16%,+53%
91519,Glassy Projector,0.125,,,+56%
91520,Wandering Lens,0.209,+39%,,+56%
91521,Glassy Mirror,0.105,+40%,,
91522,Wandering Projector,0.0,,+16%,
91523,Restless Mirror,0.118,,+17%,+52%
91524,Focused Pupil,0.0,,,+50%
91525,Wandering Reflector,0.0,,,+50%
91526,Glassy Fluids,0.395,+51%,,
91527,Glassy Fluids,0.0,,+16%,
91528,Restless Reflector,0.0,+36%,,
91529,Glassy Retina,0.0,,+16%,
91530,Glassy Retina,0.333,,+18%,
91531,Restless Reflector,0.5,,+19%,
91532,Restless Pupil,0.167,,+17%,
91533,Fixated Retina,0.0,,,+50%
91534,Fixated Iris,0.021,,,+51%
91535,Wandering Iris,0.0,+36%,+16%,
91536,Glassy Projector,0.026,+37%,,
91537,Wandering Aperture,0.55,+46%,+18%,
91538,Fixated Cornea,0.354,,,+67%
91539,Fixated Mirror,0.333,,+18%,
91540,Focused Projector,0.026,+37%,,
91541,Glassy Cornea,0.415,,+18%,+59%
91542,Restless Cornea,0.375,,,+68%
91543,Focused Mirror,0.026,+37%,,
91544,Fixated Mirror,0.125,,,+56%
91545,Fixated Retina,0.237,+45%,,
91546,Glassy Cornea,0.0,,+16%,
91547,Wandering Reflector,0.5,,+19%,
91548,Fixated Mirror,0.447,+53%,,
91549,Focused Iris,0.0,+36%,,
91550,Fixated Iris,0.333,,+18%,
91551,Fixated Aperture,0.5,+55%,,
91552,Focused Aperture,0.0,+36%,+16%,
91553,Fixated Lens,0.132,+39%,+16%,
91554,Wandering Lens,0.396,,,+69%
91555,Wandering Retina,0.036,,+16%,+51%
91556,Wandering Aperture,0.237,+45%,,
91557,Wandering Fluids,0.375,,,+68%
91558,Wandering Aperture,0.0,,+16%,
91559,Focused Retina,0.0,,,+50%
91560,Glassy Pupil,0.442,+43%,,+62%
91561,Glassy Iris,0.652,+53%,,+61%
91562,Glassy Reflector,0.0,,+16%,
91563,Glassy Cornea,0.125,,,+56%
91564,Wandering Aperture,0.167,,+17%,
91565,Fixated Retina,0.375,,,+68%
91566,Restless Fluids,0.614,+50%,+16%,
91567,Glassy Fluids,0.569,,+19%,+62%
91568,Focused Cornea,0.036,,+16%,+51%
91569,Restless Retina,0.099,+37%,+17%,
